candidate_id,candidate_origin,parent_id,canonical_smiles,scaffold,cluster,selection_class,glide_score,glide_rank,vina_score,vina_rank,acquisition_score,protocol_disagreement,novelty,tractability,pose_path,stage_added,panel_order,resolved_pose_path,pose_sha256,pose_evidence_source,pose_source_result,source_pose_protocol
ATP-GEN-1315B7478DAE,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)c(C(F)(F)F)c2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-8.942,5.0,0.7218640196989626,,0.6025641025641026,0.6644444444444445,results\phase16\poses\ATP-GEN-1315B7478DAE_vina_7p3w_v1.pdbqt,expanded60,31,/mnt/d/tiaozhansai/ATP-Navigator/results/phase16/poses/ATP-GEN-1315B7478DAE_vina_7p3w_v1.pdbqt,0b4513fe653f6055d2f56cbee3fd238fe5e1b97f315327de8649a8ecd4dfa070,phase16_declared_vina_pose,,vina_7p3w_v1
ATP-HTVS-FDB0F1EC6F74,phase15_historical_htvs,,CSCCNC(=O)c1cccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)c1F,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,42,historical_bridge_interpretable,,133.0,-6.636,1464.0,0.0399303422088996,0.8155637254901961,0.2923383266545055,,,expanded60,32,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/7e/7e97505ee2ffb34277bac144b514a214a04fd58bb7297bbaf059decdb69e628c/pose.pdbqt,b75395d57174c66cfec46a3298705f0af85b14f29ee7368e1147fe5f41e187ee,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/7e/7e97505ee2ffb34277bac144b514a214a04fd58bb7297bbaf059decdb69e628c/result.json,vina_7p3w_v1
ATP-HTVS-24E588DA0D03,phase15_historical_htvs,,CNc1cccc(CNc2c(NC(=O)c3ccc(C[NH+](C)C)cc3)c[nH+]c3ccccc23)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,2,medium_controls,,510.0,-7.562,1122.0,0.027898685895612,0.375,0.1302971153872423,,,expanded60,33,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/3f/3f35656ce92a6b074c7f60afe47c5ed3202e041b4487f300b13b24d64a68a711/pose.pdbqt,e1225a0eb8b03ca20e0f85b6d46109e1562575e8169ccc59bca60ebd4d780685,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/3f/3f35656ce92a6b074c7f60afe47c5ed3202e041b4487f300b13b24d64a68a711/result.json,vina_7p3w_v1
ATP-HTVS-1D3C11D6B0D4,phase15_historical_htvs,,N#Cc1cc(C(=O)Nc2c(C#CC[NH2+]Cc3ccccc3)cnc3ccccc23)ccc1Cl,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1ccccc1,199,multi_protocol_strong,,53.0,-9.214,71.0,0.0555634873362254,0.0110294117647058,0.6568775983376735,,,expanded60,34,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/c1/c10ecfbe39d90751073ae77c4e54def353e32170f3d1c5856b2822fc50971a19/pose.pdbqt,5e09fb868c2222fae9f87f979083c6dde8974796d869c87bccc28a3c036bd38a,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/c1/c10ecfbe39d90751073ae77c4e54def353e32170f3d1c5856b2822fc50971a19/result.json,vina_7p3w_v1
ATP-HTVS-9DBDBA397665,phase15_historical_htvs,,Cc1ccc([C@@H](NCc2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)C(=O)[O-])cc1,c1ccc(CNCc2cc(OCc3ccccc3)cc(OCc3ccccc3)c2)cc1,605,rank_boundary_uncertain,,1560.0,-8.928,156.0,0.05859506302521,0.8602941176470589,1.0,,,expanded60,35,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/4c/4c359732bd7d02eabe3a03ef4b986a9656ca825a930052ea9926feb0e16df74b/pose.pdbqt,52feafb73d283ff0b21ba4095686867098bb124d958f613805ebd5387c539bb5,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/4c/4c359732bd7d02eabe3a03ef4b986a9656ca825a930052ea9926feb0e16df74b/result.json,vina_7p3w_v1
ATP-HTVS-6B0687E57A6A,phase15_historical_htvs,,OCc1ccccc1CC[NH2+][C@@H](c1ccccc1)c1cc2ccccc2o1,c1ccc(CC[NH2+]C(c2ccccc2)c2cc3ccccc3o2)cc1,707,scaffold_diverse,,35.0,-8.996,125.0,0.0567935924369747,0.0551470588235294,1.0,,,expanded60,36,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/ce/ce260a6520777ef9121b92c331f5a2eff55ae6dd559240e4169404a2a2171ee3/pose.pdbqt,eb8692992fdf5505c89626b4e72b734e0914a4fa114b589d4570b295f97ee22e,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/ce/ce260a6520777ef9121b92c331f5a2eff55ae6dd559240e4169404a2a2171ee3/result.json,vina_7p3w_v1
ATP-HTVS-4EF6126AB2D8,phase15_historical_htvs,,CC[N@H+](Cc1cccc(C)c1)c1c(C(=O)N(CC[NH3+])c2ccccc2)sc2ccccc12,O=C(Nc1ccccc1)c1sc2ccccc2c1[NH2+]Cc1ccccc1,330,extreme_disagreement,,75.0,-5.988,1559.0,0.0559446143566249,0.909313725490196,0.8198835822837112,,,expanded60,37,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/68/682776ec0ece0fd0a2786974643351e17cc145e0f00d89fd0f5accdba1b0dad1/pose.pdbqt,a7dfa9293dab6f2708d64a21f49110da6130e1f17bd44baf84f356b6b28ffb8d,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/68/682776ec0ece0fd0a2786974643351e17cc145e0f00d89fd0f5accdba1b0dad1/result.json,vina_7p3w_v1
ATP-GEN-EDF096265289,phase16_generated,ATP-REF-IN2,Cc1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.499,15.0,0.7162526527480088,,0.6578947368421053,0.7338888888888888,results\phase16\poses\ATP-GEN-EDF096265289_vina_7p3w_v1.pdbqt,expanded60,38,/mnt/d/tiaozhansai/ATP-Navigator/results/phase16/poses/ATP-GEN-EDF096265289_vina_7p3w_v1.pdbqt,a0ca383d35825b384520df2ed45421d1c337dffc52d4c8e6efcd48d399a0011e,phase16_declared_vina_pose,,vina_7p3w_v1
ATP-HTVS-D78134F4C173,phase15_historical_htvs,,CC[C@@H](NC(=O)c1cc(NCc2cccc(C[NH+](C)C)c2)cs1)c1ccccc1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,214,historical_bridge_interpretable,,687.0,-7.801,1003.0,0.0340764825086826,0.1936274509803921,0.5852268997706038,,,expanded60,39,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/63/630c916b7eb8e8d33cf71396e62420389643a5f57fdd8669ace69ee15afb68d9/pose.pdbqt,fa4fa8f80b1c1703612c1d912463645e73e58350ab8101421f0241d1c1beb51b,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/63/630c916b7eb8e8d33cf71396e62420389643a5f57fdd8669ace69ee15afb68d9/result.json,vina_7p3w_v1
ATP-HTVS-54A1786C1F00,phase15_historical_htvs,,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)[C@H](O)c1ccc(Cl)cc1)Cc1cccc(F)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1,27,multi_protocol_strong,,18.0,-9.256,64.0,0.0548014787921987,0.0281862745098039,0.5323188378030038,,,expanded60,40,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/c9/c92ba68f5ae1fb24b96dccf87333e5883efdcad59578dfe23d1dd87837bbfa8c/pose.pdbqt,c65ed127cc245c1a0b55107fb13c2ffe313e925857c836fd52529a685c1c29c5,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/c9/c92ba68f5ae1fb24b96dccf87333e5883efdcad59578dfe23d1dd87837bbfa8c/result.json,vina_7p3w_v1
ATP-HTVS-EF5E324DB424,phase15_historical_htvs,,CN1CCN(c2ccccc2CNC(=O)c2oc3ccccc3c2COc2ccccc2)CC1,O=C(NCc1ccccc1N1CCNCC1)c1oc2ccccc2c1COc1ccccc1,407,rank_boundary_uncertain,,1470.0,-8.9,169.0,0.0580405287114845,0.7971813725490197,1.0,,,expanded60,41,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/b7/b704454bb2e90c9b1c0536f85cf06110827104f5b3b0b90355990428a423fca4/pose.pdbqt,faab0b0902e6e67198dd36bab85c79160dad83e18ce55879b3a12c80ef1c5a78,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/b7/b704454bb2e90c9b1c0536f85cf06110827104f5b3b0b90355990428a423fca4/result.json,vina_7p3w_v1
ATP-HTVS-BFD5BCAF9717,phase15_historical_htvs,,O=C(NNc1ccccc1)c1oc2ccccc2c1COc1ccccc1,O=C(NNc1ccccc1)c1oc2ccccc2c1COc1ccccc1,522,scaffold_diverse,,63.0,-8.907,165.0,0.0563156512605042,0.0625,1.0,,,expanded60,42,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/81/8174aa6a074e725819747c054e54a971fa3c554d4850d348817ed25486c3c70e/pose.pdbqt,7aa410234c45ac2ac99d948079f14a70cbced1c59da840d52d0b68e15bbaaf76,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/81/8174aa6a074e725819747c054e54a971fa3c554d4850d348817ed25486c3c70e/result.json,vina_7p3w_v1
ATP-HTVS-FACA9080893C,phase15_historical_htvs,,CCN(CC)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)C[C@@H](C#N)c2ccccc2)c1,O=C(CCc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,382,extreme_disagreement,,1623.0,-8.922,159.0,0.0550045190725292,0.8970588235294118,0.8760259858910316,,,expanded60,43,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/04/0460d9df0d1bd498a9c3c3cd2d4298e76d6e766d3fac7fb74c89d2d963f522e0/pose.pdbqt,5882883f91667b29a354074b5bccb0554ba7373dd355f67595fe1aec993a9dee,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/04/0460d9df0d1bd498a9c3c3cd2d4298e76d6e766d3fac7fb74c89d2d963f522e0/result.json,vina_7p3w_v1
ATP-GEN-7D19A1D856E8,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1C#N,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-9.093,3.0,0.7157504107226085,,0.5432098765432098,0.6722222222222223,results\phase16\poses\ATP-GEN-7D19A1D856E8_vina_7p3w_v1.pdbqt,expanded60,44,/mnt/d/tiaozhansai/ATP-Navigator/results/phase16/poses/ATP-GEN-7D19A1D856E8_vina_7p3w_v1.pdbqt,550b26814a099c1ce71f032cbf094e2024884b40f6aabeb1dc8ae63f60aec50f,phase16_declared_vina_pose,,vina_7p3w_v1
ATP-HTVS-3B3954EE8C13,phase15_historical_htvs,,[NH3+][C@@H](C#Cc1cnc2ccccc2c1NC(=O)C#Cc1cccc(F)c1)Cc1cccc(F)c1,O=C(C#Cc1ccccc1)Nc1c(C#CCCc2ccccc2)cnc2ccccc12,47,multi_protocol_strong,,11.0,-9.454,42.0,0.0529394167328937,0.0189950980392156,0.6583798285481339,,,expanded60,45,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/d8/d874471d8dbe096f443d376d2819b1b608cef83a145861c78d3bb7c0ed722175/pose.pdbqt,bd320da049628a05eb40275dffa7bd5116bdcd3673651d97c8e4d26969407b4a,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/d8/d874471d8dbe096f443d376d2819b1b608cef83a145861c78d3bb7c0ed722175/result.json,vina_7p3w_v1
ATP-HTVS-D1462A8BE621,phase15_historical_htvs,,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1cc(F)cc(F)c1,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1ccccc1,199,rank_boundary_uncertain,,21.0,-8.881,181.0,0.0575867716499509,0.0980392156862745,0.6568775983376735,,,expanded60,46,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/25/25b31b9db849a615f7cceb2f2fa95e1419f21c0575d3c4a30769b9ac94caae14/pose.pdbqt,afacef32f90bf1b34c6f231f3d8cb0b76362ee8c6df3400fba378e6e06faf03e,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/25/25b31b9db849a615f7cceb2f2fa95e1419f21c0575d3c4a30769b9ac94caae14/result.json,vina_7p3w_v1
ATP-HTVS-531EE93584A6,phase15_historical_htvs,,Cc1ccc([C@H](O)CNc2cc(-c3ccccn3)nc3c(F)cccc23)cc1,c1ccc(CCNc2cc(-c3ccccn3)nc3ccccc23)cc1,756,scaffold_diverse,,419.0,-9.075,106.0,0.0561716561624649,0.1917892156862745,1.0,,,expanded60,47,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/6f/6fd6b52f178addabe8b2ce7e8b4ff359dd341c5a0066f94e3e9e5433eb1b861c/pose.pdbqt,7cf3b83811a789d945160b72d44b7acf8503b9f32ff979c647f7eb81ae57dbf8,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/6f/6fd6b52f178addabe8b2ce7e8b4ff359dd341c5a0066f94e3e9e5433eb1b861c/result.json,vina_7p3w_v1
ATP-HTVS-79E4EBD82D6A,phase15_historical_htvs,,CN(C)Cc1ccc(CNc2nc(NCC(=O)Nc3ccc(F)cc3)c3ccccc3[nH+]2)cc1,O=C(CNc1nc(NCc2ccccc2)[nH+]c2ccccc12)Nc1ccccc1,172,extreme_disagreement,,1540.0,-9.241,66.0,0.0547067646800555,0.903186274509804,0.7741284623457786,,,expanded60,48,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/53/53c2eba7d80e139c0613f47a5c6e27d6b3f5d973713c91f216036512bd64f7d0/pose.pdbqt,3cf43ea35f16445e6f497daaac6ff329d73b82fcb5bbe4fed03d7702e4696055,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/53/53c2eba7d80e139c0613f47a5c6e27d6b3f5d973713c91f216036512bd64f7d0/result.json,vina_7p3w_v1
ATP-GEN-80A31E9A52D5,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3c(F)cccc3nc2SCc2ccccc2)cc1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.433,18.0,0.7154285714285714,,0.6190476190476191,0.7338888888888888,results\phase16\poses\ATP-GEN-80A31E9A52D5_vina_7p3w_v1.pdbqt,expanded60,49,/mnt/d/tiaozhansai/ATP-Navigator/results/phase16/poses/ATP-GEN-80A31E9A52D5_vina_7p3w_v1.pdbqt,c35aace76931538869d08abca891c46707fa0daeda7d265d6ddbae8f144abe65,phase16_declared_vina_pose,,vina_7p3w_v1
ATP-HTVS-CB3D9B3FDDC1,phase15_historical_htvs,,C[C@@H](NC(=O)NC[C@@H]1c2ccccc2C(=O)N1Cc1ccccc1)c1ccc(C[NH+](C)C)cc1,O=C(NCc1ccccc1)NCC1c2ccccc2C(=O)N1Cc1ccccc1,497,multi_protocol_strong,,26.0,-9.572,34.0,0.0520146744729871,0.0049019607843137,0.8435622116579284,,,expanded60,50,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/f3/f338af6983254f8a21c69cce632ef3af2495062eb8a1a719d495d807107cba4b/pose.pdbqt,a180027504c21a53060fff1fae1db3d593a4f2cf35d6436c91f059cbc23c7918,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/f3/f338af6983254f8a21c69cce632ef3af2495062eb8a1a719d495d807107cba4b/result.json,vina_7p3w_v1
ATP-HTVS-5BC6D09DB3F1,phase15_historical_htvs,,C[C@H](CF)Nc1cccc(CC(=O)NCc2[nH+]c3ccccc3n2Cc2ccccc2)c1,O=C(Cc1ccccc1)NCc1[nH+]c2ccccc2n1Cc1ccccc1,735,rank_boundary_uncertain,,1477.0,-8.798,223.0,0.0569038865546218,0.7683823529411765,1.0,,,expanded60,51,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/84/841907324a48dd10c5d4c388706b7e40a635270e7f65f34362197679909c0710/pose.pdbqt,98427ca0af2301ae6a267d4494db03ceb82da33fa2992fbd98ca7da6be1eec65,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/84/841907324a48dd10c5d4c388706b7e40a635270e7f65f34362197679909c0710/result.json,vina_7p3w_v1
ATP-HTVS-7CD79F872AFC,phase15_historical_htvs,,C[NH+](C)Cc1cccc(CNc2n/c(=[NH+]\Cc3cccc[nH+]3)c3ccccc3[nH]2)c1,c1ccc(CNc2nc(=[NH+]Cc3cccc[nH+]3)c3ccccc3[nH]2)cc1,677,scaffold_diverse,,305.0,-9.071,107.0,0.0558009453781512,0.1213235294117647,1.0,,,expanded60,52,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/c3/c309eedea56988fec79e1a9d25dacaa60eb8aa4decd052e04c5426b02a551390/pose.pdbqt,aa83884350c1b8e08f530ac5c1d61931dbd0bf72c392f63bae279205d1bb50b4,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/c3/c309eedea56988fec79e1a9d25dacaa60eb8aa4decd052e04c5426b02a551390/result.json,vina_7p3w_v1
ATP-HTVS-BE963CFE3042,phase15_historical_htvs,,CC(C)Nc1ccc(CNc2nc(N[C@H](C)c3ccccc3N)c3ccccc3n2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,525,extreme_disagreement,,1535.0,-9.621,30.0,0.0528083216967769,0.9221813725490196,0.7195881975489601,,,expanded60,53,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/23/231538479250cca7042cc7913c462329b619653420c2ee304d8c5bc5cc3dd8af/pose.pdbqt,d3dcdf3476c7ba450140cee862861985f48fcde91a96a6a77f322e8d969df15a,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/23/231538479250cca7042cc7913c462329b619653420c2ee304d8c5bc5cc3dd8af/result.json,vina_7p3w_v1
ATP-GEN-F6456D9CFF1B,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1C#N,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.556,12.0,0.7146032105149751,,0.6282051282051282,0.73,results\phase16\poses\ATP-GEN-F6456D9CFF1B_vina_7p3w_v1.pdbqt,expanded60,54,/mnt/d/tiaozhansai/ATP-Navigator/results/phase16/poses/ATP-GEN-F6456D9CFF1B_vina_7p3w_v1.pdbqt,61c898d0f81824317fb68b8729389fcabe7d2cb3659e1241846600d6c80f2e27,phase16_declared_vina_pose,,vina_7p3w_v1
ATP-HTVS-780990BE0E68,phase15_historical_htvs,,C[C@@H]([NH2+]CC#Cc1cnc(NC(=O)c2cccc(O)c2)c2ccccc12)c1cccc(F)c1,O=C(Nc1ncc(C#CC[NH2+]Cc2ccccc2)c2ccccc12)c1ccccc1,49,multi_protocol_strong,,2.0,-9.251,65.0,0.0513923813911527,0.0386029411764705,0.6069634889387587,,,expanded60,55,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/ed/edc2aa8b9cc1209a9176f7dd56ef9d58d316700ec47569f348458b3a2b10506e/pose.pdbqt,edebcfa246706e269fd9d8c5d3a49ba838197d5eaef3758a6dfb21ed31d19231,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/ed/edc2aa8b9cc1209a9176f7dd56ef9d58d316700ec47569f348458b3a2b10506e/result.json,vina_7p3w_v1
ATP-HTVS-08266C4344A3,phase15_historical_htvs,,[NH3+][C@H](C#Cc1cnc2ccccc2c1NC(=O)c1cc(F)cc(F)c1)Cc1cccc(F)c1,O=C(Nc1c(C#CCCc2ccccc2)cnc2ccccc12)c1ccccc1,47,rank_boundary_uncertain,,162.0,-9.331,54.0,0.0495122288210303,0.0661764705882353,0.6126247086102014,,,expanded60,56,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/d3/d34785c033f7558ad05d03fbf1c2c4f329b80d174fedae7db5c61e10e439df19/pose.pdbqt,479924d0f81f03da490ec12b1a4b60f3d10ab2538bba153ec319d67a40ac8f63,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/d3/d34785c033f7558ad05d03fbf1c2c4f329b80d174fedae7db5c61e10e439df19/result.json,vina_7p3w_v1
ATP-HTVS-0CA591B42E29,phase15_historical_htvs,,C[NH+](C)Cc1cccc(CN[C@H](C#Cc2ccc(C(=O)[O-])cc2)c2coc3ccccc23)c1,C(#CC(NCc1ccccc1)c1coc2ccccc12)c1ccccc1,897,scaffold_diverse,,126.0,-8.89,177.0,0.05500131302521,0.03125,1.0,,,expanded60,57,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/9e/9ea3173287d7119305b079f6f71614d4922e13b60f002e61857025773e30d0df/pose.pdbqt,99388e30e741b184ae5fae9e7ad0f0e48aff2163db5337bce0ea4af1c065ba98,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/9e/9ea3173287d7119305b079f6f71614d4922e13b60f002e61857025773e30d0df/result.json,vina_7p3w_v1
ATP-HTVS-16A35D40F1B5,phase15_historical_htvs,,COC[C@H](Nc1nc(NCc2ccc(F)c(C[NH+](C)C)c2)nc2ccccc12)c1ccccc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,881,extreme_disagreement,,1481.0,-9.361,50.0,0.0522139589516788,0.8768382352941176,0.7195881975489601,,,expanded60,58,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/12/121526dc34e3a2e98b7107ccb5ff37b4eafa0ec6e6bcf8eda2b6933be5252fd2/pose.pdbqt,ae3e517bee5940bd64ef51154d8528bd083ee04261ec302cea5007e590fcfb1c,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/12/121526dc34e3a2e98b7107ccb5ff37b4eafa0ec6e6bcf8eda2b6933be5252fd2/result.json,vina_7p3w_v1
ATP-GEN-1BC48CE9C549,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)c(S(N)(=O)=O)c2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-8.745,8.0,0.7117052824350352,,0.5679012345679013,0.6511111111111112,results\phase16\poses\ATP-GEN-1BC48CE9C549_vina_7p3w_v1.pdbqt,expanded60,59,/mnt/d/tiaozhansai/ATP-Navigator/results/phase16/poses/ATP-GEN-1BC48CE9C549_vina_7p3w_v1.pdbqt,ccad89b986107b8576317a262cea5c11bfe80a90e54bf6eeaff061c5593a1991,phase16_declared_vina_pose,,vina_7p3w_v1
ATP-HTVS-6F07AE7177E0,phase15_historical_htvs,,[NH3+][C@@H](CNC(=O)c1oc2ccccc2c1CSc1ccccc1F)c1ccccc1,O=C(NCCc1ccccc1)c1oc2ccccc2c1CSc1ccccc1,93,multi_protocol_strong,,50.0,-9.395,47.0,0.0513839923170924,0.0018382352941176,0.7179860587384581,,,expanded60,60,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/6f/6f8f9bdd629eccd142263cda2c0b971885f67861b1b3fe73bbec31ad4de6542d/pose.pdbqt,00e2c213eb35c40f4a604c9138f22563c36c79e6964b2703fc8a7b4a67835c54,phase14_vina_success_cache,/mnt/d/tiaozhansai/ATP-Navigator/workspace_local/phase14_vina/jobs/6f/6f8f9bdd629eccd142263cda2c0b971885f67861b1b3fe73bbec31ad4de6542d/result.json,vina_7p3w_v1
