canonical_id,original_name,source,confidence
ATP-HTVS-459B7E30FD80,76673,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-45A004EDB829,35234,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-45C9FDCE5200,67554,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-45EC04A30F13,45571,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-461088EC3581,13442,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4630C8488F7C,77025,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-464A50F6807A,88514,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-464DF81034BD,92994,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4697491C32F9,77698,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4697A006B393,56194,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-469EEFA86A0D,60513,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-46A91AAE2D1D,82529,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-46F5C2C02CE5,81411,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-471B66EC874A,78945,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-471CA8009E10,94562,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-472161FD1CB3,82882,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-47220BE834AE,78051,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-47675EC0C4D5,67843,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-47A17AC8C7BD,41059,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-47BAC8FD9A9F,73409,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4862FE6420AB,72898,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-48C487957C1E,66849,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-48ECC7021683,96033,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-491BAB709F49,88482,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4920657FA6C2,47234,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-494FFDA3E05A,79810,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4991CDEEDD30,76385,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-49CF595ADD5C,20834,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-49D68E9248AF,44739,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4A1EB194D3B6,11747,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4A28AAEEA14A,71714,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4A3DC7D9F888,95777,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4A7957865725,86657,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4AC739BE8539,83970,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4AC96F3AF657,25826,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4AF467728185,61602,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4AF9C9C46A6A,50882,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4B144E96CFBE,75490,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4B5D35D2395E,61409,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4B689B6ED6C6,95234,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4B898DE9EBD2,87971,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4BBA1A792A2F,70529,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4BCACD3FB587,71139,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4BE062240422,80833,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4BFDBDCB8AC3,81857,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4C04B46E023C,67139,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4C091C5F609D,74754,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4C511AF0E5BD,37027,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4C6C1EFD2AA2,72065,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4CC80B7019B2,75234,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4CFD3E435A48,60227,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4D1ED9B826E8,4419,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4D974321991D,51619,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4DC88D9567D5,69986,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4DE86EAA2D32,76034,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4E16F03E37A9,70275,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4E652792F62F,84931,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4E825B07A9DF,20418,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4E9E59A3DA5E,69218,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4EA46F6E6AE0,20450,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4EF6126AB2D8,89666,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4F22ABB48DC5,71586,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4F450E2E91A2,68579,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4F5A90394674,95681,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-4F9099514318,87875,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4F9E5F08F37F,89571,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-4FCAA645F202,97537,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-4FDD59ABF895,4961,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-505E03B882A0,11617,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-507C96D672B3,5570,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-508A27B63548,61411,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-50911053B2F5,79745,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-50DD7346FE25,89505,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-510C24ACBA66,94817,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-512766A3F074,87874,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-512BF8EF5FA0,50785,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-512DB2E888C1,97313,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-514A7FD93F10,90115,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-515F0CC44DE0,70113,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-51861E5F66D2,67938,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-518A2BC6902B,53057,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5192BC4864D4,70497,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-51A8EA31A006,90307,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-51D7DCB6F8E8,85793,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-51FD2328387A,515,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-523F9B5BEE3B,72899,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-52495E42CB55,54529,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-524A2C000135,32450,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-52625044C5D9,31809,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-52816E9DAB39,70209,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-52B20567BA88,12577,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-52BA94C773EB,97153,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-52CC222D68E9,81987,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-52D7AA6D1B75,23138,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-52F407909F9A,88994,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-53075BACB2C6,93475,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-531A4B252985,78049,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-531EE93584A6,1955,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-532EC38BED39,25314,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5359DC82CCCB,23171,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-53CB9D69C030,33121,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5401EBEC1B21,77091,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-54143804256C,38146,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5425AB1A5C10,35457,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-542A37ED863C,14243,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-542AD0F295EC,98561,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-545253A9A90F,83842,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5494A1B9D9EC,67939,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-54A1786C1F00,83457,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-54E64C0F11AA,71361,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-54ED83DE83DA,86306,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-553AACDE3786,19939,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-555FA00075E9,85825,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5589B4ED8BC3,58051,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-559A97C754E4,23137,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-55C340552E65,92289,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-560CD6AB75AE,93730,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-56362DCB1C38,56802,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-563DC51EEC46,75746,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5658ECC62B06,77859,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5694EB72FE49,38083,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-569AAE7497B4,63426,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-56BFCD0C6B29,72193,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-57132EA8AA79,36161,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-572BFDBE8187,1059,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-57A1B32CE9AA,90337,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-57B04A124BC1,76577,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-57C145E4C4AF,91107,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-57CD8A84B862,69666,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5801E8FB792E,25635,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5850FC4068A9,89729,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-586B19FEBC2D,72769,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5890B3ABBA42,51713,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-58BA49956E55,50050,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-590B92626142,45217,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-593FD885E4E3,89665,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-595807F16B2C,73795,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5993E100A2C1,94626,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-59B1C5906543,73635,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-59B957CB7E9F,77507,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-59E59E09D09E,55489,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5A1C186863E4,25313,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5A2EB4E9D835,63779,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5A38D2E65B38,77890,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5A3D1DB8098B,55105,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5A74948D5858,90114,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5AAA6558FE6F,81315,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5AC0D5CB90EF,60835,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5B1B34F83C18,97985,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5B32A3AFA3A9,56418,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5B9C564ED935,40865,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5BC6D09DB3F1,87234,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5BCFBB048AA1,79809,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5BE3914F361A,91171,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5BF5224E50DC,52739,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5BFD90183104,77187,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5C08F16C0BFC,24993,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5C1A90E0608A,85537,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,confirmed
ATP-HTVS-5C2621A0B526,36290,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5C29B6179A0F,95362,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5CE7EF7F1B66,84354,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5CEF79319D6B,72323,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
ATP-HTVS-5CF527C7FD25,87938,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5CFA0109773F,85506,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5D344E99E653,87266,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,confirmed
ATP-HTVS-5D5940BED632,70627,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,confirmed
