canonical_id,stage,score,source_file
ATP-SMI-15737353FB69,ADMET,6,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-1EDF03AEDEF9,ADMET,8,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-4417138BF81D,ADMET,8,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-5B36D3E11A3B,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-5D3E7B6B6796,ADMET,8,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-775D33706F04,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-874C2DE25FE4,ADMET,5,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-91E7552C2382,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-94F73967C042,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-96FD6257D8BA,ADMET,8,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-9DA3213A09E8,ADMET,8,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-BF69AB71C1A4,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-C3308BEE03AC,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-C93E6EC67CDB,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-CDED936B42F4,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-CFA68A98711F,ADMET,9,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-E9798004BA11,ADMET,6,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-SMI-FCA9CDF3313B,ADMET,7,作图/作图/2-基于衍生数据库的虚拟筛选/数据/ADMET.xlsx
ATP-HTVS-0009DAEDE04F,HTVS,-3.58525470579908,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0015C54A99C8,HTVS,-3.84066710724475,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,HTVS,-3.81260017118305,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,HTVS,-2.40302535148596,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,HTVS,-2.01163726220462,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,HTVS,-1.77691793567558,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,HTVS,-1.53762116704211,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-003E4D952AAC,HTVS,-4.13615387037502,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,HTVS,-3.96135753394356,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,HTVS,-3.85093500462413,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,HTVS,-2.81232717105313,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,HTVS,-2.64512268532993,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,HTVS,-1.87142440865764,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,HTVS,-4.35640294669943,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,HTVS,-3.1840549499627,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,HTVS,-2.07302556697141,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,HTVS,-1.53574588154644,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0063E4174F09,HTVS,-1.03468293307069,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0063E4174F09,HTVS,0.239290636197166,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0079D40D2121,HTVS,-3.34092399123274,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,HTVS,-3.4850388695678,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,HTVS,-3.02953822153422,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,HTVS,-1.74647551840086,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,HTVS,-1.57402555235185,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-00C8034698A8,HTVS,-5.81163963281027,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-00C8034698A8,HTVS,-4.34088550229078,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-00F86A54285D,HTVS,-3.90724208104371,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-00F86A54285D,HTVS,-1.9767386256534,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-00F86A54285D,HTVS,-1.79643206351916,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-011A966B3F21,HTVS,-5.69314528862896,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-011A966B3F21,HTVS,-2.09746892073619,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0125A5267C6C,HTVS,-4.51418145101,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0125A5267C6C,HTVS,-2.42265323142305,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0125A5267C6C,HTVS,-2.40573993703173,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0161AEC2E23E,HTVS,-4.83483869865031,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0161AEC2E23E,HTVS,-4.10965605091423,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0161AEC2E23E,HTVS,-2.72700621853685,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0161AEC2E23E,HTVS,-2.65711287440246,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0161AEC2E23E,HTVS,-2.31871702897704,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0161AEC2E23E,HTVS,-1.51266285159953,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-017DA1C05B1D,HTVS,-4.47627817522789,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-017DA1C05B1D,HTVS,-4.18165293496056,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-01DF3EF44742,HTVS,-4.47878814702221,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-01DF3EF44742,HTVS,-2.44130904251181,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-01E9987F6BBC,HTVS,-1.40856773004933,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-01E9987F6BBC,HTVS,-0.677692530957854,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-02393E0D1A46,HTVS,-4.68860698749509,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-02393E0D1A46,HTVS,-3.62526937942632,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-02393E0D1A46,HTVS,-2.64623913427507,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-02393E0D1A46,HTVS,-2.39638970699226,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-02527EDCA73D,HTVS,-5.15716390255472,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-02527EDCA73D,HTVS,-4.82522296942826,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-02527EDCA73D,HTVS,-4.60978103959386,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0258CCAE4910,HTVS,-3.77278250253085,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-027CB3113620,HTVS,-2.49226291162582,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0282D10141FD,HTVS,-4.7455117172325,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0282D10141FD,HTVS,-3.42017321993642,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0282D10141FD,HTVS,-1.78040640719635,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-028F2DC4E032,HTVS,-4.69863757955225,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-028F2DC4E032,HTVS,-2.2125295956232,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-02AC8E798E60,HTVS,-4.27581637536966,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-02AC8E798E60,HTVS,-2.57291917082921,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-02AC8E798E60,HTVS,-1.64530602404243,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-02BB8772E392,HTVS,-1.68205076672122,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-02BB8772E392,HTVS,-1.67421302861449,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-02DF9A19852D,HTVS,-4.97657782986944,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0362648F57EF,HTVS,-3.94325468056887,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-03C3664644A2,HTVS,-4.15070282757494,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-03C3664644A2,HTVS,-3.17095359397542,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-03F3A1A9B60E,HTVS,-2.87454592440143,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-03F3A1A9B60E,HTVS,-1.9587491131134,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0438281B0112,HTVS,-4.14983282792689,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0438281B0112,HTVS,-2.43809108805463,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0460857F35D6,HTVS,-3.06745979615094,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-04621B482D9F,HTVS,-4.54855997419821,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-04621B482D9F,HTVS,-1.70053326062319,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-04BA495CA0A4,HTVS,-3.00531349655571,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-052AF9B11E6A,HTVS,-1.36010897797717,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-053279755E30,HTVS,-2.01240354385726,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0587EECAF94B,HTVS,-3.96144137791356,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0587EECAF94B,HTVS,-1.47677110896036,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-05A72EDFB57A,HTVS,-5.97314811529865,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-05A72EDFB57A,HTVS,-4.96012650059948,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-05A72EDFB57A,HTVS,-3.78087994770328,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-05A72EDFB57A,HTVS,-3.10918668015397,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-05A72EDFB57A,HTVS,-3.10772088425599,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-05A72EDFB57A,HTVS,-2.46499448959672,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-05E9E2FC066B,HTVS,-4.72622512874464,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-05E9E2FC066B,HTVS,-3.375264557184,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-05E9E2FC066B,HTVS,-3.16154229615463,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-05E9E2FC066B,HTVS,-2.62600070886647,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-05E9E2FC066B,HTVS,-2.36480146589559,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-05E9E2FC066B,HTVS,-1.46199997001258,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-05E9E2FC066B,HTVS,-0.832186979448156,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-05E9E2FC066B,HTVS,-0.740429639636178,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0659C124A83C,HTVS,-3.45404571440084,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0659C124A83C,HTVS,-2.48572753714194,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0659C124A83C,HTVS,-1.91885195680244,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-069ABDEDA86E,HTVS,-4.26179409221933,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-069ABDEDA86E,HTVS,-1.89564891377359,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-069ABDEDA86E,HTVS,-1.42711269303631,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-06CA19E03C57,HTVS,-4.2587937861896,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-06CA19E03C57,HTVS,-2.98373838200371,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-06E5BAB39855,HTVS,-5.39055779577526,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-06E5BAB39855,HTVS,-5.32101913261146,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-06E5BAB39855,HTVS,-3.87989617627303,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-06E5BAB39855,HTVS,-3.71923646754274,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-06E5BAB39855,HTVS,-3.08118014564502,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-06E5BAB39855,HTVS,-2.9373350650814,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-071084F9408F,HTVS,-4.35035063556848,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0715C99C3A28,HTVS,-4.31020815903779,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0715C99C3A28,HTVS,-2.25965026950558,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0743B9964B99,HTVS,-4.32395435766192,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0743B9964B99,HTVS,-2.56684606877109,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-07D9286D8737,HTVS,-4.23957689882345,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-07D9286D8737,HTVS,-3.74611963021975,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-07D9286D8737,HTVS,-3.62417298686507,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-07D9286D8737,HTVS,-2.07124293575545,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-07D9286D8737,HTVS,-1.91692012285911,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-07D9286D8737,HTVS,-1.89443191577343,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-07F3737128F1,HTVS,-2.91614400004075,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-08126335CB19,HTVS,-2.40929881919301,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-081D95190B15,HTVS,-6.07449494060147,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-081D95190B15,HTVS,-5.71382373818647,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-081D95190B15,HTVS,-3.07472994765743,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-08266C4344A3,HTVS,-5.33799910271163,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-08266C4344A3,HTVS,-3.08908161904315,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0852D38F8C28,HTVS,-1.52630325310868,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0852D38F8C28,HTVS,0.351368709615173,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-08590B5C6743,HTVS,-4.88985591725625,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-08590B5C6743,HTVS,-2.92970481319089,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-086F5E4227DC,HTVS,-4.91629733977056,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-086F5E4227DC,HTVS,-2.34362232590977,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-08A6E1F87809,HTVS,-4.18003369774354,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-08A6E1F87809,HTVS,-2.21946587552376,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-08A6E1F87809,HTVS,-1.65675415020806,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-093491EAEBEC,HTVS,-3.78030398240935,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-093491EAEBEC,HTVS,-2.43251952643014,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-093491EAEBEC,HTVS,-2.12437596835423,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-09A5DA8CBD66,HTVS,-4.32064354787896,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
