canonical_id,compound_code,title,variant,pose_index,source_file,canonical_smiles,canonical_smiles_nonisomeric,scaffold,molecular_formula,formal_charge,heavy_atom_count,atom_count_with_h,conformer_count,smiles_sha256,glide_docking_score,glide_emodel,glide_ligand_efficiency,pose_count,variant_count,unique_variant_structures,structure_join_status,extraction_status
ATP-HTVS-9071C340676C,91907,rxn512b____EMOL331034537____EMOL477682____EMOL2739194,91907-1,249,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CC[NH+](CC)Cc1cccc(NC(=O)CCn2c(-c3ccccc3)cc(=O)c3ccccc32)c1,CC[NH+](CC)Cc1cccc(NC(=O)CCn2c(-c3ccccc3)cc(=O)c3ccccc32)c1,O=C(CCn1c(-c2ccccc2)cc(=O)c2ccccc21)Nc1ccccc1,C29H32N3O2+,1.0,34.0,66.0,1.0,0cdef84e26d88017c3292f2df53878e54b19dda44ea2d393e80ab37f66c06a98,-4.4993105710441,-52.2116233422404,-0.132332663854238,2,2,2,matched,complete
ATP-HTVS-90D8E935D6BA,70531,rxn512c____EMOL35875322____EMOL526741____EMOL50155899,70531-1,572,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CN(C(=O)c1sc2cc(F)ccc2c1NCc1ccc(C[NH+](C)C)cc1)c1ccccc1C#N,CN(C(=O)c1sc2cc(F)ccc2c1NCc1ccc(C[NH+](C)C)cc1)c1ccccc1C#N,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,C27H26FN4OS+,1.0,34.0,60.0,1.0,b472f0ee4337575903bec96f30a08e698f85ea781f8ab1065466168b4bd6ec9b,-3.61586634816549,-43.9865079029073,-0.106349010240161,2,2,2,matched,complete
ATP-HTVS-90E2293F5662,27587,m_270004bbb____8353320____24714838,27587-1,517,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C[NH+](C)Cc1ccccc1C[NH2+]Cc1cn(CCC#N)nc1-c1ccc(Cl)cc1,C[NH+](C)Cc1ccccc1C[NH2+]Cc1cn(CCC#N)nc1-c1ccc(Cl)cc1,c1ccc(C[NH2+]Cc2c[nH]nc2-c2ccccc2)cc1,C23H28ClN5+2,2.0,29.0,57.0,1.0,da6753f6dacbf21b1497c249567eb9f999d366c9dc8f717dd655b2d8a860aea2,-3.76904070186571,-48.7697230915227,-0.12996692075399,3,3,3,matched,complete
ATP-HTVS-90F616328265,99169,rxn514b____EMOL712348____EMOL17240199____EMOL975590,99169-1,469,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,C[NH+](C)Cc1ccccc1Nc1cnccc1C(=O)N(CC#N)c1ccccc1,C[NH+](C)Cc1ccccc1Nc1cnccc1C(=O)N(CC#N)c1ccccc1,O=C(Nc1ccccc1)c1ccncc1Nc1ccccc1,C23H24N5O+,1.0,29.0,53.0,1.0,4b4f407220b501be22edc579caedf579961f2a8ecfe63b4b4a9a12b3dd590816,-3.91551756697436,-51.4215168992074,-0.135017847137047,2,2,2,matched,complete
ATP-HTVS-9118BAC0F3E5,49857,m_527bbb____20840648____4971430,49857-1,261,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CN(Cc1ccc(CO)cc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,CN(Cc1ccc(CO)cc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)nc2ccccc12,C26H25N3O2,0.0,31.0,56.0,1.0,bfde75ee181096bc5814645e60ed3b8a3ad559e132c0fa81fb2c82bed9faec89,-4.45713464556693,-55.1382020181378,-0.143778536953772,1,1,1,matched,complete
ATP-HTVS-9126C22B6E5D,23649,m_527bbb____15775628____214828,23649-1,297,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)Cc1ccc(CCNC(=O)Cn2c(COc3ccccc3)nc3ccccc32)cc1,C[NH+](C)Cc1ccc(CCNC(=O)Cn2c(COc3ccccc3)nc3ccccc32)cc1,O=C(Cn1c(COc2ccccc2)nc2ccccc21)NCCc1ccccc1,C27H31N4O2+,1.0,33.0,64.0,1.0,609e384426d8b6e652d5b6d1c80e5623b84893c5e7407fa8bec329f48105949c,-4.35085127506382,-54.7864194148713,-0.131843978032237,2,2,2,matched,complete
ATP-HTVS-91559CC1A0CF,77345,rxn512b____EMOL714785____EMOL525138____EMOL50155899,77345-1,181,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CN(C(=O)c1sccc1NCc1ccc(C[NH+](C)C)cc1)c1ccccc1O,CN(C(=O)c1sccc1NCc1ccc(C[NH+](C)C)cc1)c1ccccc1O,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1,C22H26N3O2S+,1.0,28.0,54.0,1.0,644aadde2bd2c6973703b082320f234fce227ff579156893532a1217cc53dd99,-4.680774902516,-55.3940998993297,-0.167170532232714,2,2,2,matched,complete
ATP-HTVS-915EA674EB52,76033,rxn502b____EMOL509335____EMOL13728749____EMOL44153840,76033-2,763,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CC[NH+](CC)Cc1cccc(CNc2c[nH+]c3ccccc3c2NC(=O)c2cccc([S-])c2)c1,CC[NH+](CC)Cc1cccc(CNc2c[nH+]c3ccccc3c2NC(=O)c2cccc([S-])c2)c1,O=C(Nc1c(NCc2ccccc2)c[nH+]c2ccccc12)c1ccccc1,C28H31N4OS+,1.0,34.0,65.0,1.0,f3fcf517792148aa3b2d78b20246ea0e3b59b1dc3917420d9fb57df3397f6ba3,-3.12601315930246,-62.1191203456084,-0.0919415635088959,1,1,1,matched,complete
ATP-HTVS-917D65E68C1C,37603,m_2230bec____12332212____7690348,37603-3,475,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CC[N@@H+](Cc1ccc(C[NH+](C)C)cc1)Cc1cc(C)nc(-c2ccc(Cl)cc2)n1,CC[NH+](Cc1ccc(C[NH+](C)C)cc1)Cc1cc(C)nc(-c2ccc(Cl)cc2)n1,c1ccc(C[NH2+]Cc2ccnc(-c3ccccc3)n2)cc1,C24H31ClN4+2,2.0,29.0,60.0,1.0,0ce9fcf830dd339e005274fd65a19ea0ee6561fdad53a872066b392175fa312c,-3.85121697689063,-54.226521825649,-0.132800585410022,6,6,6,matched,complete
ATP-HTVS-917EA3B617CA,53634,m_282030aaa____21896940____23157418____21938720,53634-1,55,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,C[NH+](C)Cc1cc(F)ccc1CNc1nc2ccccc2nc1NCc1ccc(F)cc1N,C[NH+](C)Cc1cc(F)ccc1CNc1nc2ccccc2nc1NCc1ccc(F)cc1N,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,C25H27F2N6+,1.0,33.0,60.0,1.0,c2e1e349d6dce3f5218234bdb17d6bb3a2d7e39406fc953e21fe6514e9217618,-5.55670999827466,-58.8969858154502,-0.168385151462868,1,1,1,matched,complete
ATP-HTVS-91FB2566E9C6,66147,m_282030aaa____21930070____22360182____21978800,66147-2,578,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CC[N@H+](C)Cc1cccc(CNc2nc(NCc3ccc([N+](=O)[O-])cc3)c3ccccc3[nH+]2)c1,CC[NH+](C)Cc1cccc(CNc2nc(NCc3ccc([N+](=O)[O-])cc3)c3ccccc3[nH+]2)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,C26H30N6O2+2,2.0,34.0,64.0,1.0,4114b0e0b203c4270bbb847ce944b4068da5293b7fa49228aca8d4b286cbfa78,-3.60648204518161,-51.5055295236918,-0.106073001328871,5,5,5,matched,complete
ATP-HTVS-91FE8B97AF5D,74274,rxn512b____EMOL523557____EMOL10439745____EMOL2873214,74274-1,187,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CN(Cc1ccc(F)cc1)C(=O)c1cscc1NCc1cccc(C[NH+](C)C)c1,CN(Cc1ccc(F)cc1)C(=O)c1cscc1NCc1cccc(C[NH+](C)C)c1,O=C(NCc1ccccc1)c1cscc1NCc1ccccc1,C23H27FN3OS+,1.0,29.0,56.0,1.0,8320c95627ccb8c1497ef00f6ea2134b1eb9eecc2f3d8d5b473f82404f26cb34,-4.73078737167212,-59.8249372637231,-0.163130599023177,1,1,1,matched,complete
ATP-HTVS-925A357E73C9,83553,rxn207____EMOL44467252____EMOL2873214,83553-1,53,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,COc1ccc(Cn2cc([C@@H](C)[NH2+]Cc3cccc(C[NH+](C)C)c3)nn2)cc1,COc1ccc(Cn2cc(C(C)[NH2+]Cc3cccc(C[NH+](C)C)c3)nn2)cc1,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nn2)cc1,C22H31N5O+2,2.0,28.0,59.0,1.0,8a61dacd13635f11a0e33e673eae7816e18587b32b85800ea97bad032f0b5114,-5.27050292570935,-65.398833652597,-0.188232247346763,8,8,8,matched,complete
ATP-HTVS-9261E8E7C16B,37826,m_282030aaa____21928796____22360182____21970420,37826-1,338,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,C[NH+](C)Cc1cccc(CNc2nc(NCc3cccc(N)c3F)[nH+]c3ccccc23)c1,C[NH+](C)Cc1cccc(CNc2nc(NCc3cccc(N)c3F)[nH+]c3ccccc23)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,C25H29FN6+2,2.0,32.0,61.0,1.0,0589bac14e73c1aa4f9cf24969ceeafb83f839bef300c8d60f54a07d6605e342,-4.28268244897226,-53.7228523346883,-0.133833826530383,3,3,3,matched,complete
ATP-HTVS-9279E9D3CA8E,26337,m_27bbd____15775612____9316198,26337-1,327,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)Cc1ccc(CCNc2nc(-c3ccccn3)nc3ccccc23)cc1,C[NH+](C)Cc1ccc(CCNc2nc(-c3ccccn3)nc3ccccc23)cc1,c1ccc(CCNc2nc(-c3ccccn3)nc3ccccc23)cc1,C24H26N5+,1.0,29.0,55.0,1.0,1c65096541c0fa3d398d568cc930b7bb8a63a5e3b45901a6c248ffe91d65c681,-4.25826048465034,-51.6799611313978,-0.146836568436219,2,2,2,matched,complete
ATP-HTVS-928F3709654C,80577,rxn501c____EMOL18624763____EMOL36251210____EMOL32273941,80577-1,265,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,Cc1cc(-c2ccnc(NC(=O)c3ccc(C[NH+](C)C)cc3)c2C(=O)c2ccccc2)ccc1O,Cc1cc(-c2ccnc(NC(=O)c3ccc(C[NH+](C)C)cc3)c2C(=O)c2ccccc2)ccc1O,O=C(Nc1nccc(-c2ccccc2)c1C(=O)c1ccccc1)c1ccccc1,C29H28N3O3+,1.0,35.0,63.0,1.0,f525681fcce51c2c37e48d5097ab9ecb5607d11b53d4507779f0fb84163552e1,-4.45239168748071,-61.2764719517008,-0.127211191070877,2,2,2,matched,complete
ATP-HTVS-92BA88CED8DA,20033,WXDL_15E____QS5063____LN00174727____BT2076,20033-1,8,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)Cc1ccc(C[NH2+]Cc2ccc(-c3cccc(O)c3)cn2)cc1,C[NH+](C)Cc1ccc(C[NH2+]Cc2ccc(-c3cccc(O)c3)cn2)cc1,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)cn2)cc1,C22H27N3O+2,2.0,26.0,53.0,1.0,ac1a2ff911294e9e938985c5009eca8cd2e5ec4ccb0444abd2afc937de222eb2,-6.1795954276148,-71.8208229639052,-0.237676747215954,3,3,3,matched,complete
ATP-HTVS-92C487CB2C4B,64961,m_270004bbb____8290930____24720860,64961-4,255,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C[NH+](C)C[C@H](Cc1ccccc1)NCc1[nH+]c2ccccc2n1Cc1ccccc1,C[NH+](C)CC(Cc1ccccc1)NCc1[nH+]c2ccccc2n1Cc1ccccc1,c1ccc(CCNCc2[nH+]c3ccccc3n2Cc2ccccc2)cc1,C26H32N4+2,2.0,30.0,62.0,1.0,ec61564a29b39614b708115fabe39b8e6504dd259275b75903ef40b3c3ab4d39,-4.47030229665557,-67.7635885756377,-0.149010076555186,6,6,6,matched,complete
ATP-HTVS-92D1D8A066E2,26498,m_282030aaa____21926464____22360182____21936236,26498-2,922,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CN(C)Cc1ccc(CCNc2nc(NCc3cccc(Cl)c3N)[nH+]c3ccccc23)cc1,CN(C)Cc1ccc(CCNc2nc(NCc3cccc(Cl)c3N)[nH+]c3ccccc23)cc1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,C26H30ClN6+,1.0,33.0,63.0,1.0,f695b789ebac6a93290790bd56ac8b6c5a035f5b9ff2c8368e1bac9b657f418d,-2.65640299054939,-55.7384140280348,-0.0804970603196785,2,2,2,matched,complete
ATP-HTVS-92F0D0267220,45570,m_270004bca____10206040____24720332,45570-1,225,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,COc1cccc(C[N@H+](C)Cc2ccc(C[NH+](C)C)cc2)c1OCc1ccccc1,COc1cccc(C[NH+](C)Cc2ccc(C[NH+](C)C)cc2)c1OCc1ccccc1,c1ccc(C[NH2+]Cc2ccccc2OCc2ccccc2)cc1,C26H34N2O2+2,2.0,30.0,64.0,1.0,5eb96b6486c2f39b20fc74dd447d2b2c823d0dec3dc16bc565b1c927ad528c3c,-4.57744836383982,-61.9509242200854,-0.152581612127994,1,1,1,matched,complete
ATP-HTVS-9352BEE24C86,93634,rxn102c____EMOL4852476____EMOL720506,93634-2,79,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,C[NH+]1CCN(c2ccc(CNc3cccc([C@@H](C#N)c4ccccc4)n3)cc2)CC1,C[NH+]1CCN(c2ccc(CNc3cccc(C(C#N)c4ccccc4)n3)cc2)CC1,c1ccc(Cc2cccc(NCc3ccc(N4CC[NH2+]CC4)cc3)n2)cc1,C25H28N5+,1.0,30.0,58.0,1.0,c4f67b7356063ade417fac7b4d73dde1f52ef188e03cfc895733b33f819548ef,-5.27203094462307,-63.6345776459061,-0.175734364820769,4,4,4,matched,complete
ATP-HTVS-9360F17A3EC6,75329,rxn502b____EMOL505868____EMOL30488121____EMOL109645890,75329-1,111,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CN(C)c1ccc(CCNc2c(NC(=O)c3ccccc3F)c[nH+]c3ccccc23)cc1,CN(C)c1ccc(CCNc2c(NC(=O)c3ccccc3F)c[nH+]c3ccccc23)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCCc1ccccc1)c1ccccc1,C26H26FN4O+,1.0,32.0,58.0,1.0,55a3b78860f13a01385b3a58698f883903cdc71f7a83984ac703e00b37b38049,-4.94808290662811,-59.8636611014379,-0.154627590832128,2,2,2,matched,complete
ATP-HTVS-9393AACC3570,45122,m_270004bbb____8296362____13581306,45122-2,402,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CCNC(=O)c1ccc(CNCc2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,CCNC(=O)c1ccc(CNCc2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,c1ccc(CNCc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,C26H25FN4O,0.0,32.0,57.0,1.0,7fae573a2c16765a33dd8004aaf34b1c0259fbca4ed1bd751a329fa560f7587f,-4.09612916239728,-62.8445510804983,-0.128004036324915,1,1,1,matched,complete
ATP-HTVS-93C7314F95B0,68035,m_270004bda____24170338____7549178,68035-1,1245,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,COc1ccc(CN2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)cc1C#N,COc1ccc(CN2CC(=O)Nc3ccccc3C2c2ccccc2)cc1C#N,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,C24H21N3O2,0.0,29.0,50.0,1.0,51151d9d7629aabf9f86cedd47d70a0d98ad78a40e94f5ef986a2708827acda8,-1.73857734327022,-30.4667967839902,-0.059950942871387,2,2,2,matched,complete
ATP-HTVS-93CB38BE3680,47971,m_527dbb____9746914____156372,47971-1,90,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C[NH+](C)Cc1cc(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)ccc1Cl,C[NH+](C)Cc1cc(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)ccc1Cl,O=C(Nc1ccccc1)c1cc(-c2ccncc2)nc2ccccc12,C24H22ClN4O+,1.0,30.0,52.0,1.0,f7fb08cefae000ae32427761682fb764284d6bb613d1a0f4466bf0429d84e32b,-5.15580573349618,-65.6561459799993,-0.171860191116539,2,2,2,matched,complete
ATP-HTVS-93E6D0793690,63681,m_270004bbb____16771676____7547806,63681-1,158,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,C#Cc1ccccc1C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccncc1,C#Cc1ccccc1C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccncc1,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,C24H21N4+,1.0,28.0,49.0,1.0,739e500d5225ebf14f72beee5c324a48e62b3dbc83cee0d2407f76bb8e074cbf,-4.7710526005952,-62.2971649871882,-0.170394735735543,1,1,1,matched,complete
ATP-HTVS-94036CD3F111,91106,rxn502b____EMOL32179358____EMOL30488121____EMOL2873214,91106-3,887,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CN(C)Cc1cccc(CNc2c(NC(=O)c3ccsc3Cl)c[nH+]c3ccccc23)c1,CN(C)Cc1cccc(CNc2c(NC(=O)c3ccsc3Cl)c[nH+]c3ccccc23)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccsc1,C24H24ClN4OS+,1.0,31.0,55.0,1.0,3211fca70f8abba2f3d2f88c7a49c6ea24eac3d23c695b28d1ea12720157c511,-2.79144307709762,-52.9466728713571,-0.0900465508741167,1,1,1,matched,complete
ATP-HTVS-94448DA501C0,79074,rxn512c____EMOL299969148____EMOL526741____EMOL2873214,79074-1,250,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,C[NH+](C)Cc1cccc(CNc2c(C(=O)NCc3ccc(C#N)cc3)sc3cc(F)ccc23)c1,C[NH+](C)Cc1cccc(CNc2c(C(=O)NCc3ccc(C#N)cc3)sc3cc(F)ccc23)c1,O=C(NCc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,C27H26FN4OS+,1.0,34.0,60.0,1.0,67e1a5b029620d0761f5cdeb703882b35d4d06aac7c65481956e6d5a86a46055,-4.51449028526668,-63.6636565803081,-0.132779126037255,1,1,1,matched,complete
ATP-HTVS-9480C2297FB5,70563,rxn502b____EMOL490868____EMOL44466703____EMOL2873214,70563-1,276,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C[NH+](C)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)c2ccc(O)cc2)c1,C[NH+](C)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)c2ccc(O)cc2)c1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,C26H27N4O2+,1.0,32.0,59.0,1.0,80cab4a78a5446c39895104bf7082acb9b9ae1291c631cf53ce079ca0629de29,-4.42481376111799,-57.3185510109165,-0.138275430034937,3,3,3,matched,complete
ATP-HTVS-94941B52F5EC,56161,m_282030aaa____21917492____23157418____21967972,56161-2,655,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,COc1cc(C#N)ccc1CNc1nc2ccccc2nc1NCCc1ccc(CN(C)C)cc1,COc1cc(C#N)ccc1CNc1nc2ccccc2nc1NCCc1ccc(CN(C)C)cc1,c1ccc(CCNc2nc3ccccc3nc2NCc2ccccc2)cc1,C28H30N6O,0.0,35.0,65.0,1.0,bf891f56ea394e20d6ae6d2048e0fdf573c5989ef41c09668427ca4b9e470ebc,-3.43266651054237,-56.3621625622454,-0.0980761860154964,1,1,1,matched,complete
ATP-HTVS-94D8827D88B0,51299,m_527bcb____7557140____4971430,51299-1,706,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,CC[C@@H](O)CN(Cc1ccccc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,CCC(O)CN(Cc1ccccc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)nc2ccccc12,C28H29N3O2,0.0,33.0,62.0,1.0,9de81c1a2a7a37ed1aaf3a1926b06761ed25df12ec27eb94c7de778410505685,-3.23224548519724,-43.441706814993,-0.0979468328847648,1,1,1,matched,complete
ATP-HTVS-94FDA1BF8648,94914,rxn502b____EMOL15318088____EMOL13728749____EMOL712348,94914-1,571,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,N#CCN(c1ccccc1)c1cnc2ccccc2c1NC(=O)COc1ccccc1Cl,N#CCN(c1ccccc1)c1cnc2ccccc2c1NC(=O)COc1ccccc1Cl,O=C(COc1ccccc1)Nc1c(Nc2ccccc2)cnc2ccccc12,C25H19ClN4O2,0.0,32.0,51.0,1.0,1f7a342858aa3c86ed4c638e413b6da99aa2797b8eaa5a9df9ae8c41c523df76,-3.61857230261687,-45.9743240990207,-0.113080384456777,1,1,1,matched,complete
ATP-HTVS-9505CBC4E7EE,64641,m_282030aaa____21906104____22360182____21967972,64641-2,1281,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CN(C)Cc1ccc(CCNc2nc(NCc3cccc4c3OCO4)[nH+]c3ccccc23)cc1,CN(C)Cc1ccc(CCNc2nc(NCc3cccc4c3OCO4)[nH+]c3ccccc23)cc1,c1ccc(CCNc2nc(NCc3cccc4c3OCO4)[nH+]c3ccccc23)cc1,C27H30N5O2+,1.0,34.0,64.0,1.0,99f23b191267824358cfa7a8ef7b3bc0f5c9688e06a1a43c619fea25c188b8d8,-1.65167439484376,-46.6112705450574,-0.0485786586718752,1,1,1,matched,complete
ATP-HTVS-952C6901247D,71138,rxn502b____EMOL32280493____EMOL30488121____EMOL2873214,71138-1,176,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,COc1ccccc1CC(=O)Nc1c[nH+]c2ccccc2c1NCc1cccc(C[NH+](C)C)c1,COc1ccccc1CC(=O)Nc1c[nH+]c2ccccc2c1NCc1cccc(C[NH+](C)C)c1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,C28H32N4O2+2,2.0,34.0,66.0,1.0,0f79832167537f99ec669acd59a7333fc9185f47c56304353c88ee601cb491b9,-4.77328082745397,-66.4762951039562,-0.140390612572176,3,3,3,matched,complete
ATP-HTVS-9548848ABB82,37537,m_2708bba____6950698____12219706,37537-1,505,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,CC(C)Nc1cccc(CNC(=O)NC[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)c1,CC(C)Nc1cccc(CNC(=O)NCC2c3ccccc3C(=O)N2Cc2ccccc2)c1,O=C(NCc1ccccc1)NCC1c2ccccc2C(=O)N1Cc1ccccc1,C27H30N4O2,0.0,33.0,63.0,1.0,385e84e612ccdcde0363ace362394512ec01eefaa3a8e741995e99bb33b1785d,-3.80376357856523,-42.920291518113,-0.115265562986825,4,4,4,matched,complete
ATP-HTVS-954980F32CB7,55906,m_2230bbb____22404674____681058,55906-1,153,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,CCc1ccccc1N(C(C)=O)c1nc(C[NH2+][C@H](C)c2ccc(C[NH+](C)C)cc2)cs1,CCc1ccccc1N(C(C)=O)c1nc(C[NH2+]C(C)c2ccc(C[NH+](C)C)cc2)cs1,c1ccc(C[NH2+]Cc2csc(Nc3ccccc3)n2)cc1,C25H34N4OS+2,2.0,31.0,65.0,1.0,7dd2d4a67e48e9ad27c0b8fcd674ff50139a792c461b8ca53bd431c3ed653e22,-4.89048614238512,-63.0662923637616,-0.157757617496294,8,8,8,matched,complete
ATP-HTVS-95B9B67075F0,77443,rxn512c____EMOL29781770____EMOL493239____EMOL6185419,77443-2,577,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,C#CCCNC(=O)c1ccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)cc1,C#CCCNC(=O)c1ccc(CN2CC(=O)Nc3ccccc3C2c2ccccc2)cc1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,C27H25N3O2,0.0,32.0,57.0,1.0,e5fb0475148229d8a2ec437e147b6803710d704fc0b80dca1294ed65e0b80ba0,-3.60768913216631,-45.8727894693332,-0.112740285380197,2,2,2,matched,complete
ATP-HTVS-95C9BC6D1CE7,79202,rxn102a____EMOL31260559____EMOL324170366,79202-1,174,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,OCCNc1ccc(CNc2ccc(OCc3ccccc3)c(Br)n2)cc1,OCCNc1ccc(CNc2ccc(OCc3ccccc3)c(Br)n2)cc1,c1ccc(CNc2ccc(OCc3ccccc3)cn2)cc1,C21H22BrN3O2,0.0,27.0,49.0,1.0,c4263f1e70f82b9552a853f156028902feed9150c959252f900268e82cd552ce,-4.77672736272663,-54.6932695019907,-0.176915828249135,2,2,2,matched,complete
