canonical_id,compound_code,title,variant,pose_index,glide_docking_score,glide_gscore,glide_emodel,glide_energy,glide_evdw,glide_ecoul,glide_einternal,glide_eff_state_penalty,glide_ligand_efficiency,glide_ligand_efficiency_sa,glide_ligand_efficiency_ln,quickprop_accpthb,quickprop_acid,quickprop_acxdn_5_sa,quickprop_amide,quickprop_amidine,quickprop_amine,quickprop_ciqplogs,quickprop_cns,quickprop_dip_2_v,quickprop_dipole,quickprop_donorhb,quickprop_ea_ev,quickprop_fisa,quickprop_fosa,quickprop_glob,quickprop_humanoralabsorption,quickprop_in34,quickprop_in56,quickprop_ip_ev,quickprop_jm,quickprop_metab,quickprop_mol_mw,quickprop_nando,quickprop_noncon,quickprop_nonhatm,quickprop_percenthumanoralabsorption,quickprop_pisa,quickprop_psa,quickprop_qplogbb,quickprop_qplogherg,quickprop_qplogkhsa,quickprop_qplogkp,quickprop_qplogpc16,quickprop_qplogpo_w,quickprop_qplogpoct,quickprop_qplogpw,quickprop_qplogs,quickprop_qppcaco,quickprop_qppmdck,quickprop_qppolrz,quickprop_ringatoms,quickprop_rotor,quickprop_rtvfg,quickprop_ruleoffive,quickprop_ruleofthree,quickprop_saamideo,quickprop_safluorine,quickprop_sasa,quickprop_stars,quickprop_volume,quickprop_wpsa,source_file
ATP-HTVS-0009DAEDE04F,79971,rxn502b____EMOL6884260____EMOL7515103____EMOL712348,79971-2,586,-3.58525470579908,-4.60735470579908,-50.6046984272226,-40.9973608255386,-39.9714088439941,-1.02595198154449,4.35698270797729,1.0221,-0.112039209556221,-0.355702317811539,-0.802836258980599,6,0,0.0113954,0,0,0,-8.001,-1,0.0822648,10.458,1.8,1.337,118.266,115.488,0.8277298,1,0,22,8.378,0.003726821262477,7,438.546,5,0,32,100,410.804,70.971,-0.978,-6.279,0.652,-1.388,15.124,4.911,22.416,11.601,-6.683,748.838,789.633,45.195,22,9,1,0,2,0,0,706.414,1,1329.456,61.856,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0015C54A99C8,82625,rxn502b____EMOL5415347____EMOL13728749____EMOL331212734,82625-2,485,-3.84066710724475,-3.91576710724475,-54.6541829923864,-41.409499168396,-33.9884910583496,-7.42100811004639,3.63171243667603,0.0751,-0.109733345921279,-0.358945050521973,-0.843111669054111,8,0,0.01542,0,0,1,-6.823,1,0.0171785,4.885,2,1.153,96.359,114.158,0.8207178,3,0,22,8.601,0.00276061914002945,7,471.508,6,0,35,95.202,480.398,78.17,-0.369,-7.45,0.471,-2.898,15.345,4.08,24.128,14.467,-5.335,301.321,256.755,48.9,22,8,0,0,1,0,42.789,733.703,1,1389.388,42.789,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,82625,rxn502b____EMOL5415347____EMOL13728749____EMOL331212734,82625-1,501,-3.81260017118305,-3.88770017118305,-54.2710752893493,-41.6802763938904,-34.870979309082,-6.80929708480835,1.41096544265747,0.0751,-0.108931433462373,-0.356321941697035,-0.836950353676484,8,0,0.0147257,0,0,1,-6.823,1,0.0663123,9.709,2,1.127,84.472,149.645,0.7958275,3,0,22,8.628,0.00118787237112092,7,471.508,6,0,35,100,486.581,78.161,-0.293,-7.882,0.534,-2.657,15.652,4.367,25.146,14.514,-5.942,390.62,361.164,50.248,22,8,0,0,2,0,47.598,768.296,1,1421.587,47.598,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,82625,rxn502b____EMOL5415347____EMOL13728749____EMOL331212734,82625-3,1016,-2.40302535148596,-3.78992535148596,-48.435424128739,-39.7516922950745,-35.2497520446777,-4.50194025039673,2.04686093330383,1.3869,-0.0686578671853132,-0.224584436013122,-0.527517396925378,8,0,0.0161467,0,0,1,-6.823,1,0.1105687,12.225,2,0.976,93.571,104.339,0.8437647,3,0,22,8.344,0.00824417664692948,7,471.508,6,0,35,94.509,452.693,76.315,-0.273,-6.945,0.393,-2.944,14.706,3.88,24.847,14.183,-4.814,320.236,300.627,47.125,22,8,0,0,1,0,50.078,700.681,1,1351.651,50.078,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,82625,rxn502b____EMOL5415347____EMOL13728749____EMOL331212734,82625-4,1146,-2.01163726220462,-3.39853726220462,-42.8267118378576,-36.7032301425934,-33.9413032531738,-2.76192688941956,4.75848817825317,1.3869,-0.0574753503487034,-0.188005681969121,-0.441599024937492,8,0,0.0152078,0,0,1,-6.823,1,0.0427336,7.744,2,0.966,102.149,118.932,0.8148641,3,0,22,8.34,0.00134981449646379,7,471.508,6,0,35,94.523,476.254,79.974,-0.431,-7.525,0.503,-3.019,15.474,4.131,24.682,14.505,-5.524,265.537,235.01,49.422,22,8,0,0,1,0,46.606,743.94,1,1403.419,46.606,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,82625,rxn502b____EMOL5415347____EMOL13728749____EMOL331212734,82625-6,1236,-1.77691793567558,-4.07951793567558,-56.3508898807306,-40.6619396209717,-27.8678550720215,-12.7940845489502,2.03656339645386,2.3026,-0.0507690838764453,-0.166069039670568,-0.390072923449587,8,0,0.0146,0,0,1,-6.823,1,0.0494541,8.487,2,1.116,112.83,145.704,0.8018981,3,0,22,8.592,0.000211068470495813,7,471.508,6,0,35,94.22,462.152,81.815,-0.557,-7.668,0.63,-3.265,15.927,4.389,25.499,14.559,-6.084,210.298,201.061,51.412,22,8,0,0,2,0,54.223,774.91,1,1456.491,54.223,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0015C54A99C8,82625,rxn502b____EMOL5415347____EMOL13728749____EMOL331212734,82625-5,1311,-1.53762116704211,-3.84022116704211,-55.8642827353856,-42.0351734161377,-31.8955039978027,-10.139669418335,2.96679043769836,2.3026,-0.0439320333440602,-0.143704594039531,-0.337541971828903,8,0,0.0152229,0,0,1,-6.823,1,0.1002824,11.902,2,1.089,109.502,138.773,0.8192541,3,0,22,8.633,0.000848583341007716,7,471.508,6,0,35,93.104,450.849,82.082,-0.5,-7.333,0.53,-3.244,15.433,4.102,25.522,14.379,-5.501,226.15,191.375,49.55,22,8,0,0,1,0,44.081,743.205,1,1412.679,44.081,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-003E4D952AAC,76899,rxn502b____EMOL5415347____EMOL13728749____EMOL725587,76899-2,368,-4.13615387037502,-4.23375387037502,-54.9996939825513,-41.9147033691406,-34.5492706298828,-7.36543273925781,2.81034374237061,0.0976,-0.121651584422795,-0.394103908076939,-0.913792405152209,8.5,0,0.0152812,0,0,1,-5.251,1,0.0280136,6.383,2,0.948,58.014,236.424,0.7892402,3,0,22,8.231,0.0427077024164229,7,452.555,6,0,34,100,492.202,78.378,-0.141,-8.016,0.52,-2.149,16.148,4.371,24.993,14.892,-4.876,696.075,369.964,51.621,22,8,1,0,1,0,0,786.64,1,1454.554,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,76899,rxn502b____EMOL5415347____EMOL13728749____EMOL725587,76899-1,426,-3.96135753394356,-4.05895753394356,-57.4811365970695,-44.8123998641968,-35.8941955566406,-8.91820430755615,3.92329907417297,0.0976,-0.116510515704222,-0.37744884120465,-0.875174991563334,8.5,0,0.0157031,0,0,1,-5.251,1,0.0076328,3.317,2,0.959,67.917,231.551,0.8062569,3,0,22,8.322,0.0517778502493689,7,452.555,6,0,34,100,466.038,81.074,-0.217,-7.616,0.501,-2.424,15.838,4.207,24.531,14.73,-4.518,560.718,292.855,50.858,22,8,1,0,1,0,0,765.506,1,1441.734,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,76899,rxn502b____EMOL5415347____EMOL13728749____EMOL725587,76899-6,477,-3.85093500462413,-5.58803500462413,-70.0664619437211,-48.3021879196167,-36.1509094238281,-12.1512784957886,8.23493385314941,1.7371,-0.113262794253651,-0.366927484478485,-0.850779557589636,8.5,0,0.0155795,0,0,1,-5.251,1,0.0401191,7.692,2,0.886,86.568,213.756,0.8121341,3,0,22,8.313,0.0193199966961003,7,452.555,6,0,34,100,471.257,80.275,-0.395,-7.545,0.592,-2.749,16.279,4.295,25.601,14.907,-4.62,373.141,188.571,52.236,22,8,1,0,1,0,0,771.581,1,1474.914,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,76899,rxn502b____EMOL5415347____EMOL13728749____EMOL725587,76899-4,843,-2.81232717105313,-4.22172717105313,-45.454539053339,-38.4863696098328,-33.4080657958984,-5.07830381393433,8.0792236328125,1.4094,-0.0827155050309745,-0.26796612593199,-0.621321955190837,8.5,0,0.0153967,0,0,1,-5.251,1,0.0294299,6.538,2,0.875,53.578,237.262,0.7944275,3,0,22,8.131,0.0637425660274348,7,452.555,6,0,34,100,489.898,79.076,-0.086,-7.921,0.519,-2.076,16.055,4.39,24.974,14.832,-4.776,766.865,410.794,51.513,22,8,1,0,1,0,0,780.738,1,1452.418,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,76899,rxn502b____EMOL5415347____EMOL13728749____EMOL725587,76899-3,919,-2.64512268532993,-4.05452268532993,-54.2414757799253,-44.6247229576111,-38.6501197814941,-5.97460317611694,4.39085292816162,1.4094,-0.0777977260391156,-0.252034431092617,-0.584381794367615,8.5,0,0.0156427,0,0,1,-5.251,1,0.0077213,3.343,2,0.885,66.27,238.897,0.8053592,3,0,22,8.219,0.0483979944053127,7,452.555,6,0,34,100,463.297,82.268,-0.201,-7.617,0.516,-2.403,15.864,4.251,24.592,14.708,-4.568,581.249,304.462,51.07,22,8,1,0,1,0,0,768.464,1,1447.677,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-003E4D952AAC,76899,rxn502b____EMOL5415347____EMOL13728749____EMOL725587,76899-5,1203,-1.87142440865764,-3.60852440865764,-51.7371140446537,-40.6905179023743,-33.8389167785645,-6.85160112380981,1.97268998622894,1.7371,-0.0550418943722834,-0.178314370363518,-0.413450143549123,8.5,0,0.0156123,0,0,1,-5.251,1,0.0401585,7.625,2,0.922,91.612,224.477,0.8038545,3,0,22,8.398,0.0144297818849155,7,452.555,6,0,34,95.919,453.87,83.194,-0.465,-7.596,0.515,-2.904,15.984,4.064,25.11,14.819,-4.593,334.227,167.408,50.986,22,8,1,0,1,0,0,769.959,1,1447.838,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,69987,rxn502b____EMOL5415347____EMOL44466703____EMOL24630243,69987-2,298,-4.35640294669943,-4.41650294669943,-56.6134278699844,-43.1397037506104,-34.325366973877,-8.8143367767334,6.22030019760132,0.0601,-0.128129498432336,-0.415089834725242,-0.962451603889607,8,0,0.0111985,0,0,1,-6.411,1,0.0015474,1.468,1,1.083,90.483,181.161,0.8439555,3,0,22,8.822,0.00931065989667793,5,449.554,6,0,34,95.981,442.735,70.319,-0.367,-6.895,0.48,-2.922,15.064,4.042,22.169,12.645,-4.762,342.57,171.929,48.643,22,8,0,0,0,0,0,714.38,0,1391.956,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,69987,rxn502b____EMOL5415347____EMOL44466703____EMOL24630243,69987-1,719,-3.1840549499627,-3.2441549499627,-42.2248330965876,-35.1980321407318,-31.6856269836426,-3.51240515708923,2.26491379737854,0.0601,-0.093648674998903,-0.30338535234383,-0.703447048162986,8,0,0.0110731,0,0,1,-6.411,1,0.0447536,7.949,1,1.018,56.811,215.082,0.8424918,3,0,22,8.682,0.0299468769867517,5,449.554,6,0,34,100,450.582,67.024,-0.054,-6.956,0.533,-2.274,15.058,4.41,22.917,12.489,-4.903,714.604,380.62,49.521,22,8,0,0,0,0,0,722.475,1,1412.001,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,69987,rxn502b____EMOL5415347____EMOL44466703____EMOL24630243,69987-3,1133,-2.07302556697141,-3.45902556697141,-45.9705896541094,-39.1162893772125,-36.3315162658691,-2.78477311134338,3.40704441070557,1.386,-0.0609713402050415,-0.197523473035777,-0.457989494141589,8,0,0.0114552,0,0,1,-6.411,1,0.044564,7.822,1,0.904,59.233,173.948,0.8554136,3,0,22,8.537,0.0797503005194518,5,449.554,6,0,34,100,465.191,68.076,-0.06,-6.816,0.436,-2.267,14.825,4.172,22.486,12.547,-4.484,677.793,359.473,48.096,22,8,0,0,0,0,0,698.371,1,1372.923,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-005EEA24BFEA,69987,rxn502b____EMOL5415347____EMOL44466703____EMOL24630243,69987-4,1298,-1.53574588154644,-2.92174588154644,-40.8232829700495,-35.2032165527344,-31.4764404296875,-3.72677612304688,2.63541650772095,1.386,-0.0451689965160717,-0.146330013993323,-0.339289341446497,8,0,0.0107894,0,0,1,-6.411,1,0.0002633,0.612,1,0.993,91.54,200.985,0.824425,3,0,22,8.766,0.00315420268467612,5,449.554,6,0,34,96.808,448.945,70.493,-0.418,-7.24,0.547,-2.92,15.411,4.214,22.524,12.76,-5.234,334.752,167.692,49.869,22,8,0,0,0,0,0,741.471,1,1421.086,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0063E4174F09,34081,m_270004bda____24170338____19565760,34081-1,1397,-1.03468293307069,-1.04348293307069,-36.9869611189895,-35.0014126896858,-34.7938270568848,-0.207585632801056,0.750952243804932,0.0088,-0.0383215901137294,-0.114964770214886,-0.240857128737544,4.5,0,0.0069444,0,0,1,-7.286,2,0.0317779,6.109,1,0.995,52.493,43.795,0.8306915,3,0,18,8.948,0.00235290779905927,7,488.754,3,2,27,100,422.9,40.298,0.65,-7.015,0.855,-2.868,13.612,4.869,19.406,10.013,-5.45,785.259,2140.062,43.596,23,2,0,0,1,0,0,648.007,0,1174.307,128.82,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0063E4174F09,34081,m_270004bda____24170338____19565760,34081-2,1450,0.239290636197166,0.230490636197166,-27.0671796906382,-28.0456858873367,-27.7659072875977,-0.279778599739075,1.14180493354797,0.0088,0.0088626161554506,0.0265878484371421,0.0557029150922429,4.5,0,0.0066188,0,0,1,-7.286,1,0.0120032,3.81,1,1.076,103.759,35.692,0.807526,3,0,18,9.226,0.0000625475279355205,7,488.754,3,2,27,100,409.146,40.092,0.103,-7.324,0.943,-3.861,14.238,4.723,19.746,10.346,-6.032,256.364,658.298,44.876,23,2,0,0,2,0,0,679.877,0,1209.574,131.279,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-0079D40D2121,29921,m_2230bbb____22404310____7471132,29921-4,686,-3.34092399123274,-4.33072399123274,-42.5313617909771,-38.5066194534302,-30.6699752807617,-7.83664417266846,14.1512975692749,0.9898,-0.111364133041091,-0.346034253790339,-0.759094333090556,4.2,0,0.0095093,0,0,1,-6.187,1,0.0025552,1.774,2,0.904,59.133,159.273,0.8895235,3,0,22,8.782,0.244282522582884,5,416.949,3,0,30,100,370.79,43.204,0.069,-5.814,0.773,-2.598,13.447,4.739,19.098,9.461,-3.635,679.266,563.304,41.533,22,8,0,0,0,0,0,624.622,0,1231.443,35.425,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,30817,m_282030aaa____21928560____23157418____21973156,30817-2,628,-3.4850388695678,-3.5233388695678,-45.0104956361892,-34.6082963943481,-25.6252098083496,-8.98308658599854,3.32747554779053,0.0383,-0.105607238471752,-0.338738842499398,-0.775054600026337,6.7,0,0.0158682,0,0,1,-5.64,0,0.0103495,3.822,3,0.858,85.222,253.375,0.8320841,3,0,22,8.307,0.0984284956964846,6,441.575,6,0,33,100,392.725,66.612,-0.522,-6.848,0.59,-2.713,15.32,4.388,23.677,13.297,-3.939,384.276,194.661,47.02,22,11,0,0,0,0,0,731.322,0,1411.452,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,30817,m_282030aaa____21928560____23157418____21973156,30817-1,793,-3.02953822153422,-3.06783822153422,-40.4840378051455,-33.8798189163208,-29.2831783294678,-4.59664058685303,3.84670877456665,0.0383,-0.09180418853134,-0.294465086008482,-0.673753614359802,6.7,0,0.0160668,0,0,1,-5.64,0,0.0159545,4.735,3,0.9,85.074,198.604,0.8400881,3,0,22,8.371,0.203670863282179,6,441.575,6,0,33,100,438.603,68.188,-0.505,-6.937,0.581,-2.549,15.574,4.412,23.928,13.586,-3.787,385.518,195.341,47.216,22,11,0,0,0,0,0,722.281,0,1405.396,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,30817,m_282030aaa____21928560____23157418____21973156,30817-4,1250,-1.74647551840086,-3.38817551840086,-41.1915819013757,-34.9392557144165,-31.3649291992188,-3.57432651519775,2.85278463363647,1.6417,-0.0529235005576017,-0.169753944704212,-0.388407112526075,6.7,0,0.0157405,0,0,1,-5.64,0,0.0116673,4.061,3,0.79,81.288,235.987,0.8262926,3,0,22,8.205,0.115343827780024,6,441.575,6,0,33,100,419.977,65.263,-0.495,-7.072,0.591,-2.545,15.519,4.456,23.819,13.47,-4.038,418.741,213.598,47.373,22,11,0,0,0,0,0,737.252,0,1413.766,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-007D6F34F923,30817,m_282030aaa____21928560____23157418____21973156,30817-3,1302,-1.57402555235185,-3.21572555235185,-43.8285318100907,-37.4804068803787,-36.445011138916,-1.03539574146271,1.79816937446594,1.6417,-0.0476977440106621,-0.152992151199239,-0.350055132974913,6.7,0,0.0160279,0,0,1,-5.64,0,0.0157631,4.694,3,0.901,87.914,195.831,0.8351073,3,0,22,8.374,0.171086682232783,6,441.575,6,0,33,100,440.287,68.689,-0.541,-7.026,0.558,-2.595,15.55,4.344,23.82,13.621,-3.817,362.335,182.676,46.935,22,11,0,0,0,0,0,724.032,0,1397.986,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-00C8034698A8,34403,m_270004bbb____15775648____24720718,34403-1,18,-5.81163963281027,-5.86043963281027,-67.4370508101919,-44.6087369918823,-31.7931613922119,-12.8155755996704,5.01027822494507,0.0488,-0.207558558314652,-0.630270028496622,-1.34149706440688,5.5,0,0.007465,0,0,2,-3.732,2,0.006135,2.827,1,0.63,24.707,285.761,0.7828549,3,0,20,8.211,0.00381933007906592,6,374.485,5,0,28,100,426.303,40.131,0.67,-8.531,0.77,-3.926,13.826,4.419,19.174,9.898,-4.065,359.256,200.242,45.548,20,7,0,0,0,0,0,736.771,0,1302.485,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-00C8034698A8,34403,m_270004bbb____15775648____24720718,34403-2,306,-4.34088550229078,-5.84468550229078,-63.7009182112665,-43.5519561767578,-34.5151100158691,-9.03684616088867,3.87784385681152,1.5038,-0.155031625081814,-0.4707673224925,-1.00200382786528,5.5,0,0.0072802,0,0,2,-3.732,2,0.0129419,4.126,1,0.663,29.981,279.431,0.7684568,3,0,20,8.249,0.00165365859064696,6,374.485,5,0,28,100,446.061,41.243,0.6,-8.858,0.799,-3.954,14.189,4.481,19.506,10.113,-4.401,320.178,176.805,46.248,20,7,0,0,0,0,0,755.473,0,1315.256,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-00F86A54285D,38369,m_282030aaa____21930538____22360182____21973156,38369-1,464,-3.90724208104371,-3.96904208104371,-49.0435976915142,-35.0066246986389,-28.3399505615234,-6.66667413711548,5.92466402053833,0.0618,-0.122101315032616,-0.387647511411122,-0.874938009342227,6.7,0,0.0157261,0,0,1,-5.363,0,0.0055137,2.761,3,0.68,51.795,189.747,0.8134123,3,0,22,8.115,0.389478813833655,5,427.548,6,0,32,100,496.388,67.657,-0.163,-7.645,0.543,-1.828,15.609,4.547,23.721,14.011,-4.213,797.305,428.448,47.503,22,10,0,0,0,0,0,737.93,1,1382.743,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-00F86A54285D,38369,m_282030aaa____21930538____22360182____21973156,38369-2,1158,-1.9767386256534,-3.6419386256534,-45.9704954230021,-38.810471534729,-35.030704498291,-3.77976703643799,10.8139600753784,1.6652,-0.0617730820516687,-0.19611731063771,-0.442645662143637,6.7,0,0.0158549,0,0,1,-5.363,0,0.0123882,4.129,3,0.439,58.612,177.716,0.8175276,3,0,22,7.782,0.365439693301109,6,427.548,6,0,32,100,495.608,65.219,-0.225,-7.574,0.53,-1.956,15.581,4.463,23.771,14.038,-4.112,687.034,364.773,47.238,22,10,0,0,0,0,0,731.936,2,1376.309,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-00F86A54285D,38369,m_282030aaa____21930538____22360182____21973156,38369-3,1225,-1.79643206351916,-3.96383206351916,-50.6231804743736,-39.9990720748901,-32.6221771240234,-7.3768949508667,3.57179403305054,2.1674,-0.0561385019849738,-0.178228634007835,-0.402270107910527,6.7,0,0.0142952,0,0,1,-5.363,0,0.011421,4.059,3,0.615,75.626,239.166,0.7604622,3,0,22,8.023,0.00788478662806552,5,427.548,6,0,32,100,497.001,67.881,-0.512,-8.504,0.654,-2.265,16.594,4.707,24.519,14.355,-5.469,473.85,244.138,49.89,22,10,0,0,0,0,0,811.793,1,1442.236,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-011A966B3F21,59203,m_269862bba____21537480____13192834,59203-1,28,-5.69314528862896,-5.75904528862896,-56.459517369037,-37.8285942077637,-26.6978302001953,-11.1307640075684,4.73460388183594,0.0659,-0.196315354780309,-0.603142966955043,-1.30358590538773,4.7,0,0.0104242,0,0,1,-5.321,1,0.0076402,3.064,2,0.274,49.123,175.613,0.8701069,3,0,21,8.804,1.05877263122954,8,386.493,4,0,29,100,412.895,51.259,-0.013,-6.329,0.628,-2.169,13.364,4.502,19.055,9.97,-3.393,845.215,456.341,41.185,21,9,0,0,1,0,0,637.631,0,1228.757,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-011A966B3F21,59203,m_269862bba____21537480____13192834,59203-5,1121,-2.09746892073619,-3.43156892073619,-43.6514962577963,-37.0524964332581,-34.8122291564941,-2.24026727676392,3.51003170013428,1.3341,-0.0723265145081445,-0.222209967217168,-0.480267195625877,4.7,0,0.01026,0,0,1,-5.321,1,0.0045771,2.372,2,0.251,59.976,163.966,0.856639,3,0,21,8.837,0.485860484733975,8,386.493,4,0,29,100,423.897,52.708,-0.125,-6.599,0.623,-2.33,13.507,4.436,19.079,10.143,-3.571,666.874,353.217,41.311,21,9,0,0,1,0,0,647.839,0,1229.277,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-0125A5267C6C,70530,rxn502b____EMOL490868____EMOL7515103____EMOL2873214,70530-1,251,-4.51418145101,-4.57728145101,-58.5210689917541,-43.096227645874,-30.0386276245117,-13.0576000213623,5.00525331497192,0.0631,-0.141068170344062,-0.447863523489396,-1.01084827882005,7.25,0,0.0157009,0,0,1,-5.143,-1,0.0594844,9.183,3,0.866,124.714,209.081,0.7630709,3,0,22,7.665,0.000548488768225782,8,426.517,6,0,32,89.72,465.991,82.835,-0.948,-8.314,0.581,-3.471,16.469,3.965,25.743,15.432,-5.42,162.232,76.645,49.893,22,8,0,0,1,0,0,799.786,2,1417.623,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0125A5267C6C,70530,rxn502b____EMOL490868____EMOL7515103____EMOL2873214,70530-3,1010,-2.42265323142305,-4.51425323142305,-51.0886378995878,-40.4657344818115,-34.1152153015137,-6.35051918029785,10.1042022705078,2.0916,-0.0757079134819704,-0.240357642729522,-0.542498097548537,7.25,0,0.0156089,0,0,1,-5.143,-1,0.062746,9.446,3,0.825,122.605,210.699,0.7601553,3,0,22,7.625,0.000520295193594962,8,426.517,6,0,32,90.342,471.197,83.215,-0.935,-8.386,0.59,-3.414,16.552,4.01,25.85,15.465,-5.5,169.88,80.557,50.117,22,8,0,0,1,0,0,804.501,2,1421.986,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-0125A5267C6C,70530,rxn502b____EMOL490868____EMOL7515103____EMOL2873214,70530-2,1017,-2.40573993703173,-3.98583993703173,-45.0565249003222,-36.7106304168701,-30.9536666870117,-5.7569637298584,2.16870069503784,1.5801,-0.0751793730322415,-0.238679631399646,-0.538710749895328,7.25,0,0.01568,0,0,1,-5.143,-1,0.0559099,8.898,3,0.824,124.265,207.905,0.7614969,3,0,22,7.624,0.000548037963907167,8,426.517,6,0,32,89.768,468.683,83.204,-0.949,-8.353,0.575,-3.453,16.481,3.96,25.674,15.45,-5.438,163.831,77.461,49.856,22,8,0,0,1,0,0,800.853,2,1416.067,0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
