evidence_id,project_id,compound_id,evidence_type,raw_value,normalized_value,unit,protocol_id,tool_version,source_job_id,artifact_hash,timestamp,provenance
ev_6bc006c0ee2af0a95690580e,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,reference_workflow_rank,"{""rank"": 1, ""rank_max"": 1, ""rank_min"": 1}",,rank,reference_decision_a89f1660b634,frozen_existing_priors_plus_transparent_decision_v1,job_71137c3a90b850682b06,9fa10a7368a4c118e2ddfdbb92089119fc491657f20c5f9c4d6d2e959e6c3ffa,2026-09-03T07:10:44.340405+00:00,"{""decision_run_id"": ""decision_41661af007fbb4067a28fe31"", ""origin"": ""frozen_model_output"", ""profile"": ""computational_pre_experimental_v1""}"
ev_95421c1afab7a89b3eda52c9,in2_reconstructed_open_workflow,ATP-RDL-09249830AB23A99B,vina_affinity,-8.503,,kcal/mol,vina_7p3w_v1,1.2.7,job_3e5d014346981c30dd8e,1ad81cf9c9a0fd066c3568b553db2a5faad1c92c756469e06cb476dbd93053a1,2026-09-03T07:57:14.156103+00:00,"{""ligand_hash"": ""6257e819edc5f8fceab43e99fdc88973761898c16ae28c2ae7b3b6ffb9e4c66e"", ""origin"": ""tool_execution"", ""pose_hash"": ""1ad81cf9c9a0fd066c3568b553db2a5faad1c92c756469e06cb476dbd93053a1"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_2f7dad407c902eb7c6de8ef7,in2_reconstructed_open_workflow,ATP-RDL-09249830AB23A99B,pose_qc,"{""pose_centroid"": [193.44490909090908, 189.3909696969697, 162.79151515151514], ""pose_count"": 9, ""status"": ""pass""}",,qc_record,vina_7p3w_v1,1.2.7,job_3e5d014346981c30dd8e,1ad81cf9c9a0fd066c3568b553db2a5faad1c92c756469e06cb476dbd93053a1,2026-09-03T07:57:14.160096+00:00,"{""ligand_hash"": ""6257e819edc5f8fceab43e99fdc88973761898c16ae28c2ae7b3b6ffb9e4c66e"", ""origin"": ""tool_execution"", ""pose_hash"": ""1ad81cf9c9a0fd066c3568b553db2a5faad1c92c756469e06cb476dbd93053a1"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_c0971ea8c4e2283e2110c148,in2_reconstructed_open_workflow,ATP-RDL-1B17A0277B3EB6D3,vina_affinity,-8.05,,kcal/mol,vina_7p3w_v1,1.2.7,job_a7dac5537ff45369918d,e86f49f3658ee862e9672246de711b7de7f8b8fe91ba825a4ec28bda1f6c5b39,2026-09-03T07:57:14.442629+00:00,"{""ligand_hash"": ""f9376c9701f78048a6294706d0a73dd2002f93bb086f3f6f5a6b99d26ff3fbac"", ""origin"": ""tool_execution"", ""pose_hash"": ""e86f49f3658ee862e9672246de711b7de7f8b8fe91ba825a4ec28bda1f6c5b39"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_d06b304f2ee850a159c8b1d0,in2_reconstructed_open_workflow,ATP-RDL-1B17A0277B3EB6D3,pose_qc,"{""pose_centroid"": [198.2629142857143, 181.58228571428572, 155.13182857142857], ""pose_count"": 9, ""status"": ""pass""}",,qc_record,vina_7p3w_v1,1.2.7,job_a7dac5537ff45369918d,e86f49f3658ee862e9672246de711b7de7f8b8fe91ba825a4ec28bda1f6c5b39,2026-09-03T07:57:14.443630+00:00,"{""ligand_hash"": ""f9376c9701f78048a6294706d0a73dd2002f93bb086f3f6f5a6b99d26ff3fbac"", ""origin"": ""tool_execution"", ""pose_hash"": ""e86f49f3658ee862e9672246de711b7de7f8b8fe91ba825a4ec28bda1f6c5b39"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_58ab9d6ce0fba1f114c2cd77,in2_reconstructed_open_workflow,ATP-RDL-7CBFFB7061716425,vina_affinity,-8.176,,kcal/mol,vina_7p3w_v1,1.2.7,job_34c3e2a616a8a3cf246d,18203c1ae698b904ebd683f52ca86044e170c97e8fa007cbd08c06eaa659e3d4,2026-09-03T07:57:16.691976+00:00,"{""ligand_hash"": ""4252ea486380432cbf42df395983b5137c894452b411c84595f38eaf4934b2b8"", ""origin"": ""tool_execution"", ""pose_hash"": ""18203c1ae698b904ebd683f52ca86044e170c97e8fa007cbd08c06eaa659e3d4"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_b441b50102f2ab63ba9cb96c,in2_reconstructed_open_workflow,ATP-RDL-7CBFFB7061716425,pose_qc,"{""pose_centroid"": [196.32048484848485, 190.5459090909091, 159.2449696969697], ""pose_count"": 9, ""status"": ""pass""}",,qc_record,vina_7p3w_v1,1.2.7,job_34c3e2a616a8a3cf246d,18203c1ae698b904ebd683f52ca86044e170c97e8fa007cbd08c06eaa659e3d4,2026-09-03T07:57:16.696917+00:00,"{""ligand_hash"": ""4252ea486380432cbf42df395983b5137c894452b411c84595f38eaf4934b2b8"", ""origin"": ""tool_execution"", ""pose_hash"": ""18203c1ae698b904ebd683f52ca86044e170c97e8fa007cbd08c06eaa659e3d4"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_7c4b9491d81a172e0f18c938,in2_reconstructed_open_workflow,ATP-RDL-7E4D99F27F6F4500,vina_affinity,-7.476,,kcal/mol,vina_7p3w_v1,1.2.7,job_e5edaa6ea18a31a17325,e4a733d97c50ebfaa545ef2610d548bb60bd149178e1eeb00513de4c60a39a65,2026-09-03T07:57:16.772224+00:00,"{""ligand_hash"": ""0f798ec2b40627c6cd9cdf1432fd97a40ccac64e5fc96bd1ee0b836d039a2631"", ""origin"": ""tool_execution"", ""pose_hash"": ""e4a733d97c50ebfaa545ef2610d548bb60bd149178e1eeb00513de4c60a39a65"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_2239aef1ede7820d68ebaff8,in2_reconstructed_open_workflow,ATP-RDL-7E4D99F27F6F4500,pose_qc,"{""pose_centroid"": [194.20185714285714, 188.3510857142857, 161.55725714285714], ""pose_count"": 9, ""status"": ""pass""}",,qc_record,vina_7p3w_v1,1.2.7,job_e5edaa6ea18a31a17325,e4a733d97c50ebfaa545ef2610d548bb60bd149178e1eeb00513de4c60a39a65,2026-09-03T07:57:16.776287+00:00,"{""ligand_hash"": ""0f798ec2b40627c6cd9cdf1432fd97a40ccac64e5fc96bd1ee0b836d039a2631"", ""origin"": ""tool_execution"", ""pose_hash"": ""e4a733d97c50ebfaa545ef2610d548bb60bd149178e1eeb00513de4c60a39a65"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_11f11c1f91e55f3439d768b7,in2_reconstructed_open_workflow,ATP-RDL-B943D28D2C2254E2,vina_affinity,-7.59,,kcal/mol,vina_7p3w_v1,1.2.7,job_45e35f853cb5301b68a9,5fe1492e0398549e99a1d9073240f5159981b280d54e12653f4d8cddeb8b31f4,2026-09-03T07:57:18.143321+00:00,"{""ligand_hash"": ""2e754ebaea351005bf4b6deb2a2a1a49bbb433dcb297d80c5ce32f5add292870"", ""origin"": ""tool_execution"", ""pose_hash"": ""5fe1492e0398549e99a1d9073240f5159981b280d54e12653f4d8cddeb8b31f4"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_4b0ad7460d785893491ad7d2,in2_reconstructed_open_workflow,ATP-RDL-B943D28D2C2254E2,pose_qc,"{""pose_centroid"": [193.8964411764706, 187.9990294117647, 161.38750000000002], ""pose_count"": 9, ""status"": ""pass""}",,qc_record,vina_7p3w_v1,1.2.7,job_45e35f853cb5301b68a9,5fe1492e0398549e99a1d9073240f5159981b280d54e12653f4d8cddeb8b31f4,2026-09-03T07:57:18.148313+00:00,"{""ligand_hash"": ""2e754ebaea351005bf4b6deb2a2a1a49bbb433dcb297d80c5ce32f5add292870"", ""origin"": ""tool_execution"", ""pose_hash"": ""5fe1492e0398549e99a1d9073240f5159981b280d54e12653f4d8cddeb8b31f4"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_b15cb9612ca1ae4b53b8bb60,in2_reconstructed_open_workflow,ATP-RDL-C81613A871495152,vina_affinity,-8.365,,kcal/mol,vina_7p3w_v1,1.2.7,job_0fad8ea43f654f1f5d41,aab75fcd47bd8ceef080d5ae88418de9022c9c528bbc17c835dc9e80b52ac260,2026-09-03T07:57:18.542943+00:00,"{""ligand_hash"": ""d69f1ee4fe80266ac017f0767942d57c6ed163bf3c8d4464af51039313ec27d8"", ""origin"": ""tool_execution"", ""pose_hash"": ""aab75fcd47bd8ceef080d5ae88418de9022c9c528bbc17c835dc9e80b52ac260"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_0b2c718ebd045096381c4577,in2_reconstructed_open_workflow,ATP-RDL-C81613A871495152,pose_qc,"{""pose_centroid"": [194.134, 188.7420285714286, 162.38105714285712], ""pose_count"": 9, ""status"": ""pass""}",,qc_record,vina_7p3w_v1,1.2.7,job_0fad8ea43f654f1f5d41,aab75fcd47bd8ceef080d5ae88418de9022c9c528bbc17c835dc9e80b52ac260,2026-09-03T07:57:18.543949+00:00,"{""ligand_hash"": ""d69f1ee4fe80266ac017f0767942d57c6ed163bf3c8d4464af51039313ec27d8"", ""origin"": ""tool_execution"", ""pose_hash"": ""aab75fcd47bd8ceef080d5ae88418de9022c9c528bbc17c835dc9e80b52ac260"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_fc0c714b7ace9b171fd248b3,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,vina_affinity,-8.574,,kcal/mol,vina_7p3w_v1,1.2.7,job_eb133680d719b322e32c,0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526,2026-09-03T07:57:19.265993+00:00,"{""ligand_hash"": ""7015737e4d2abee1f9fb23a86f3220c507153ede2883d1ade7beb1d98740128a"", ""origin"": ""tool_execution"", ""pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_9381b51d9b0025a58f145048,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,pose_qc,"{""pose_centroid"": [195.4077777777778, 188.99869444444442, 160.56847222222223], ""pose_count"": 9, ""status"": ""pass""}",,qc_record,vina_7p3w_v1,1.2.7,job_eb133680d719b322e32c,0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526,2026-09-03T07:57:19.266987+00:00,"{""ligand_hash"": ""7015737e4d2abee1f9fb23a86f3220c507153ede2883d1ade7beb1d98740128a"", ""origin"": ""tool_execution"", ""pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""protocol_id"": ""vina_7p3w_v1"", ""receptor_hash"": ""e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""open docking evidence; not Glide and not biological activity"", ""tool_id"": ""autodock_vina""}"
ev_508ee393602dbbcd899a4e61,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,open_mmgbsa_deltaG,-33.9,,kcal/mol,open_mmgbsa_7p3w_v2,OpenMM 8.6.0 + gmx_MMPBSA 1.6.5,job_a8258c3188cba88f0d18,5aac2886aabd5879d72ba4090459c44eea6678bddfc2eba42cf3cb21a2afbe2d,2026-09-03T08:54:12.741520+00:00,"{""origin"": ""tool_execution"", ""protocol_hash"": ""cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""comparative screening-level high-cost computational evidence; not activity"", ""source_pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""source_pose_protocol"": ""vina_7p3w_v1"", ""training"": false, ""workflow"": ""in2_7p3w_reference""}"
ev_fafa6cdfc4720d1e518c4dd9,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,open_mmgbsa_uncertainty,2.76,,kcal/mol,open_mmgbsa_7p3w_v2,OpenMM 8.6.0 + gmx_MMPBSA 1.6.5,job_a8258c3188cba88f0d18,5aac2886aabd5879d72ba4090459c44eea6678bddfc2eba42cf3cb21a2afbe2d,2026-09-03T08:54:12.744026+00:00,"{""origin"": ""tool_execution"", ""protocol_hash"": ""cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""comparative screening-level high-cost computational evidence; not activity"", ""source_pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""source_pose_protocol"": ""vina_7p3w_v1"", ""training"": false, ""workflow"": ""in2_7p3w_reference""}"
ev_ae6a1d349d65987d4671ec89,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,reference_workflow_priority_score,49.75,,computational_priority_not_probability,reference_decision_a89f1660b634,frozen_existing_priors_plus_transparent_decision_v1,job_cac7933c91d662917f76,2deb5e2f8dc4ac92fa267d3cf83d095a3bfd45e8a82f5ca6b293355d41bc4241,2026-09-03T08:54:13.342016+00:00,"{""decision_run_id"": ""decision_28542102bdbcbe913333066a"", ""origin"": ""frozen_model_output"", ""profile"": ""computational_pre_experimental_v1""}"
ev_c94358ddd24925aaf8fe5385,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,reference_workflow_rank,"{""rank"": 2, ""rank_max"": 2, ""rank_min"": 2}",,rank,reference_decision_a89f1660b634,frozen_existing_priors_plus_transparent_decision_v1,job_cac7933c91d662917f76,2deb5e2f8dc4ac92fa267d3cf83d095a3bfd45e8a82f5ca6b293355d41bc4241,2026-09-03T08:54:13.342016+00:00,"{""decision_run_id"": ""decision_28542102bdbcbe913333066a"", ""origin"": ""frozen_model_output"", ""profile"": ""computational_pre_experimental_v1""}"
ev_d964f7b505b83b49a3bfaf46,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,open_mmgbsa_deltaG,-33.9,,kcal/mol,open_mmgbsa_7p3w_v2,OpenMM 8.6.0 + gmx_MMPBSA 1.6.5,job_8a45641ac3a3e3b153b5,5aac2886aabd5879d72ba4090459c44eea6678bddfc2eba42cf3cb21a2afbe2d,2026-09-03T13:32:31.641176+00:00,"{""origin"": ""tool_execution"", ""protocol_hash"": ""cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab"", ""run_id"": ""in2-7p3w-smoke-reference-v1"", ""scope"": ""comparative screening-level high-cost computational evidence; not activity"", ""source_pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""source_pose_protocol"": ""vina_7p3w_v1"", ""training"": false, ""workflow"": ""in2_7p3w_reference""}"
ev_4777dd0d2eefdde499ebd6e0,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,open_mmgbsa_uncertainty,2.76,,kcal/mol,open_mmgbsa_7p3w_v2,OpenMM 8.6.0 + gmx_MMPBSA 1.6.5,job_8a45641ac3a3e3b153b5,5aac2886aabd5879d72ba4090459c44eea6678bddfc2eba42cf3cb21a2afbe2d,2026-09-03T13:32:31.644172+00:00,"{""origin"": ""tool_execution"", ""protocol_hash"": ""cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab"", ""run_id"": ""in2-7p3w-smoke-reference-v1"", ""scope"": ""comparative screening-level high-cost computational evidence; not activity"", ""source_pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""source_pose_protocol"": ""vina_7p3w_v1"", ""training"": false, ""workflow"": ""in2_7p3w_reference""}"
ev_ae9a0a3072881ca3ade082fd,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,open_mmgbsa_deltaG,-33.9,,kcal/mol,open_mmgbsa_7p3w_v2,OpenMM 8.6.0 + gmx_MMPBSA 1.6.5,job_2b920b2e446d2caa44eb,5aac2886aabd5879d72ba4090459c44eea6678bddfc2eba42cf3cb21a2afbe2d,2026-09-03T13:32:42.097570+00:00,"{""origin"": ""tool_execution"", ""protocol_hash"": ""cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""comparative screening-level high-cost computational evidence; not activity"", ""source_pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""source_pose_protocol"": ""vina_7p3w_v1"", ""training"": false, ""workflow"": ""in2_7p3w_reference""}"
ev_4f56f2624ce7d663c3bed3fd,in2_reconstructed_open_workflow,ATP-RDL-FC76E2D041DBC392,open_mmgbsa_uncertainty,2.76,,kcal/mol,open_mmgbsa_7p3w_v2,OpenMM 8.6.0 + gmx_MMPBSA 1.6.5,job_2b920b2e446d2caa44eb,5aac2886aabd5879d72ba4090459c44eea6678bddfc2eba42cf3cb21a2afbe2d,2026-09-03T13:32:42.098570+00:00,"{""origin"": ""tool_execution"", ""protocol_hash"": ""cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab"", ""run_id"": ""in2-7p3w-development-reference-v1"", ""scope"": ""comparative screening-level high-cost computational evidence; not activity"", ""source_pose_hash"": ""0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526"", ""source_pose_protocol"": ""vina_7p3w_v1"", ""training"": false, ""workflow"": ""in2_7p3w_reference""}"
