canonical_id,compound_code,title,variant,pose_index,glide_docking_score,glide_gscore,glide_emodel,glide_energy,glide_evdw,glide_ecoul,glide_einternal,glide_eff_state_penalty,glide_ligand_efficiency,glide_ligand_efficiency_sa,glide_ligand_efficiency_ln,quickprop_accpthb,quickprop_acid,quickprop_acxdn_5_sa,quickprop_amide,quickprop_amidine,quickprop_amine,quickprop_ciqplogs,quickprop_cns,quickprop_dip_2_v,quickprop_dipole,quickprop_donorhb,quickprop_ea_ev,quickprop_fisa,quickprop_fosa,quickprop_glob,quickprop_humanoralabsorption,quickprop_in34,quickprop_in56,quickprop_ip_ev,quickprop_jm,quickprop_metab,quickprop_mol_mw,quickprop_nando,quickprop_noncon,quickprop_nonhatm,quickprop_percenthumanoralabsorption,quickprop_pisa,quickprop_psa,quickprop_qplogbb,quickprop_qplogherg,quickprop_qplogkhsa,quickprop_qplogkp,quickprop_qplogpc16,quickprop_qplogpo_w,quickprop_qplogpoct,quickprop_qplogpw,quickprop_qplogs,quickprop_qppcaco,quickprop_qppmdck,quickprop_qppolrz,quickprop_ringatoms,quickprop_rotor,quickprop_rtvfg,quickprop_ruleoffive,quickprop_ruleofthree,quickprop_saamideo,quickprop_safluorine,quickprop_sasa,quickprop_stars,quickprop_volume,quickprop_wpsa,source_file,pose_count,variant_count,source_file_count,source_file_exists,known_internal_overlap,smiles,structure_status,feature_completeness,trace_complete,selection_eligible,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,selected_for_phase8,acquisition_id,priority,wave,selection_arm
ATP-HTVS-A44EAAD38847,47618,m_2230bbb____8643106____18339498,47618-5,719,-3.24160266592602,-4.88010266592602,-59.9573901477724,-43.7387781143188,-34.2690048217773,-9.4697732925415,7.22194862365723,1.6385,-0.108053422197534,-0.335747105451087,-0.736527445788355,5.0,0,0.0074159,0,0,2,-4.563,2,0.0238739,5.595,1.0,0.311,46.632,191.965,0.8593748,3,0,21,8.71,0.011445456066637,5,402.513,4,0,30,96.495,388.613,35.045,0.573,-7.113,0.885,-4.367,13.358,4.702,19.499,8.944,-3.179,222.582,215.966,44.903,21,8,0,0,0,0.0,47.018,674.228,0,1311.405,47.018,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.1879975505205144,0.7140232700551132,0.24188609920391918,0.356582976117575,False,,,,
ATP-HTVS-A459F36766D8,51650,m_282030aaa____21930070____22360182____21939938,51650-1,502,-3.83139864407395,-3.87559864407395,-54.3149749783018,-42.1398010253906,-32.0414085388184,-10.0983924865723,10.2925329208374,0.0442,-0.116102989214362,-0.372404323286164,-0.852083220521571,6.0,0,0.014254,0,0,1,-5.9,0,0.0328448,6.868,3.5,0.452,73.573,261.691,0.7817492,3,0,22,7.878,0.0068902060269304,7,444.554,6,0,33,100.0,419.946,67.927,-0.364,-7.792,0.729,-2.499,15.751,4.904,24.953,13.813,-5.311,495.569,385.057,48.914,22,10,0,0,1,0.0,32.284,787.495,1,1436.233,32.284,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,5,5,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.34782608695652173,0.483159828536436,0.33006736068585424,0.3848744641763625,False,,,,
ATP-HTVS-A4810EBC0F15,61601,m_270006bbb____11732418____8405570,61601-1,176,-4.69140925514017,-4.70990925514017,-57.3841968364379,-39.9908990859985,-28.6006355285645,-11.3902635574341,1.85629296302795,0.0185,-0.161772732935868,-0.497017088778182,-1.07421375555287,6.5,0,0.0130643,0,0,1,-4.628,1,0.0540024,8.24,2.0,1.387,96.614,119.915,0.8006461,3,0,22,9.202,0.0114259925155481,5,382.464,5,0,29,92.857,487.1,70.768,-0.404,-7.807,0.471,-3.071,14.504,3.686,22.175,13.391,-4.454,299.647,148.767,44.961,22,6,0,0,0,0.0,0.0,703.629,1,1257.271,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7164727495407226,0.6148193508879363,0.8095529699938763,0.7045927740355175,False,,,,
ATP-HTVS-A4BDF0A6C58A,61058,m_207bba____12219688____109736,61058-2,44,-5.67800417241926,-5.72640417241926,-60.3127744351112,-46.584264755249,-36.890193939209,-9.69407081604004,18.9828357696533,0.0484,-0.189266805747309,-0.588095970449349,-1.29010441478426,6.0,0,0.0089111,0,0,1,-5.143,1,0.0345309,6.668,1.0,0.163,51.597,233.739,0.8501532,3,0,21,9.035,0.253727316209641,6,402.492,5,1,30,100.0,387.979,56.971,0.004,-6.533,0.613,-2.398,13.485,4.44,19.595,9.939,-3.802,800.77,430.46,43.949,21,8,0,0,0,0.0,0.0,673.315,0,1287.733,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9473361910593999,0.7330067360685855,0.9424372320881813,0.8820575627679119,False,,,,
ATP-HTVS-A4F2667C3349,72738,rxn502b____EMOL480467____EMOL7515103____EMOL2873214,72738-1,523,-3.7697979650076,-3.8314979650076,-53.5319232448538,-41.5335359573364,-32.3480911254883,-9.18544483184814,6.42561626434326,0.0617,-0.107708513285931,-0.352321688712568,-0.827554319477188,7.5,0,0.0144338,0,0,1,-5.978,1,0.0069077,3.132,2.0,0.964,113.262,188.924,0.8313241,3,0,22,7.807,0.0165953505943043,9,469.542,8,0,35,92.693,432.658,99.569,-0.673,-7.051,0.608,-3.281,15.647,4.141,23.578,13.532,-4.17,208.323,100.431,49.016,22,9,0,0,1,0.0,0.0,734.843,2,1419.712,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.3227189222290263,0.449479485609308,0.23943661971830985,0.3440906307409675,False,,,,
ATP-HTVS-A521B3182CFE,21155,m_282030aaa____21917614____22360182____21967972,21155-1,234,-4.55660398916924,-4.60370398916924,-56.8563737136709,-39.4686894416809,-31.9563255310059,-7.51236391067505,5.13951635360718,0.0471,-0.138078908762704,-0.442892839588543,-1.01336513435844,6.0,0,0.012661,0,0,1,-5.93,0,0.0015434,1.492,2.5,0.837,76.096,314.525,0.8241884,3,0,22,8.071,0.0156396464246291,6,440.59,6,0,33,100.0,358.675,63.379,-0.388,-6.813,0.865,-2.761,15.2,4.966,22.917,11.845,-4.689,469.008,241.443,48.6,22,10,0,0,0,0.0,0.0,749.297,0,1443.021,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6552357624004899,0.5958358848744642,0.5860379669320269,0.6235762400489896,False,,,,
ATP-HTVS-A5353E166184,71683,rxn502b____EMOL485774____EMOL30488121____EMOL50155899,71683-1,485,-3.8367353083768,-3.9521353083768,-57.1185627107943,-43.4542293548584,-35.299446105957,-8.15478324890137,2.50485730171204,0.1154,-0.116264706314448,-0.372923036435833,-0.853270067030755,6.5,0,0.0124925,0,0,1,-6.235,1,0.0555622,8.746,2.0,0.962,70.947,216.711,0.8133107,3,0,22,8.469,0.0044815690020071,6,462.953,5,0,33,100.0,380.797,61.42,-0.01,-7.095,0.751,-2.876,14.617,4.75,23.387,12.374,-5.138,524.821,637.804,48.079,22,7,0,0,0,0.0,37.234,735.832,0,1376.591,67.377,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.35027556644213104,0.6062461726883037,0.33435394978567057,0.42388242498469075,True,ATP-ACQ-0042,P1,2.0,score_calibration
ATP-HTVS-A53B334F5824,50977,m_270004bbb____12219716____7548208,50977-2,21,-5.82573794113561,-5.88753794113561,-67.4934468604438,-46.8323726654053,-34.6028022766113,-12.2295703887939,8.90792560577393,0.0618,-0.200887515211573,-0.617190092361983,-1.33394626055219,5.25,0,0.0083948,0,0,1,-5.2,1,0.0418311,7.088,1.0,0.373,36.824,195.015,0.8736877,3,0,21,9.36,0.532040821093616,5,390.456,4,1,29,100.0,359.871,48.077,0.301,-6.018,0.582,-2.321,12.219,4.414,18.337,9.026,-3.545,1105.608,932.929,40.849,21,7,0,0,0,0.0,33.679,625.388,0,1200.913,33.679,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9650949173300674,0.9081445192896509,0.971830985915493,0.9493570116350276,False,,,,
ATP-HTVS-A5A2B8D72F00,38882,m_270004bbb____12219716____7548602,38882-1,73,-5.3545965868063,-5.4688965868063,-63.2350854509372,-43.3948707580566,-31.4957027435303,-11.8991680145264,5.87693452835083,0.1143,-0.191235592385939,-0.580703890224245,-1.23599811002222,5.25,0,0.0107884,0,0,1,-5.179,1,0.0263408,5.709,2.0,0.208,69.508,88.834,0.8099361,3,0,21,8.963,0.0190369989897773,5,392.884,4,1,28,100.0,458.264,61.36,0.009,-7.519,0.607,-2.577,14.409,4.491,20.695,11.547,-4.738,541.568,695.894,43.248,21,7,0,0,0,0.0,0.0,688.202,1,1237.378,71.596,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,6,6,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9038579301898346,0.8205756276791182,0.9510104102878139,0.8883037354562155,False,,,,
ATP-HTVS-A5C0EA33BE09,60675,m_270004bbb____24792668____24720908,60675-1,95,-5.13859875976645,-5.33449875976645,-67.254397553413,-43.8573837280273,-28.4183464050293,-15.439037322998,4.13111162185669,0.1959,-0.177193060681602,-0.544393221115814,-1.17660881236487,3.5,0,0.0074183,0,0,2,-4.742,2,0.0189116,4.865,2.0,0.368,17.875,182.685,0.8416593,3,0,21,8.28,0.0081802047535675,5,387.499,3,0,29,100.0,419.701,27.284,0.946,-7.548,1.012,-3.92,13.068,4.977,19.667,9.371,-3.756,417.056,425.489,44.08,21,6,0,0,0,0.0,46.97,667.232,0,1251.33,46.97,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8609920391916718,0.9056950398040416,0.8958971218616044,0.8813839559093694,False,,,,
ATP-HTVS-A6599D500180,29250,m_207bba____12219688____13612918,29250-3,997,-2.44374790629876,-3.56104790629876,-45.534146649585,-38.8351259231567,-36.1767616271973,-2.65836429595947,4.1411714553833,1.1173,-0.0872767109392413,-0.265023497645309,-0.564088768330082,4.5,0,0.0071834,0,0,1,-6.847,2,0.020424,4.926,1.0,0.558,37.635,86.844,0.8659605,3,0,21,9.188,0.121921583489981,4,455.781,3,1,28,100.0,401.865,39.896,0.511,-6.344,0.735,-2.284,13.317,4.938,18.226,8.825,-4.289,1086.2,2115.489,41.376,21,6,0,0,0,0.0,0.0,626.447,0,1188.027,100.103,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.11390079608083283,0.16901408450704225,0.14084507042253522,0.13582363747703613,False,,,,
ATP-HTVS-A67C5EBB60CA,75841,rxn503b____EMOL480289____EMOL44466703____EMOL1197208,75841-2,296,-4.35137881696567,-4.91997881696567,-56.7593314064498,-41.5812530517578,-33.9122123718262,-7.66904067993164,6.55576515197754,0.5686,-0.140367058611796,-0.440946361651449,-0.981369276971318,5.0,0,0.0102007,0,0,1,-5.732,1,0.0290124,6.087,2.0,1.062,58.266,87.21,0.8211469,3,0,22,8.736,0.0569844862497307,3,409.462,4,0,31,100.0,521.141,59.107,0.029,-7.638,0.763,-2.148,14.448,4.825,21.245,11.648,-4.708,692.258,514.236,45.431,22,7,0,0,0,0.0,26.576,693.193,1,1276.923,26.576,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5584813227189223,0.5921616656460502,0.6166564605021433,0.5802204531537049,False,,,,
ATP-HTVS-A67DD6FB98A9,70562,rxn502b____EMOL519605____EMOL44466703____EMOL50155899,70562-1,254,-4.50992221844652,-4.55412221844652,-60.1590128737545,-44.4348888397217,-34.4070091247559,-10.0278797149658,4.41478061676025,0.0442,-0.140935069326454,-0.447440954099144,-1.00989452054679,7.25,0,0.0159502,0,0,1,-5.143,-1,0.0293906,6.439,3.0,0.76,116.454,223.114,0.7726554,3,0,22,8.316,0.0010939907504103,6,426.517,6,0,32,91.131,447.716,84.623,-0.821,-8.072,0.572,-3.383,16.157,3.967,25.148,15.222,-5.208,194.296,93.141,49.44,22,8,0,0,0,0.0,0.0,787.284,0,1410.68,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6331904470300062,0.7256582976117575,0.6264543784445805,0.6595835884874464,False,,,,
ATP-HTVS-A6800539A705,75618,rxn502b____EMOL44750519____EMOL44466703____EMOL50155899,75618-2,1139,-2.05448620479741,-3.68898620479741,-42.7083030387076,-38.1336357593536,-34.9170227050781,-3.21661305427551,9.92192649841309,1.6345,-0.0570690612443726,-0.18843788816654,-0.448233384084028,8.5,0,0.0154763,0,0,1,-5.848,1,0.0867038,11.452,2.0,0.84,80.486,265.968,0.8204906,3,0,22,8.105,0.0283990848781658,6,482.581,7,0,36,100.0,430.269,87.695,-0.377,-7.215,0.655,-2.686,16.245,4.531,26.334,14.379,-4.545,426.143,217.682,52.716,22,9,1,0,0,0.0,0.0,776.723,0,1512.733,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.08266993263931414,0.11818738518064911,0.06001224739742805,0.08879363135333743,False,,,,
ATP-HTVS-A693217A85AE,38275,m_270004bbb____8349656____20640242,38275-1,377,-4.10042496262914,-4.26092496262914,-56.8296953517665,-39.9910449981689,-26.318452835083,-13.6725921630859,3.38451147079468,0.1605,-0.151867591208487,-0.455602773124929,-0.954511330511266,5.0,0,0.0067058,0,0,2,-4.873,2,0.0017759,1.52,1.0,0.33,26.04,246.933,0.7726993,3,0,18,9.073,0.0011808544414952,6,426.355,4,0,27,100.0,395.259,37.191,0.778,-8.547,0.822,-3.964,14.184,4.865,18.744,9.031,-4.593,348.947,515.032,44.522,18,8,0,0,0,0.0,0.0,745.623,0,1300.31,77.391,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.45744029393753827,0.5952235150030618,0.7268830373545622,0.5526638089406001,False,,,,
ATP-HTVS-A6940AB4AD1D,24387,m_270004bbb____25289968____24720450,24387-1,184,-4.73510659521291,-4.78980659521291,-54.7395030311656,-39.7078266143799,-26.668737411499,-13.0390892028809,6.10906982421875,0.0547,-0.175374318341219,-0.526122954445652,-1.10225475103228,5.7,0,0.0170576,0,0,1,-4.165,0,0.0215209,4.894,3.0,0.751,70.703,263.444,0.8973932,1,0,16,7.809,4.43960972628756,10,366.459,5,0,27,92.695,244.638,54.012,-0.226,-5.085,0.085,-3.063,11.61,2.908,18.673,11.059,-1.853,527.628,274.22,34.304,16,10,0,0,1,0.0,0.0,578.784,2,1113.016,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7330067360685855,0.5082669932639314,0.8903857930189835,0.6970606246172688,True,ATP-ACQ-0041,P1,2.0,descriptor_diversity
ATP-HTVS-A6CB9DE84F6F,84034,rxn502b____EMOL1542108____EMOL44466703____EMOL24630243,84034-2,608,-3.54487212404472,-3.56967212404472,-54.0734810917042,-42.1447706222534,-36.926082611084,-5.21868801116943,1.60613000392914,0.0248,-0.0984686701123534,-0.325136384618018,-0.773395326089513,8.75,0,0.0104629,0,0,1,-6.711,1,0.0538086,9.164,1.0,0.918,86.577,274.626,0.7780828,1,0,22,8.516,0.0007189529120977,5,479.58,7,0,36,100.0,475.085,82.57,-0.594,-8.115,0.653,-2.544,17.039,4.81,25.038,13.43,-6.28,373.072,188.533,54.422,22,10,0,0,1,0.0,0.0,836.288,1,1560.72,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.24862216778934476,0.4721371708511941,0.1879975505205144,0.30355174525413353,False,,,,
ATP-HTVS-A6D74CA540BA,89537,rxn503b____EMOL483931____EMOL30488121____EMOL317509298,89537-2,126,-4.89429447555377,-5.14519447555377,-55.5449028911453,-46.5064558982849,-40.9358406066895,-5.57061529159546,12.7724323272705,0.2509,-0.143949837516287,-0.466341591861578,-1.08128692995987,6.5,0,0.0134274,0,0,1,-6.944,1,0.1076673,11.974,2.0,1.317,128.419,135.328,0.8550469,3,0,22,8.774,0.0011562970266332,5,448.498,5,0,34,88.821,409.888,81.581,-0.664,-6.558,0.618,-3.737,14.722,3.919,23.52,12.599,-4.852,149.624,80.642,45.916,22,8,0,0,0,0.0,10.963,684.598,0,1331.651,10.963,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7868952847519902,0.5382731169626455,0.6607470912431108,0.6870789957134109,False,,,,
ATP-HTVS-A7093622CBF0,20771,Timmer____107103830____107684799____54823033,20771-3,328,-4.26839239430932,-4.28539239430932,-54.8947430764578,-44.5480053424835,-41.7542381286621,-2.79376721382141,3.85527873039246,0.017,-0.115361956602955,-0.384411632178305,-0.925714245010605,6.5,0,0.0123675,2,0,0,-6.66,-1,0.0592211,9.556,2.25,0.391,42.943,361.283,0.8187214,3,0,21,8.395,1.74032121598913,6,499.608,7,0,37,100.0,384.127,81.219,-0.466,-3.548,0.408,0.002,15.972,4.964,24.98,14.243,-5.46,2232.452,2141.064,52.798,21,10,0,0,0,30.136,0.0,788.354,0,1541.838,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5199020208205756,0.515003061849357,0.32088181261481935,0.47862829148805874,False,,,,
ATP-HTVS-A719F0D3C4DA,74594,rxn502b____EMOL530620____EMOL7515103____EMOL13315001,74594-1,119,-5.01693312909944,-5.03553312909944,-54.1271642963405,-43.5127563476562,-38.797779083252,-4.7149772644043,6.31099700927734,0.0186,-0.156779160284357,-0.497742807349145,-1.12342808403743,5.25,0,0.0144336,0,0,0,-7.309,-1,0.0276346,5.909,3.0,0.95,94.21,142.307,0.8970661,3,0,22,7.928,1.02387362811789,6,445.947,5,0,32,100.0,368.752,75.422,-0.638,-4.956,0.613,-1.189,14.12,4.595,22.062,12.193,-4.45,1266.207,872.272,42.788,22,8,0,0,0,0.0,0.0,630.006,0,1263.299,24.736,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8297611757501531,0.4733619105939988,0.7685241886099204,0.7105939987752602,False,,,,
ATP-HTVS-A7693842EDE7,83074,rxn502b____EMOL18624763____EMOL44466703____EMOL4851670,83074-1,189,-4.72015322020726,-4.77235322020726,-61.1567406605928,-46.2474436759949,-41.2770538330078,-4.97038984298706,5.67734146118164,0.0522,-0.138828035888449,-0.449748942883734,-1.04281424215707,8.5,0,0.0143446,0,0,1,-5.657,1,0.0313679,6.856,2.0,1.15,97.17,203.239,0.7556447,3,0,22,8.37,0.0004398691821677,5,472.973,6,0,34,100.0,465.922,89.433,-0.479,-8.434,0.607,-2.964,17.374,4.586,25.911,15.128,-6.068,296.029,362.59,53.12,22,8,0,0,1,0.0,0.0,838.003,1,1498.294,71.671,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7268830373545622,0.7568891610532762,0.5970606246172688,0.7099203919167177,False,,,,
ATP-HTVS-A7BD7D96AE57,4451,YAS_R001____OTV6666766____OTV7020410063,4451-1,704,-3.23974100367522,-3.23974100367522,-47.0727541132976,-39.9103863239288,-37.9947204589844,-1.91566586494446,2.46522068977356,0.0,-0.115705035845544,-0.351348635448801,-0.747827346577459,5.5,0,0.0082412,0,0,0,-8.115,0,0.0082622,3.14,1.0,1.209,71.206,37.372,0.8151535,3,0,22,8.901,0.0989871063969183,2,480.304,4,0,28,100.0,501.519,59.852,-0.251,-6.915,0.613,-0.681,13.974,4.779,19.442,11.241,-6.005,2092.441,2263.148,43.814,22,4,0,0,1,0.0,0.0,667.376,1,1193.074,57.279,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.18677281077770974,0.21371708511941212,0.3263931414574403,0.22278015921616656,False,,,,
ATP-HTVS-A7EE593102BF,33505,m_2230bbb____22397410____7471132,33505-6,1379,-1.16981472407605,-3.25001472407605,-41.8393009280971,-36.793579518795,-35.9995307922363,-0.794048726558685,5.12472581863403,2.0802,-0.0377359588411628,-0.118543010867375,-0.263829070794958,4.5,0,0.0068121,0,0,2,-5.39,2,0.0004845,0.793,1.0,0.943,20.336,213.873,0.8716408,3,0,22,8.827,0.0581648725489467,4,429.991,3,0,31,100.0,400.724,27.414,0.763,-6.972,0.957,-3.84,13.643,4.954,18.602,8.314,-3.029,395.237,306.853,44.528,22,8,0,0,0,0.0,0.0,660.593,1,1299.151,25.661,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.01653398652786283,0.10349050826699327,0.015921616656460504,0.042498469075321496,False,,,,
ATP-HTVS-A8111C46748E,73794,rxn512b____EMOL24630243____EMOL44846536____EMOL2873214,73794-2,286,-4.42029981576778,-4.46339981576778,-54.6529673488955,-40.1045489311218,-33.7494773864746,-6.35507154464722,4.96561288833618,0.0431,-0.14259031663767,-0.447930461391211,-0.996913074376146,7.5,0,0.0092205,0,0,2,-5.337,1,0.0794327,10.718,1.0,0.804,94.703,276.035,0.7603647,3,0,17,8.246,3.223042241e-06,7,453.001,5,0,31,85.891,333.417,68.226,-0.006,-8.452,0.643,-5.351,15.931,4.285,23.115,11.494,-5.796,77.917,152.257,49.131,17,9,0,0,2,0.0,0.0,813.407,0,1446.263,109.252,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5866503368034293,0.5021432945499081,0.6429883649724434,0.5725658297611758,False,,,,
ATP-HTVS-A820F1D60548,63138,m_270004bbb____24792668____18718090,63138-2,460,-3.93131506625959,-4.97171506625959,-55.5509218003793,-40.3380279541016,-31.754508972168,-8.58351898193359,5.12373352050781,1.0404,-0.131043835541986,-0.407183665039294,-0.893237618162648,5.0,0,0.0074612,0,0,2,-4.691,2,0.0329289,6.404,1.0,0.823,29.32,208.464,0.8354337,3,0,17,8.77,0.0067693946223694,7,420.452,4,0,30,100.0,305.715,31.26,0.909,-7.105,0.696,-4.34,11.55,4.601,18.477,8.28,-3.453,324.829,887.12,41.476,17,8,0,0,1,0.0,126.637,670.136,0,1245.562,126.637,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.38946723821187995,0.5394978567054501,0.511328842620943,0.4588487446417636,False,,,,
ATP-HTVS-A844998385F9,77505,rxn102c____EMOL330509100____EMOL324170366,77505-1,235,-4.51285774535421,-4.53795774535421,-57.9013912339693,-42.2955741882324,-30.1660690307617,-12.1295051574707,3.81171250343323,0.0251,-0.167142879457563,-0.501428637821815,-1.05051888284383,4.95,0,0.0114673,0,0,0,-5.535,-2,0.0247087,5.63,3.0,-0.184,87.898,235.134,0.7636836,3,0,18,7.832,0.0588723793066511,9,363.458,5,0,27,100.0,424.63,64.397,-1.044,-7.381,0.536,-0.684,14.606,4.752,21.199,12.068,-6.107,1453.335,741.051,42.82,18,10,0,0,2,0.0,0.0,747.661,2,1282.862,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6338028169014085,0.6344151867728107,0.8444580526638089,0.6761175750153092,False,,,,
ATP-HTVS-A845026C7E40,91522,rxn513b____EMOL2873214____EMOL719673____EMOL38277732,91522-1,85,-5.2426641656798,-5.2878641656798,-68.9584267284682,-49.5999698638916,-41.482837677002,-8.11713218688965,3.62412714958191,0.0452,-0.154196004872935,-0.499535196509021,-1.15825156594754,6.2,0,0.0154702,0,0,1,-6.371,0,0.0161902,4.724,3.0,0.422,93.929,182.097,0.8628591,3,0,21,8.249,0.047828624150317,5,471.985,5,0,34,100.0,388.185,74.371,-0.348,-6.328,0.695,-3.082,15.234,4.446,23.822,13.195,-3.913,317.743,231.249,46.934,21,9,0,0,0,0.0,0.0,694.157,0,1378.316,29.946,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8848744641763625,0.9277403551745255,0.7446417636252296,0.8696876913655848,False,,,,
ATP-HTVS-A8555051B7A8,26369,m_270004bbb____25290082____9705990,26369-2,1118,-2.12228992442095,-3.36908992442095,-40.9214726208926,-34.4913721680641,-33.6016693115234,-0.88970285654068,2.14806294441223,1.2468,-0.0816265355546519,-0.241818290395748,-0.498412824949025,4.0,0,0.0089197,0,0,1,-4.595,1,0.00591,2.655,2.0,0.26,29.011,210.908,0.8576234,3,0,18,7.875,0.745569905483238,9,346.474,4,0,26,100.0,394.281,35.782,0.217,-6.442,0.688,-1.96,12.753,4.658,18.154,9.229,-3.707,1311.246,733.554,40.207,18,8,0,0,1,0.0,0.0,634.201,2,1192.718,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.08450704225352113,0.08879363135333741,0.12492345376607471,0.09387630128597672,False,,,,
