canonical_id,compound_code,title,variant,pose_index,glide_docking_score,glide_gscore,glide_emodel,glide_energy,glide_evdw,glide_ecoul,glide_einternal,glide_eff_state_penalty,glide_ligand_efficiency,glide_ligand_efficiency_sa,glide_ligand_efficiency_ln,quickprop_accpthb,quickprop_acid,quickprop_acxdn_5_sa,quickprop_amide,quickprop_amidine,quickprop_amine,quickprop_ciqplogs,quickprop_cns,quickprop_dip_2_v,quickprop_dipole,quickprop_donorhb,quickprop_ea_ev,quickprop_fisa,quickprop_fosa,quickprop_glob,quickprop_humanoralabsorption,quickprop_in34,quickprop_in56,quickprop_ip_ev,quickprop_jm,quickprop_metab,quickprop_mol_mw,quickprop_nando,quickprop_noncon,quickprop_nonhatm,quickprop_percenthumanoralabsorption,quickprop_pisa,quickprop_psa,quickprop_qplogbb,quickprop_qplogherg,quickprop_qplogkhsa,quickprop_qplogkp,quickprop_qplogpc16,quickprop_qplogpo_w,quickprop_qplogpoct,quickprop_qplogpw,quickprop_qplogs,quickprop_qppcaco,quickprop_qppmdck,quickprop_qppolrz,quickprop_ringatoms,quickprop_rotor,quickprop_rtvfg,quickprop_ruleoffive,quickprop_ruleofthree,quickprop_saamideo,quickprop_safluorine,quickprop_sasa,quickprop_stars,quickprop_volume,quickprop_wpsa,source_file,pose_count,variant_count,source_file_count,source_file_exists,known_internal_overlap,smiles,phase8_v1_structure_status,feature_completeness,trace_complete,selection_eligible,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,selected_in_phase8_v1,phase8_v1_acquisition_id,phase8_v1_priority,phase8_v1_wave,phase8_v1_selection_arm,canonical_smiles,scaffold,molecular_formula,formal_charge,heavy_atom_count,smiles_sha256,max_similarity_to_internal,nearest_internal_compound_id,scaffold_seen_in_internal,selection_arm_v2,selection_objective_v2,arm_rank_v2,wave_v2,priority_v2,docking_decile,acquisition_order_v2,acquisition_id_v2,structure_status_v2,mmgbsa_label_status,experimental_activity_status,next_required_action
ATP-HTVS-EE8A818A3017,72097,rxn403____EMOL8314610____EMOL24201912____EMOL530791,72097-4,815,-2.95811246750271,-3.86591246750271,-48.2899721449823,-34.8743047714233,-25.0831813812256,-9.79112339019775,1.8565878868103,0.9078,-0.095422982822668,-0.299759911689482,-0.667145016681705,4.95,0,0.0123711,0,0,0,-6.687,-1,0.0034644,2.116,3.0,0.387,74.921,162.009,0.8277747,3,0,21,8.054,2.39019889930934,9,412.487,5,0,31,100.0,456.111,63.83,-0.828,-6.494,0.56,-0.237,14.636,4.978,21.16,11.842,-5.0,1929.389,1006.596,42.844,21,11,0,0,1,0.0,0.0,693.042,2,1291.991,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.1518677281077771,0.2455603184323331,0.1733006736068585,0.1842620943049602,True,ATP-ACQ-0054,P1,2.0,score_calibration,OCC[NH2+]c1ccc(N[C@@H](C#CCOc2ccccc2)c2coc3ccccc23)cc1,C(#CC(Nc1ccccc1)c1coc2ccccc12)COc1ccccc1,C26H25N2O3+,1.0,31.0,bf49b3a17ac2e51124cf8ecbe06ed4a3d92e9f8a8e5677a564534d7ceb6e9ef0,0.16666666666666666,ATP-SMI-CDED936B42F4,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,9,2,P1,8.0,27,ATP-ACQ2-0027,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-E71202E475AE,88195,rxn203____EMOL44691345____EMOL42077534,88195-1,6,-6.19841322737428,-6.23881322737428,-76.9737524478758,-52.3156175613403,-38.5602416992188,-13.7553758621216,7.70634984970093,0.0404,-0.213738387150837,-0.656672042401403,-1.41927945087097,5.0,0,0.0092624,1,0,1,-4.468,1,0.0680973,9.559,2.0,0.098,60.169,282.865,0.7706639,3,0,18,8.581,0.0079351193770489,7,390.484,6,0,29,100.0,420.379,68.48,-0.135,-6.599,0.589,-2.538,14.694,4.348,21.858,12.646,-5.154,456.837,351.613,47.065,18,7,0,0,1,20.409,0.0,763.413,0,1341.805,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9865278628291488,0.9859154929577464,0.9853031230863442,0.9860992039191672,True,ATP-ACQ-0028,P1,2.0,exploitation,Cc1cc(OCc2ccccc2)ncc1NC(=O)Nc1ccccc1C[NH+](C)C,O=C(Nc1ccccc1)Nc1ccc(OCc2ccccc2)nc1,C23H27N4O2+,1.0,29.0,143bfd39dca5f31f83d90fcd0a8109d163b9388abb0ded7c04cbbb83d67c2dc5,0.3246753246753247,ATP-SMI-E9798004BA11,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,10,2,P1,,28,ATP-ACQ2-0028,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-3E4E6B1035DE,50531,m_271304bba____9304164____13059962,50531-1,332,-4.25094305295474,-4.25694305295474,-49.5067934936272,-39.547287940979,-34.1769142150879,-5.37037372589111,10.563289642334,0.006,-0.128816456150144,-0.413183204888421,-0.945387724771966,3.25,1,0.004331,0,0,1,-7.146,0,0.0234636,5.761,1.0,0.524,99.593,146.589,0.811998,1,0,22,8.212,0.0002385465420307,7,439.553,4,0,33,88.473,504.228,66.114,-0.648,-5.897,1.272,-2.681,15.835,4.847,19.921,8.092,-6.584,71.115,39.974,48.839,22,10,0,0,2,0.0,0.0,750.41,2,1414.271,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.511328842620943,0.2896509491733007,0.4782608695652174,0.4382118799755052,False,,,,,Cc1cccc(C[C@H](C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)C(=O)[O-])c1,c1ccc(CCC[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1,C29H29NO3,0.0,33.0,bf68213a458f87381ff87cb72bd21dde10b7feb29903a9b04b749e782fea8748,0.5714285714285714,ATP-SMI-CDED936B42F4,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,10,2,P1,,29,ATP-ACQ2-0029,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-AC6C82062264,64258,m_270004bbb____24792668____7547884,64258-4,1357,-1.17766950734732,-3.65506950734732,-43.5405638884715,-36.0772206783295,-34.6766700744629,-1.40055060386658,1.84933471679688,2.4774,-0.0406092933568041,-0.124764615119282,-0.26965645406049,4.5,0,0.0068272,0,0,2,-4.862,2,0.0191148,4.931,1.0,0.468,18.053,281.177,0.8614895,3,0,17,9.091,0.0072180596204071,7,418.916,4,0,29,100.0,241.74,31.389,1.006,-6.378,0.879,-4.358,11.714,4.962,18.088,7.246,-3.406,415.439,1039.993,41.934,17,8,0,0,1,0.0,88.902,659.127,0,1272.275,118.158,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.0171463563992651,0.131047152480098,0.0195958358848744,0.0518064911206368,False,,,,,Cc1nn(Cc2ccc(F)cc2)c(Cl)c1CNCc1ccc(F)cc1CN(C)C,c1ccc(CNCc2cnn(Cc3ccccc3)c2)cc1,C22H25ClF2N4,0.0,29.0,2b81e6a8ab10f978d437fd97f1c3f12091e26ac2d35a451d3c28b14328f87fa1,0.14942528735632185,ATP-SMI-94F73967C042,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,10,2,P1,9.0,30,ATP-ACQ2-0030,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-98E751432A52,90242,rxn502a____EMOL530803____EMOL44820718____EMOL2873214,90242-1,8,-6.28735821177687,-6.33145821177687,-74.9584661938304,-51.5091018676758,-42.9514045715332,-8.55769729614258,3.08664226531982,0.0441,-0.209578607059229,-0.65120945966867,-1.42855629197034,6.5,0,0.0116073,0,0,1,-4.784,1,0.0312145,6.531,2.0,0.456,100.984,223.005,0.7519779,3,0,18,8.305,0.0003891962087807,6,402.47,5,0,30,95.563,425.901,69.867,-0.608,-8.303,0.64,-3.175,15.098,4.275,22.6,12.791,-5.84,272.375,228.093,47.463,18,8,0,0,1,0.0,42.059,791.949,0,1366.487,42.059,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9914268218003676,0.9767299448867116,0.9822412737293326,0.9851806491120638,True,ATP-ACQ-0031,P1,2.0,exploitation,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)C#Cc3ccccc3)c(F)c2)c1,O=C(C#Cc1ccccc1)Nc1ccc(NCc2ccccc2)cn1,C24H24FN4O+,1.0,30.0,30424986ccd188d9a66fa37e578d93259dd8a037870a2067fef349f30555bd3c,0.35,ATP-SMI-775D33706F04,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,11,2,P1,,31,ATP-ACQ2-0031,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-49D68E9248AF,44739,m_270004beb____8289658____8127862,44739-4,26,-5.70465144918072,-6.63535144918072,-82.03637329651,-53.4200792312622,-38.038387298584,-15.3816919326782,7.2495903968811,0.9307,-0.190155048306024,-0.590855946597832,-1.2961589664098,4.75,0,0.0108682,1,0,1,-4.81,0,0.0240776,5.661,3.0,0.461,92.302,69.964,0.773093,3,0,22,8.133,0.0469054179160347,7,396.488,4,0,30,92.332,594.733,67.215,-0.55,-7.392,0.467,-2.42,16.263,4.154,23.201,15.597,-4.507,196.932,164.703,47.663,22,8,0,0,1,28.038,0.0,756.999,1,1331.199,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.951010410287814,0.9951010410287814,0.9461114513165952,0.9632578077158604,False,,,,,NC(=O)[C@@H]([NH2+]Cc1cc(OCc2ccccc2)c2ccccc2c1)c1ccccc1,c1ccc(C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1,C26H25N2O2+,1.0,30.0,4fdf194a16b2124eb8ce00b9cd94a0d609421c6090aa1642beae71f488efba1b,0.5689655172413793,ATP-SMI-CDED936B42F4,True,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,11,2,P1,,32,ATP-ACQ2-0032,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-EB0B96E798C5,89859,rxn102c____EMOL49832880____EMOL44693140,89859-2,25,-5.70566668218131,-6.22646668218131,-73.4881046462893,-47.7094841003418,-29.525089263916,-18.1843948364258,7.20924139022827,0.5208,-0.203773810077904,-0.618777303752351,-1.31703539590068,4.5,0,0.0127454,0,0,1,-4.855,-1,0.0159967,4.471,4.0,0.294,112.596,135.605,0.7946288,3,0,21,7.436,0.0146129412720679,9,371.484,5,0,28,91.119,457.934,67.31,-0.769,-7.765,0.474,-3.18,14.809,3.853,22.508,13.605,-4.225,211.372,102.02,42.456,21,9,0,0,1,0.0,0.0,706.136,3,1249.773,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9516227801592162,0.9669320269442744,0.9748928352725046,0.9608695652173912,False,,,,,[NH3+]CCNc1ccc(NCc2[nH+]c3ccccc3n2Cc2ccccc2)cc1,c1ccc(Cn2c(CNc3ccccc3)[nH+]c3ccccc32)cc1,C23H27N5+2,2.0,28.0,997b5610a72273e52cfb6580a3e18cb0dfc0719d14ef1c44dd68373222491a19,0.20512820512820512,ATP-SMI-94F73967C042,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,11,2,P1,0.0,33,ATP-ACQ2-0033,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-D1462A8BE621,82146,rxn503b____EMOL495084____EMOL13728749____EMOL1197208,82146-2,12,-6.20349380011338,-6.77339380011338,-81.3678391834086,-52.5754022598267,-41.6266250610352,-10.9487771987915,5.85707902908325,0.5699,-0.193859181253543,-0.615464535800124,-1.38913136269975,5.0,0,0.0104576,0,0,1,-6.096,1,0.0135278,4.142,2.0,1.295,58.572,87.987,0.8378765,3,0,22,8.986,0.0440781229772311,4,427.452,4,0,32,100.0,457.632,58.986,0.161,-7.064,0.748,-2.377,13.611,4.874,20.883,11.193,-4.609,687.634,905.083,44.465,22,7,0,0,0,0.0,71.971,676.163,1,1267.941,71.971,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9877526025719534,0.9938763012859768,0.9565217391304348,0.9833435394978568,True,ATP-ACQ-0034,P1,2.0,exploitation,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1cc(F)cc(F)c1,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1ccccc1,C26H20F2N3O+,1.0,32.0,54ab8e7ba74d1137959f7ad5d7ac279dc2b605a3eabf65d7f157716d3aa55cb7,0.26744186046511625,ATP-SMI-9DA3213A09E8,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,12,2,P1,,34,ATP-ACQ2-0034,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-0CC0B448CED2,38179,m_270004bbb____24793076____7547738,38179-1,371,-4.12199800493643,-4.25529800493643,-62.0143418741274,-44.9020109176636,-32.617805480957,-12.2842054367065,3.49273061752319,0.1333,-0.128812437654263,-0.408953997605489,-0.923027714727197,6.0,0,0.008078,0,0,2,-4.749,2,0.0063814,2.977,1.0,0.649,17.949,215.726,0.8105586,3,0,28,8.822,0.0075843755674513,7,423.56,5,4,32,100.0,509.08,41.193,0.817,-8.477,0.956,-3.606,15.07,4.911,21.452,11.143,-4.141,416.382,234.869,50.442,28,6,0,0,1,0.0,0.0,742.756,1,1388.986,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.4629516227801592,0.7844458052663809,0.4770361298224127,0.5622167789344764,False,,,,,c1ccc(-n2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3cccnc3)n2)cc1,c1ccc(-n2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3cccnc3)n2)cc1,C27H31N5+2,2.0,32.0,5a7e21fe4e7ea7e9c1defb2698e9cb40e907dc3c5418166db25afb014e03f2d5,0.5652173913043478,ATP-SMI-96FD6257D8BA,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,12,2,P1,,35,ATP-ACQ2-0035,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-7AB1442FC022,28993,m_270004bca____17609654____24720860,28993-4,73,-5.14316799646612,-6.16256799646612,-69.5942145469287,-50.0186681747437,-37.2165298461914,-12.8021383285522,17.7711982727051,1.0194,-0.155853575650488,-0.499905693768902,-1.14381393251538,7.2,0,0.0,0,0,2,-4.295,2,0.0205018,5.432,0.0,0.227,11.707,358.373,0.8440326,3,0,21,8.467,1.13036652701412,7,442.603,5,0,33,100.0,360.268,29.338,0.588,-7.226,0.403,-3.535,14.107,4.464,19.65,8.672,-2.058,477.184,272.149,47.816,21,11,0,0,1,0.0,0.0,730.348,0,1439.083,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,11,11,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.8640538885486834,0.9357011635027556,0.7593386405388854,0.8646050214329455,False,,,,,COCC[N@@H+](C)Cc1ccc(C[N@@H+](C)Cc2nc3ccccc3n2Cc2ccccc2)cc1,c1ccc(C[NH2+]Cc2nc3ccccc3n2Cc2ccccc2)cc1,C28H36N4O+2,2.0,33.0,191d6ef272b17c6330cf58a0e5f50edb91450f3251ce29fe643eb90aba51b5de,0.19736842105263158,ATP-SMI-91E7552C2382,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,12,2,P1,1.0,36,ATP-ACQ2-0036,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-8E3D409F2843,55746,m_270004bbb____15775648____7548658,55746-1,17,-6.11799496353664,-6.18109496353664,-75.4137911742097,-49.280309677124,-35.895092010498,-13.385217666626,4.87531137466431,0.0631,-0.218499820126308,-0.663494143415398,-1.41221286972189,4.5,0,0.0058974,0,0,2,-4.381,1,0.0530926,8.407,1.0,1.62,118.892,282.616,0.766942,2,0,17,9.095,7.0526540369e-06,7,395.518,5,0,28,82.219,337.77,64.548,-0.411,-8.366,1.01,-5.878,14.382,4.359,19.499,8.802,-4.871,45.946,29.266,45.207,17,8,0,0,1,0.0,0.0,763.048,0,1331.14,23.769,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9828536436007348,0.9785670545009184,0.9908144519289652,0.983159828536436,True,ATP-ACQ-0037,P1,2.0,exploitation,C[NH+](C)Cc1ccc(CC[NH2+]Cc2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,c1ccc(CC[NH2+]Cc2ccc(-c3ccccc3)s2)cc1,C22H27N3O2S+2,2.0,28.0,6b100bff1dbff29a4fa77b5c9a8228ebe797a8ab491b6765f7b36c23ba9c4a16,0.2375,ATP-SMI-C3308BEE03AC,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,13,2,P1,,37,ATP-ACQ2-0037,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-B278BB2953A5,37281,m_270004bbb____25289958____24721296,37281-1,294,-4.35664288623461,-4.43674288623461,-54.4902664504592,-40.4404668807983,-29.0654640197754,-11.3750028610229,6.79492330551147,0.0801,-0.150229065042573,-0.46155128371929,-0.997560746016168,6.25,0,0.0108658,0,0,2,-3.593,1,0.0066218,3.062,2.0,0.088,34.241,301.691,0.7496281,1,0,18,7.882,0.0043793297489081,11,390.527,5,0,29,100.0,477.52,49.948,0.291,-9.313,0.691,-3.537,15.763,4.639,21.761,11.817,-4.413,291.739,159.894,48.006,18,11,0,0,1,0.0,0.0,813.451,4,1415.855,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5603184323331292,0.4935701163502756,0.7164727495407226,0.5715248009797917,True,ATP-ACQ-0050,P1,2.0,descriptor_diversity,C[NH+](C)CCNc1ccccc1C[NH2+]Cc1ccc(OCc2ccccc2)cn1,c1ccc(C[NH2+]Cc2ccc(OCc3ccccc3)cn2)cc1,C24H32N4O+2,2.0,29.0,6761ed1f761dc6019c1f2084ff6af1f16f77500727ff49a2600a89afc8547133,0.5606060606060606,ATP-SMI-E9798004BA11,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,13,2,P1,,38,ATP-ACQ2-0038,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-6168063B3267,35105,m_282030aaa____21927700____23157418____21952560,35105-2,189,-4.66858866643274,-4.71228866643274,-58.6143557748247,-43.553596496582,-30.4811611175537,-13.0724353790283,4.75407981872559,0.0437,-0.145893395826023,-0.463182659483794,-1.04542426333493,6.0,0,0.0160396,0,0,1,-5.544,0,0.0057155,2.785,3.5,0.782,67.304,251.486,0.8471417,3,0,22,8.106,0.145708381417695,7,426.563,6,0,32,100.0,381.039,68.004,-0.206,-6.549,0.62,-2.616,14.727,4.343,23.613,13.504,-3.85,568.275,297.123,46.025,22,9,0,0,1,0.0,0.0,699.828,0,1357.294,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7030006123698714,0.6619718309859155,0.6827924066135946,0.6866503368034294,False,,,,,C[C@H](Nc1nc2ccccc2nc1NCc1ccccc1C[NH+](C)C)c1ccccc1N,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,C26H31N6+,1.0,32.0,f7a1a652f5cde18fc7f4d4c376646f0621ee4b96cb26828d22866a1b29f70b48,0.21794871794871795,ATP-SMI-5B36D3E11A3B,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,13,2,P1,2.0,39,ATP-ACQ2-0039,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-8F383301D999,83458,rxn503b____EMOL299973501____EMOL44466703____EMOL313110234,83458-7,6,-6.30624062048678,-6.91924062048678,-84.5025834650897,-54.7945117950439,-38.1106643676758,-16.6838474273682,9.45113372802734,0.613,-0.185477665308435,-0.600875632700299,-1.39322543712347,6.2,0,0.0168865,0,0,1,-6.35,0,0.0743941,10.163,4.0,1.037,120.645,53.149,0.8195856,3,0,22,8.711,0.003471926848118,6,473.933,5,0,34,93.386,448.209,92.134,-0.502,-7.315,0.601,-3.363,16.254,4.473,26.875,15.375,-4.773,177.304,347.868,47.905,22,9,0,0,0,0.0,40.725,734.313,0,1388.244,112.309,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,8,8,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9932639314145744,0.9975505205143906,0.92896509491733,0.9816901408450704,True,ATP-ACQ-0040,P1,2.0,exploitation,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)[C@H](O)c1cccc(Cl)c1)Cc1cccc(F)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1,C27H22ClFN3O2+,1.0,34.0,50a9a87e910a1d4c605468f6524d2e6869a606ad6d46c7ab6178e3f4404c0249,0.4,ATP-SMI-4417138BF81D,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,14,2,P1,,40,ATP-ACQ2-0040,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-D65E1879A1C4,90530,rxn514b____EMOL530647____EMOL1836585____EMOL2732950,90530-1,19,-6.09719447125168,-6.14229447125168,-64.0638253768425,-42.3271923065186,-26.3955383300781,-15.9316539764404,11.0916328430176,0.0451,-0.217756945401846,-0.661238338222115,-1.40741150537353,5.5,0,0.0110426,0,0,2,-3.895,1,0.0138964,4.221,2.0,0.67,83.8,262.022,0.810339,2,0,17,8.11,0.0015483788366105,7,394.534,5,0,28,84.585,325.253,67.512,0.049,-7.604,0.596,-5.179,13.721,3.746,20.008,10.57,-3.227,98.862,75.559,42.487,17,9,0,0,1,0.0,0.0,704.377,0,1282.214,33.303,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9797917942437232,0.8438456827924066,0.9902020820575628,0.9410900183710962,False,,,,,C[NH+](C)Cc1ccc(Nc2ccsc2C(=O)N(CC[NH3+])c2ccccc2)cc1,O=C(Nc1ccccc1)c1sccc1Nc1ccccc1,C22H28N4OS+2,2.0,28.0,be4faabb96dec5cd8fb629dcf926359d1c7d7311813da8598b1f18699fd72006,0.5454545454545454,ATP-SMI-94F73967C042,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,14,2,P1,,41,ATP-ACQ2-0041,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-1AEE198E3D8C,1538,YAS_R028____OTV2128104____OTV998841____OTV1268163____OTV1055862,1538-2,228,-4.57250055963347,-4.82690055963347,-55.4095022056049,-39.358250617981,-29.3614921569824,-9.99675846099854,8.27151203155518,0.2544,-0.134485310577455,-0.435680198733069,-1.01019362791947,5.95,0,0.0150651,0,0,0,-7.243,-2,0.023577,5.869,4.0,0.105,135.92,221.906,0.7882177,3,0,24,8.065,0.0107908569543342,5,455.558,7,0,34,100.0,432.078,85.954,-1.558,-7.019,0.714,-1.446,16.79,4.961,25.862,14.776,-6.179,509.295,238.572,49.369,24,11,0,0,1,0.0,0.0,789.904,0,1460.775,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6638089406001225,0.5345988977342315,0.5462339252908757,0.6015309246785059,False,,,,,Cc1ccc([C@H](O)CNc2cc(N(C)Cc3ccccc3)nc(Nc3ccccc3O)[nH+]2)cc1,c1ccc(CCNc2cc(NCc3ccccc3)nc(Nc3ccccc3)[nH+]2)cc1,C27H30N5O2+,1.0,34.0,7cd89f0ea6a27989e4e0f24b0440967ec981ac8c888fff86f41f270425d9c8b2,0.23157894736842105,ATP-SMI-FCA9CDF3313B,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,14,2,P1,3.0,42,ATP-ACQ2-0042,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
