canonical_id,compound_code,title,variant,pose_index,glide_docking_score,glide_gscore,glide_emodel,glide_energy,glide_evdw,glide_ecoul,glide_einternal,glide_eff_state_penalty,glide_ligand_efficiency,glide_ligand_efficiency_sa,glide_ligand_efficiency_ln,quickprop_accpthb,quickprop_acid,quickprop_acxdn_5_sa,quickprop_amide,quickprop_amidine,quickprop_amine,quickprop_ciqplogs,quickprop_cns,quickprop_dip_2_v,quickprop_dipole,quickprop_donorhb,quickprop_ea_ev,quickprop_fisa,quickprop_fosa,quickprop_glob,quickprop_humanoralabsorption,quickprop_in34,quickprop_in56,quickprop_ip_ev,quickprop_jm,quickprop_metab,quickprop_mol_mw,quickprop_nando,quickprop_noncon,quickprop_nonhatm,quickprop_percenthumanoralabsorption,quickprop_pisa,quickprop_psa,quickprop_qplogbb,quickprop_qplogherg,quickprop_qplogkhsa,quickprop_qplogkp,quickprop_qplogpc16,quickprop_qplogpo_w,quickprop_qplogpoct,quickprop_qplogpw,quickprop_qplogs,quickprop_qppcaco,quickprop_qppmdck,quickprop_qppolrz,quickprop_ringatoms,quickprop_rotor,quickprop_rtvfg,quickprop_ruleoffive,quickprop_ruleofthree,quickprop_saamideo,quickprop_safluorine,quickprop_sasa,quickprop_stars,quickprop_volume,quickprop_wpsa,source_file,pose_count,variant_count,source_file_count,source_file_exists,known_internal_overlap,smiles,phase8_v1_structure_status,feature_completeness,trace_complete,selection_eligible,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,selected_in_phase8_v1,phase8_v1_acquisition_id,phase8_v1_priority,phase8_v1_wave,phase8_v1_selection_arm,canonical_smiles,scaffold,molecular_formula,formal_charge,heavy_atom_count,smiles_sha256,max_similarity_to_internal,nearest_internal_compound_id,scaffold_seen_in_internal,selection_arm_v2,selection_objective_v2,arm_rank_v2,wave_v2,priority_v2,docking_decile,acquisition_order_v2,acquisition_id_v2,structure_status_v2,mmgbsa_label_status,experimental_activity_status,next_required_action
ATP-HTVS-2ECA33AB7628,73634,rxn512b____EMOL530647____EMOL525138____EMOL2873214,73634-1,166,-4.80153473462974,-4.85053473462974,-58.2995376203933,-40.0611610412598,-26.9542407989502,-13.1069202423096,11.4149885177612,0.049,-0.165570163263094,-0.508683997853795,-1.09942969781477,6.0,0,0.0110687,0,0,3,-2.939,1,0.0125514,4.146,2.0,0.312,101.85,272.432,0.7780456,2,0,17,8.136,0.0036186793003327,8,408.56,5,0,29,69.045,360.151,70.538,-0.285,-9.019,0.675,-5.293,15.019,3.459,21.364,11.351,-2.76,16.625,11.997,45.679,17,10,0,0,2,0.0,0.0,766.604,0,1369.673,32.171,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.7593386405388854,0.646050214329455,0.8328230251071648,0.7400489895897122,False,,,,,C[NH+](C)Cc1cccc(CNc2ccsc2C(=O)N(CC[NH3+])c2ccccc2)c1,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1,C23H30N4OS+2,2.0,29.0,2ffdddf2eadd4ea23768b5673e9252f62f5d05a860b40f2cb879063911080e99,0.6153846153846154,ATP-SMI-775D33706F04,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,4,1,P0,,11,ATP-ACQ2-0011,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-BB2B7EB3D06A,85442,rxn102c____EMOL13081280____EMOL27507560,85442-2,208,-4.62863292885777,-4.66593292885777,-49.634571736643,-41.8853979110718,-33.2544937133789,-8.63090419769287,16.0564918518066,0.0373,-0.132246655110222,-0.43258757765351,-1.01608765485735,6.5,0,0.0135756,0,0,2,-5.501,1,0.0012788,1.372,3.0,0.593,72.603,179.108,0.7549158,3,0,24,8.53,0.0002165000228325,4,477.513,7,0,35,92.716,483.563,75.42,0.139,-9.256,0.765,-4.319,16.202,4.81,25.066,14.121,-5.024,126.243,211.713,50.989,24,10,0,0,0,0.0,94.035,829.308,1,1472.903,94.035,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6876913655848133,0.2969993876301286,0.5229638701775873,0.5375382731169627,False,,,,,CN(C)[C@H](C[NH3+])c1ccc(Nc2nc(Oc3ccc(F)cc3)cc(Oc3ccc(F)cc3)n2)cc1,c1ccc(Nc2nc(Oc3ccccc3)cc(Oc3ccccc3)n2)cc1,C26H26F2N5O2+,1.0,35.0,485e0750288a31c2bd68780d44a381675ce99e16ff5163df305a1f347ef1e358,0.1728395061728395,ATP-SMI-4417138BF81D,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,4,1,P0,3.0,12,ATP-ACQ2-0012,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-CEDCE5F1BEB7,20034,WXDL_15E____QS5063____LN00244457____BT0555,20034-1,3,-6.66143670294278,-6.84413670294278,-75.0111691161288,-45.1896057128906,-24.3056163787842,-20.8839893341064,3.31786584854126,0.1827,-0.256209103959338,-0.759018462345394,-1.56441655172947,5.25,0,0.0102638,0,0,2,-3.112,1,0.0027088,1.839,2.0,0.454,80.313,250.41,0.7751239,2,0,18,8.779,0.0008121879681329,7,347.459,4,0,26,84.255,392.654,52.309,-0.013,-8.496,0.574,-4.974,13.713,3.588,19.489,11.013,-3.658,106.683,53.901,42.42,18,8,0,0,1,0.0,0.0,723.377,0,1248.407,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9969381506429884,0.977342314758114,1.0,0.9916717697489283,True,ATP-ACQ-0013,P0,1.0,exploitation,C[NH+](C)Cc1ccc(C[NH2+]Cc2ccc(-c3ccc(O)cc3)nc2)cc1,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)nc2)cc1,C22H27N3O+2,2.0,26.0,767480049c9203543d78e208928f99945ebba7fa1f2cb522acb0fd62d20d7031,0.3387096774193548,ATP-SMI-91E7552C2382,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,5,1,P0,,13,ATP-ACQ2-0013,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-83F819F668B2,38177,m_270004bbb____8288996____7547738,38177-1,194,-4.65765628534695,-4.76965628534695,-70.2812593877612,-48.9293365478516,-37.8788261413574,-11.0505104064941,2.23528146743774,0.112,-0.145551758917092,-0.462098029907791,-1.04297620520436,6.0,0,0.0077135,0,0,2,-4.749,2,0.0052636,2.743,1.0,0.733,44.171,282.708,0.7889413,3,0,28,8.839,0.000365760595755,7,423.56,5,4,32,100.0,450.98,44.491,0.526,-8.55,1.058,-4.294,15.304,4.91,21.759,11.01,-4.77,234.869,126.487,51.507,28,6,0,0,1,0.0,0.0,777.859,1,1429.457,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,3,3,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.6987140232700552,0.9442743417023882,0.677893447642376,0.7682180036742192,False,,,,,c1ccc(-n2cc(C[NH2+]Cc3ccc(C[NH+]4CCCC4)cc3)c(-c3cccnc3)n2)cc1,c1ccc(-n2cc(C[NH2+]Cc3ccc(C[NH+]4CCCC4)cc3)c(-c3cccnc3)n2)cc1,C27H31N5+2,2.0,32.0,abb2d7ad63d7ba779f8e7f89bacac8b25f3520624a94b30a54077fe582d27325,0.5942028985507246,ATP-SMI-96FD6257D8BA,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,5,1,P0,,14,ATP-ACQ2-0014,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-40E764CABCB1,58370,m_66bab____89518____10970556,58370-1,346,-4.26714661104976,-4.26714661104976,-42.7504481163411,-34.0018615722656,-31.7246570587158,-2.2772045135498,2.12790727615356,0.0,-0.17068586444199,-0.499088494755076,-1.01144162288376,4.0,0,0.0068897,0,0,0,-5.955,1,0.0277206,5.395,1.0,0.504,42.853,41.269,0.8605866,3,0,22,8.637,0.357056951895704,4,348.831,3,1,25,100.0,428.533,38.75,0.224,-5.832,0.626,-0.608,12.041,4.668,17.085,9.31,-5.382,3886.224,5053.753,38.679,22,2,0,0,0,0.0,0.0,580.573,0,1050.098,67.918,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.5192896509491733,0.1194121249234537,0.8677281077770974,0.4690140845070423,True,ATP-ACQ-0002,P0,1.0,descriptor_diversity,O=C1c2ccccc2N[C@@H](c2ccc(Cl)cc2)N1Cc1ccccc1,O=C1c2ccccc2NC(c2ccccc2)N1Cc1ccccc1,C21H17ClN2O,0.0,25.0,4bd6838f84996d5e50e2e0acfd83b49b3b967b0074bcb3670c11c1af6acdfe6e,0.17333333333333334,ATP-SMI-15737353FB69,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,5,1,P0,4.0,15,ATP-ACQ2-0015,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-65F4836C7042,84577,rxn503c____EMOL478035____EMOL49259969____EMOL313110234,84577-4,2,-6.71312251253104,-7.34862251253104,-81.2037236211537,-52.3964242935181,-36.9605026245117,-15.4359216690063,8.61290168762207,0.6355,-0.203427954925183,-0.652502148342876,-1.49296368809878,3.75,0,0.0084511,0,0,1,-7.154,1,0.051729,8.174,2.0,0.881,112.519,128.644,0.9140383,3,0,21,8.678,0.0188827913700074,7,458.549,4,0,33,100.0,328.965,73.174,-0.337,-5.218,0.979,-3.633,13.834,4.969,20.397,8.89,-3.752,211.728,210.819,42.901,21,9,0,0,1,0.0,30.637,627.527,0,1291.66,57.399,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9975505205143906,0.9932639314145744,0.9736680955297,0.9914880587875076,True,ATP-ACQ-0016,P0,1.0,exploitation,CN(Cc1sc2ccccc2c1C#C[C@@H]([NH3+])Cc1cccc(F)c1)C(=O)c1ccccc1O,O=C(NCc1sc2ccccc2c1C#CCCc1ccccc1)c1ccccc1,C27H24FN2O2S+,1.0,33.0,8a95bd9ac77713fed2335a4550456e22c2f582b2821581d553b757da027803c1,0.1958762886597938,ATP-SMI-BF69AB71C1A4,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,6,1,P0,,16,ATP-ACQ2-0016,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-D53BE49171F7,23619,m_207bba____13440778____121441,23619-1,39,-5.64347715414461,-5.72367715414461,-66.3860054242299,-46.5706424713135,-37.7023658752441,-8.86827659606934,5.38218355178833,0.0802,-0.182047650133697,-0.571880965288702,-1.27277705006366,4.7,0,0.0093288,0,0,1,-5.947,1,0.0193145,5.099,2.0,0.337,82.162,232.122,0.8274076,3,0,23,8.827,0.0120833156000343,7,411.546,4,0,31,100.0,398.215,53.381,-0.381,-6.95,0.921,-2.829,14.538,4.971,20.829,10.275,-4.703,410.823,209.236,45.732,23,9,0,0,1,0.0,0.0,712.5,0,1345.888,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.939987752602572,0.8891610532761788,0.917330067360686,0.9202082057562768,False,,,,,Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccc(CCO)cc2)cc1,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)cc1,C27H30N3O+,1.0,31.0,c6b1c4256a964ad48986d0d81c84a0520a651058d81d0847e6f459edfae8fbf4,0.59375,ATP-SMI-874C2DE25FE4,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,6,1,P0,,17,ATP-ACQ2-0017,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-E7DA22DA6C24,30626,m_282030aaa____21909402____22360182____21979096,30626-1,404,-4.08974936083922,-4.23744936083922,-52.3312346150377,-37.6269884109497,-34.9149894714355,-2.71199893951416,3.11757946014404,0.1477,-0.116849981738263,-0.382224038157206,-0.897790751800871,8.5,0,0.0203353,0,0,0,-6.894,-2,0.0171562,5.131,4.0,0.762,149.046,244.06,0.7696518,1,0,22,8.046,0.0034492657475082,4,490.622,8,0,35,100.0,442.878,108.291,-1.717,-7.371,0.517,-1.746,17.757,4.357,28.492,17.782,-6.407,382.378,175.015,53.069,22,10,0,0,1,0.0,0.0,835.984,0,1534.585,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.4525413349663196,0.4090630740967544,0.3398652786282914,0.4169626454378445,False,,,,,CC(C)Nc1ccc(CNc2nc(N(C)Cc3ccccc3S(N)(=O)=O)c3ccccc3[nH+]2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,C26H31N6O2S+,1.0,35.0,c7bfff552746d4258f2e5a6da07007c0d699872047fe4d8762921bdb4d2c58ab,0.1978021978021978,ATP-SMI-5B36D3E11A3B,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,6,1,P0,5.0,18,ATP-ACQ2-0018,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-60D4F7FF4B6B,48865,m_270004beb____23853920____7548658,48865-1,5,-6.28370093518969,-6.42220093518969,-77.708544089105,-48.6822500228882,-35.2516822814941,-13.430567741394,2.50591111183167,0.1385,-0.224417890542489,-0.681464890755995,-1.45046267331815,4.5,0,0.0071938,0,0,2,-4.381,1,0.0693683,9.163,1.0,1.536,110.886,261.354,0.8780349,2,0,17,9.109,0.0007118576223845,7,395.518,5,0,28,78.842,232.119,62.805,0.032,-6.065,0.758,-6.199,12.299,3.55,18.132,7.918,-2.546,54.722,34.217,40.005,17,7,0,0,1,0.0,0.0,625.54,0,1210.326,21.18,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,6,6,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9908144519289652,0.9883649724433556,0.994488671157379,0.9908144519289652,True,ATP-ACQ-0019,P0,1.0,exploitation,C[C@@H]([NH2+]Cc1ccc(-c2ccc([N+](=O)[O-])cc2)s1)c1ccc(C[NH+](C)C)cc1,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)s2)cc1,C22H27N3O2S+2,2.0,28.0,42bd4c9133463b64029048a748c0f74b1939b49eb1406560eb4e8c2d1a976fa3,0.2625,ATP-SMI-C3308BEE03AC,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,7,1,P0,,19,ATP-ACQ2-0019,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-3654BFD7575B,81409,rxn512b____EMOL49832880____EMOL10439745____EMOL50155899,81409-1,547,-3.71645058261148,-3.76165058261148,-41.8590397198016,-38.8072557449341,-32.8077545166016,-5.99950122833252,20.9918670654297,0.0452,-0.123881686087049,-0.384929201465645,-0.844418066341739,6.0,0,0.0108825,0,0,3,-3.63,1,0.0158885,4.731,2.0,0.519,93.356,271.852,0.7794738,2,0,17,8.105,0.0007596869185883,7,443.005,5,0,30,73.841,291.251,69.366,0.036,-8.668,0.781,-5.379,15.477,4.031,22.046,10.888,-3.387,20.013,46.25,46.588,17,10,0,0,2,0.0,0.0,779.716,0,1408.832,123.258,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.2969993876301286,0.1041028781383956,0.4139620330679731,0.2625229638701776,False,,,,,C[NH+](C)Cc1ccc(CNc2cscc2C(=O)N(CC[NH3+])c2ccc(Cl)cc2)cc1,O=C(Nc1ccccc1)c1cscc1NCc1ccccc1,C23H29ClN4OS+2,2.0,30.0,d1ad613f8c425d35273a6036a3ef0366e6b6f2633d2454c0542d54c88736c91c,0.5909090909090909,ATP-SMI-94F73967C042,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,7,1,P0,,20,ATP-ACQ2-0020,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-DCF81E89AD2E,18466,a1____58183____286425,18466-1,536,-3.74027643486455,-3.74027643486455,-50.5697643487443,-41.2770900726318,-32.8728713989258,-8.40421867370605,3.14345455169678,0.0,-0.124675881162152,-0.387396950216274,-0.849831559577089,5.2,0,0.011711,0,0,0,-7.22,0,0.0448952,7.395,2.0,0.783,65.35,127.041,0.8783744,3,0,21,8.72,1.32544879096887,4,437.94,4,0,30,100.0,354.551,65.508,-0.285,-5.191,0.562,-0.707,13.558,4.901,20.162,10.401,-4.812,2377.85,3505.142,40.841,21,8,0,0,0,0.0,0.0,627.947,0,1218.024,81.005,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.3074096754439681,0.3355786895284752,0.4243723208818126,0.3392529087568891,False,,,,,O=C(NCc1ccc(CO)cc1)c1oc2ccccc2c1CSc1ccccc1Cl,O=C(NCc1ccccc1)c1oc2ccccc2c1CSc1ccccc1,C24H20ClNO3S,0.0,30.0,3078fc1cae2da19e3e92b83c9182123ec85920b4d358d8aad13eb9bd9a624ccf,0.20238095238095238,ATP-SMI-C3308BEE03AC,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,7,1,P0,6.0,21,ATP-ACQ2-0021,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-AD7FBCC01633,85217,rxn503b____EMOL521529____EMOL44466703____EMOL313110234,85217-4,3,-6.49299466235293,-7.10719466235293,-79.6232006914258,-51.6643199920654,-32.3815841674805,-19.282735824585,9.41006755828857,0.6142,-0.196757414010695,-0.63110615938495,-1.44400839398018,5.25,0,0.0143331,0,0,1,-6.003,0,0.0553851,8.722,4.0,0.956,122.953,91.137,0.8157404,3,0,22,8.651,0.0042910865585608,6,439.488,5,0,33,93.068,472.726,92.002,-0.7,-7.494,0.701,-3.319,15.784,4.486,25.676,14.594,-4.692,168.592,142.292,47.553,22,9,0,0,0,0.0,45.756,732.572,1,1373.585,45.756,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,4,4,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.996325780771586,0.992651561543172,0.9638701775872628,0.9887323943661972,True,ATP-ACQ-0022,P0,1.0,exploitation,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)Cc1ccc(O)cc1)Cc1cccc(F)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1,C27H23FN3O2+,1.0,33.0,86012d81fae6eee11b44a7c398d6388c9980f73b56b92c44ce4f6ef415c6c141,0.2823529411764706,ATP-SMI-4417138BF81D,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,8,1,P0,,22,ATP-ACQ2-0022,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-E80A62EE0257,22690,m_270004bbb____15775648____7547684,22690-2,589,-3.61534941826967,-5.14704941826967,-58.8188812008407,-41.0042676925659,-31.953971862793,-9.05029582977295,3.8535270690918,1.5317,-0.116624174782893,-0.366360925844731,-0.815372090973245,4.5,0,0.0071635,0,0,2,-5.05,2,0.0035233,2.124,1.0,0.463,14.017,234.115,0.9077865,3,0,23,8.632,0.16606847800572,5,410.561,4,0,31,100.0,380.05,25.518,0.825,-6.289,0.96,-3.892,13.174,4.769,18.499,8.264,-2.501,453.705,257.705,44.224,23,7,0,0,0,0.0,0.0,628.183,0,1280.433,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.2657685241886099,0.6699326393141457,0.3374157991426821,0.4013472137170851,False,,,,,CN(C)Cc1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,C27H31N4+,1.0,31.0,d2cec230e38c3f77a4b752706ac05078d75322da3260b8d817b99e9f5b3e2999,0.5846153846153846,ATP-SMI-96FD6257D8BA,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,8,1,P0,,23,ATP-ACQ2-0023,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-B9C46F2E092C,80163,rxn102c____EMOL3728737____EMOL50763906,80163-5,551,-3.67328330366518,-5.34038330366518,-67.1874262481528,-46.4056034088135,-34.9347763061523,-11.4708271026611,5.70912647247314,1.6671,-0.111311615262581,-0.357035826865891,-0.816919187492079,7.0,0,0.0091658,0,0,1,-6.99,1,0.0186109,5.128,1.0,1.127,80.926,134.345,0.797377,1,0,23,8.101,0.0005042697739,4,454.961,6,0,33,100.0,476.774,62.545,-0.193,-7.811,0.721,-2.626,16.06,4.956,22.435,11.97,-6.329,422.066,531.963,49.81,23,8,0,0,1,0.0,0.0,763.708,1,1412.989,71.663,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,2,2,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.2810777709736681,0.904470300061237,0.2743417023882425,0.4667483159828536,False,,,,,C[NH+](C)[C@@H](C#N)c1ccccc1Nc1[nH+]c(-c2ccccc2)cn1/N=C/c1ccc(Cl)cc1,C(=Nn1cc(-c2ccccc2)[nH+]c1Nc1ccccc1)c1ccccc1,C26H25ClN6+2,2.0,33.0,bf9c2b86e86f0ceb0ac05f99222e9584ee93244eab8f2463766bcf171cb40f36,0.17,ATP-SMI-FCA9CDF3313B,False,scaffold_score_exploration,cover unseen scaffolds across docking-score deciles to reduce selection bias,8,1,P0,7.0,24,ATP-ACQ2-0024,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-2AD5F3716208,34434,m_269862bba____8257516____13192834,34434-2,4,-6.46875032106379,-6.53165032106379,-73.5658722356571,-48.6031970977783,-33.4162559509277,-15.1869411468506,7.94031953811646,0.0629,-0.239583345224585,-0.718750034884127,-1.5058184290598,4.7,0,0.0096641,0,0,1,-5.168,1,0.0049458,2.432,2.0,0.422,52.396,41.55,0.7922919,3,0,21,8.713,0.0433504412635723,7,378.857,4,0,27,100.0,522.251,51.195,0.159,-8.11,0.585,-2.036,14.375,4.633,19.672,11.323,-4.906,786.912,1042.031,42.206,21,7,0,0,1,0.0,0.0,687.783,1,1196.071,71.585,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,8,8,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9957134109001836,0.968156766687079,0.998162890385793,0.987936313533374,True,ATP-ACQ-0025,P1,2.0,exploitation,O[C@H](C[NH2+][C@H](c1ccccn1)c1cc2ccccc2o1)c1cccc(Cl)c1,c1ccc(CC[NH2+]C(c2ccccn2)c2cc3ccccc3o2)cc1,C22H20ClN2O2+,1.0,27.0,e4dc91d60cf2efb432543d32335634140ba485e01eaa171b0c76f60d6e1b91ca,0.2876712328767123,ATP-SMI-CDED936B42F4,False,exploitation,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,9,2,P1,,25,ATP-ACQ2-0025,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
ATP-HTVS-4CFD3E435A48,60227,m_270004bbb____8292808____7547806,60227-1,38,-5.64869376221623,-5.64869376221623,-67.0785151942278,-45.5151767730713,-37.4446296691895,-8.07054710388184,1.99588465690613,0.0,-0.188289792073874,-0.585060161807934,-1.28344477022363,5.0,0,0.0074823,0,0,1,-5.629,1,0.0067754,2.944,1.0,0.635,27.686,232.973,0.8529318,3,0,23,7.774,0.127769022586572,7,397.522,5,0,30,100.0,407.585,39.525,0.347,-6.582,0.88,-2.08,13.381,4.998,19.061,9.354,-4.412,1349.756,756.868,45.09,23,6,0,0,1,0.0,0.0,668.243,1,1279.458,0.0,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,1,1,1,True,False,,pending_export_from_source_pose,1.0,True,True,0.9412124923453766,0.9014084507042254,0.9387630128597672,0.9287813839559094,False,,,,,CN(C)c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,C25H28N5+,1.0,30.0,82a4bab1c3ce05b8ba725b9804e9f56f7f1b24f6f379b490b4c138ff23018e0f,0.5735294117647058,ATP-SMI-96FD6257D8BA,False,local_structure_bridge,connect the existing 17-candidate chemical series to nearby HTVS structures across distinct scaffolds,9,2,P1,,26,ATP-ACQ2-0026,extracted_and_rdkit_validated,pending,unknown,run frozen same-protocol MMGBSA using the supplied 3D Maestro-derived SDF pose
