acquisition_id,acquisition_order,priority,wave,selection_arm,arm_rank,selection_objective,canonical_id,compound_code,title,variant,pose_index,source_file,source_file_exists,pose_count,variant_count,smiles,structure_status,feature_completeness,glide_docking_score,glide_emodel,glide_energy,glide_ligand_efficiency,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,quickprop_mol_mw,quickprop_psa,quickprop_qplogpo_w,quickprop_qplogs,quickprop_qplogherg,quickprop_percenthumanoralabsorption,quickprop_stars,known_internal_overlap,next_required_action,mmgbsa_label_status,experimental_activity_status
ATP-ACQ-0032,32,P1,2,descriptor_diversity,11,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-0C253F9D7643,68259,m_275532bba____13829954____13834314,68259-1,575,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,3,3,,pending_export_from_source_pose,1.0,-3.61118922669315,-38.4343742731,-31.7319104671478,-0.112849663334161,0.2645437844458053,0.058175137783221066,0.2896509491733007,0.2076546233925291,445.944,56.907,4.491,-6.605,-6.148,90.338,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0033,33,P1,2,score_calibration,11,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-49CF595ADD5C,20834,N-ArylationHeterocycle____821571____76754741,20834-1,409,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,2,2,,pending_export_from_source_pose,1.0,-4.07488023381237,-48.3863676554856,-34.4969296455383,-0.150921490141199,0.4482547458665034,0.24800979791794245,0.7213717085119412,0.44280465401102265,357.454,39.504,3.483,-2.763,-6.163,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0034,34,P1,2,exploitation,12,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-D1462A8BE621,82146,rxn503b____EMOL495084____EMOL13728749____EMOL1197208,82146-2,12,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,1,1,,pending_export_from_source_pose,1.0,-6.20349380011338,-81.3678391834086,-52.5754022598267,-0.193859181253543,0.9877526025719534,0.9938763012859767,0.9565217391304348,0.9833435394978567,427.452,58.986,4.874,-4.609,-7.064,100.0,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0035,35,P1,2,descriptor_diversity,12,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-FF081A1D735D,85411,rxn502b____EMOL480353____EMOL7515103____EMOL48601815,85411-1,179,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,2,2,,pending_export_from_source_pose,1.0,-4.75510008332164,-49.0330677357213,-42.078004360199,-0.163968968390401,0.7403551745254133,0.2718922229026332,0.8248622167789345,0.6167176974892835,402.882,67.035,4.959,-6.848,-7.427,100.0,3,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0036,36,P1,2,score_calibration,12,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-76EB0BEAC1B9,37825,m_282030aaa____21929760____22360182____21938720,37825-1,391,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,,pending_export_from_source_pose,1.0,-4.07456484266098,-58.2088318688466,-41.6461734771729,-0.127330151333156,0.44764237599510104,0.6442131047152481,0.4568279240661359,0.5084507042253521,430.527,69.085,4.435,-4.386,-6.88,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0037,37,P1,2,exploitation,13,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-8E3D409F2843,55746,m_270004bbb____15775648____7548658,55746-1,17,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,3,3,,pending_export_from_source_pose,1.0,-6.11799496353664,-75.4137911742097,-49.280309677124,-0.218499820126308,0.9828536436007348,0.9785670545009185,0.9908144519289651,0.983159828536436,395.518,64.548,4.359,-4.871,-8.366,82.219,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0038,38,P1,2,descriptor_diversity,13,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-9CE7151F0CF5,20835,N-ArylationHeterocycle____37094440____31229383,20835-1,703,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,2,2,,pending_export_from_source_pose,1.0,-3.24024954661665,-36.3162906394893,-28.9839844703674,-0.120009242467283,0.18738518064911205,0.037966932026944275,0.3692590324556032,0.17893447642375998,357.454,39.768,3.726,-3.373,-6.68,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0039,39,P1,2,score_calibration,13,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-3254A7EDB406,72033,rxn502b____EMOL631885____EMOL30488121____EMOL50155899,72033-1,489,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,,pending_export_from_source_pose,1.0,-3.83573268873361,-56.6190536222305,-39.9642362594604,-0.116234323901019,0.3496631965707287,0.5854255970606246,0.3331292100428659,0.4170851194121249,458.989,62.796,4.682,-4.789,-6.686,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0040,40,P1,2,exploitation,14,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-8F383301D999,83458,rxn503b____EMOL299973501____EMOL44466703____EMOL313110234,83458-7,6,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,8,8,,pending_export_from_source_pose,1.0,-6.30624062048678,-84.5025834650897,-54.7945117950439,-0.185477665308435,0.9932639314145744,0.9975505205143906,0.92896509491733,0.9816901408450704,473.933,92.134,4.473,-4.773,-7.315,93.386,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0041,41,P1,2,descriptor_diversity,14,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-A6940AB4AD1D,24387,m_270004bbb____25289968____24720450,24387-1,184,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,2,2,,pending_export_from_source_pose,1.0,-4.73510659521291,-54.7395030311656,-39.7078266143799,-0.175374318341219,0.7330067360685855,0.5082669932639314,0.8903857930189835,0.6970606246172688,366.459,54.012,2.908,-1.853,-5.085,92.695,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0042,42,P1,2,score_calibration,14,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-A5353E166184,71683,rxn502b____EMOL485774____EMOL30488121____EMOL50155899,71683-1,485,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,3,3,,pending_export_from_source_pose,1.0,-3.8367353083768,-57.1185627107943,-43.4542293548584,-0.116264706314448,0.35027556644213104,0.6062461726883037,0.33435394978567057,0.42388242498469075,462.953,61.42,4.75,-5.138,-7.095,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0043,43,P1,2,exploitation,15,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-DDBB6FEB6103,43170,m_270004bbb____15722580____21435080,43170-2,7,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,2,2,,pending_export_from_source_pose,1.0,-6.29318849134732,-71.7115134165612,-48.0563859939575,-0.217006499701632,0.992651561543172,0.9552969993876301,0.9889773423147581,0.9807103490508267,389.468,43.586,4.847,-4.642,-6.632,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0044,44,P1,2,descriptor_diversity,15,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-CD22DC9E9474,28033,m_270004bbb____24792668____7548982,28033-3,393,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,,pending_export_from_source_pose,1.0,-4.0707600408721,-63.5573878602116,-42.4496984481812,-0.140371035892141,0.4439681567666871,0.8285364360073484,0.6172688303735456,0.5939987752602572,423.471,25.215,4.847,-3.907,-6.765,100.0,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0045,45,P1,2,score_calibration,15,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-F15CD1C1F5FF,30753,m_282030aaa____21893406____23157418____21967972,30753-2,603,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,,pending_export_from_source_pose,1.0,-3.55377124897857,-57.1999512960298,-45.6298809051514,-0.104522683793487,0.25107164727495407,0.6099203919167177,0.21555419473361911,0.3516227801592161,459.565,68.361,4.322,-3.27,-5.927,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0046,46,P1,2,exploitation,16,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-92BA88CED8DA,20033,WXDL_15E____QS5063____LN00174727____BT2076,20033-1,8,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,,pending_export_from_source_pose,1.0,-6.1795954276148,-71.8208229639052,-44.7069225311279,-0.237676747215954,0.9859154929577465,0.9571341090018372,0.9975505205143906,0.9796080832823025,347.459,53.697,3.529,-3.643,-8.449,82.905,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0047,47,P1,2,descriptor_diversity,16,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-94941B52F5EC,56161,m_282030aaa____21917492____23157418____21967972,56161-2,655,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,,pending_export_from_source_pose,1.0,-3.43266651054237,-56.3621625622454,-46.3682317733765,-0.0980761860154964,0.21861604409063073,0.5707287201469687,0.18432333129210043,0.3173913043478261,466.585,75.648,3.777,-3.516,-5.007,93.499,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0048,48,P1,2,score_calibration,16,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-85577F90127E,51907,m_282030aaa____21932362____23157418____21968946,51907-1,596,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,1,1,,pending_export_from_source_pose,1.0,-3.55311571776964,-48.5487339267409,-37.3687524795532,-0.101517591936275,0.2504592774035517,0.2541334966319657,0.19902020820575628,0.24127372933251684,472.607,47.47,4.941,-3.323,-4.86,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0049,49,P1,2,exploitation,17,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-3FEB13A0176D,79265,rxn403____EMOL44390368____EMOL720244____EMOL1197208,79265-6,12,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,4,4,,pending_export_from_source_pose,1.0,-6.10497051782088,-76.755817942428,-50.3531103134155,-0.196934532832932,0.9810165339865279,0.9853031230863442,0.964482547458665,0.9789957134109002,421.559,48.353,4.85,-4.93,-8.607,92.145,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0050,50,P1,2,descriptor_diversity,17,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-B278BB2953A5,37281,m_270004bbb____25289958____24721296,37281-1,294,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,2,2,,pending_export_from_source_pose,1.0,-4.35664288623461,-54.4902664504592,-40.4404668807983,-0.150229065042573,0.5603184323331292,0.4935701163502756,0.7164727495407226,0.5715248009797917,390.527,49.948,4.639,-4.413,-9.313,100.0,4,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0051,51,P1,2,score_calibration,17,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-DD1946FA5AC5,93185,rxn502a____EMOL882167____EMOL45980405____EMOL50155899,93185-1,816,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,,pending_export_from_source_pose,1.0,-2.95789127203458,-38.6467688597857,-32.0933351516724,-0.0954158474849866,0.15125535823637476,0.06062461726883037,0.1726883037354562,0.12835272504592773,416.565,46.781,4.768,-4.588,-6.87,100.0,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0052,52,P1,2,exploitation,18,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-54A1786C1F00,83457,rxn503b____EMOL491815____EMOL44466703____EMOL313110234,83457-7,6,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,8,8,,pending_export_from_source_pose,1.0,-6.26897481874173,-82.4643768815005,-53.4098796844482,-0.184381612315933,0.9895897121861604,0.9957134109001837,0.9240661359461114,0.9783221065523576,473.933,90.802,4.344,-4.841,-7.541,89.987,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0053,53,P1,2,descriptor_diversity,18,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-E85D4903F0A1,48227,m_270004bbb____23846716____7548984,48227-4,1198,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,1,1,,pending_export_from_source_pose,1.0,-1.88450407350739,-46.158236843581,-38.7400965690613,-0.0649828990864617,0.06919779546846296,0.1855480710349051,0.08328230251071647,0.1069197795468463,450.425,35.905,4.854,-3.349,-6.841,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0054,54,P1,2,score_calibration,18,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-EE8A818A3017,72097,rxn403____EMOL8314610____EMOL24201912____EMOL530791,72097-4,815,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,,pending_export_from_source_pose,1.0,-2.95811246750271,-48.2899721449823,-34.8743047714233,-0.095422982822668,0.1518677281077771,0.24556031843233314,0.17330067360685855,0.1842620943049602,412.487,63.83,4.978,-5.0,-6.494,100.0,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0055,55,P1,2,exploitation,19,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-F8BD3C119C5E,34435,m_269862dba____8258832____13192834,34435-4,5,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,8,8,,pending_export_from_source_pose,1.0,-6.25521085706323,-70.1475610683062,-45.9282655715942,-0.231674476187527,0.9889773423147581,0.9424372320881813,0.9963257807715861,0.9764849969381506,378.857,49.508,4.636,-4.766,-8.136,100.0,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0056,56,P1,2,descriptor_diversity,19,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-CEC01CDE00B1,94818,rxn505a____EMOL5415347____EMOL313123100____EMOL49780033,94818-2,970,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,1,1,,pending_export_from_source_pose,1.0,-2.47877349878223,-45.3261663544708,-41.0300642251968,-0.0708220999652065,0.11818738518064911,0.16411512553582364,0.10104102878138396,0.12853643600734843,462.553,98.586,3.637,-4.612,-9.736,75.406,3,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0057,57,P1,2,score_calibration,19,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-8EE5F01B86B2,66145,m_2230bdc____17849930____666704,66145-1,1275,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,2,2,,pending_export_from_source_pose,1.0,-1.66247542751148,-34.3394809330867,-31.5075242966413,-0.0615731639819068,0.05021432945499082,0.02204531537048377,0.0747091243110839,0.046662584200857324,353.423,66.978,3.162,-5.051,-7.261,84.993,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0058,58,P1,2,exploitation,20,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-3B3954EE8C13,84897,rxn503b____EMOL32279559____EMOL13728749____EMOL313110234,84897-3,4,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,,pending_export_from_source_pose,1.0,-6.32225078624524,-74.5739171032211,-47.8076114654541,-0.185948552536625,0.9938763012859767,0.9755052051439069,0.9314145744029394,0.9758726270667483,451.474,77.251,4.929,-4.988,-7.27,96.518,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0059,59,P1,2,descriptor_diversity,20,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-4AC739BE8539,83970,rxn502b____EMOL49863568____EMOL13728749____EMOL44153840,83970-2,894,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,2,2,,pending_export_from_source_pose,1.0,-2.77467908775875,-62.1541682398112,-48.1411027908325,-0.0770744191044097,0.13655848132271892,0.7893447642375995,0.11451316595223515,0.3279853031230864,498.026,81.342,4.891,-6.672,-7.931,95.978,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
ATP-ACQ-0060,60,P1,2,score_calibration,20,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-F05D07B9382E,64417,m_270004beb____23855432____24720860,64417-5,1271,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,,pending_export_from_source_pose,1.0,-1.67195748938188,-39.037123747113,-34.6673491001129,-0.0539341125607059,0.050826699326393145,0.06429883649724434,0.050826699326393145,0.0548683404776485,412.577,29.604,4.979,-3.124,-7.443,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown
