acquisition_id,acquisition_order,priority,wave,selection_arm,arm_rank,selection_objective,canonical_id,compound_code,title,variant,pose_index,source_file,source_file_exists,pose_count,variant_count,feature_completeness,glide_docking_score,glide_emodel,glide_energy,glide_ligand_efficiency,docking_priority,emodel_priority,ligand_efficiency_priority,exploitation_score,quickprop_mol_mw,quickprop_psa,quickprop_qplogpo_w,quickprop_qplogs,quickprop_qplogherg,quickprop_percenthumanoralabsorption,quickprop_stars,known_internal_overlap,next_required_action,mmgbsa_label_status,experimental_activity_status,canonical_smiles,canonical_smiles_nonisomeric,scaffold,molecular_formula,formal_charge,heavy_atom_count,atom_count_with_h,conformer_count,smiles_sha256,structure_join_status,structure_status
ATP-ACQ-0024,24,P0,1,score_calibration,8,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-7EF96EA99BCF,95361,rxn502b____EMOL5849923____EMOL30488121____EMOL49839592,95361-1,228,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,6,6,1.0,-4.53121069133092,-63.7180829767676,-46.6663188934326,-0.122465153819755,0.6436007348438457,0.833435394978567,0.3968156766687079,0.6511941212492346,489.619,71.916,4.923,-5.858,-7.162,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CCN(c1c(NC(=O)c2cccc(C[NH+]3CCCC3)c2)c[nH+]c2ccccc12)[C@@H](C#N)c1ccccc1,CCN(c1c(NC(=O)c2cccc(C[NH+]3CCCC3)c2)c[nH+]c2ccccc12)C(C#N)c1ccccc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1cccc(C[NH+]2CCCC2)c1,C31H33N5O+2,2.0,37.0,70.0,1.0,f06a59570c64bf1f80a7afb5a9d81db6a4b1062a944b19999a85ee251ebd951e,matched,extracted_and_rdkit_validated
ATP-ACQ-0025,25,P1,2,exploitation,9,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-2AD5F3716208,34434,m_269862bba____8257516____13192834,34434-2,4,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,8,8,1.0,-6.46875032106379,-73.5658722356571,-48.6031970977783,-0.239583345224585,0.9957134109001836,0.968156766687079,0.998162890385793,0.987936313533374,378.857,51.195,4.633,-4.906,-8.11,100.0,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,O[C@H](C[NH2+][C@H](c1ccccn1)c1cc2ccccc2o1)c1cccc(Cl)c1,OC(C[NH2+]C(c1ccccn1)c1cc2ccccc2o1)c1cccc(Cl)c1,c1ccc(CC[NH2+]C(c2ccccn2)c2cc3ccccc3o2)cc1,C22H20ClN2O2+,1.0,27.0,47.0,1.0,e4dc91d60cf2efb432543d32335634140ba485e01eaa171b0c76f60d6e1b91ca,matched,extracted_and_rdkit_validated
ATP-ACQ-0026,26,P1,2,descriptor_diversity,9,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-48C487957C1E,66849,m_11bca____235000____2768258,66849-1,486,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,1.0,-3.83958463930576,-49.1344063258033,-41.9818620681763,-0.123857569009863,0.352112676056338,0.2755664421310471,0.4127372933251684,0.3412737293325169,466.999,73.132,4.442,-5.287,-4.458,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,NC(=O)CN(C(=O)c1sc2ccccc2c1CSc1ccccc1Cl)c1ccccc1,NC(=O)CN(C(=O)c1sc2ccccc2c1CSc1ccccc1Cl)c1ccccc1,O=C(Nc1ccccc1)c1sc2ccccc2c1CSc1ccccc1,C24H19ClN2O2S2,0.0,31.0,50.0,1.0,676a5ff5085be80c65265e41e138de02bb0408946a41118b3dfced0f9f302c27,matched,extracted_and_rdkit_validated
ATP-ACQ-0027,27,P1,2,score_calibration,9,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-593FD885E4E3,89665,rxn512c____EMOL530647____EMOL523944____EMOL17023805,89665-2,303,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,1.0,-4.33455882161783,-58.8941785398292,-41.1279735565186,-0.135454963175557,0.5462339252908757,0.6736068585425597,0.5566442131047152,0.5865278628291488,443.606,53.152,4.779,-3.534,-7.652,93.593,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CC[N@H+](Cc1ccccc1C)c1c(C(=O)N(CC[NH3+])c2ccccc2)sc2ccccc12,CC[NH+](Cc1ccccc1C)c1c(C(=O)N(CC[NH3+])c2ccccc2)sc2ccccc12,O=C(Nc1ccccc1)c1sc2ccccc2c1[NH2+]Cc1ccccc1,C27H31N3OS+2,2.0,32.0,63.0,1.0,2e08759248eea930bd8149a703ee368faa189b2cf54bfd66d285d42b1c0a1bb3,matched,extracted_and_rdkit_validated
ATP-ACQ-0028,28,P1,2,exploitation,10,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-E71202E475AE,88195,rxn203____EMOL44691345____EMOL42077534,88195-1,6,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,2,2,1.0,-6.19841322737428,-76.9737524478758,-52.3156175613403,-0.213738387150837,0.9865278628291488,0.9859154929577464,0.9853031230863442,0.9860992039191672,390.484,68.48,4.348,-5.154,-6.599,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,Cc1cc(OCc2ccccc2)ncc1NC(=O)Nc1ccccc1C[NH+](C)C,Cc1cc(OCc2ccccc2)ncc1NC(=O)Nc1ccccc1C[NH+](C)C,O=C(Nc1ccccc1)Nc1ccc(OCc2ccccc2)nc1,C23H27N4O2+,1.0,29.0,56.0,1.0,143bfd39dca5f31f83d90fcd0a8109d163b9388abb0ded7c04cbbb83d67c2dc5,matched,extracted_and_rdkit_validated
ATP-ACQ-0029,29,P1,2,descriptor_diversity,10,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-7ABEAEA32F74,93505,rxn403____EMOL2873214____EMOL721951____EMOL31600616,93505-3,200,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,8,8,1.0,-4.63795800751344,-69.1250634916916,-48.2388801574707,-0.136410529632748,0.6907532149418248,0.9283527250459276,0.5670545009185548,0.7372933251684017,468.612,67.16,3.969,-6.883,-7.547,69.183,3,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,Cc1c([C@@H](C#Cc2ccc(C(=O)[O-])cc2)[NH2+]Cc2cccc(C[NH+](C)C)c2)sc2ccccc12,Cc1c(C(C#Cc2ccc(C(=O)[O-])cc2)[NH2+]Cc2cccc(C[NH+](C)C)c2)sc2ccccc12,C(#CC([NH2+]Cc1ccccc1)c1cc2ccccc2s1)c1ccccc1,C29H29N2O2S+,1.0,34.0,63.0,1.0,9cf64d7b3212022a255a1629fdd1db37cc24c48c668cbcf1ec6d799d6ba56087,matched,extracted_and_rdkit_validated
ATP-ACQ-0030,30,P1,2,score_calibration,10,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-F7366BF3987A,91202,rxn503b____EMOL519605____EMOL30488121____EMOL1468452,91202-3,317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,4,4,1.0,-4.33624818808883,-63.2724281162352,-46.3955926895142,-0.135507755877776,0.546846295162278,0.8224127372933252,0.5572565829761176,0.6315982853643601,421.498,77.879,3.857,-3.657,-6.641,90.604,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[C@@H]([NH2+]CC#Cc1c(NC(=O)c2cccc(O)c2)cnc2ccccc12)c1ccccc1,CC([NH2+]CC#Cc1c(NC(=O)c2cccc(O)c2)cnc2ccccc12)c1ccccc1,O=C(Nc1cnc2ccccc2c1C#CC[NH2+]Cc1ccccc1)c1ccccc1,C27H24N3O2+,1.0,32.0,56.0,1.0,5254c8feddd09a583a5c4a9e4fefc88dc33053836e31d4de51e109438d43fe53,matched,extracted_and_rdkit_validated
ATP-ACQ-0031,31,P1,2,exploitation,11,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-98E751432A52,90242,rxn502a____EMOL530803____EMOL44820718____EMOL2873214,90242-1,8,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,1,1,1.0,-6.28735821177687,-74.9584661938304,-51.5091018676758,-0.209578607059229,0.9914268218003676,0.9767299448867116,0.9822412737293326,0.9851806491120638,402.47,69.867,4.275,-5.84,-8.303,95.563,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)C#Cc3ccccc3)c(F)c2)c1,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)C#Cc3ccccc3)c(F)c2)c1,O=C(C#Cc1ccccc1)Nc1ccc(NCc2ccccc2)cn1,C24H24FN4O+,1.0,30.0,54.0,1.0,30424986ccd188d9a66fa37e578d93259dd8a037870a2067fef349f30555bd3c,matched,extracted_and_rdkit_validated
ATP-ACQ-0032,32,P1,2,descriptor_diversity,11,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-0C253F9D7643,68259,m_275532bba____13829954____13834314,68259-1,575,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,3,3,1.0,-3.61118922669315,-38.4343742731,-31.7319104671478,-0.112849663334161,0.2645437844458053,0.058175137783221,0.2896509491733007,0.2076546233925291,445.944,56.907,4.491,-6.605,-6.148,90.338,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,O=C([O-])C[N@H+](Cc1ccc(Cl)cc1)Cc1cc(OCc2ccccc2)c2ccccc2c1,O=C([O-])C[NH+](Cc1ccc(Cl)cc1)Cc1cc(OCc2ccccc2)c2ccccc2c1,c1ccc(C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)cc1,C27H24ClNO3,0.0,32.0,56.0,1.0,2791b2699f0d94deece492d4be055563b1342b117854ee1722840b019f1d7c74,matched,extracted_and_rdkit_validated
ATP-ACQ-0033,33,P1,2,score_calibration,11,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-49CF595ADD5C,20834,N-ArylationHeterocycle____821571____76754741,20834-1,409,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,2,2,1.0,-4.07488023381237,-48.3863676554856,-34.4969296455383,-0.150921490141199,0.4482547458665034,0.2480097979179424,0.7213717085119412,0.4428046540110226,357.454,39.504,3.483,-2.763,-6.163,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)Cc1ccc(-n2c3ccccc3c(=O)n2Cc2ccccc2)cc1,C[NH+](C)Cc1ccc(-n2c3ccccc3c(=O)n2Cc2ccccc2)cc1,O=c1c2ccccc2n(-c2ccccc2)n1Cc1ccccc1,C23H24N3O+,1.0,27.0,51.0,1.0,0e832a75c92ed739b855fb8150645174f636c7cc4442c4f7aa0a22bb60afa24b,matched,extracted_and_rdkit_validated
ATP-ACQ-0034,34,P1,2,exploitation,12,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-D1462A8BE621,82146,rxn503b____EMOL495084____EMOL13728749____EMOL1197208,82146-2,12,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,1,1,1.0,-6.20349380011338,-81.3678391834086,-52.5754022598267,-0.193859181253543,0.9877526025719534,0.9938763012859768,0.9565217391304348,0.9833435394978568,427.452,58.986,4.874,-4.609,-7.064,100.0,1,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1cc(F)cc(F)c1,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1cc(F)cc(F)c1,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1ccccc1,C26H20F2N3O+,1.0,32.0,52.0,1.0,54ab8e7ba74d1137959f7ad5d7ac279dc2b605a3eabf65d7f157716d3aa55cb7,matched,extracted_and_rdkit_validated
ATP-ACQ-0035,35,P1,2,descriptor_diversity,12,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-FF081A1D735D,85411,rxn502b____EMOL480353____EMOL7515103____EMOL48601815,85411-1,179,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,2,2,1.0,-4.75510008332164,-49.0330677357213,-42.078004360199,-0.163968968390401,0.7403551745254133,0.2718922229026332,0.8248622167789345,0.6167176974892835,402.882,67.035,4.959,-6.848,-7.427,100.0,3,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CNc1cc(Cl)ccc1Nc1cnc(NC(=O)c2ccccc2)c2ccccc12,CNc1cc(Cl)ccc1Nc1cnc(NC(=O)c2ccccc2)c2ccccc12,O=C(Nc1ncc(Nc2ccccc2)c2ccccc12)c1ccccc1,C23H19ClN4O,0.0,29.0,48.0,1.0,ac13d507f8f73ae316b2c691029bffcf1ed9c2f8a28c184632859b21f5de997f,matched,extracted_and_rdkit_validated
ATP-ACQ-0036,36,P1,2,score_calibration,12,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-76EB0BEAC1B9,37825,m_282030aaa____21929760____22360182____21938720,37825-1,391,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,1.0,-4.07456484266098,-58.2088318688466,-41.6461734771729,-0.127330151333156,0.447642375995101,0.6442131047152481,0.4568279240661359,0.5084507042253521,430.527,69.085,4.435,-4.386,-6.88,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)Cc1ccc(CNc2nc(NCc3ccc(F)cc3N)c3ccccc3[nH+]2)cc1,C[NH+](C)Cc1ccc(CNc2nc(NCc3ccc(F)cc3N)c3ccccc3[nH+]2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,C25H29FN6+2,2.0,32.0,61.0,1.0,fd1d51412b1f3478545284cdf671ba00bc13b15452fe561d018a04bac26c8afc,matched,extracted_and_rdkit_validated
ATP-ACQ-0037,37,P1,2,exploitation,13,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-8E3D409F2843,55746,m_270004bbb____15775648____7548658,55746-1,17,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,3,3,1.0,-6.11799496353664,-75.4137911742097,-49.280309677124,-0.218499820126308,0.9828536436007348,0.9785670545009184,0.9908144519289652,0.983159828536436,395.518,64.548,4.359,-4.871,-8.366,82.219,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)Cc1ccc(CC[NH2+]Cc2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,C[NH+](C)Cc1ccc(CC[NH2+]Cc2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,c1ccc(CC[NH2+]Cc2ccc(-c3ccccc3)s2)cc1,C22H27N3O2S+2,2.0,28.0,55.0,1.0,6b100bff1dbff29a4fa77b5c9a8228ebe797a8ab491b6765f7b36c23ba9c4a16,matched,extracted_and_rdkit_validated
ATP-ACQ-0038,38,P1,2,descriptor_diversity,13,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-9CE7151F0CF5,20835,N-ArylationHeterocycle____37094440____31229383,20835-1,703,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,2,2,1.0,-3.24024954661665,-36.3162906394893,-28.9839844703674,-0.120009242467283,0.187385180649112,0.0379669320269442,0.3692590324556032,0.1789344764237599,357.454,39.768,3.726,-3.373,-6.68,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)Cc1cccc(-n2c(=O)c3ccccc3n2Cc2ccccc2)c1,C[NH+](C)Cc1cccc(-n2c(=O)c3ccccc3n2Cc2ccccc2)c1,O=c1c2ccccc2n(Cc2ccccc2)n1-c1ccccc1,C23H24N3O+,1.0,27.0,51.0,1.0,f7a880254480a3170a3bb117c2b0ea96978502205fc4daca8453e626abbf3639,matched,extracted_and_rdkit_validated
ATP-ACQ-0039,39,P1,2,score_calibration,13,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-3254A7EDB406,72033,rxn502b____EMOL631885____EMOL30488121____EMOL50155899,72033-1,489,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,1.0,-3.83573268873361,-56.6190536222305,-39.9642362594604,-0.116234323901019,0.3496631965707287,0.5854255970606246,0.3331292100428659,0.4170851194121249,458.989,62.796,4.682,-4.789,-6.686,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,Cc1cc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(C[NH+](C)C)cc2)ccc1Cl,Cc1cc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(C[NH+](C)C)cc2)ccc1Cl,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,C27H29ClN4O+2,2.0,33.0,62.0,1.0,1626e04b8e53827c336193047adc4d8699097a86d65f80374579543d88f4a86c,matched,extracted_and_rdkit_validated
ATP-ACQ-0040,40,P1,2,exploitation,14,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-8F383301D999,83458,rxn503b____EMOL299973501____EMOL44466703____EMOL313110234,83458-7,6,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,8,8,1.0,-6.30624062048678,-84.5025834650897,-54.7945117950439,-0.185477665308435,0.9932639314145744,0.9975505205143906,0.92896509491733,0.9816901408450704,473.933,92.134,4.473,-4.773,-7.315,93.386,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)[C@H](O)c1cccc(Cl)c1)Cc1cccc(F)c1,[NH3+]C(C#Cc1cc2ccccc2nc1NC(=O)C(O)c1cccc(Cl)c1)Cc1cccc(F)c1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1,C27H22ClFN3O2+,1.0,34.0,56.0,1.0,50a9a87e910a1d4c605468f6524d2e6869a606ad6d46c7ab6178e3f4404c0249,matched,extracted_and_rdkit_validated
ATP-ACQ-0041,41,P1,2,descriptor_diversity,14,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-A6940AB4AD1D,24387,m_270004bbb____25289968____24720450,24387-1,184,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,2,2,1.0,-4.73510659521291,-54.7395030311656,-39.7078266143799,-0.175374318341219,0.7330067360685855,0.5082669932639314,0.8903857930189835,0.6970606246172688,366.459,54.012,2.908,-1.853,-5.085,92.695,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,COc1cc2ccccc2c(C[NH2+]Cc2ccccc2NCCO)c1OC,COc1cc2ccccc2c(C[NH2+]Cc2ccccc2NCCO)c1OC,c1ccc(C[NH2+]Cc2cccc3ccccc23)cc1,C22H27N2O3+,1.0,27.0,54.0,1.0,47cc0f5a18a12cc9b48f2c5f7b3f618e492e386a80386e255ccf052e5e0e44cc,matched,extracted_and_rdkit_validated
ATP-ACQ-0042,42,P1,2,score_calibration,14,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-A5353E166184,71683,rxn502b____EMOL485774____EMOL30488121____EMOL50155899,71683-1,485,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae,True,3,3,1.0,-3.8367353083768,-57.1185627107943,-43.4542293548584,-0.116264706314448,0.350275566442131,0.6062461726883037,0.3343539497856705,0.4238824249846907,462.953,61.42,4.75,-5.138,-7.095,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)Cc1ccc(CNc2c(NC(=O)c3c(F)cccc3Cl)c[nH+]c3ccccc23)cc1,C[NH+](C)Cc1ccc(CNc2c(NC(=O)c3c(F)cccc3Cl)c[nH+]c3ccccc23)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,C26H26ClFN4O+2,2.0,33.0,59.0,1.0,b4bbcf9b89d859bf02c214a1a15a7330c70fff36521276e80706c88b517c8091,matched,extracted_and_rdkit_validated
ATP-ACQ-0043,43,P1,2,exploitation,15,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-DDBB6FEB6103,43170,m_270004bbb____15722580____21435080,43170-2,7,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz,True,2,2,1.0,-6.29318849134732,-71.7115134165612,-48.0563859939575,-0.217006499701632,0.992651561543172,0.95529699938763,0.988977342314758,0.9807103490508268,389.468,43.586,4.847,-4.642,-6.632,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[C@H](O)Cc1ccc(C[NH2+]Cc2oc3ccc(F)cc3c2-c2ccccc2)cc1,CC(O)Cc1ccc(C[NH2+]Cc2oc3ccc(F)cc3c2-c2ccccc2)cc1,c1ccc(C[NH2+]Cc2oc3ccccc3c2-c2ccccc2)cc1,C25H25FNO2+,1.0,29.0,54.0,1.0,4a0759120509f44ac4f0e4233a820e66d8eac0f6335001c9b5b6e27261533dde,matched,extracted_and_rdkit_validated
ATP-ACQ-0044,44,P1,2,descriptor_diversity,15,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-CD22DC9E9474,28033,m_270004bbb____24792668____7548982,28033-3,393,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,1.0,-4.0707600408721,-63.5573878602116,-42.4496984481812,-0.140371035892141,0.4439681567666871,0.8285364360073484,0.6172688303735456,0.5939987752602572,423.471,25.215,4.847,-3.907,-6.765,100.0,2,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CN(C)Cc1cc(F)ccc1C[NH2+]Cc1csc(-c2ccc(C(F)(F)F)cc2)n1,CN(C)Cc1cc(F)ccc1C[NH2+]Cc1csc(-c2ccc(C(F)(F)F)cc2)n1,c1ccc(C[NH2+]Cc2csc(-c3ccccc3)n2)cc1,C21H22F4N3S+,1.0,29.0,51.0,1.0,abc1ebfbca845d703f1af0efd7e556b60d8ddccee867ce5b8193ca323af96f2d,matched,extracted_and_rdkit_validated
ATP-ACQ-0045,45,P1,2,score_calibration,15,add medium and weak docking controls to reduce Top-candidate selection bias,ATP-HTVS-F15CD1C1F5FF,30753,m_282030aaa____21893406____23157418____21967972,30753-2,603,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,1.0,-3.55377124897857,-57.1999512960298,-45.6298809051514,-0.104522683793487,0.251071647274954,0.6099203919167177,0.2155541947336191,0.3516227801592161,459.565,68.361,4.322,-3.27,-5.927,100.0,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,CN(C)Cc1ccc(CCNc2nc3ccccc3nc2NCc2ccc(CO)cc2F)cc1,CN(C)Cc1ccc(CCNc2nc3ccccc3nc2NCc2ccc(CO)cc2F)cc1,c1ccc(CCNc2nc3ccccc3nc2NCc2ccccc2)cc1,C27H30FN5O,0.0,34.0,64.0,1.0,dc3f0a795bbe6ddae854f51db40e8ba4570570113ead08026f59a01c789babd4,matched,extracted_and_rdkit_validated
ATP-ACQ-0046,46,P1,2,exploitation,16,test whether strongest HTVS multi-score candidates retain favorable same-protocol MMGBSA,ATP-HTVS-92BA88CED8DA,20033,WXDL_15E____QS5063____LN00174727____BT2076,20033-1,8,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,3,3,1.0,-6.1795954276148,-71.8208229639052,-44.7069225311279,-0.237676747215954,0.9859154929577464,0.9571341090018372,0.9975505205143906,0.9796080832823024,347.459,53.697,3.529,-3.643,-8.449,82.905,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,C[NH+](C)Cc1ccc(C[NH2+]Cc2ccc(-c3cccc(O)c3)cn2)cc1,C[NH+](C)Cc1ccc(C[NH2+]Cc2ccc(-c3cccc(O)c3)cn2)cc1,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)cn2)cc1,C22H27N3O+2,2.0,26.0,53.0,1.0,ac1a2ff911294e9e938985c5009eca8cd2e5ec4ccb0444abd2afc937de222eb2,matched,extracted_and_rdkit_validated
ATP-ACQ-0047,47,P1,2,descriptor_diversity,16,expand physicochemical and docking-feature coverage before SMILES/scaffold extraction,ATP-HTVS-94941B52F5EC,56161,m_282030aaa____21917492____23157418____21967972,56161-2,655,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib,True,1,1,1.0,-3.43266651054237,-56.3621625622454,-46.3682317733765,-0.0980761860154964,0.2186160440906307,0.5707287201469687,0.1843233312921004,0.3173913043478261,466.585,75.648,3.777,-3.516,-5.007,93.499,0,False,export exact selected pose to SDF/SMILES; verify identity; then run frozen same-protocol MMGBSA,pending,unknown,COc1cc(C#N)ccc1CNc1nc2ccccc2nc1NCCc1ccc(CN(C)C)cc1,COc1cc(C#N)ccc1CNc1nc2ccccc2nc1NCCc1ccc(CN(C)C)cc1,c1ccc(CCNc2nc3ccccc3nc2NCc2ccccc2)cc1,C28H30N6O,0.0,35.0,65.0,1.0,bf891f56ea394e20d6ae6d2048e0fdf573c5989ef41c09668427ca4b9e470ebc,matched,extracted_and_rdkit_validated
