profile,compound_id,historical_alias,rank,central_rank,final_score,mean_rank,p_top3,p_top5
balanced,ATP-HTVS-E4024F0AB59A,22913,,,,,,
balanced,ATP-HTVS-E41D62FB159D,67521,,,,,,
balanced,ATP-HTVS-E4A79D64766C,52865,,,,,,
balanced,ATP-HTVS-E4F433E7DDB9,59170,,,,,,
balanced,ATP-HTVS-E4F9B23534EC,95617,,,,,,
balanced,ATP-HTVS-E50B3258D66C,64642,,,,,,
balanced,ATP-HTVS-E5267662EBE5,71810,,,,,,
balanced,ATP-HTVS-E53927646B4E,32802,,,,,,
balanced,ATP-HTVS-E53B79A527AF,80129,,,,,,
balanced,ATP-HTVS-E5655BB07D18,88386,,,,,,
balanced,ATP-HTVS-E5C360ABD75A,8321,,,,,,
balanced,ATP-HTVS-E60052B60ACE,93731,,,,,,
balanced,ATP-HTVS-E624AA265EBA,86593,,,,,,
balanced,ATP-HTVS-E6B57BB86B33,99617,,,,,,
balanced,ATP-HTVS-E6C07A7730FF,89954,,,,,,
balanced,ATP-HTVS-E6E3A92D5598,89731,,,,,,
balanced,ATP-HTVS-E6F8A3974F14,60291,,,,,,
balanced,ATP-HTVS-E71202E475AE,88195,,,,,,
balanced,ATP-HTVS-E78B37070E90,57507,,,,,,
balanced,ATP-HTVS-E79C34F2E4E5,5313,,,,,,
balanced,ATP-HTVS-E7B44E0E6F2B,46529,,,,,,
balanced,ATP-HTVS-E7CE93BF7585,40738,,,,,,
balanced,ATP-HTVS-E7DA22DA6C24,30626,,,,,,
balanced,ATP-HTVS-E80053830AA7,51267,,,,,,
balanced,ATP-HTVS-E80A62EE0257,22690,,,,,,
balanced,ATP-HTVS-E82D7E524403,38786,,,,,,
balanced,ATP-HTVS-E85A4EEDAC38,71681,,,,,,
balanced,ATP-HTVS-E85D4903F0A1,48227,,,,,,
balanced,ATP-HTVS-E888CD26917F,61570,,,,,,
balanced,ATP-HTVS-E89D68A8E825,49475,,,,,,
balanced,ATP-HTVS-E8C4233BC4EE,98946,,,,,,
balanced,ATP-HTVS-E8F6FC3C759E,73411,,,,,,
balanced,ATP-HTVS-E912078D9741,5571,,,,,,
balanced,ATP-HTVS-EAB5C9B34043,90659,,,,,,
balanced,ATP-HTVS-EAC68E01988F,55553,,,,,,
balanced,ATP-HTVS-EAD1C8AFD4A9,38178,,,,,,
balanced,ATP-HTVS-EAE06126CF40,15907,,,,,,
balanced,ATP-HTVS-EB0B96E798C5,89859,,,,,,
balanced,ATP-HTVS-EB12E3425930,44387,,,,,,
balanced,ATP-HTVS-EB1E3022AC0C,49826,,,,,,
balanced,ATP-HTVS-EB500473345C,44738,,,,,,
balanced,ATP-HTVS-EB51C7366B34,83106,,,,,,
balanced,ATP-HTVS-EBA0F745595A,79777,,,,,,
balanced,ATP-HTVS-EBADA6179138,70403,,,,,,
balanced,ATP-HTVS-EBCFEAF5D9E7,28865,,,,,,
balanced,ATP-HTVS-EBFF1A375D8B,77347,,,,,,
balanced,ATP-HTVS-EC2D3AD3168F,83201,,,,,,
balanced,ATP-HTVS-EC4610FFE6DC,42498,,,,,,
balanced,ATP-HTVS-EC5DC094D49F,51715,,,,,,
balanced,ATP-HTVS-ECFCDEE54331,47682,,,,,,
balanced,ATP-HTVS-ED186549DA4C,82466,,,,,,
balanced,ATP-HTVS-ED381154F376,3425,,,,,,
balanced,ATP-HTVS-ED9FB8DD8268,75073,,,,,,
balanced,ATP-HTVS-EDD9885A2235,72929,,,,,,
balanced,ATP-HTVS-EE25A0930777,61857,,,,,,
balanced,ATP-HTVS-EE3EC74621FE,36163,,,,,,
balanced,ATP-HTVS-EE5B82122D17,84066,,,,,,
balanced,ATP-HTVS-EE6CCEFDAAD0,33217,,,,,,
balanced,ATP-HTVS-EE8A818A3017,72097,,,,,,
balanced,ATP-HTVS-EE9B34D8B24D,20323,,,,,,
balanced,ATP-HTVS-EEA70E20167C,92483,,,,,,
balanced,ATP-HTVS-EEBB6926EC22,55779,,,,,,
balanced,ATP-HTVS-EEE4DEAD393E,83169,,,,,,
balanced,ATP-HTVS-EF007D703862,59907,,,,,,
balanced,ATP-HTVS-EF0129487CC6,92769,,,,,,
balanced,ATP-HTVS-EF17DB58F500,88321,,,,,,
balanced,ATP-HTVS-EF3EA56789AA,30145,,,,,,
balanced,ATP-HTVS-EF5E324DB424,43521,,,,,,
balanced,ATP-HTVS-EFBD886B8952,44611,,,,,,
balanced,ATP-HTVS-EFE421C91038,75778,,,,,,
balanced,ATP-HTVS-F056EC0EC7E7,77666,,,,,,
balanced,ATP-HTVS-F05D07B9382E,64417,,,,,,
balanced,ATP-HTVS-F084EE8F7246,75458,,,,,,
balanced,ATP-HTVS-F08817EB9A7A,20546,,,,,,
balanced,ATP-HTVS-F0989AC93CC9,68962,,,,,,
balanced,ATP-HTVS-F0AA189EB18F,6785,,,,,,
balanced,ATP-HTVS-F0B899F1EF1B,71170,,,,,,
balanced,ATP-HTVS-F0EA8E73CD83,77665,,,,,,
balanced,ATP-HTVS-F13E60D2EE86,44546,,,,,,
balanced,ATP-HTVS-F15CD1C1F5FF,30753,,,,,,
balanced,ATP-HTVS-F1ABC01A08C5,11618,,,,,,
balanced,ATP-HTVS-F1D0837E8A30,75426,,,,,,
balanced,ATP-HTVS-F1F8D839F8AD,84801,,,,,,
balanced,ATP-HTVS-F21E42254560,75617,,,,,,
balanced,ATP-HTVS-F223CD517CA5,81858,,,,,,
balanced,ATP-HTVS-F256B691D902,35106,,,,,,
balanced,ATP-HTVS-F2668BF9E9B1,75713,,,,,,
balanced,ATP-HTVS-F282BC43258B,69537,,,,,,
balanced,ATP-HTVS-F2D870036CD8,77057,,,,,,
balanced,ATP-HTVS-F308899F49E6,52515,,,,,,
balanced,ATP-HTVS-F3219ACF1618,57027,,,,,,
balanced,ATP-HTVS-F324B4F6FF43,83745,,,,,,
balanced,ATP-HTVS-F38CDD17995D,90338,,,,,,
balanced,ATP-HTVS-F3AEEA9B80E5,57219,,,,,,
balanced,ATP-HTVS-F3E91D83A828,87939,,,,,,
balanced,ATP-HTVS-F41515D25613,53155,,,,,,
balanced,ATP-HTVS-F41DED161E75,76578,,,,,,
balanced,ATP-HTVS-F42EC288DBA1,90369,,,,,,
balanced,ATP-HTVS-F451F6F34F85,58210,,,,,,
balanced,ATP-HTVS-F4D02DC184DE,81059,,,,,,
balanced,ATP-HTVS-F4EB0A3B6A53,75779,,,,,,
balanced,ATP-HTVS-F4F3BDD05BAD,69409,,,,,,
balanced,ATP-HTVS-F52F884BA0B4,90082,,,,,,
balanced,ATP-HTVS-F53B308249C7,20321,,,,,,
balanced,ATP-HTVS-F54B40793D2A,97538,,,,,,
balanced,ATP-HTVS-F5512CD55A37,82947,,,,,,
balanced,ATP-HTVS-F5557C46ACCD,63875,,,,,,
balanced,ATP-HTVS-F58C213B60A1,42531,,,,,,
balanced,ATP-HTVS-F60BECC0718F,6465,,,,,,
balanced,ATP-HTVS-F62C08D65C28,64449,,,,,,
balanced,ATP-HTVS-F63C80F910BB,35107,,,,,,
balanced,ATP-HTVS-F6463DC49025,85091,,,,,,
balanced,ATP-HTVS-F666156B37DE,83426,,,,,,
balanced,ATP-HTVS-F6E066811CCA,93985,,,,,,
balanced,ATP-HTVS-F716E067906C,34083,,,,,,
balanced,ATP-HTVS-F7366BF3987A,91202,,,,,,
balanced,ATP-HTVS-F7676420B267,82209,,,,,,
balanced,ATP-HTVS-F79E64AB5B06,93986,,,,,,
balanced,ATP-HTVS-F7B411FBCEC8,33283,,,,,,
balanced,ATP-HTVS-F7CD2DD67DA6,82467,,,,,,
balanced,ATP-HTVS-F7D4BFA34903,39425,,,,,,
balanced,ATP-HTVS-F7EFD494BF14,96481,,,,,,
balanced,ATP-HTVS-F89CD1E9CA34,79201,,,,,,
balanced,ATP-HTVS-F8BD3C119C5E,34435,,,,,,
balanced,ATP-HTVS-F8C49F655F6D,82083,,,,,,
balanced,ATP-HTVS-F8CA9C936D19,66177,,,,,,
balanced,ATP-HTVS-F8CD80CEA373,94177,,,,,,
balanced,ATP-HTVS-F8D08A3E140C,71809,,,,,,
balanced,ATP-HTVS-F8D25E752EF8,79427,,,,,,
balanced,ATP-HTVS-F92825C2DD85,36035,,,,,,
balanced,ATP-HTVS-F937C5B79A0E,20675,,,,,,
balanced,ATP-HTVS-F93F310E89BE,68578,,,,,,
balanced,ATP-HTVS-F97015D0DCF4,74337,,,,,,
balanced,ATP-HTVS-F99370747DC9,42113,,,,,,
balanced,ATP-HTVS-F9B5ED51D5DA,81571,,,,,,
balanced,ATP-HTVS-F9EAD73A28F1,29603,,,,,,
balanced,ATP-HTVS-F9F42C67BCEC,77858,,,,,,
balanced,ATP-HTVS-FA0319FBED9B,77281,,,,,,
balanced,ATP-HTVS-FA2DABCA7F05,83075,,,,,,
balanced,ATP-HTVS-FAA4B7BBA523,36065,,,,,,
balanced,ATP-HTVS-FAB6E8368155,91075,,,,,,
balanced,ATP-HTVS-FACA1D344F25,57537,,,,,,
balanced,ATP-HTVS-FACA9080893C,78018,,,,,,
balanced,ATP-HTVS-FB09B772C34B,61507,,,,,,
balanced,ATP-HTVS-FB368C7A9127,88323,,,,,,
balanced,ATP-HTVS-FBBE5B904E6C,68643,,,,,,
balanced,ATP-HTVS-FBE624773B31,69761,,,,,,
balanced,ATP-HTVS-FC258B4525E9,43202,,,,,,
balanced,ATP-HTVS-FC28EB1BA5EE,84353,,,,,,
balanced,ATP-HTVS-FC30DD28CEC3,23971,,,,,,
balanced,ATP-HTVS-FC39CD496C36,2019,,,,,,
balanced,ATP-HTVS-FC732D287CB6,71265,,,,,,
balanced,ATP-HTVS-FC91B4531E6F,71458,,,,,,
balanced,ATP-HTVS-FCCFF683ADF4,53123,,,,,,
balanced,ATP-HTVS-FD26B682FD2E,69634,,,,,,
balanced,ATP-HTVS-FD637A018D73,72994,,,,,,
balanced,ATP-HTVS-FD8D954BBECF,27202,,,,,,
balanced,ATP-HTVS-FDA25AF4FB7A,28449,,,,,,
balanced,ATP-HTVS-FDB0B4A5AF84,91043,,,,,,
balanced,ATP-HTVS-FDB0F1EC6F74,93059,,,,,,
balanced,ATP-HTVS-FDDF48EBDCF8,78017,,,,,,
balanced,ATP-HTVS-FE1522AA7EF8,69793,,,,,,
balanced,ATP-HTVS-FE34E3A925C6,76803,,,,,,
balanced,ATP-HTVS-FE46C3AF7461,49283,,,,,,
balanced,ATP-HTVS-FE5B2EC4EA23,74370,,,,,,
balanced,ATP-HTVS-FE5F78CE8672,67267,,,,,,
balanced,ATP-HTVS-FE6FB0E22990,82851,,,,,,
balanced,ATP-HTVS-FE9A1A55DD78,56195,,,,,,
balanced,ATP-HTVS-FEA784CAFC0E,72481,,,,,,
balanced,ATP-HTVS-FEB80F9C0A7B,34530,,,,,,
balanced,ATP-HTVS-FEE4C5F961F6,56193,,,,,,
balanced,ATP-HTVS-FF081A1D735D,85411,,,,,,
balanced,ATP-HTVS-FF167463AED4,74019,,,,,,
balanced,ATP-HTVS-FF1C1E5A01F9,79491,,,,,,
balanced,ATP-HTVS-FF63783F1DD1,25825,,,,,,
balanced,ATP-HTVS-FF886C71D805,65665,,,,,,
balanced,ATP-HTVS-FFCF51BF8290,81826,,,,,,
balanced,ATP-HTVS-FFD71C24E98D,18978,,,,,,
balanced,ATP-HTVS-FFE3AC9FC45B,90851,,,,,,
binding_focused,ATP-HTVS-0009DAEDE04F,79971,,,,,,
binding_focused,ATP-HTVS-0015C54A99C8,82625,,,,,,
binding_focused,ATP-HTVS-003E4D952AAC,76899,,,,,,
binding_focused,ATP-HTVS-005EEA24BFEA,69987,,,,,,
binding_focused,ATP-HTVS-0063E4174F09,34081,,,,,,
binding_focused,ATP-HTVS-0079D40D2121,29921,,,,,,
binding_focused,ATP-HTVS-007D6F34F923,30817,,,,,,
binding_focused,ATP-HTVS-00C8034698A8,34403,,,,,,
binding_focused,ATP-HTVS-00F86A54285D,38369,,,,,,
binding_focused,ATP-HTVS-011A966B3F21,59203,,,,,,
binding_focused,ATP-HTVS-0125A5267C6C,70530,,,,,,
binding_focused,ATP-HTVS-0161AEC2E23E,48867,,,,,,
binding_focused,ATP-HTVS-017DA1C05B1D,98562,,,,,,
binding_focused,ATP-HTVS-01DF3EF44742,99137,,,,,,
binding_focused,ATP-HTVS-01E9987F6BBC,40801,,,,,,
binding_focused,ATP-HTVS-02393E0D1A46,72513,,,,,,
binding_focused,ATP-HTVS-02527EDCA73D,62593,,,,,,
binding_focused,ATP-HTVS-0258CCAE4910,3905,,,,,,
binding_focused,ATP-HTVS-027CB3113620,20194,,,,,,
binding_focused,ATP-HTVS-0282D10141FD,57825,,,,,,
binding_focused,ATP-HTVS-028F2DC4E032,96994,,,,,,
binding_focused,ATP-HTVS-02AC8E798E60,89826,,,,,,
binding_focused,ATP-HTVS-02BB8772E392,54466,,,,,,
binding_focused,ATP-HTVS-02DF9A19852D,45889,,,,,,
binding_focused,ATP-HTVS-0362648F57EF,78755,,,,,,
binding_focused,ATP-HTVS-03C3664644A2,98497,,,,,,
binding_focused,ATP-HTVS-03F3A1A9B60E,77378,,,,,,
binding_focused,ATP-HTVS-0438281B0112,75297,,,,,,
binding_focused,ATP-HTVS-0460857F35D6,52162,,,,,,
binding_focused,ATP-HTVS-04621B482D9F,87427,,,,,,
binding_focused,ATP-HTVS-04BA495CA0A4,22531,,,,,,
binding_focused,ATP-HTVS-052AF9B11E6A,34531,,,,,,
binding_focused,ATP-HTVS-053279755E30,96641,,,,,,
binding_focused,ATP-HTVS-0587EECAF94B,71363,,,,,,
binding_focused,ATP-HTVS-05A72EDFB57A,38883,,,,,,
binding_focused,ATP-HTVS-05E9E2FC066B,70657,,,,,,
binding_focused,ATP-HTVS-0659C124A83C,70241,,,,,,
binding_focused,ATP-HTVS-069ABDEDA86E,60193,,,,,,
binding_focused,ATP-HTVS-06CA19E03C57,93825,,,,,,
binding_focused,ATP-HTVS-06E5BAB39855,49667,,,,,,
binding_focused,ATP-HTVS-071084F9408F,96642,,,,,,
binding_focused,ATP-HTVS-0715C99C3A28,99362,,,,,,
binding_focused,ATP-HTVS-0743B9964B99,20417,,,,,,
binding_focused,ATP-HTVS-07D9286D8737,76898,,,,,,
binding_focused,ATP-HTVS-07F3737128F1,86945,,,,,,
binding_focused,ATP-HTVS-08126335CB19,67841,,,,,,
binding_focused,ATP-HTVS-081D95190B15,78402,,,,,,
binding_focused,ATP-HTVS-08266C4344A3,88675,,,,,,
binding_focused,ATP-HTVS-0852D38F8C28,46851,,,,,,
binding_focused,ATP-HTVS-08590B5C6743,87873,,,,,,
binding_focused,ATP-HTVS-086F5E4227DC,20162,,,,,,
binding_focused,ATP-HTVS-08A6E1F87809,61538,,,,,,
binding_focused,ATP-HTVS-093491EAEBEC,53250,,,,,,
binding_focused,ATP-HTVS-09A5DA8CBD66,30690,,,,,,
binding_focused,ATP-HTVS-09A833AE3D1D,90339,,,,,,
binding_focused,ATP-HTVS-09F9B4EC4E97,20514,,,,,,
binding_focused,ATP-HTVS-0A1AFDA96BE3,90754,,,,,,
binding_focused,ATP-HTVS-0A1D74055304,29089,,,,,,
binding_focused,ATP-HTVS-0A30D9D79A37,89123,,,,,,
binding_focused,ATP-HTVS-0A53D5277C22,24418,,,,,,
binding_focused,ATP-HTVS-0A81E0DFACE9,19938,,,,,,
binding_focused,ATP-HTVS-0A8B3D0EFFB7,1954,,,,,,
binding_focused,ATP-HTVS-0A8D2667A5C6,69794,,,,,,
binding_focused,ATP-HTVS-0AAFA8CB92ED,43169,,,,,,
binding_focused,ATP-HTVS-0AE85D2EF5B8,94338,,,,,,
binding_focused,ATP-HTVS-0B0619B736F3,87937,,,,,,
binding_focused,ATP-HTVS-0B15CB8240E3,99809,,,,,,
binding_focused,ATP-HTVS-0B527D484045,76929,,,,,,
binding_focused,ATP-HTVS-0B76E6A2B6F2,90146,,,,,,
binding_focused,ATP-HTVS-0BEF59EEEAC9,79426,,,,,,
binding_focused,ATP-HTVS-0C1598B702AE,55106,,,,,,
binding_focused,ATP-HTVS-0C253F9D7643,68259,,,,,,
binding_focused,ATP-HTVS-0C40F7CB6A92,58402,,,,,,
binding_focused,ATP-HTVS-0C765FB89CD3,40065,,,,,,
binding_focused,ATP-HTVS-0C924C2A1F00,82563,,,,,,
binding_focused,ATP-HTVS-0CA591B42E29,85378,,,,,,
binding_focused,ATP-HTVS-0CB0406266F3,38243,,,,,,
binding_focused,ATP-HTVS-0CBFB91815ED,70274,,,,,,
binding_focused,ATP-HTVS-0CC0B448CED2,38179,,,,,,
binding_focused,ATP-HTVS-0CD00DCFE488,46273,,,,,,
binding_focused,ATP-HTVS-0CE67B896AED,99842,,,,,,
binding_focused,ATP-HTVS-0D57BDDB1211,69729,,,,,,
binding_focused,ATP-HTVS-0D83F5E9F976,52769,,,,,,
binding_focused,ATP-HTVS-0D8C52C362EE,73825,,,,,,
binding_focused,ATP-HTVS-0DE7571C9DAC,43267,,,,,,
binding_focused,ATP-HTVS-0E6472D072C2,1473,,,,,,
binding_focused,ATP-HTVS-0E76F39BB090,32387,,,,,,
binding_focused,ATP-HTVS-0E779CFB9E8D,92771,,,,,,
binding_focused,ATP-HTVS-0EB7A7111FDE,80385,,,,,,
binding_focused,ATP-HTVS-0F3A12BD04AB,91361,,,,,,
binding_focused,ATP-HTVS-0F469DA925F8,70337,,,,,,
binding_focused,ATP-HTVS-0F46F3379ABF,71235,,,,,,
binding_focused,ATP-HTVS-0F4AF3905209,96993,,,,,,
binding_focused,ATP-HTVS-0F6915EAEEA3,79267,,,,,,
binding_focused,ATP-HTVS-0F755B78CCFB,95490,,,,,,
binding_focused,ATP-HTVS-0F900EB338B9,82082,,,,,,
binding_focused,ATP-HTVS-0FD0361A2408,93698,,,,,,
binding_focused,ATP-HTVS-0FDC7A3FF1CA,47107,,,,,,
binding_focused,ATP-HTVS-103E90EA5971,80961,,,,,,
binding_focused,ATP-HTVS-106685DD3ACA,70754,,,,,,
binding_focused,ATP-HTVS-10900B51E20F,58209,,,,,,
binding_focused,ATP-HTVS-109B405B023F,43907,,,,,,
binding_focused,ATP-HTVS-10A4E2B2EADA,92833,,,,,,
binding_focused,ATP-HTVS-11489B74AE1C,69539,,,,,,
binding_focused,ATP-HTVS-115B93EFBC96,98209,,,,,,
binding_focused,ATP-HTVS-11C14F34C5FE,35233,,,,,,
binding_focused,ATP-HTVS-11CEFB3A39DF,61475,,,,,,
binding_focused,ATP-HTVS-11E35EA06531,61505,,,,,,
binding_focused,ATP-HTVS-125A7E13CFB1,85089,,,,,,
binding_focused,ATP-HTVS-12CEF0BA8B10,31426,,,,,,
binding_focused,ATP-HTVS-132672672DF9,95778,,,,,,
binding_focused,ATP-HTVS-132BACAA4698,82561,,,,,,
binding_focused,ATP-HTVS-134FC0CB3694,71041,,,,,,
binding_focused,ATP-HTVS-1356F7D69808,27907,,,,,,
binding_focused,ATP-HTVS-1373BD200FA0,72865,,,,,,
binding_focused,ATP-HTVS-1377A1139B97,96002,,,,,,
binding_focused,ATP-HTVS-138C9DBD3419,68321,,,,,,
binding_focused,ATP-HTVS-13A5AE9C2B6A,88258,,,,,,
binding_focused,ATP-HTVS-1402A7ED8177,450,,,,,,
binding_focused,ATP-HTVS-143D46541936,71362,,,,,,
binding_focused,ATP-HTVS-1449F4F4BA71,89058,,,,,,
binding_focused,ATP-HTVS-14724C615932,53281,,,,,,
binding_focused,ATP-HTVS-14AE04B6952B,40129,,,,,,
binding_focused,ATP-HTVS-14BA2D75CE49,449,,,,,,
binding_focused,ATP-HTVS-1551732D1515,43266,,,,,,
binding_focused,ATP-HTVS-159795FE363C,92387,,,,,,
binding_focused,ATP-HTVS-159959ECB567,70723,,,,,,
binding_focused,ATP-HTVS-159CD8CCFA6D,50978,,,,,,
binding_focused,ATP-HTVS-159F0F821AF9,96098,,,,,,
binding_focused,ATP-HTVS-15A0030054C0,69441,,,,,,
binding_focused,ATP-HTVS-15F2A5DBBD51,68225,,,,,,
binding_focused,ATP-HTVS-15FA43506D9E,31298,,,,,,
binding_focused,ATP-HTVS-16140744D8E5,56385,,,,,,
binding_focused,ATP-HTVS-16316C23D1E4,71169,,,,,,
binding_focused,ATP-HTVS-167535894C2D,33218,,,,,,
binding_focused,ATP-HTVS-169071BECF96,81441,,,,,,
binding_focused,ATP-HTVS-16A35D40F1B5,38337,,,,,,
binding_focused,ATP-HTVS-16AC68300479,69859,,,,,,
binding_focused,ATP-HTVS-16D62B7C6E45,82339,,,,,,
binding_focused,ATP-HTVS-16D892EEAEA4,74883,,,,,,
binding_focused,ATP-HTVS-1714ADEB4D31,82945,,,,,,
binding_focused,ATP-HTVS-17511F2B790B,26499,,,,,,
binding_focused,ATP-HTVS-1776C87C4427,90243,,,,,,
binding_focused,ATP-HTVS-17940C77D749,73155,,,,,,
binding_focused,ATP-HTVS-17A38785E483,22881,,,,,,
binding_focused,ATP-HTVS-17C024B1EE7E,46369,,,,,,
binding_focused,ATP-HTVS-17D20C07D7F4,84579,,,,,,
binding_focused,ATP-HTVS-17FF806DFA04,81121,,,,,,
binding_focused,ATP-HTVS-18044BD9974D,64643,,,,,,
binding_focused,ATP-HTVS-1817E5512E7A,88034,,,,,,
binding_focused,ATP-HTVS-18265C9EB86B,7299,,,,,,
binding_focused,ATP-HTVS-185EDA97C211,76994,,,,,,
binding_focused,ATP-HTVS-18A7589C7FB7,94049,,,,,,
binding_focused,ATP-HTVS-18AAC668D3EC,81058,,,,,,
binding_focused,ATP-HTVS-18CFABF6753A,53793,,,,,,
binding_focused,ATP-HTVS-18FDFF56F821,38785,,,,,,
binding_focused,ATP-HTVS-190A8EA9B17C,31297,,,,,,
binding_focused,ATP-HTVS-1928ECDAF189,20003,,,,,,
binding_focused,ATP-HTVS-193F5213E1F4,63266,,,,,,
binding_focused,ATP-HTVS-1940D4055FE9,82787,,,,,,
binding_focused,ATP-HTVS-1952D56C5A08,95489,,,,,,
binding_focused,ATP-HTVS-196468D2BF96,87299,,,,,,
binding_focused,ATP-HTVS-19D22C817A74,93507,,,,,,
binding_focused,ATP-HTVS-19D9965850C9,38370,,,,,,
binding_focused,ATP-HTVS-19DB56372FFA,71203,,,,,,
binding_focused,ATP-HTVS-19E5DD3F936E,48931,,,,,,
binding_focused,ATP-HTVS-19E7C62EA548,27651,,,,,,
binding_focused,ATP-HTVS-1A821EC4699A,87905,,,,,,
binding_focused,ATP-HTVS-1A8854DD1E1A,4003,,,,,,
binding_focused,ATP-HTVS-1AA1BAAE4A01,84386,,,,,,
binding_focused,ATP-HTVS-1ACF073F315C,44323,,,,,,
binding_focused,ATP-HTVS-1AEE198E3D8C,1538,,,,,,
binding_focused,ATP-HTVS-1B05407455E5,40642,,,,,,
binding_focused,ATP-HTVS-1B1248DF0721,71426,,,,,,
binding_focused,ATP-HTVS-1B366D2FDBBA,81123,,,,,,
binding_focused,ATP-HTVS-1B509C27CE75,60833,,,,,,
binding_focused,ATP-HTVS-1B60B6D0433D,66017,,,,,,
binding_focused,ATP-HTVS-1B84D304C2ED,89921,,,,,,
binding_focused,ATP-HTVS-1B9CB386F0F9,22755,,,,,,
binding_focused,ATP-HTVS-1C066C79A7D0,44515,,,,,,
binding_focused,ATP-HTVS-1C1B7F9BB8FF,77346,,,,,,
binding_focused,ATP-HTVS-1C463A9823EA,77731,,,,,,
binding_focused,ATP-HTVS-1C4EC58A3066,92899,,,,,,
binding_focused,ATP-HTVS-1C71F28794EF,86081,,,,,,
binding_focused,ATP-HTVS-1C9D0B7FE190,98594,,,,,,
binding_focused,ATP-HTVS-1CAAE7675504,51651,,,,,,
binding_focused,ATP-HTVS-1CF603621065,85794,,,,,,
binding_focused,ATP-HTVS-1D0FF5192E4C,80545,,,,,,
binding_focused,ATP-HTVS-1D1DA7871618,20226,,,,,,
binding_focused,ATP-HTVS-1D28793FB59B,57954,,,,,,
binding_focused,ATP-HTVS-1D3C11D6B0D4,95330,,,,,,
binding_focused,ATP-HTVS-1DC16EDC7F4D,32451,,,,,,
binding_focused,ATP-HTVS-1DC6D2F4A05D,67233,,,,,,
binding_focused,ATP-HTVS-1DD46A13AEBB,58369,,,,,,
binding_focused,ATP-HTVS-1E20B63FDE5F,82850,,,,,,
binding_focused,ATP-HTVS-1E475A4B97CE,20387,,,,,,
binding_focused,ATP-HTVS-1E5A6A308B25,86881,,,,,,
binding_focused,ATP-HTVS-1EBFDE0160CD,86882,,,,,,
binding_focused,ATP-HTVS-1F874564E13F,80035,,,,,,
binding_focused,ATP-HTVS-1F9A02273F27,69026,,,,,,
binding_focused,ATP-HTVS-1FAE7495FCDD,91266,,,,,,
binding_focused,ATP-HTVS-1FED3714464D,70306,,,,,,
binding_focused,ATP-HTVS-1FF6C325CA7A,86530,,,,,,
binding_focused,ATP-HTVS-203210320F32,88033,,,,,,
binding_focused,ATP-HTVS-20B250E7AB9A,20673,,,,,,
binding_focused,ATP-HTVS-20FB50B88593,58595,,,,,,
binding_focused,ATP-HTVS-2118F57CAFF1,72385,,,,,,
binding_focused,ATP-HTVS-2125555B1DA5,84706,,,,,,
binding_focused,ATP-HTVS-217395D9F0A5,49825,,,,,,
binding_focused,ATP-HTVS-217B57A40B61,22753,,,,,,
binding_focused,ATP-HTVS-218E3E4A28A7,95618,,,,,,
binding_focused,ATP-HTVS-21B7BD60A2C7,81347,,,,,,
binding_focused,ATP-HTVS-21B7E8D8DA00,84930,,,,,,
binding_focused,ATP-HTVS-21BB1C807E7E,36099,,,,,,
binding_focused,ATP-HTVS-21D2D8C367A1,93506,,,,,,
binding_focused,ATP-HTVS-22634BBBCB97,66019,,,,,,
binding_focused,ATP-HTVS-2275AB855C30,82946,,,,,,
binding_focused,ATP-HTVS-22C0C64F65E9,35330,,,,,,
binding_focused,ATP-HTVS-22E2482E2999,48354,,,,,,
binding_focused,ATP-HTVS-22E536A2C0FA,57601,,,,,,
binding_focused,ATP-HTVS-22FAF80E23F8,94401,,,,,,
binding_focused,ATP-HTVS-23113A9B9381,33411,,,,,,
binding_focused,ATP-HTVS-2368A2FD4D76,87745,,,,,,
binding_focused,ATP-HTVS-239E0EA8BC65,54689,,,,,,
binding_focused,ATP-HTVS-23EBF8E8F6E9,86787,,,,,,
binding_focused,ATP-HTVS-23EDEB47FF93,71874,,,,,,
binding_focused,ATP-HTVS-23F526837945,92834,,,,,,
binding_focused,ATP-HTVS-244A9AEB7273,5347,,,,,,
binding_focused,ATP-HTVS-247B97B4CA47,61825,,,,,,
binding_focused,ATP-HTVS-2485F4B11063,64065,,,,,,
binding_focused,ATP-HTVS-24E588DA0D03,95714,,,,,,
binding_focused,ATP-HTVS-2507C3370FB9,84259,,,,,,
binding_focused,ATP-HTVS-255C97768CDB,63778,,,,,,
binding_focused,ATP-HTVS-258E82C8B178,35362,,,,,,
binding_focused,ATP-HTVS-2598958FABEA,76961,,,,,,
binding_focused,ATP-HTVS-25BEFE000F10,95682,,,,,,
binding_focused,ATP-HTVS-26104959C4F1,79713,,,,,,
binding_focused,ATP-HTVS-2641D0EED03A,61889,,,,,,
binding_focused,ATP-HTVS-267F6CCD1B36,79811,,,,,,
binding_focused,ATP-HTVS-2699169FE698,4866,,,,,,
binding_focused,ATP-HTVS-269AF530E7D7,62595,,,,,,
binding_focused,ATP-HTVS-27050A3A08BE,12355,,,,,,
binding_focused,ATP-HTVS-27135ACF267B,59107,,,,,,
binding_focused,ATP-HTVS-27537703FBA2,53635,,,,,,
binding_focused,ATP-HTVS-277F9700EDE9,62211,,,,,,
binding_focused,ATP-HTVS-27B53DA4C14D,50115,,,,,,
binding_focused,ATP-HTVS-27BC230C206A,95937,,,,,,
binding_focused,ATP-HTVS-27E43B44E6A8,92067,,,,,,
