rdkit_canonical_smiles,scaffold,organism_species,unit_normalized,compound_ids,measurement_count,activity_value_median,activity_value_min,activity_value_max,label_log10,source_level,confidence,reference_count,sample_weight
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(-n4ccnc4)c(c32)S1,O=c1ccn2c3c(c(-n4ccnc4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL325459,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(-n4ccnc4)c(c32)S1,O=c1ccn2c3c(c(-n4ccnc4)ccc13)SCC2,Pseudomonas aeruginosa,μg/mL,CHEMBL325459,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(Cl)c(c32)S1,O=c1ccn2c3c(cccc13)SCC2,Escherichia coli,μg/mL,CHEMBL116394,1,0.12,0.12,0.12,-0.9208187539523752,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(Cl)c(c32)S1,O=c1ccn2c3c(cccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL116394,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(Cl)c(c32)S1,O=c1ccn2c3c(cccc13)SCC2,Pseudomonas aeruginosa,μg/mL,CHEMBL116394,1,32.0,32.0,32.0,1.505149978319906,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCCC4)c(c32)S1,O=c1ccn2c3c(c(N4CCCC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL323721,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCCC4)c(c32)S1,O=c1ccn2c3c(c(N4CCCC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL323721,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCCNCC4)c(c32)S1,O=c1ccn2c3c(c(N4CCCNCC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL119036,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCCNCC4)c(c32)S1,O=c1ccn2c3c(c(N4CCCNCC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL119036,1,1.0,1.0,1.0,0.0,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(C)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL115859,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(C)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL115859,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(C)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Pseudomonas aeruginosa,μg/mL,CHEMBL115859,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(C=O)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL332027,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(C=O)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL332027,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(C=O)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Pseudomonas aeruginosa,μg/mL,CHEMBL332027,1,32.0,32.0,32.0,1.505149978319906,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccc(F)cc5F)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(Cc5ccccc5)CC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL115526,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5cccc(F)c5)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(Cc5ccccc5)CC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL117300,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccccc5C(F)(F)F)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(Cc5ccccc5)CC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL326567,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccccc5C(F)(F)F)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(Cc5ccccc5)CC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL326567,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(S(=O)(=O)c5ccccc5)CC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL117422,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(S(=O)(=O)c5ccc(F)cc5)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(S(=O)(=O)c5ccccc5)CC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL117422,1,1.0,1.0,1.0,0.0,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(c5ccc(F)cc5)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(c5ccccc5)CC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL118021,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(c5ccccn5)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(c5ccccn5)CC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL117770,1,1.0,1.0,1.0,0.0,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCN(c5ccccn5)CC4)c(c32)S1,O=c1ccn2c3c(c(N4CCN(c5ccccn5)CC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL117770,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Escherichia coli,μg/mL,CHEMBL119165,1,0.25,0.25,0.25,-0.6020599913279624,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Klebsiella pneumoniae,μg/mL,CHEMBL119165,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CC1Cn2cc(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)c(c32)S1,O=c1ccn2c3c(c(N4CCNCC4)ccc13)SCC2,Pseudomonas aeruginosa,μg/mL,CHEMBL119165,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(Cl)c(N4CCN(C)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Escherichia coli,μg/mL,CHEMBL143563,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(Cl)c(N4CCN(C)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL143563,1,0.025,0.025,0.025,-1.6020599913279623,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(Cl)c(N4CCN(C)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL143563,1,1.56,1.56,1.56,0.1931245983544616,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(Cl)c(N4CCNCC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Escherichia coli,μg/mL,CHEMBL142374,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(Cl)c(N4CCNCC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL142374,1,0.025,0.025,0.025,-1.6020599913279623,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(Cl)c(N4CCNCC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL142374,1,1.56,1.56,1.56,0.1931245983544616,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(-n4ccnc4)cc3n21,O=c1cc2n(c3cc(-n4ccnc4)ccc13)CS2,Escherichia coli,μg/mL,CHEMBL143154,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(-n4ccnc4)cc3n21,O=c1cc2n(c3cc(-n4ccnc4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL143154,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(-n4ccnc4)cc3n21,O=c1cc2n(c3cc(-n4ccnc4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL143154,1,3.13,3.13,3.13,0.49554433754644844,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCCC4)cc3n21,O=c1cc2n(c3cc(N4CCCC4)ccc13)CS2,Escherichia coli,μg/mL,CHEMBL357124,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCCC4)cc3n21,O=c1cc2n(c3cc(N4CCCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL357124,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCCC4)cc3n21,O=c1cc2n(c3cc(N4CCCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL357124,1,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCCNCC4)cc3n21,O=c1cc2n(c3cc(N4CCCNCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL356456,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCCNCC4)cc3n21,O=c1cc2n(c3cc(N4CCCNCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL356456,1,3.13,3.13,3.13,0.49554433754644844,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(C)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL143216,1,0.025,0.025,0.025,-1.6020599913279623,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(C)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL143216,1,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(CCO)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL142351,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(CCO)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL142351,1,1.56,1.56,1.56,0.1931245983544616,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccc(N)cc5)CC4)cc3n21,O=c1cc2n(c3cc(N4CCN(Cc5ccccc5)CC4)ccc13)CS2,Escherichia coli,μg/mL,CHEMBL144942,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccc(N)cc5)CC4)cc3n21,O=c1cc2n(c3cc(N4CCN(Cc5ccccc5)CC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL144942,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(Cc5ccc(N)cc5)CC4)cc3n21,O=c1cc2n(c3cc(N4CCN(Cc5ccccc5)CC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL144942,1,3.13,3.13,3.13,0.49554433754644844,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(O)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL143566,1,0.05,0.05,0.05,-1.3010299956639813,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCN(O)CC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL143566,1,0.78,0.78,0.78,-0.10790539730951958,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNC(=O)C4)cc3n21,O=C1CN(c2ccc3c(=O)cc4n(c3c2)CS4)CCN1,Klebsiella pneumoniae,μg/mL,CHEMBL145436,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNC(=O)C4)cc3n21,O=C1CN(c2ccc3c(=O)cc4n(c3c2)CS4)CCN1,Pseudomonas aeruginosa,μg/mL,CHEMBL145436,1,6.25,6.25,6.25,0.7958800173440752,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL345937,2,0.198,0.006,0.39,-0.7033348097384688,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCNCC4)cc3n21,O=c1cc2n(c3cc(N4CCNCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL345937,2,0.88,0.2,1.56,-0.05551732784983137,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCOCC4)cc3n21,O=c1cc2n(c3cc(N4CCOCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL142730,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCOCC4)cc3n21,O=c1cc2n(c3cc(N4CCOCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL142730,1,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCSCC4)cc3n21,O=c1cc2n(c3cc(N4CCSCC4)ccc13)CS2,Klebsiella pneumoniae,μg/mL,CHEMBL442295,1,0.2,0.2,0.2,-0.6989700043360187,B,high,1,1.0
CC1Sc2c(C(=O)O)c(=O)c3cc(F)c(N4CCSCC4)cc3n21,O=c1cc2n(c3cc(N4CCSCC4)ccc13)CS2,Pseudomonas aeruginosa,μg/mL,CHEMBL442295,1,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
CCBr,CCBr,Acinetobacter baumannii,μg/mL,CHEMBL156378,2,576.0,128.0,1024.0,2.760422483423212,B,high,1,1.0
CCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2sc4ccccc4n23)CC1,O=c1cc2sc3ccccc3n2c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL290958,1,6.2,6.2,6.2,0.7923916894982539,B,high,1,1.0
CCC(=O)N1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)c2sc4ccccc4n23)CC1,O=c1cc2sc3ccccc3n2c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL290958,1,1.56,1.56,1.56,0.1931245983544616,B,high,1,1.0
CCC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL150998,1,0.5,0.5,0.5,-0.3010299956639812,B,high,1,1.0
CCC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Klebsiella pneumoniae,μg/mL,CHEMBL150998,1,1.0,1.0,1.0,0.0,B,high,1,1.0
CCC(C)(C)n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,O=c1cc[nH]c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL150998,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
CCC(C)C(C(=O)O)N1Cc2ccccc2C1=O,O=C1NCc2ccccc21,Pseudomonas aeruginosa,μg/mL,CHEMBL44470,1,3600.0,3600.0,3600.0,3.5563025007672873,B,high,1,1.0
CCC(C)Nc1nc2cc[n+](CC3=C(C(=O)[O-])N4C(=O)[C@@H](NC(=O)/C(=N\OC)c5csc(N)n5)[C@H]4SC3)cc2s1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccc4ncsc4c3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL63978,2,1.004,0.008,2.0,0.0017337128090005314,B,high,1,1.0
CCC(CC)c1cc[n+](CC2=C(C(=O)[O-])N3C(=O)[C@@H](NC(=O)/C(=N\OC)c4csc(N)n4)[C@H]3SC2)cc1,N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[n+]3ccccc3)CS[C@H]12)c1cscn1,Klebsiella pneumoniae,μg/mL,CHEMBL70079,2,4.015,0.03,8.0,0.6036855496146997,B,high,1,1.0
CCC1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CCO1,O=c1cc2scc3n2c2c(c(N4CCOCC4)ccc12)NC3,Escherichia coli,μg/mL,CHEMBL94791,2,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
CCC1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CCO1,O=c1cc2scc3n2c2c(c(N4CCOCC4)ccc12)NC3,Klebsiella pneumoniae,μg/mL,CHEMBL94791,1,0.39,0.39,0.39,-0.4089353929735008,B,high,1,1.0
CCC1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2N(C)C5)CCO1,O=c1cc2scc3n2c2c(c(N4CCOCC4)ccc12)NC3,Pseudomonas aeruginosa,μg/mL,CHEMBL94791,2,2.3449999999999998,1.56,3.13,0.370142847051102,B,high,1,1.0
CCC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL15431,1,0.4,0.4,0.4,-0.3979400086720376,B,high,1,1.0
CCC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)CCN1,O=c1ccn(-c2ccccc2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL15431,1,3.1,3.1,3.1,0.4913616938342727,B,high,1,1.0
CCC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Escherichia coli,μg/mL,CHEMBL15531,1,0.1,0.1,0.1,-1.0,B,high,1,1.0
CCC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CCN1,O=c1ccn(C2CC2)c2cc(N3CCNCC3)ccc12,Pseudomonas aeruginosa,μg/mL,CHEMBL15531,1,0.8,0.8,0.8,-0.09691001300805639,B,high,1,1.0
CCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,Acinetobacter baumannii,μg/mL,CHEMBL3115753,1,100.0,100.0,100.0,2.0,B,high,1,1.0
CCCC(=O)OC1C(C)OC(OC2C(C)OC(O[C@H]3[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@@H](O)[C@@H]3OC)C(O)C2N(C)C)CC1(C)O,O=C1CCC[C@@H](OC2CCC(OC3CCCCO3)CO2)CCCC/C=C/C=C/CCO1,Klebsiella pneumoniae,μg/mL,CHEMBL317991,1,25.0,25.0,25.0,1.3979400086720377,B,high,1,1.0
CCCC(CC(=O)NO)S(=O)(=O)c1ccccc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL76930,1,64.0,64.0,64.0,1.806179973983887,B,high,1,1.0
CCCC1CC(C(=O)NC(C)(CO)C(O)c2ccc([N+](=O)[O-])cc2)N(C)C1,O=C(NCCc1ccccc1)C1CCCN1,Klebsiella pneumoniae,μg/mL,CHEMBL22066,1,800.0,800.0,800.0,2.9030899869919438,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)C1CCCCC1,C1CCCCC1,Escherichia coli,μg/mL,CHEMBL77258,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)Cc1ccccc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL78328,1,128.0,128.0,128.0,2.1072099696478683,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(Br)cc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL76782,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(NC(C)=O)cc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL78128,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc(OC)cc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL43447,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)c1ccc2ccccc2c1,c1ccc2ccccc2c1,Escherichia coli,μg/mL,CHEMBL78001,1,8.0,8.0,8.0,0.9030899869919435,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)c1cccc(OC)c1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL306613,1,16.0,16.0,16.0,1.2041199826559248,B,high,1,1.0
CCCCC(CC(=O)NO)S(=O)(=O)c1ccccc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL263501,2,68.0,8.0,128.0,1.8325089127062364,B,high,1,1.0
CCCCC(CC(=O)NO)[S+]([O-])c1ccc(Br)cc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL306481,1,1.0,1.0,1.0,0.0,B,high,1,1.0
CCCCC(CC(=O)NO)[S+]([O-])c1ccc(OC)cc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL77579,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CCCCC(CC(=O)NO)[S+]([O-])c1ccc2ccccc2c1,c1ccc2ccccc2c1,Escherichia coli,μg/mL,CHEMBL77577,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CCCCC(CC(=O)NO)[S+]([O-])c1cccc(OC)c1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL77578,1,4.0,4.0,4.0,0.6020599913279624,B,high,1,1.0
CCCCC(CC(=O)NO)[S+]([O-])c1ccccc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL75433,2,16.5,1.0,32.0,1.2174839442139063,B,high,1,1.0
CCCCC/C=C\C/C=C\CCCCCCCC(=O)N[C@@H](CCCN)C(=O)N[C@@H](CCCN)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(N)=O,O=C(CCc1c[nH]c2ccccc12)NCCc1c[nH]c2ccccc12,Acinetobacter baumannii,μg/mL,CHEMBL3221232,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,Acinetobacter baumannii,μg/mL,CHEMBL3115754,1,25.0,25.0,25.0,1.3979400086720377,B,high,1,1.0
CCCCCC(CC(=O)NO)S(=O)(=O)c1ccccc1,c1ccccc1,Escherichia coli,μg/mL,CHEMBL74893,1,2.0,2.0,2.0,0.3010299956639812,B,high,1,1.0
CCCCCCC(=O)N[C@@H](C(=O)N[C@H](CCN)C(=O)NCC(=O)N[C@H](CO)C(=O)N[C@H](Cc1c[nH]c2ccccc12)C(=O)N[C@@H](CO)C(=O)N[C@@H](CCN)C(=O)N[C@H](CCN)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@H](C(=O)N[C@@H](C(=O)N[C@@H](C)C(=O)O)[C@@H](C)CC)C(C)C)C(C)C,O=C(CCc1c[nH]c2ccccc12)NCC(=O)NCC(=O)NCC(=O)NCCc1ccccc1,Acinetobacter baumannii,μg/mL,CHEMBL3115755,1,12.5,12.5,12.5,1.0969100130080565,B,high,1,1.0
