generated_candidate_id,parent_candidate_id,parent_structure_hash,generation_method,generator_version,generator_config,random_seed,reaction_or_operation,reaction_smarts,building_block_id,building_block_smiles,attachment_atom_index,canonical_smiles,inchikey,murcko_scaffold,generation_timestamp,provenance_hash,parent_alias,parent_source,parent_htvs_identity,MW,cLogP,TPSA,HBD,HBA,rotatable_bonds,formal_charge,ring_count,fractionCSP3,pains_alerts,structural_warnings,warning_count,sa_like_proxy,scaffold_retention,parent_similarity,novelty_vs_parent,nearest_htvs1633_id,nearest_neighbor_similarity,novelty_vs_htvs1633,nearest_generated_similarity,internal_diversity_contribution,property_tractability,cheap_screening_score,screening_pool_rank
ATP-GEN-963B8DB65916,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me,[*:1]C,25,Cc1cccc(CSc2nc3ccccc3cc2C[NH2+]Cc2ccc(C[NH+](C)C)cc2)c1,NURQPYRDOQXMOI-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,fd561523ccef3570ae73ed01f55db8468d0b1b3f3d68f029adafedce9ffbc5e6,IN-2,confirmed_reference_pose,not_claimed,443.66000000000025,3.7436200000000026,33.94,2,2,9,2,4,0.25,,,0,3.3950000000000005,True,0.8269230769230769,0.17307692307692313,ATP-HTVS-553AACDE3786,0.34782608695652173,0.6521739130434783,0.8301886792452831,0.16981132075471694,0.7338888888888888,0.7526842584996809,11
ATP-GEN-A0AD46590CE1,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,17,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cccc(F)c3nc2SCc2ccccc2)cc1,VFYOPZYFKIVQJN-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,ad7111f15a1817c0eda7429109ae17398edf7c252c116b88ee725f4bc5137e7e,IN-2,confirmed_reference_pose,not_claimed,447.62300000000016,3.5743000000000027,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7272727272727273,0.2727272727272727,ATP-HTVS-A86A798575A4,0.37142857142857144,0.6285714285714286,0.8,0.19999999999999996,0.7338888888888888,0.7524920634920635,12
ATP-GEN-B9896EAB127D,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Cl,[*:1]Cl,17,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cccc(Cl)c3nc2SCc2ccccc2)cc1,AOHHVKSCUPOLOV-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,7e2a54069a266e7e4216ed0b8d7e765aa0a8803cbd0ee0b3aa5fa17c35c09a9b,IN-2,confirmed_reference_pose,not_claimed,464.07800000000015,4.088600000000003,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7272727272727273,0.2727272727272727,ATP-HTVS-BCEA86BEEC0A,0.37142857142857144,0.6285714285714286,0.8,0.19999999999999996,0.7338888888888888,0.7524920634920635,13
ATP-GEN-FB032B093BEE,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_iPr,[*:1]C(C)C,14,CC(C)c1cccc2nc(SCc3ccccc3)c(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)cc12,VKFYQUOLLICMQO-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,ba7b18e3b51b23d539994b4e4cf497e329d3e11cbed37b59fe0e639de5f0025f,IN-2,confirmed_reference_pose,not_claimed,471.7140000000003,4.558600000000003,33.94,2,2,10,2,4,0.3,,,0,3.585,True,0.7454545454545455,0.2545454545454545,ATP-HTVS-27050A3A08BE,0.36923076923076925,0.6307692307692307,0.7758620689655172,0.22413793103448276,0.7127777777777777,0.7523300913645741,14
ATP-GEN-A82E42BDC399,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_NMe2,[*:1]N(C)C,17,CN(C)c1cccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc12,DRDYVTJWPMFZNT-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,6c8446972d0e7fd6c43617dd926288ed1068f51b7ec9669875edc29e26447c44,IN-2,confirmed_reference_pose,not_claimed,472.7020000000001,3.5012000000000016,37.18000000000001,2,3,10,2,4,0.27586206896551724,,,0,3.585,True,0.7142857142857143,0.2857142857142857,ATP-HTVS-BCEA86BEEC0A,0.36619718309859156,0.6338028169014085,0.7857142857142857,0.2142857142857143,0.7127777777777777,0.7514589760786945,15
ATP-GEN-80A31E9A52D5,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,14,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3c(F)cccc3nc2SCc2ccccc2)cc1,SCRFRCZJHYGGRO-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,52243e624da1b8e0a8ccd08816fa937e4f8f75d48cefcd6ec5162e85f4bd7f5d,IN-2,confirmed_reference_pose,not_claimed,447.6230000000001,3.5743000000000027,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7735849056603774,0.2264150943396226,ATP-HTVS-27050A3A08BE,0.38095238095238093,0.6190476190476191,0.7962962962962963,0.20370370370370372,0.7338888888888888,0.7511428571428571,16
ATP-GEN-5519EB3CED51,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Br,[*:1]Br,14,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3c(Br)cccc3nc2SCc2ccccc2)cc1,BFPYMYQZTCPGJD-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,284f505ab45b48b8661e598c2e54350fba2c5ab40e2665cae70d2d51e505ed48,IN-2,confirmed_reference_pose,not_claimed,508.5290000000001,4.197700000000004,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7735849056603774,0.2264150943396226,ATP-HTVS-A693217A85AE,0.38235294117647056,0.6176470588235294,0.7962962962962963,0.20370370370370372,0.7338888888888888,0.7508627450980392,17
ATP-GEN-60C8BBA9E8AB,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_iPr,[*:1]C(C)C,25,CC(C)c1cccc(CSc2nc3ccccc3cc2C[NH2+]Cc2ccc(C[NH+](C)C)cc2)c1,KCGMOLSPTYTAGF-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,2d702bdf8f422c8faa1497ad05077fdcd3b7df958431d4771db4043da7fbceea,IN-2,confirmed_reference_pose,not_claimed,471.7140000000003,4.558600000000003,33.94,2,2,10,2,4,0.3,,,0,3.585,True,0.7818181818181819,0.21818181818181814,ATP-HTVS-553AACDE3786,0.3333333333333333,0.6666666666666667,0.8392857142857143,0.1607142857142857,0.7127777777777777,0.7499960317460319,18
ATP-GEN-C72ED9E3262B,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me,[*:1]C,14,Cc1cccc2nc(SCc3ccccc3)c(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)cc12,APUPHUTZQILRSQ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,bbc0d7d53a2bc1298c2e68802c5a398fb6c42184fff24a3afb5dd343d39ac679,IN-2,confirmed_reference_pose,not_claimed,443.66000000000025,3.7436200000000026,33.94,2,2,9,2,4,0.25,,,0,3.3950000000000005,True,0.7884615384615384,0.21153846153846156,ATP-HTVS-27050A3A08BE,0.3870967741935484,0.6129032258064516,0.7962962962962963,0.20370370370370372,0.7338888888888888,0.7499139784946236,19
ATP-GEN-83963B27D9CD,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me,[*:1]C,17,Cc1cccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc12,ZVPLWZYQUDPNNE-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,e754e44dc77b51cd8ad709abb90338707d85e63fece893794ba5d983fc7829c5,IN-2,confirmed_reference_pose,not_claimed,443.66000000000014,3.7436200000000026,33.94,2,2,9,2,4,0.25,,,0,3.3950000000000005,True,0.7407407407407407,0.2592592592592593,ATP-HTVS-BCEA86BEEC0A,0.37681159420289856,0.6231884057971014,0.8148148148148148,0.18518518518518523,0.7338888888888888,0.7491932367149758,20
ATP-GEN-0855E34BAFD6,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,24,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2F)cc1,GIRFERUHISIBFC-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,3b8f73be5580cd380c3b84ecec4233552d836a955f8376176ccd8ce99197ebe8,IN-2,confirmed_reference_pose,not_claimed,447.6230000000001,3.5743000000000027,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7735849056603774,0.2264150943396226,ATP-HTVS-F4F3BDD05BAD,0.3918918918918919,0.6081081081081081,0.7962962962962963,0.20370370370370372,0.7338888888888888,0.748954954954955,21
ATP-GEN-17075A523070,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_SO2NH2,[*:1]S(=O)(=O)N,12,C[NH+](C)Cc1ccc(C[NH2+]Cc2c(SCc3ccccc3)nc3ccccc3c2S(N)(=O)=O)cc1,WHVKMVDKEKHADM-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,793e37db6cafc257bc98b1c404bd732e314aba665196c3d64b4c5fed5ac81885,IN-2,confirmed_reference_pose,not_claimed,508.71300000000014,2.082600000000001,94.1,3,4,10,2,4,0.2222222222222222,,,0,3.62,True,0.5901639344262295,0.4098360655737705,ATP-HTVS-27050A3A08BE,0.42857142857142855,0.5714285714285714,0.7192982456140351,0.2807017543859649,0.7088888888888889,0.7481687552213869,22
ATP-GEN-7A09946D3816,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Br,[*:1]Br,17,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cccc(Br)c3nc2SCc2ccccc2)cc1,KRRUUDMTHDVZLJ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,4728a373ef81f01be46fb3461747d3acf089f6101a9d8ecdc302c3fec84cc4f8,IN-2,confirmed_reference_pose,not_claimed,508.5290000000001,4.197700000000004,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7407407407407407,0.2592592592592593,ATP-HTVS-A693217A85AE,0.38235294117647056,0.6176470588235294,0.8148148148148148,0.18518518518518523,0.7338888888888888,0.7480849673202614,23
ATP-GEN-B68026332FC5,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Br,[*:1]Br,25,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2cccc(Br)c2)cc1,FLZXYPVLTFLRDP-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,5187bae53ded4b4c72b12e1c04a1c2fdee3c78ceb913a437e4e640c46a76c94f,IN-2,confirmed_reference_pose,not_claimed,508.5290000000001,4.197700000000004,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.8113207547169812,0.18867924528301883,ATP-HTVS-A693217A85AE,0.37142857142857144,0.6285714285714286,0.8333333333333334,0.16666666666666663,0.7338888888888888,0.7474920634920634,24
ATP-GEN-2CD174ECFC7B,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Cl,[*:1]Cl,14,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3c(Cl)cccc3nc2SCc2ccccc2)cc1,RDXVJOKVYMCVHK-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,48b9abb868e91a89489f995f1cf806e23f1ea65d3001c76f825b9f96320000e0,IN-2,confirmed_reference_pose,not_claimed,464.07800000000015,4.088600000000003,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7735849056603774,0.2264150943396226,ATP-HTVS-37A579E82C38,0.4,0.6,0.7962962962962963,0.20370370370370372,0.7338888888888888,0.7473333333333334,25
ATP-GEN-BCED619E1E31,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Cl,[*:1]Cl,24,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2Cl)cc1,QSBONHBKPNUTEC-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,79912bbd714935894a17df7aaa18bbe3ee6e627e38dbc742a6a4f1ee0d52bbd7,IN-2,confirmed_reference_pose,not_claimed,464.0780000000001,4.088600000000003,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7735849056603774,0.2264150943396226,ATP-HTVS-37A579E82C38,0.4,0.6,0.7962962962962963,0.20370370370370372,0.7338888888888888,0.7473333333333334,26
ATP-GEN-EDF096265289,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me,[*:1]C,5,Cc1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,NMSKCLRTIYYYHO-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,eac6925f0736f487d43feb570c73db4dccfab9349259088a09a90b2f42c36c22,IN-2,confirmed_reference_pose,not_claimed,443.66000000000025,3.7436200000000017,33.94,2,2,9,2,4,0.25,,,0,3.3950000000000005,True,0.8076923076923077,0.1923076923076923,ATP-HTVS-E4F433E7DDB9,0.34210526315789475,0.6578947368421053,0.8846153846153846,0.11538461538461542,0.7338888888888888,0.7456644174538911,27
ATP-GEN-26D5CDE86512,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CN,[*:1]C#N,12,C[NH+](C)Cc1ccc(C[NH2+]Cc2c(SCc3ccccc3)nc3ccccc3c2C#N)cc1,USERFSQNWPPTQM-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,88d2040b682c9f5bfeee96a4aa338188c575c4aceedbc66a70a8c9d8542f183f,IN-2,confirmed_reference_pose,not_claimed,454.6430000000001,3.3068800000000023,57.73,2,3,9,2,4,0.21428571428571427,,,0,3.4299999999999997,True,0.6101694915254238,0.38983050847457623,ATP-HTVS-27050A3A08BE,0.4426229508196721,0.5573770491803278,0.7454545454545455,0.2545454545454545,0.73,0.7456572280178837,28
ATP-GEN-1AB85D7E2E63,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,25,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2cccc(F)c2)cc1,UBDDQTFXYKHFLP-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,903cc26b6ab4e7f36106254d8553b0587e73c6e50c1b29fe3eeb3a6a3638f380,IN-2,confirmed_reference_pose,not_claimed,447.6230000000001,3.5743000000000027,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.8113207547169812,0.18867924528301883,ATP-HTVS-3A71FF84034D,0.38235294117647056,0.6176470588235294,0.8333333333333334,0.16666666666666663,0.7338888888888888,0.7453071895424837,29
ATP-GEN-6086EAB55CD7,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Cl,[*:1]Cl,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(Cl)cc3nc2SCc2ccccc2)cc1,GHJIEGJGCHCMIG-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,0d5f1ee0ba27a8ecaf11a151b4351cccf388670ade99fd67a85e4378076ed336,IN-2,confirmed_reference_pose,not_claimed,464.07800000000015,4.088600000000003,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7924528301886793,0.2075471698113207,ATP-HTVS-BCEA86BEEC0A,0.37142857142857144,0.6285714285714286,0.8518518518518519,0.14814814814814814,0.7338888888888888,0.7447142857142857,30
ATP-GEN-48FD58B18129,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_SO2NH2,[*:1]S(=O)(=O)N,17,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cccc(S(N)(=O)=O)c3nc2SCc2ccccc2)cc1,OGNJSNCTJARJCM-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,36dbe89129e5c745b218539892577945e92004fbc2111ac7cc8e6a3ed0dc4017,IN-2,confirmed_reference_pose,not_claimed,508.7130000000002,2.082600000000001,94.10000000000001,3,4,10,2,4,0.2222222222222222,,,0,3.62,True,0.6666666666666666,0.33333333333333337,ATP-HTVS-7C2B62D08873,0.3972602739726027,0.6027397260273972,0.7868852459016393,0.21311475409836067,0.7088888888888889,0.7442929360980113,31
ATP-GEN-A100C3DC972B,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CONH2,[*:1]C(=O)N,24,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2C(N)=O)cc1,PJRZTZLEEYUPBQ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,029ac282998e4c5ab1f21af70ac036c01dc3a82286a6cca5f4c2d7bf987004d9,IN-2,confirmed_reference_pose,not_claimed,472.6580000000002,2.5340999999999996,77.03,3,3,10,2,4,0.21428571428571427,,,0,3.585,True,0.7068965517241379,0.2931034482758621,ATP-HTVS-F8D08A3E140C,0.38961038961038963,0.6103896103896104,0.8032786885245902,0.19672131147540983,0.7127777777777777,0.7441416743547891,32
ATP-GEN-85CC2556A6C7,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me,[*:1]C,16,Cc1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,XICMENYFKQGFCQ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,6a2b4be3761ae06c3892dfc7e43ac5a90de860d2b9bfc3b94b87c5f0d285137e,IN-2,confirmed_reference_pose,not_claimed,443.66000000000014,3.7436200000000026,33.94,2,2,9,2,4,0.25,,,0,3.3950000000000005,True,0.8076923076923077,0.1923076923076923,ATP-HTVS-BCEA86BEEC0A,0.37681159420289856,0.6231884057971014,0.8490566037735849,0.15094339622641506,0.7338888888888888,0.7440569683711604,33
ATP-GEN-BD60F3115C29,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Br,[*:1]Br,5,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1Br,IODLUYUOGQKNSS-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,45dc6178420a0586a416615149b870c5f42eba7b36edb6946c826bc195a8888b,IN-2,confirmed_reference_pose,not_claimed,508.5290000000001,4.197700000000004,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7924528301886793,0.2075471698113207,ATP-HTVS-3E51FD2FD256,0.35135135135135137,0.6486486486486487,0.8867924528301887,0.1132075471698113,0.7338888888888888,0.7434886395829792,34
ATP-GEN-7EDB77D61EB0,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_NMe2,[*:1]N(C)C,25,CN(C)c1cccc(CSc2nc3ccccc3cc2C[NH2+]Cc2ccc(C[NH+](C)C)cc2)c1,UOEFZRXSBPROMC-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,4cf1bdeaaa0f7a4d8a64e576b2cbbf5acea171cc18165f2e54c6bf600f40e05b,IN-2,confirmed_reference_pose,not_claimed,472.7020000000003,3.5012000000000016,37.18,2,3,10,2,4,0.27586206896551724,,,0,3.585,True,0.7962962962962963,0.20370370370370372,ATP-HTVS-B8D4F4CA2980,0.3698630136986301,0.6301369863013699,0.8363636363636363,0.1636363636363637,0.7127777777777777,0.743128407361284,35
ATP-GEN-B94A3A6839BC,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_iPr,[*:1]C(C)C,5,CC(C)c1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,SEFSVMFABVDKJJ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,0f68c1bec5be6cb19098237ade44e6a239835b521cfb0ae1110d1079fb69dfbd,IN-2,confirmed_reference_pose,not_claimed,471.7140000000002,4.558600000000004,33.94,2,2,10,2,4,0.3,,,0,3.585,True,0.7636363636363637,0.23636363636363633,ATP-HTVS-E4F433E7DDB9,0.3291139240506329,0.6708860759493671,0.8909090909090909,0.10909090909090913,0.7127777777777777,0.7430964071090653,36
