generated_candidate_id,parent_candidate_id,parent_structure_hash,generation_method,generator_version,generator_config,random_seed,reaction_or_operation,reaction_smarts,building_block_id,building_block_smiles,attachment_atom_index,canonical_smiles,inchikey,murcko_scaffold,generation_timestamp,provenance_hash,parent_alias,parent_source,parent_htvs_identity,MW,cLogP,TPSA,HBD,HBA,rotatable_bonds,formal_charge,ring_count,fractionCSP3,pains_alerts,structural_warnings,warning_count,sa_like_proxy,scaffold_retention
ATP-GEN-9B2C715097D8,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Ph,[*:1]c1ccccc1,15,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cc(-c4ccccc4)ccc3nc2SCc2ccccc2)cc1,SZHLYIGAJIYYLT-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3cc(-c4ccccc4)ccc3nc2SCc2ccccc2)cc1,2026-08-28,b986b1ea2ece3920588b24983e015d1aaa2182687c9b5c48aab237439cb1bb69,IN-2,confirmed_reference_pose,not_claimed,505.73100000000017,5.102200000000005,33.94,2,2,10,2,5,0.18181818181818182,,,0,3.8699999999999997,False
ATP-GEN-F2A02EE359A3,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_pyrimidinyl,[*:1]c1nccnc1,15,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cc(-c4cnccn4)ccc3nc2SCc2ccccc2)cc1,MYUJZIVPFTYJBJ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3cc(-c4cnccn4)ccc3nc2SCc2ccccc2)cc1,2026-08-28,c8525dfe6868ce8e7ceb4169477f9f4f647a74f06ad556587d93e9795ca73ca2,IN-2,confirmed_reference_pose,not_claimed,507.70700000000016,3.8922000000000034,59.72,2,4,10,2,5,0.1935483870967742,,,0,3.8699999999999997,False
ATP-GEN-206D7DCB170E,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CH2OH,[*:1]CO,15,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cc(CO)ccc3nc2SCc2ccccc2)cc1,WMPXONIUHXHJCL-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,9daa5bd829e0ceefb12d19ccc3f627a91e7b552ec2ffddd8b42fccb5de9140e4,IN-2,confirmed_reference_pose,not_claimed,459.6590000000001,2.927500000000001,54.17,3,3,10,2,4,0.25,,,0,3.55,True
ATP-GEN-30CE7C880712,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CH2CH2OH,[*:1]CCO,15,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cc(CCO)ccc3nc2SCc2ccccc2)cc1,FVRSCYLRYSFBSX-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,8e8a27d4d3fe8ec8c307ca2cb3bf114dbc74de612189c3c2eadd71a39716b478,IN-2,confirmed_reference_pose,not_claimed,473.6860000000001,2.9700000000000015,54.17,3,3,11,2,4,0.27586206896551724,,,0,3.705,True
ATP-GEN-A4B3DA23E5F9,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CO2Me,[*:1]C(=O)OC,15,COC(=O)c1ccc2nc(SCc3ccccc3)c(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)cc2c1,SJSKOEAOHNMDJO-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,038029b1d14ac340fa2d7be070f2273e37e95161cd3aa84122e94d13b0f3b411,IN-2,confirmed_reference_pose,not_claimed,487.6690000000003,3.221800000000001,60.239999999999995,2,4,10,2,4,0.2413793103448276,,,0,3.62,True
ATP-GEN-2A0B93BD0836,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_cPr,[*:1]C1CC1,15,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cc(C4CC4)ccc3nc2SCc2ccccc2)cc1,CRFWWMWSXGBHCE-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3cc(C4CC4)ccc3nc2SCc2ccccc2)cc1,2026-08-28,7749fb6c3c269d5c09a2e5e548725e1d7b7350cd439375ad27f7318376ffc5aa,IN-2,confirmed_reference_pose,not_claimed,469.69800000000015,4.312600000000004,33.94,2,2,10,2,5,0.3,,,0,3.765,False
ATP-GEN-B19F8A3C856D,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_morpholine,[*:1]N1CCOCC1,15,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cc(N4CCOCC4)ccc3nc2SCc2ccccc2)cc1,ZCWCDRXZEKNJAT-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3cc(N4CCOCC4)ccc3nc2SCc2ccccc2)cc1,2026-08-28,90b9f3499ad59d265eeb69e38844a6f5993d2def7fc98d07c90454ed0465e5d6,IN-2,confirmed_reference_pose,not_claimed,514.7390000000003,3.2718000000000025,46.41,2,4,10,2,5,0.3225806451612903,,,0,3.8699999999999997,False
ATP-GEN-682B9656BDB3,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(F)cc3nc2SCc2ccccc2)cc1,QKLZPYBUCNXOPT-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,a87ee87464af6aa2993c82c9c90c18f3bf4688046274ad04123b83fa8706aad3,IN-2,confirmed_reference_pose,not_claimed,447.6230000000001,3.5743000000000027,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True
ATP-GEN-6086EAB55CD7,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Cl,[*:1]Cl,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(Cl)cc3nc2SCc2ccccc2)cc1,GHJIEGJGCHCMIG-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,0d5f1ee0ba27a8ecaf11a151b4351cccf388670ade99fd67a85e4378076ed336,IN-2,confirmed_reference_pose,not_claimed,464.07800000000015,4.088600000000003,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True
ATP-GEN-6121CFFF3B72,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Br,[*:1]Br,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(Br)cc3nc2SCc2ccccc2)cc1,CFDLFPFCMBDNPC-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,5e8c3a3cca21f65c678d007f4c2e3cf7011aedb745fafa9261e26dc7d25c4b6e,IN-2,confirmed_reference_pose,not_claimed,508.5290000000001,4.197700000000004,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True
ATP-GEN-85CC2556A6C7,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me,[*:1]C,16,Cc1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,XICMENYFKQGFCQ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,6a2b4be3761ae06c3892dfc7e43ac5a90de860d2b9bfc3b94b87c5f0d285137e,IN-2,confirmed_reference_pose,not_claimed,443.66000000000014,3.7436200000000026,33.94,2,2,9,2,4,0.25,,,0,3.3950000000000005,True
ATP-GEN-5789C72E0C6E,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Et,[*:1]CC,16,CCc1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,QZQOOMSKODJALE-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,5aee17ff3d61a1e170053757450eafadda423fa17a9bd8cbb9251e5d2e04c5df,IN-2,confirmed_reference_pose,not_claimed,457.6870000000001,3.997600000000003,33.94,2,2,10,2,4,0.27586206896551724,,,0,3.55,True
ATP-GEN-D0AEE101CC4E,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_iPr,[*:1]C(C)C,16,CC(C)c1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,IMSBHFZDTJMZBS-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,c040f039295f1cab9dbeba771db124c229a6bfd86ea16de4e53b10379ede9a92,IN-2,confirmed_reference_pose,not_claimed,471.7140000000001,4.558600000000004,33.94,2,2,10,2,4,0.3,,,0,3.585,True
ATP-GEN-1C2367667137,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_OMe,[*:1]OC,16,COc1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,CYFYFICACZMAQZ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,dccebbe5b8ccc512026e94ec84022f6f6ad49e0e538af2b26c83e1f950aebdad,IN-2,confirmed_reference_pose,not_claimed,459.65900000000016,3.443800000000002,43.17,2,3,10,2,4,0.25,,,0,3.55,True
ATP-GEN-FBA790EB97C5,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_OEt,[*:1]OCC,16,CCOc1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,XMOCJVZYQUWGTC-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,66a1287a6271a2105f5fcd285349e39e0770d3859e2cef626f2bd80c55c6d6c2,IN-2,confirmed_reference_pose,not_claimed,473.68600000000015,3.8339000000000025,43.17,2,3,11,2,4,0.27586206896551724,,,0,3.705,True
ATP-GEN-417172D65AEA,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CN,[*:1]C#N,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(C#N)cc3nc2SCc2ccccc2)cc1,DRHVFKCNVJBYIR-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,a1b25e8e7fc8c371d96180a6c0a54e6d223c06c59d12e45141cc7cb7a7426216,IN-2,confirmed_reference_pose,not_claimed,454.64300000000014,3.3068800000000023,57.730000000000004,2,3,9,2,4,0.21428571428571427,,,0,3.4299999999999997,True
ATP-GEN-0F83499026D7,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CF3,[*:1]C(F)(F)F,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(C(F)(F)F)cc3nc2SCc2ccccc2)cc1,RICAMMHEEBHJDZ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,7d5b680ab477fcdcfc567d5c60a0fe18298e09849a110b5baeeb76112509c1d6,IN-2,confirmed_reference_pose,not_claimed,497.6300000000001,4.454000000000003,33.94,2,2,9,2,4,0.25,,,0,3.5,True
ATP-GEN-9C8AE038EDD0,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CONH2,[*:1]C(=O)N,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(C(N)=O)cc3nc2SCc2ccccc2)cc1,FSESDXSAQMUESD-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,20a0f8688c2ebe6ac4aae8fc47acefeb276229c13c9258984d98fb9daca7a31d,IN-2,confirmed_reference_pose,not_claimed,472.6580000000002,2.5341000000000022,77.03,3,3,10,2,4,0.21428571428571427,,,0,3.585,True
ATP-GEN-BE6AAB754E2D,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_SO2NH2,[*:1]S(=O)(=O)N,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(S(N)(=O)=O)cc3nc2SCc2ccccc2)cc1,WCFXZNZXLNCHKB-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,914e5295eb17099ede0d5e4898e500bdab6dbe491bb6bef585c5a53d833fd07e,IN-2,confirmed_reference_pose,not_claimed,508.7130000000002,2.082600000000001,94.10000000000001,3,4,10,2,4,0.2222222222222222,,,0,3.62,True
ATP-GEN-4DE675F62D15,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_NMe2,[*:1]N(C)C,16,CN(C)c1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,AUJOACHAQLJMQU-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,0781de8ec3b916fe4e87c42279fa0afbbf2a221836618de68b680a48a200811f,IN-2,confirmed_reference_pose,not_claimed,472.7020000000001,3.5012000000000016,37.18000000000001,2,3,10,2,4,0.27586206896551724,,,0,3.585,True
ATP-GEN-6B02AC456E50,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Ph,[*:1]c1ccccc1,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(-c4ccccc4)cc3nc2SCc2ccccc2)cc1,YYAJYAZIFXKJIF-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccc(-c4ccccc4)cc3nc2SCc2ccccc2)cc1,2026-08-28,60cd30eabcf51983ff6be84f33c79bcfe300b9a265e26d85f808746767649ecd,IN-2,confirmed_reference_pose,not_claimed,505.73100000000017,5.102200000000005,33.94,2,2,10,2,5,0.18181818181818182,,,0,3.8699999999999997,False
ATP-GEN-840E4DE1558A,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_pyrimidinyl,[*:1]c1nccnc1,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(-c4cnccn4)cc3nc2SCc2ccccc2)cc1,ONUZUQRMXANPBP-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccc(-c4cnccn4)cc3nc2SCc2ccccc2)cc1,2026-08-28,c0d66a92448660b9a8c3e19885a1244d0eedafec7243f6b01233895420a4495c,IN-2,confirmed_reference_pose,not_claimed,507.70700000000016,3.8922000000000034,59.72,2,4,10,2,5,0.1935483870967742,,,0,3.8699999999999997,False
ATP-GEN-22DD9C7BE9EF,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CH2OH,[*:1]CO,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(CO)cc3nc2SCc2ccccc2)cc1,IDFSNBBGHOZBRE-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,04c042429a5a07ca83b7a48eb01e66bb2fe6b0e871621b6cae3ae18971215534,IN-2,confirmed_reference_pose,not_claimed,459.6590000000001,2.927500000000001,54.17,3,3,10,2,4,0.25,,,0,3.55,True
ATP-GEN-9A21BEAB1206,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CH2CH2OH,[*:1]CCO,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(CCO)cc3nc2SCc2ccccc2)cc1,WTQBQEPBYHUWFW-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,0acc95e4d64f35c458e7764cd4756e4c634f699a50aff6c6209448c866dcca25,IN-2,confirmed_reference_pose,not_claimed,473.68600000000015,2.9700000000000015,54.17,3,3,11,2,4,0.27586206896551724,,,0,3.705,True
ATP-GEN-A368FD1489FB,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CO2Me,[*:1]C(=O)OC,16,COC(=O)c1ccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc2c1,BMDPZEQLHJNBLB-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,15ca22918ec20114f0a93826d2a22edfd1989231341908c64bad3c4ae551bb8e,IN-2,confirmed_reference_pose,not_claimed,487.66900000000015,3.2218000000000018,60.239999999999995,2,4,10,2,4,0.2413793103448276,,,0,3.62,True
ATP-GEN-18CB15A9049C,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_cPr,[*:1]C1CC1,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(C4CC4)cc3nc2SCc2ccccc2)cc1,ORLNGIKXKVGKMN-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccc(C4CC4)cc3nc2SCc2ccccc2)cc1,2026-08-28,b3db5e0ad5e7ca1e3761259cf95a5cb816db880f92c0fdfd8caeb135b20b5b4c,IN-2,confirmed_reference_pose,not_claimed,469.69800000000015,4.312600000000004,33.94,2,2,10,2,5,0.3,,,0,3.765,False
ATP-GEN-3CA35D221279,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_morpholine,[*:1]N1CCOCC1,16,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(N4CCOCC4)cc3nc2SCc2ccccc2)cc1,DDAHNUHVXNIZMK-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccc(N4CCOCC4)cc3nc2SCc2ccccc2)cc1,2026-08-28,00524fb56cb1189b4ee263cb1811f7c2a693068a86ebcdfd0d15b2b743efefab,IN-2,confirmed_reference_pose,not_claimed,514.7390000000004,3.2718000000000025,46.41,2,4,10,2,5,0.3225806451612903,,,0,3.8699999999999997,False
ATP-GEN-A0AD46590CE1,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,17,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cccc(F)c3nc2SCc2ccccc2)cc1,VFYOPZYFKIVQJN-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,ad7111f15a1817c0eda7429109ae17398edf7c252c116b88ee725f4bc5137e7e,IN-2,confirmed_reference_pose,not_claimed,447.62300000000016,3.5743000000000027,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True
ATP-GEN-B9896EAB127D,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Cl,[*:1]Cl,17,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cccc(Cl)c3nc2SCc2ccccc2)cc1,AOHHVKSCUPOLOV-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,7e2a54069a266e7e4216ed0b8d7e765aa0a8803cbd0ee0b3aa5fa17c35c09a9b,IN-2,confirmed_reference_pose,not_claimed,464.07800000000015,4.088600000000003,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True
ATP-GEN-7A09946D3816,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Br,[*:1]Br,17,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3cccc(Br)c3nc2SCc2ccccc2)cc1,KRRUUDMTHDVZLJ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,4728a373ef81f01be46fb3461747d3acf089f6101a9d8ecdc302c3fec84cc4f8,IN-2,confirmed_reference_pose,not_claimed,508.5290000000001,4.197700000000004,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True
ATP-GEN-83963B27D9CD,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me,[*:1]C,17,Cc1cccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc12,ZVPLWZYQUDPNNE-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,e754e44dc77b51cd8ad709abb90338707d85e63fece893794ba5d983fc7829c5,IN-2,confirmed_reference_pose,not_claimed,443.66000000000014,3.7436200000000026,33.94,2,2,9,2,4,0.25,,,0,3.3950000000000005,True
