generated_candidate_id,parent_candidate_id,parent_structure_hash,generation_method,generator_version,generator_config,random_seed,reaction_or_operation,reaction_smarts,building_block_id,building_block_smiles,attachment_atom_index,canonical_smiles,inchikey,murcko_scaffold,generation_timestamp,provenance_hash,parent_alias,parent_source,parent_htvs_identity,MW,cLogP,TPSA,HBD,HBA,rotatable_bonds,formal_charge,ring_count,fractionCSP3,pains_alerts,structural_warnings,warning_count,sa_like_proxy,scaffold_retention,parent_similarity,novelty_vs_parent,nearest_htvs1633_id,nearest_neighbor_similarity,novelty_vs_htvs1633,nearest_generated_similarity,internal_diversity_contribution,property_tractability,cheap_screening_score,screening_pool_rank,status,vina_affinity,pose_qc,pose_count,failure_category,failure_reason,protocol_id,protocol_hash,receptor_hash,tool_hash,ligand_hash,pose_hash,job_signature,cached,pose_path,job_folder,vina_rank_within_generated_pool,vina_component,generated_candidate_score,parent_vina_affinity,vina_delta_vs_parent,acquisition_priority,recommended_next_evidence,interpretation
ATP-GEN-FD1FCECEBA48,ATP-SMI-874C2DE25FE4,da63e53fa231bf5ae5f6e08e772053567d8b40bcf05f228817adb437a63c47ae,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_SO2NH2,[*:1]S(=O)(=O)N,2,Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1S(N)(=O)=O,ZAHBFTFQJBTSIJ-MUUNZHRXSA-P,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,2026-08-28,d40cb5080619333eeeb2e0778f7b0f36e1ec5242f24d200f1e999668dcb577dd,Hit3,internal_historical_structure,unresolved,547.7250000000004,0.9673200000000028,119.26,4,4,10,2,5,0.3,,,0,4.14,True,0.7285714285714285,0.2714285714285714,ATP-HTVS-FFD71C24E98D,0.4814814814814814,0.5185185185185186,0.8142857142857143,0.1857142857142857,0.6511111111111112,0.7117830687830689,114,success,-9.179,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,f1bbae3ca60d54309bd51a92fccd20ac1a6455384e8c8de7b1ecda26d79a7dfd,883693800174a8e6eed7069e6a645881f82b37b12542b6b0cde95b5c0920d328,9744523d6cdacae47974f2f79a85b2a330d4a668720bf1754319dd3de4542e82,True,results\phase16\poses\ATP-GEN-FD1FCECEBA48_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\97\9744523d6cdacae47974f2f79a85b2a330d4a668720bf1754319dd3de4542e82,2,0.9915966386554622,0.7096822284469343,-8.846,-0.3330000000000002,12,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-BB0F45ED0D68,ATP-SMI-874C2DE25FE4,da63e53fa231bf5ae5f6e08e772053567d8b40bcf05f228817adb437a63c47ae,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CONH2,[*:1]C(=O)N,15,Cc1ccc(-c2nn(Cc3ccccc3)c(C(N)=O)c2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1,YQTQTXOUBMOZAK-HHHXNRCGSA-P,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,2026-08-28,8ee22252b97ddba8a04da7d1b751f96e3535d8dd845686eab24a9026911b3d5f,Hit3,internal_historical_structure,unresolved,511.6700000000004,1.418820000000002,102.19,4,3,10,2,5,0.2903225806451613,,,0,4.105,True,0.676056338028169,0.323943661971831,ATP-HTVS-AB6A0F8FBF12,0.4024390243902439,0.5975609756097561,0.8309859154929577,0.1690140845070422,0.655,0.7258643077980076,98,success,-8.582,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,405ef3b6dd636b59babde9b0640c0fe894177fc4dbe1d01fda33e2c9ef9f83a6,760bb7103561ccbb23398964cde8a55c310ec13323a9024fb7f9f6f161e0183c,52d81e4d1f2ac7d313f6bda21f7688bd61ea7cd2f203311e5374d5af900aaf54,True,results\phase16\poses\ATP-GEN-BB0F45ED0D68_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\52\52d81e4d1f2ac7d313f6bda21f7688bd61ea7cd2f203311e5374d5af900aaf54,10,0.9243697478991597,0.7069567447727975,-8.846,0.26399999999999935,13,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-A100C3DC972B,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CONH2,[*:1]C(=O)N,24,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2C(N)=O)cc1,PJRZTZLEEYUPBQ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,029ac282998e4c5ab1f21af70ac036c01dc3a82286a6cca5f4c2d7bf987004d9,IN-2,confirmed_reference_pose,not_claimed,472.6580000000002,2.5341,77.03,3,3,10,2,4,0.2142857142857142,,,0,3.585,True,0.7068965517241379,0.2931034482758621,ATP-HTVS-F8D08A3E140C,0.3896103896103896,0.6103896103896104,0.8032786885245902,0.1967213114754098,0.7127777777777777,0.7441416743547891,32,success,-8.431,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,c20cbec7b43d76272d1205845e960332add1207e20b03543ae35d48cd6e67c7e,8d0c1e9d890ce7532d7e60c1edb2b17827196b2f4d2388ef0684e981010facc9,2dd1abb8ef96e9611b9b2a4795c8c9b9faefe74e9473b05bea6bd02b62906308,True,results\phase16\poses\ATP-GEN-A100C3DC972B_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\2d\2dd1abb8ef96e9611b9b2a4795c8c9b9faefe74e9473b05bea6bd02b62906308,19,0.8487394957983193,0.7063265483043689,-8.212,-0.21899999999999942,14,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-7D56AC38C465,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CF3,[*:1]C(F)(F)F,24,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2C(F)(F)F)cc1,IWGUSXWDWQWWOM-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,dfeae6accf86e07eb31e1ea7c7cf99f2b5d9a15db96b1e705f5712f128ca1a38,IN-2,confirmed_reference_pose,not_claimed,497.6300000000001,4.454000000000004,33.94,2,2,9,2,4,0.25,,,0,3.5,True,0.7321428571428571,0.2678571428571429,ATP-HTVS-B8D4F4CA2980,0.3333333333333333,0.6666666666666667,0.7758620689655172,0.2241379310344827,0.7222222222222222,0.7613984674329501,1,success,-8.33,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,268c154da59d98fb77d1051a8f815f0c6ad802454353ade02350cb70b55f54f8,126ff9062192f4fceda1c10f4d7b17cd0586dea28f99d9a993a79a8142d3ecbd,4afd3d88a48d7126e4c4b6088aabb8e30977f294c5af283724ca864624e4c052,True,results\phase16\poses\ATP-GEN-7D56AC38C465_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\4a\4afd3d88a48d7126e4c4b6088aabb8e30977f294c5af283724ca864624e4c052,28,0.773109243697479,0.70467577835732,-8.212,-0.11800000000000033,15,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-3B3178A0D6A8,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,5,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1F,HLMJVPGCNIFNPX-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,1ba190b8477426a87ba45a5f465175785b6a20a29964742dd1c7112872d6afd1,IN-2,confirmed_reference_pose,not_claimed,447.6230000000001,3.5743000000000027,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7924528301886793,0.2075471698113207,ATP-HTVS-27B53DA4C14D,0.391304347826087,0.6086956521739131,0.8867924528301887,0.1132075471698113,0.7338888888888888,0.735498040288032,67,success,-8.445,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,daa229c9491c2f9cd10650e8d78dfa156f4d1907bd49a2a7e0100029d49ec288,3949e9506f163adb0818e60ce0d96a9b949be06213ac31aa85b10c6b93b53a66,b4ef1541cdacf63f022631cd5b89cc601c9957d92766a99f7ef435b8087276ae,True,results\phase16\poses\ATP-GEN-3B3178A0D6A8_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\b4\b4ef1541cdacf63f022631cd5b89cc601c9957d92766a99f7ef435b8087276ae,16,0.8739495798319328,0.7039854352460153,-8.212,-0.23300000000000054,16,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-5DEF04ACDBD9,ATP-SMI-874C2DE25FE4,da63e53fa231bf5ae5f6e08e772053567d8b40bcf05f228817adb437a63c47ae,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_NMe2,[*:1]N(C)C,2,Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1N(C)C,RAGIWFHSZHPTFG-SSEXGKCCSA-P,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,2026-08-28,0b5620a7b44284af05d7ef3f3f2a2515ff73178a1275ee5474d9090c1bd1d4f4,Hit3,internal_historical_structure,unresolved,511.7140000000004,2.3859200000000014,62.34,3,3,10,2,5,0.34375,,,0,4.105,True,0.7611940298507462,0.2388059701492537,ATP-HTVS-D53BE49171F7,0.4473684210526316,0.5526315789473684,0.8333333333333334,0.1666666666666666,0.655,0.7165263157894737,108,success,-8.76,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,3e764e17c14be448af24fa7b913872060dfe41dd9f212f0d11c5c73156fb6008,a4541c017a0efc2954a33b938f643e3991700a6c7fa78ce3ab5d13b94b321362,0f57cb0a70b1800336dd67cde4c942316d9bde626fdbfe65fd06d3c3e6240a91,True,results\phase16\poses\ATP-GEN-5DEF04ACDBD9_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\0f\0f57cb0a70b1800336dd67cde4c942316d9bde626fdbfe65fd06d3c3e6240a91,7,0.9495798319327731,0.7039212737726669,-8.846,0.0860000000000003,17,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-1990BDD936CA,ATP-SMI-874C2DE25FE4,da63e53fa231bf5ae5f6e08e772053567d8b40bcf05f228817adb437a63c47ae,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F,[*:1]F,15,Cc1ccc(-c2nn(Cc3ccccc3)c(F)c2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1,VMXOEDLVCYWHFN-HHHXNRCGSA-P,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,2026-08-28,f0003af5c5b02135a654d704f9f14fb3f0701feef84e80ceb34c6efd1f5d52d4,Hit3,internal_historical_structure,unresolved,486.63500000000033,2.4590200000000006,59.1,3,2,9,2,5,0.3,,,0,3.915000000000001,True,0.7164179104477612,0.2835820895522388,ATP-HTVS-D53BE49171F7,0.4078947368421052,0.5921052631578947,0.84375,0.15625,0.6761111111111111,0.7270807748538011,95,success,-8.528,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,0371c7ffb6ef3e9a8446b4ea1d2ebe6f7967f8a535ea897e5ed770b82548a1f8,40767b93529ebfe9e07fb729c9634092d1e8ce8b01193f6826aab022f67541e2,52f49419affb283f23a846911c1e2b301e38cdc90843e21aca9ea21e82514313,True,results\phase16\poses\ATP-GEN-1990BDD936CA_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\52\52f49419affb283f23a846911c1e2b301e38cdc90843e21aca9ea21e82514313,13,0.8991596638655462,0.7018706908201877,-8.846,0.3179999999999996,18,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-8B66DDE9D395,ATP-SMI-874C2DE25FE4,da63e53fa231bf5ae5f6e08e772053567d8b40bcf05f228817adb437a63c47ae,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_iPr,[*:1]C(C)C,22,Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2cc(C(C)C)ccc2C[N@H+]2CC[C@@H](O)C2)cc1,NGAULBVVAAVERT-JGCGQSQUSA-P,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,2026-08-28,8917791a7437bc02be6cfb20def2274f1eb8c6feee202f381efe28a276c586b6,Hit3,internal_historical_structure,unresolved,510.7260000000004,3.4433200000000017,59.1,3,2,10,2,5,0.3636363636363636,,,0,4.105,True,0.803030303030303,0.196969696969697,ATP-HTVS-D53BE49171F7,0.5205479452054794,0.4794520547945206,0.8484848484848485,0.1515151515151515,0.655,0.6996176836861769,118,success,-9.438,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,f1bc2adef006eec2ae70688baf1ad0a59eb93213592f75c0240a7b386ce710eb,20eb164b81901045fc57fd41823f816c7a1ea0094b0bb466e8f5486dcc1b556d,a36c9fe0d2a55ffab4d542317d6faf009e65b1210c385735994a3c75c00e4a62,True,results\phase16\poses\ATP-GEN-8B66DDE9D395_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\a3\a36c9fe0d2a55ffab4d542317d6faf009e65b1210c385735994a3c75c00e4a62,1,1.0,0.6996176836861768,-8.846,-0.5920000000000005,19,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-397D5A9CBB80,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_OEt,[*:1]OCC,5,CCOc1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,LGAATDUUSQAIEX-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,4c3f1f23e7e54f00d46ac7c8cb2c0cb268361601357897d2734c6326b99178eb,IN-2,confirmed_reference_pose,not_claimed,473.6860000000002,3.8339000000000016,43.17,2,3,11,2,4,0.2758620689655172,,,0,3.705,True,0.7368421052631579,0.2631578947368421,ATP-HTVS-5B9C564ED935,0.3378378378378378,0.6621621621621622,0.8947368421052632,0.1052631578947368,0.6994444444444444,0.7381107950055319,49,success,-8.43,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,0a6ccf587580deb45408ae7c4c173deaf8b2800c5b2335250f0f9d772f03d405,1e769da804d70f71067ba92c81f392fd2841bf494e8521485abfa4d53e0fc51f,361a55b0dbfa2187d231f107e4ed8d0e3c27d76f4d214eb283f1a7bef50b4d43,True,results\phase16\poses\ATP-GEN-397D5A9CBB80_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\36\361a55b0dbfa2187d231f107e4ed8d0e3c27d76f4d214eb283f1a7bef50b4d43,20,0.8403361344537815,0.6981948286189772,-8.212,-0.21799999999999997,20,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-8F70FC9A8BCC,ATP-SMI-874C2DE25FE4,da63e53fa231bf5ae5f6e08e772053567d8b40bcf05f228817adb437a63c47ae,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CO2Me,[*:1]C(=O)OC,2,COC(=O)c1cc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)ccc1C,RQQUQTDOYAKDIK-GDLZYMKVSA-P,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,2026-08-28,4d3eb3c55388c815bd015a38caf160399d2aeb13aa293ddec1ff5d459714a3c7,Hit3,internal_historical_structure,unresolved,526.6810000000004,2.1065200000000006,85.4,3,4,10,2,5,0.3125,,,0,4.14,True,0.7183098591549296,0.2816901408450704,ATP-HTVS-FFD71C24E98D,0.4578313253012048,0.5421686746987953,0.8333333333333334,0.1666666666666666,0.6511111111111112,0.7136559571619814,109,success,-8.744,pass,8,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,d418a87959af706976eb6f6bc399bef674db883becc257e5a95d758c0802d541,326326f0d284e68a2d9257e5e70500c1231efd06a9c6de3d94410ca5c3c5d7db,8fc99c65aba4ac879d0521f350aba0f24267b5a7b7ae718d7d9a29cfb5114de9,True,results\phase16\poses\ATP-GEN-8F70FC9A8BCC_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\8f\8fc99c65aba4ac879d0521f350aba0f24267b5a7b7ae718d7d9a29cfb5114de9,9,0.9327731092436975,0.6968492344729056,-8.846,0.10200000000000031,21,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-71642F665463,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CO2Me,[*:1]C(=O)OC,5,COC(=O)c1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,NUIYRUBMBVJNEG-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,b5084ae2f690f1bf00da4c26c0df54960f94b7ad8a5273a0f005bd726a90b014,IN-2,confirmed_reference_pose,not_claimed,487.66900000000027,3.221800000000001,60.24,2,4,10,2,4,0.2413793103448276,,,0,3.62,True,0.7,0.3,ATP-HTVS-BCEA86BEEC0A,0.3918918918918919,0.6081081081081081,0.9,0.0999999999999999,0.7088888888888889,0.7283993993993993,93,success,-8.444,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,c66335076472529bbf5ab2c783b6b744d7554a12ed5624f86b6fe88d8cc6b61d,97b4364f47b1e597d1d314fb3f73cd5822bf592af20564a7ddc1c8689a9cda19,455fc06e4aae9edf22157d9e72997375bc7d370e819934664fa00e134fff6711,True,results\phase16\poses\ATP-GEN-71642F665463_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\45\455fc06e4aae9edf22157d9e72997375bc7d370e819934664fa00e134fff6711,17,0.865546218487395,0.6947859540212481,-8.212,-0.2320000000000011,22,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-BD60F3115C29,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Br,[*:1]Br,5,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1Br,IODLUYUOGQKNSS-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,45dc6178420a0586a416615149b870c5f42eba7b36edb6946c826bc195a8888b,IN-2,confirmed_reference_pose,not_claimed,508.5290000000001,4.197700000000004,33.94,2,2,9,2,4,0.2222222222222222,,,0,3.3950000000000005,True,0.7924528301886793,0.2075471698113207,ATP-HTVS-3E51FD2FD256,0.3513513513513513,0.6486486486486487,0.8867924528301887,0.1132075471698113,0.7338888888888888,0.7434886395829792,34,success,-8.381,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,b705626a744a65c865fb7e2d1033434255abb862993e974d9cfb79edce2a8b55,2e0cbff292fc41b5645838482274e9e4e8abd404862032c0980bceb719f969c2,2a8ece8b43158b4eb169bdc4dc3a52be05a2d06ab43a353b97b41c0412eaec0f,True,results\phase16\poses\ATP-GEN-BD60F3115C29_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\2a\2a8ece8b43158b4eb169bdc4dc3a52be05a2d06ab43a353b97b41c0412eaec0f,25,0.7983193277310925,0.6930684715157522,-8.212,-0.16900000000000048,23,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
ATP-GEN-B94A3A6839BC,ATP-REF-IN2,ccd401f1ea07dc14c58a5929c18ed4fc70241dd381d7d16b9e89c0c47542dc72,scaffold_preserving_R_group_enumeration,2026.03.5,phase16_v1,20260828,aromatic_CH_Rgroup_substitution_v1,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_iPr,[*:1]C(C)C,5,CC(C)c1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,SEFSVMFABVDKJJ-UHFFFAOYSA-P,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,2026-08-28,0f68c1bec5be6cb19098237ade44e6a239835b521cfb0ae1110d1079fb69dfbd,IN-2,confirmed_reference_pose,not_claimed,471.7140000000002,4.558600000000004,33.94,2,2,10,2,4,0.3,,,0,3.585,True,0.7636363636363637,0.2363636363636363,ATP-HTVS-E4F433E7DDB9,0.3291139240506329,0.6708860759493671,0.8909090909090909,0.1090909090909091,0.7127777777777777,0.7430964071090653,36,success,-8.366,pass,9,,,vina_7p3w_v1,19ff755d00741e9d2ec60c732f24dea6a28fd4f478940b28dbc11bea68c3fe36,e5e92ede1b1d000b00a7e5dbe3f3b02f0df0cd63b47dd8a421eeb8bddb1083ed,e0c4b2715e0c1a74f6e92d0f3be0328ac97542eafbc111e6b1efad897a73cce5,a7aff7193989fb8b24249fd789b2aebd50554628e9872ce5ef3eb8cff2e50903,08b1a28e93d9e9c7fcaa0304bfa8c1e9c2693d83a2d1e3159bf78f60b25c3c64,3d26f67a072267b859448ba740e9c1adcb1f3d2f984f6d65b36254146a055160,True,results\phase16\poses\ATP-GEN-B94A3A6839BC_vina_7p3w_v1.pdbqt,D:\tiaozhansai\ATP-Navigator\workspace_local\phase16_vina\jobs\3d\3d26f67a072267b859448ba740e9c1adcb1f3d2f984f6d65b36254146a055160,26,0.7899159663865546,0.690575398705704,-8.212,-0.15399999999999991,24,reviewed same-protocol MM/GBSA,generated-pool evidence priority; not biological activity
