scaffold,scaffold_size,best_candidate,best_vina_affinity,cluster_count,isolated_scaffold
C(#CC([NH2+]Cc1ccccc1)c1cncc(OCc2ccccc2)c1)c1cccnc1,1,ATP-HTVS-AEA5EF37F369,-8.452,1,True
c1ccc(CCNc2nc(Cc3ccccc3)nc3ccccc23)cc1,1,ATP-HTVS-0E6472D072C2,-8.45,1,True
c1ccc(CNc2ccc(OCc3ccccc3)cn2)cc1,1,ATP-HTVS-95C9BC6D1CE7,-8.447,1,True
O=C(Cn1c(COc2ccccc2)nc2ccccc21)NCCc1ccccc1,1,ATP-HTVS-9126C22B6E5D,-8.434,1,True
O=C(Cc1ccccn1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,1,ATP-HTVS-FE6FB0E22990,-8.431,1,True
O=C(Nc1ccccc1)c1[nH]c2ccccc2c1Nc1ccccc1,1,ATP-HTVS-0B76E6A2B6F2,-8.431,1,True
c1ccc(CCNc2cc(NCc3ccccc3)[nH+]c(Nc3ccccc3)n2)cc1,1,ATP-HTVS-63DFF8A88018,-8.415,1,True
O=C(Cn1c(NCc2ccccc2)[nH+]c2ccccc21)c1ccccc1,1,ATP-HTVS-6AEF3DDEB613,-8.406,1,True
O=C(CCc1ccccc1)Nc1cc(NCc2ccccc2)cc[nH+]1,1,ATP-HTVS-071084F9408F,-8.396,1,True
O=C(CNc1ccccc1)Nc1nc2ccccc2cc1Nc1ccccc1,1,ATP-HTVS-F8C49F655F6D,-8.395,1,True
O=C(Nc1ccccc1)Nc1ccnc(SCc2ccccc2)c1,1,ATP-HTVS-239E0EA8BC65,-8.384,1,True
C(#Cc1cccnc1)CNc1nc2ccccc2nc1NCCc1ccccc1,1,ATP-HTVS-512BF8EF5FA0,-8.375,1,True
O=C(NCc1cn(-c2ccccc2)nc1-c1ccccc1)Nc1ccccc1,1,ATP-HTVS-B64EA431F59B,-8.374,1,True
O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)c[nH+]c2ccccc12,1,ATP-HTVS-CBCD19AD9C21,-8.369,1,True
c1ccc(CCNc2cc(-c3ccccc3)nc3ccnn23)cc1,1,ATP-HTVS-B34C30ECDBCB,-8.366,1,True
O=C(NCc1ccc2c(c1)CCN2)c1cnc2ccccc2c1Nc1ccccc1,1,ATP-HTVS-D925B2862DC5,-8.365,1,True
c1ccc(C[NH2+]CCc2nc3ccccc3n2Cc2ccccc2)cc1,1,ATP-HTVS-A1F737581FBF,-8.363,1,True
c1ccc(CCNc2nc(Oc3ccccc3)c3ccccc3n2)cc1,1,ATP-HTVS-C725FB5B69C4,-8.36,1,True
O=C(CCc1ccccc1)Nc1ncc(Nc2ccccc2)c2ccccc12,1,ATP-HTVS-0009DAEDE04F,-8.342,1,True
O=C(Nc1ncc(Nc2ccccc2)c2ccccc12)c1ccccc1N1CC[NH2+]CC1,1,ATP-HTVS-66BD7620CABA,-8.342,1,True
O=C(Cc1ccccc1)Nc1cnc2ccccc2c1C#CCNCc1ccccc1,1,ATP-HTVS-D35090C63096,-8.341,1,True
c1ccc(CNc2nc3ccccc3nc2-c2ccccc2)cc1,1,ATP-HTVS-E2321FC28CB2,-8.336,1,True
O=C(C#Cc1ccccc1)Nc1cnccc1NCc1ccccc1,1,ATP-HTVS-B56D8AC3A406,-8.331,1,True
O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1cccc(C2CC2)c1,1,ATP-HTVS-203210320F32,-8.328,1,True
O=c1ccc2c(NCCc3ccccc3)cc(COc3ccccc3)[nH]c-2c1,1,ATP-HTVS-87F6BDFAEB44,-8.326,1,True
c1ccc(CC[NH2+]Cc2c3ccccc3cc3ccccc23)cc1,1,ATP-HTVS-5E389E326DA0,-8.324,1,True
c1ccc(CCNc2nc3ccccc3nc2NCc2ccc[nH+]c2)cc1,1,ATP-HTVS-167535894C2D,-8.322,1,True
c1ccc(-n2cc(C[NH2+]Cc3ccc(C[NH+]4CCCC4)cc3)c(-c3cccnc3)n2)cc1,1,ATP-HTVS-83F819F668B2,-8.293,1,True
c1ccc(CCNc2nc(NCc3ccc4c(c3)OCO4)c3ccccc3[nH+]2)cc1,1,ATP-HTVS-E50B3258D66C,-8.293,1,True
C(#CC(NCc1ccccc1)c1cc2ccccc2s1)C[NH2+]Cc1ccccc1,1,ATP-HTVS-3FEB13A0176D,-8.284,1,True
O=C(COc1ccccc1)Nc1ncc(NCc2ccccc2)c2ccccc12,1,ATP-HTVS-A89DA5D53108,-8.275,1,True
c1ccc(CC[NH2+]Cc2nc(-c3ccco3)n3ccccc23)cc1,1,ATP-HTVS-00C8034698A8,-8.273,1,True
C(#CC(NCc1ccccc1)c1csc2ccccc12)C[NH2+]Cc1ccccc1,1,ATP-HTVS-C9013CEACAA9,-8.271,1,True
O=C1C([NH2+]CCc2ccccc2)c2ccccc2N1Cc1ccccc1,1,ATP-HTVS-B77025854F9D,-8.266,1,True
c1ccc(C[NH2+]Cc2ccnc(OCc3ccccc3)c2)cc1,1,ATP-HTVS-5B9C564ED935,-8.25,1,True
O=C(CNc1c(NC(=O)c2ccccc2)c[nH+]c2ccccc12)c1ccccc1,1,ATP-HTVS-3B1236037689,-8.243,1,True
O=C(CNc1ccccc1)Nc1c(Nc2ccccc2)cnc2ccccc12,1,ATP-HTVS-0F900EB338B9,-8.241,1,True
c1ccc(CNCC(c2cccs2)c2c[nH]c3ccccc23)cc1,1,ATP-HTVS-EAE06126CF40,-8.234,1,True
O=C(Nc1ncc(NCCc2ccccc2)cc1-n1cccc1)c1ccccc1,1,ATP-HTVS-869F8AF38162,-8.224,1,True
O=C(Cn1c(NCCc2ccccc2)[nH+]c2ccccc21)c1ccccc1,1,ATP-HTVS-FEB80F9C0A7B,-8.223,1,True
c1ccc(CCNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,1,ATP-HTVS-5A1C186863E4,-8.22,1,True
c1ccc(-c2cc(C[NH2+]Cc3cccnc3)nc3ccccc23)cc1,1,ATP-HTVS-C615FEE5992B,-8.184,1,True
O=C(Cn1c(Cc2ccccc2)[nH+]c2ccccc21)Nc1ccccc1,1,ATP-HTVS-4697A006B393,-8.18,1,True
c1ccc(CCNc2nc3ccccc3nc2NCc2ccncc2)cc1,1,ATP-HTVS-BDBFEED18423,-8.174,1,True
c1ccc(Cn2c(C[NH2+]CCC(c3ccccc3)[NH+]3CCCC3)nc3ccccc32)cc1,1,ATP-HTVS-02DF9A19852D,-8.173,1,True
O=C(Nc1ccccc1)c1cc(Oc2ccccc2)c2ccccc2[nH+]1,1,ATP-HTVS-542A37ED863C,-8.154,1,True
c1ccc(CCNCc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,1,ATP-HTVS-CDB030173D15,-8.15,1,True
O=C(COc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,1,ATP-HTVS-115B93EFBC96,-8.145,1,True
O=C(C#Cc1ccccc1)Nc1cc(NCc2ccccc2)ccn1,1,ATP-HTVS-1776C87C4427,-8.143,1,True
O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1Nc1ccccc1,1,ATP-HTVS-77ED8C900CC0,-8.142,1,True
O=C(Nc1cnc2ccccc2c1NCc1ccccc1)c1ccccc1,1,ATP-HTVS-5BFD90183104,-8.126,1,True
c1ccc(CNc2cc(NCc3ccccc3)[nH+]cn2)cc1,1,ATP-HTVS-D650FAE25B13,-8.123,1,True
c1ccc(C[NH2+]c2c(Nc3ccccc3)ccc3ccccc23)cc1,1,ATP-HTVS-B976229D01A0,-8.122,1,True
O=C(Nc1nc2ccccc2cc1-c1ccccc1)c1ccccc1,1,ATP-HTVS-55C340552E65,-8.121,1,True
O=C(Nc1ccccc1)c1cc(-c2ccncc2)nc2ccccc12,1,ATP-HTVS-93CB38BE3680,-8.117,1,True
O=C(Cc1ccccc1)Nc1ccc(NCc2ccccc2)c[nH+]1,1,ATP-HTVS-ADC6A568E437,-8.114,1,True
c1ccc(C[NH2+]CC(c2cccs2)c2c[nH]c3ccccc23)cc1,1,ATP-HTVS-651F2B2980F4,-8.113,1,True
c1ccc(CCNc2cnc(-c3ccccc3)c(-c3ccccc3)n2)cc1,1,ATP-HTVS-52B20567BA88,-8.094,1,True
c1ccc(CC[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)cc1,1,ATP-HTVS-D6043925B579,-8.088,1,True
O=C(Nc1ccnc(SCc2ccccc2)c1)c1ccccc1,1,ATP-HTVS-20FB50B88593,-8.087,1,True
O=C(Nc1ccccc1)c1cnc(NCCc2ccccc2)c2ccccc12,1,ATP-HTVS-7752C713B971,-8.078,1,True
O=C(NCc1ccccc1)c1ncccc1NCc1ccccc1,1,ATP-HTVS-1A821EC4699A,-8.076,1,True
O=C(Nc1c(NCCSc2ccccc2)cnc2ccccc12)c1ccccc1,1,ATP-HTVS-44A5767B4738,-8.075,1,True
c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2cccnc2)cc1,1,ATP-HTVS-D4C1A78D47F2,-8.073,1,True
c1ccc(CCNc2cc(-c3ccccn3)[nH+]c3ccccc23)cc1,1,ATP-HTVS-FC39CD496C36,-8.068,1,True
c1ccc(C[NH2+]Cc2ccc(OCc3ccccc3)cn2)cc1,1,ATP-HTVS-B278BB2953A5,-8.063,1,True
O=C(Nc1ccccc1)c1cc(Nc2ccccc2)ccn1,1,ATP-HTVS-D190FC844C9E,-8.061,1,True
O=C(Nc1ccccc1)c1cncc(NCc2ccccc2)c1,1,ATP-HTVS-AD7FACE11FDD,-8.059,1,True
O=C(NCc1ccc(NCc2ccccc2)c2ccccc12)c1ccccc1,1,ATP-HTVS-4415AB646F99,-8.047,1,True
O=C(Nc1nc2ccccc2cc1NCCc1ccccc1)c1ccccc1,1,ATP-HTVS-5AAA6558FE6F,-8.047,1,True
c1ccc(C[NH2+]Cc2cccnc2OCc2ccccc2)cc1,1,ATP-HTVS-21BB1C807E7E,-8.046,1,True
c1ccc(CC[NH2+]Cc2ccc(COc3ccccc3)o2)cc1,1,ATP-HTVS-906C5B8F4575,-8.033,1,True
c1ccc(CNc2nc(NCCOc3ccccc3)c3ccccc3[nH+]2)cc1,1,ATP-HTVS-F58C213B60A1,-8.028,1,True
O=C([NH+]=c1c(NCc2ccccc2)c[nH]c2ccccc12)c1ccccc1,1,ATP-HTVS-4AC739BE8539,-8.02,1,True
c1ccc(C[NH2+]Cc2c3ccccc3cc3ccccc23)cc1,1,ATP-HTVS-EE6CCEFDAAD0,-8.016,1,True
O=C(CNc1ccccc1)Nc1cnc2ccccc2c1Nc1ccccc1,1,ATP-HTVS-369F0F09D6A7,-8.013,1,True
c1ccc(CCNc2nc3ccccc3nc2NCc2ccsc2)cc1,1,ATP-HTVS-F3AEEA9B80E5,-8.005,1,True
c1ccc(CNc2[nH+]cccc2OCc2ccccc2)cc1,1,ATP-HTVS-E22DE85EEE62,-7.985,1,True
c1ccc(CCNCc2ccc(OCc3ccccc3)cn2)cc1,1,ATP-HTVS-052AF9B11E6A,-7.981,1,True
c1ccc(CCNCc2ccc(OCc3ccccc3)c(OCc3ccccc3)c2)cc1,1,ATP-HTVS-08126335CB19,-7.973,1,True
O=C(NCc1sc2ccccc2c1NCCc1ccccc1)c1ccccc1,1,ATP-HTVS-6C953A1E72F9,-7.97,1,True
c1ccc(Cn2cc(CNCc3cccs3)c(-c3ccccc3)n2)cc1,1,ATP-HTVS-CD664E950D6F,-7.97,1,True
O=C(NCc1ccccc1)c1occc1CSc1ccccc1,1,ATP-HTVS-B6843249DE88,-7.965,1,True
O=c1c2ccccc2ccn1CCC[NH2+]Cc1ccccc1,1,ATP-HTVS-469EEFA86A0D,-7.959,1,True
c1ccc(C[NH2+]Cc2c(-c3ccccc3)cc3ccccn23)cc1,1,ATP-HTVS-0C1598B702AE,-7.957,1,True
O=C(Nc1nc2ccccc2cc1Nc1ccccc1)c1ccccc1N1CC[NH2+]CC1,1,ATP-HTVS-794646D3B9C8,-7.955,1,True
c1ccc(CCc2cc(-c3ccccn3)nc3ccccc23)cc1,1,ATP-HTVS-52F407909F9A,-7.952,1,True
c1ccc(CCNc2nc(NCCOc3ccccc3)nc3ccccc23)cc1,1,ATP-HTVS-EBCFEAF5D9E7,-7.944,1,True
O=C(Nc1nc2ccccc2cc1NCCSc1ccccc1)c1ccccc1,1,ATP-HTVS-AC48CD61B4D9,-7.938,1,True
O=C(Nc1ccccc1)c1cnc(NCc2ccccc2)c2ccccc12,1,ATP-HTVS-5CFA0109773F,-7.937,1,True
c1ccc(C[NH2+]Cc2c(-c3ccccc3)nc3ncccn23)cc1,1,ATP-HTVS-E4F433E7DDB9,-7.933,1,True
c1ccc(CNCc2c(Oc3ccccc3)nc3ccccn23)cc1,1,ATP-HTVS-2CB691E3F247,-7.916,1,True
O=C(Nc1ccccc1)c1cccnc1SCc1ccccc1,1,ATP-HTVS-BCEA86BEEC0A,-7.901,1,True
c1ccc(NCc2c(-c3ccccc3)nn3ccccc23)cc1,1,ATP-HTVS-354B8B3BDEB4,-7.896,1,True
O=C(CNc1ccccc1)Nc1c[nH+]c2ccccc2c1Nc1ccccc1,1,ATP-HTVS-2DB2F8E5543E,-7.889,1,True
O=C(Nc1ccccc1)c1ccnc(NCc2ccccc2)c1,1,ATP-HTVS-654FE4E3AAA7,-7.889,1,True
C(#CC([NH2+]Cc1ccccc1)c1cc2ccccc2o1)c1ccccc1,1,ATP-HTVS-4991CDEEDD30,-7.878,1,True
c1ccc(Cn2cc(C[NH2+]Cc3ccncc3)c(-c3cccnc3)n2)cc1,1,ATP-HTVS-78252FECAF69,-7.875,1,True
C(=NOCc1ccccc1)c1cn(Cc2ccccc2)nn1,1,ATP-HTVS-E80053830AA7,-7.874,1,True
O=C(Nc1cc[nH+]cc1NCc1ccccc1)c1ccccc1,1,ATP-HTVS-86B60B8C3F13,-7.873,1,True
c1ccc(COc2ccc(CNc3ccccc3)nc2)cc1,1,ATP-HTVS-2818D10B14C2,-7.858,1,True
O=C(COc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,1,ATP-HTVS-694143BD68F7,-7.854,1,True
O=C(Cc1cc(NCc2ccccc2)cs1)NCc1ccccc1,1,ATP-HTVS-6B6B8E0C727E,-7.854,1,True
O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccc(C[NH+]2CCCC2)cc1,1,ATP-HTVS-491BAB709F49,-7.851,1,True
c1ccc(CNc2csc(-c3ccccc3)n2)cc1,1,ATP-HTVS-F53B308249C7,-7.851,1,True
c1ccc(CC[NH2+]Cc2ccc(Nc3ccccc3)nc2)cc1,1,ATP-HTVS-DDD75C103081,-7.834,1,True
c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2cccs2)cc1,1,ATP-HTVS-5D7D5B0AFE50,-7.823,1,True
c1ccc(CC[NH2+]Cc2ccc(OCc3ccccc3)cc2)cc1,1,ATP-HTVS-1C066C79A7D0,-7.822,1,True
O=c1c2ccccc2cc(C[NH2+]Cc2ccccc2)n1-c1ccccc1,1,ATP-HTVS-362E300BB66B,-7.815,1,True
O=C(Nc1cnc2ccccc2c1Nc1ccccc1)c1cccc(C[NH+]2CCCC2)c1,1,ATP-HTVS-1FF6C325CA7A,-7.804,1,True
C(#CC(Nc1ccccc1)c1coc2ccccc12)COc1ccccc1,1,ATP-HTVS-EE8A818A3017,-7.801,1,True
O=C(Cc1ccccc1)Nc1cc[nH+]cc1NCc1ccccc1,1,ATP-HTVS-D5ACD41550DD,-7.797,1,True
O=C(NCc1ccccc1)c1cnccc1Nc1ccccc1,1,ATP-HTVS-D0D9A6B890A3,-7.778,1,True
O=C(NCc1ccccc1)c1cc(Nc2ccccc2)ccn1,1,ATP-HTVS-86C3058B81C7,-7.772,1,True
c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)o2)cc1,1,ATP-HTVS-C10AA91B306E,-7.754,1,True
c1ccc(CCNCc2ccc(Nc3ccccc3)nc2)cc1,1,ATP-HTVS-C9B00227BFE8,-7.753,1,True
c1ccc(CNc2nc(-c3ccccc3)nc3ccccc23)cc1,1,ATP-HTVS-7AEE8A51E1B1,-7.752,1,True
O=C(Nc1c[nH+]c2ccccc2c1NCCSc1ccccc1)c1ccccc1,1,ATP-HTVS-16D892EEAEA4,-7.742,1,True
c1ccc(C[NH2+]Cc2ccnc(-c3ccccc3)n2)cc1,1,ATP-HTVS-917D65E68C1C,-7.735,1,True
O=C(Nc1ccccn1)c1sc2ncccc2c1NCc1ccccc1,1,ATP-HTVS-776FBC5F0312,-7.694,1,True
c1ccc(CNC(CSc2ccccc2)c2c[nH+]c3ccccn23)cc1,1,ATP-HTVS-FBBE5B904E6C,-7.676,1,True
O=C1c2ccccc2C(C[NH2+]Cc2cccc3c2NCCC3)N1Cc1ccccc1,1,ATP-HTVS-43DEA6C9D172,-7.665,1,True
c1ccc(CCNc2cc(-c3ccncc3)[nH+]c3ccccc23)cc1,1,ATP-HTVS-0A8B3D0EFFB7,-7.66,1,True
c1ccc(CNCc2cccnc2OCc2ccccc2)cc1,1,ATP-HTVS-EE25A0930777,-7.652,1,True
O=C(Nc1ccccc1)c1c[nH]c2ccccc2c1=[NH+]CCc1ccccc1,1,ATP-HTVS-2F483D9FE7EF,-7.642,1,True
O=C(Nc1ccccn1)c1c(NCc2ccccc2)c2ccccc2[nH]c1=O,1,ATP-HTVS-51A8EA31A006,-7.64,1,True
O=C(Nc1ccccc1)c1[nH]c2ccccc2c1NCCNc1ccccc1,1,ATP-HTVS-F8CD80CEA373,-7.634,1,True
O=C(Cc1nc(C[NH2+]Cc2ccccc2)cs1)Nc1ccccc1,1,ATP-HTVS-F8CA9C936D19,-7.611,1,True
c1ccc(C(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2cccnc2)N2CCCC2)cc1,1,ATP-HTVS-1D28793FB59B,-7.605,1,True
c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,1,ATP-HTVS-7201DD4C282A,-7.563,1,True
c1ccc(CNc2ccc(OCc3ccccc3)c[nH+]2)cc1,1,ATP-HTVS-A844998385F9,-7.559,1,True
O=c1c2ccccc2nc(-c2ccccc2)n1CCNCc1ccccc1,1,ATP-HTVS-5B1B34F83C18,-7.557,1,True
c1ccc(CCC[NH2+]C(c2ccccn2)c2cc3ccccc3o2)cc1,1,ATP-HTVS-011A966B3F21,-7.554,1,True
c1ccc(CCc2cc(Cc3ccccc3)n(-c3ccccc3)n2)cc1,1,ATP-HTVS-83F93451062F,-7.553,1,True
c1ccc(CCNCc2csc(COc3ccccc3)n2)cc1,1,ATP-HTVS-E85D4903F0A1,-7.547,1,True
O=C(Nc1ccccc1)c1cnc(Nc2ccccc2)c2ccccc12,1,ATP-HTVS-B798CBAC6C44,-7.538,1,True
c1ccc(-n2cc(C[NH2+]Cc3cccc(C[NH+]4CCCC4)c3)c(-c3ccncc3)n2)cc1,1,ATP-HTVS-EAD1C8AFD4A9,-7.535,1,True
c1ccc(Cn2c(C[NH2+]Cc3cccs3)nc3ccccc32)cc1,1,ATP-HTVS-69AD6B8D3733,-7.496,1,True
c1ccc(C[NH2+]Cc2cccc3ccccc23)cc1,1,ATP-HTVS-A6940AB4AD1D,-7.492,1,True
c1ccc(CNc2nccnc2OCc2ccccc2)cc1,1,ATP-HTVS-CED8BA7CA394,-7.474,1,True
c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)nc2)cc1,1,ATP-HTVS-CEDCE5F1BEB7,-7.453,1,True
O=C(Nc1c[nH+]c2ccccc2c1NCc1ccc(N2CC[NH2+]CC2)cc1)c1ccccc1,1,ATP-HTVS-8FCE9ABFEDC9,-7.449,1,True
O=C(Nc1ncccc1NCc1ccccc1)c1ccccc1,1,ATP-HTVS-4B689B6ED6C6,-7.444,1,True
c1ccc(CNc2ncccc2OCc2ccccc2)cc1,1,ATP-HTVS-18265C9EB86B,-7.426,1,True
c1ccc(CNCc2ccc(Nc3ccccc3)nc2)cc1,1,ATP-HTVS-A8555051B7A8,-7.413,1,True
O=C(Nc1ccccc1)c1c[nH+]c2ccccc2c1NCCc1ccccc1,1,ATP-HTVS-C930A8816DDB,-7.41,1,True
O=C(Cc1ccccc1)NC(C(=O)NCc1ccccc1)c1coc2ccccc12,1,ATP-HTVS-A7093622CBF0,-7.402,1,True
c1ccc(CNCc2cnc(-c3ccccc3)s2)cc1,1,ATP-HTVS-43DC0EBD36ED,-7.387,1,True
O=S(=O)(c1ccccc1)c1cc2ccccc2nc1Nc1ccccc1,1,ATP-HTVS-7A394D6CE484,-7.386,1,True
O=C(Cc1ccccc1)n1nc(-c2ccncc2)cc1CC[NH2+]Cc1ccccc1,1,ATP-HTVS-99483DBEAA78,-7.382,1,True
c1ccc(C[NH2+]Cc2cccc(SCc3ccccc3)c2)cc1,1,ATP-HTVS-9898F3268698,-7.382,1,True
O=C(Nc1ccccc1)c1cnc2ccccc2c1NCCc1ccccc1,1,ATP-HTVS-1A8854DD1E1A,-7.374,1,True
C(=Cc1ccccc1)CNc1nc2ccccc2nc1NCc1ccccc1,1,ATP-HTVS-BBF7556FA5C3,-7.366,1,True
O=C(COc1ccccc1)Nc1c(Nc2ccccc2)cnc2ccccc12,1,ATP-HTVS-94FDA1BF8648,-7.308,1,True
c1ccc(C[NH2+]Cc2ccc(Nc3ccccc3)nc2)cc1,1,ATP-HTVS-EFBD886B8952,-7.293,1,True
c1ccc(C[NH2+]CCOc2cccc3ccccc23)cc1,1,ATP-HTVS-138C9DBD3419,-7.285,1,True
C=C(Nc1cc2ccccc2nc1NC(=O)c1ccccc1)c1ccccc1,1,ATP-HTVS-E2A28C61F774,-7.246,1,True
O=C(Nc1nc2ccccc2cc1Nc1ccccc1)c1cccc(C[NH+]2CCCC2)c1,1,ATP-HTVS-CAF3F282F1EC,-7.243,1,True
c1ccc(CNc2ncc(-c3ccccc3)s2)cc1,1,ATP-HTVS-B107F9A324A3,-7.235,1,True
c1ccc(CNCc2cccc(OCc3ccccc3)c2)cc1,1,ATP-HTVS-45EC04A30F13,-7.225,1,True
O=C(NCCNC(=O)c1oc2ccccc2c1COc1ccccc1)c1ccccc1,1,ATP-HTVS-FF886C71D805,-7.218,1,True
O=C(Cn1c(-c2ccccc2)cc(=O)c2ccccc21)Nc1ccccc1,1,ATP-HTVS-D02CBBC5B48D,-7.177,1,True
O=C(Cn1cccc1)NCc1sc2ccccc2c1NCc1ccccc1,1,ATP-HTVS-DF2EF65723F2,-7.175,1,True
c1ccc(CNc2ccc3ccccc3c2NCc2ccccc2)cc1,1,ATP-HTVS-C59D75D09D12,-7.171,1,True
O=C(Nc1cnc2ccccc2c1Nc1ccccc1)c1ccccc1N1CC[NH2+]CC1,1,ATP-HTVS-39C66FA1D927,-7.152,1,True
c1ccc(CNc2nc3ccccc3nc2NCc2cc[nH+]cc2)cc1,1,ATP-HTVS-C9E144645171,-7.149,1,True
O=C(C[NH2+]Cc1ccccc1)N(Cc1ccccc1)c1nc2ccccc2s1,1,ATP-HTVS-37164D6EE04D,-7.144,1,True
O=c1[nH]c2ccccc2c(Cc2ccccc2)c1-c1ccccc1,1,ATP-HTVS-9BFBB44B9744,-7.139,1,True
O=C(Nc1c(-c2ccccc2)cnc2ccccc12)c1ccccc1,1,ATP-HTVS-6A7606C4C92F,-7.094,1,True
O=C(NCc1ccccc1)c1c(NCc2ccccc2)c2ccccc2[nH]c1=O,1,ATP-HTVS-2B784D1D7344,-7.082,1,True
O=C(CN1c2ccccc2CC(=O)c2ccccc21)Nc1ccccc1,1,ATP-HTVS-CEB5A32F933D,-7.077,1,True
c1ccc(CC[NH2+]Cc2cnc(-c3ccccc3)s2)cc1,1,ATP-HTVS-1B05407455E5,-7.04,1,True
c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2cccnc2)cc1,1,ATP-HTVS-15FA43506D9E,-7.039,1,True
c1ccc(CC[NH2+]Cc2ccccc2OCc2ccccc2)cc1,1,ATP-HTVS-BDB37C4B0D07,-7.02,1,True
N=C(Cc1nc2ccccc2n1C=Cc1ccccc1)c1ccccc1,1,ATP-HTVS-84C0F320BB18,-7.001,1,True
c1ccc(Cn2cc(CNc3ccccc3)c(-c3ccccc3)n2)cc1,1,ATP-HTVS-D820D8B9E61C,-7.0,1,True
O=C(Nc1c(Nc2ccccc2)cnc2ccccc12)c1ccccc1N1CC[NH2+]CC1,1,ATP-HTVS-33706D459A7A,-6.998,1,True
C(=Cn1c(CCc2ccccc2)nc2ccccc21)c1ccccn1,1,ATP-HTVS-E3E3C457ADC4,-6.981,1,True
O=C(CC(Cc1csc2ccccc12)NC(=O)Cc1ccccc1)NCc1ccccc1,1,ATP-HTVS-4EA46F6E6AE0,-6.965,1,True
c1ccc(CNc2ccncc2OCc2ccccc2)cc1,1,ATP-HTVS-0659C124A83C,-6.95,1,True
c1ccc(CNc2nc3ccccc3nc2NCCOc2ccccc2)cc1,1,ATP-HTVS-12CEF0BA8B10,-6.936,1,True
c1ccc(C[NH2+]Cc2nc(-c3ccccc3)cs2)cc1,1,ATP-HTVS-190A8EA9B17C,-6.928,1,True
c1ccc(CC[NH2+]Cc2cccnc2OCc2ccccc2)cc1,1,ATP-HTVS-14724C615932,-6.911,1,True
O=C(Cc1ccccc1)n1nc(-c2cccnc2)cc1CC[NH2+]Cc1ccccc1,1,ATP-HTVS-C188770C1FD9,-6.897,1,True
c1ccc(-c2nc3ccccc3nc2NCc2ccccc2N2CCNCC2)cc1,1,ATP-HTVS-89495CC893EC,-6.866,1,True
c1ccc(C[NH2+]Cc2cnc(-c3ccccc3)s2)cc1,1,ATP-HTVS-4CC80B7019B2,-6.849,1,True
c1ccc(CCc2cc(-c3cccnc3)nc3ccccc23)cc1,1,ATP-HTVS-75AC094BF9E0,-6.835,1,True
O=C1CC(c2ccccc2)N(C(=O)Cc2ccccc2)c2ccccc21,1,ATP-HTVS-2801EC41FD47,-6.818,1,True
C(#CC(NCc1ccccc1)c1csc2ccccc12)CNCc1ccccc1,1,ATP-HTVS-35F96912410D,-6.781,1,True
c1ccc(Nc2ncc3ccccc3c2-c2ccccc2)cc1,1,ATP-HTVS-4A7957865725,-6.781,1,True
O=C(Nc1ccccc1)c1sc2ccccc2c1CSc1ccccc1,1,ATP-HTVS-48C487957C1E,-6.779,1,True
O=C(Nc1c(-c2ccncc2)cnc2ccccc12)c1ccccc1,1,ATP-HTVS-57A1B32CE9AA,-6.778,1,True
O=c1n(Cc2ccccc2)c2ccccc2n1-c1ccccc1,1,ATP-HTVS-D254F911DFD1,-6.724,1,True
O=c1cc(-c2ccccc2)n(Cc2ccccc2)c2ccccc12,1,ATP-HTVS-1C9D0B7FE190,-6.717,1,True
O=C(Nc1cnc2ccccc2c1NCc1ccccc1C[NH+]1CCCC1)c1ccccc1,1,ATP-HTVS-0A30D9D79A37,-6.691,1,True
O=C(NCc1ccccc1)Nc1c(-c2ccccc2)c2ccccc2[nH]c1=O,1,ATP-HTVS-0852D38F8C28,-6.618,1,True
O=C(Nc1ccccc1)c1[nH]c2ccccc2c1NCc1ccc(N2CC[NH2+]CC2)cc1,1,ATP-HTVS-602F8E6702A7,-6.61,1,True
O=C(NCc1sc2ccccc2c1NCc1ccccc1)c1ccco1,1,ATP-HTVS-9F37D3A44946,-6.577,1,True
c1ccc(Cn2cc(C[NH2+]Cc3cccnc3)c(-c3ccccc3)n2)cc1,1,ATP-HTVS-9C2287A2D630,-6.558,1,True
O=c1c2ccccc2n(-c2ccccc2)n1Cc1ccccc1,1,ATP-HTVS-49CF595ADD5C,-6.534,1,True
O=c1c2ccccc2n(Cc2ccccc2)n1-c1ccccc1,1,ATP-HTVS-9CE7151F0CF5,-6.489,1,True
