canonical_id,compound_code,canonical_smiles,scaffold,vina_affinity,global_rank,percentile,scaffold_relative_rank,scaffold_size,chemical_space_cluster,vina_pose_count,pose_sha256,signature,cached
ATP-HTVS-17D20C07D7F4,84579,CN(Cc1sc2ccccc2c1C#C[C@@H](N)Cc1cccc(F)c1)C(=O)c1ccc(O)cc1,O=C(NCc1sc2ccccc2c1C#CCCc1ccccc1)c1ccccc1,-8.424,488,70.06760909649662,1,3,152,9,8af6a7be766ec18dc5b26da8f68ee4b42a257e41bd707f7b79376317ec801636,cec5400cfea19c7a909e16227fe4fb29a53342430b932d9f72670136456d4a09,True
ATP-HTVS-1B60B6D0433D,66017,C[NH+](C)Cc1cc(CNc2nc(NCc3ccc([N+](=O)[O-])cc3)[nH+]c3ccccc23)ccc1F,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-8.422,490,69.94468346650277,60,83,1,9,9792008e9edd27af0af9d659ebf75267b6c6af7f0711975acc812e39685f4c23,dccea7bcf41848818cd90394d74c7b72341a35b1caeff1c0010f9b95d0f9255c,True
ATP-HTVS-1B366D2FDBBA,81123,COC(=O)c1ccc(F)cc1C(=O)Nc1c(NCc2cccc(C[NH+](C)C)c2)c[nH+]c2ccccc12,O=C(Nc1c(NCc2ccccc2)c[nH+]c2ccccc12)c1ccccc1,-8.419,491,69.88322065150584,3,6,200,9,923863f4e23a33a0238354f631b46ff9252318814f6ce927879097fdb8d96a8e,7a5ca7e3e3e38bfddac300e51f9ce6658abc82286c8c5b834cc4ca50a349bec9,True
ATP-HTVS-94941B52F5EC,56161,COc1cc(C#N)ccc1CNc1nc2ccccc2nc1NCCc1ccc(CN(C)C)cc1,c1ccc(CCNc2nc3ccccc3nc2NCc2ccccc2)cc1,-8.416,492,69.82175783650891,1,6,627,9,a6dde04f74e609511034db2b4794fd282eae3045a5ea43e542eacced709a67ec,9e148dd73c48978ba8b61c5d3a5a8754f9b6eb1bc92fc9858dbbc101b228c93f,True
ATP-HTVS-63DFF8A88018,1537,Cc1ccc([C@@H](O)CNc2cc(N(C)Cc3ccccc3)[nH+]c(Nc3cccc(O)c3)n2)cc1,c1ccc(CCNc2cc(NCc3ccccc3)[nH+]c(Nc3ccccc3)n2)cc1,-8.415,493,69.760295021512,1,1,722,8,12f0813b7ee3c17a4be6040a022a56e2e4a8dc03cf4e05e43c79ecb2e4857e07,f67e8b83bb23f8d0a79081f7b8cab0211782bd57e1b5443d3346d70d48a14d61,True
ATP-HTVS-E298C966C019,61537,Cc1cc(N)ccc1CNc1nc(NCc2ccc(C[NH+](C)C)cc2)[nH+]c2ccccc12,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-8.415,493,69.760295021512,61,83,6,9,4be3e957e8f070e5a76769d7c609892ce741c587f4013bed01bcb546d413b357,505ab6f223568b077bbf78e6c6516d733997827a65178ab4f25c11c7dd159b03,True
ATP-HTVS-2E0BAC8D644B,87746,COc1ccc([C@@H](C#N)Nc2cnc3ccccc3c2NC(=O)c2ccc(C[NH+](C)C)cc2)cc1,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-8.414,495,69.63736939151813,9,28,353,9,894d4b25c1a52275b8bda2fbcbed6732b37ab7b2586e1ae7120a4f8764e3eda3,5bcb76eda4f2d08c4f72e1c3f46c6078ce949e731e9babb3e58d94ee9ab901b6,True
ATP-HTVS-CD22DC9E9474,28033,CN(C)Cc1cc(F)ccc1C[NH2+]Cc1csc(-c2ccc(C(F)(F)F)cc2)n1,c1ccc(C[NH2+]Cc2csc(-c3ccccc3)n2)cc1,-8.411,496,69.5759065765212,1,2,491,9,ac202adeaf4498375fd0276cb1ee278aaf7faaaf130129fde19c291e64c8c2ec,7e6bf6c8d4c7fa3021b974064de756e3e3282176019e8cd34b1d196f12f786c5,True
ATP-HTVS-255C97768CDB,63778,C[NH+](C)Cc1cccc(CNc2nc(NCC(=O)Nc3cccc(F)c3)c3ccccc3[nH+]2)c1,O=C(CNc1nc(NCc2ccccc2)[nH+]c2ccccc12)Nc1ccccc1,-8.411,496,69.5759065765212,3,3,0,9,10603d20e33966aa10bad77d720708e14471c54a4d30dc66dc5494a8e6983cd8,18c18ec270754527688d629cae088c5e191233d46993e52a197ba0d6828ae4ac,True
ATP-HTVS-D831575BA0F0,75715,CC[NH+](CC)Cc1cccc(CNc2cnc(NC(=O)c3ccc(O)cc3)c3ccccc23)c1,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-8.411,496,69.5759065765212,18,33,3,9,6a5c558693564382415632f2364c055e8c4ac326a3d20ca05babbb527da85a43,0a7eca3cc03b248b9691db6860719fe326b270a6af898f3be8d8bcc8a007e455,True
ATP-HTVS-C7F6DF534483,73346,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)c3ccc(F)cc3F)c(-n3cccc3)c2)c1,O=C(Nc1ncc(NCc2ccccc2)cc1-n1cccc1)c1ccccc1,-8.41,499,69.39151813153042,2,4,53,9,383ff8c7f7879c86b32e8911fc83e50076854d01a03d1522a20eee0c4446d2db,f04b4cb3887cf0337665152b6f16089a0b9d011e380df76710aff5e31431b206,True
ATP-HTVS-45A004EDB829,35234,OC[C@@H]([NH2+]Cc1nc2ccccc2c(-c2ccccc2)c1Cl)c1ccccc1F,c1ccc(C[NH2+]Cc2cc(-c3ccccc3)c3ccccc3n2)cc1,-8.409,500,69.33005531653349,2,4,789,9,8ade3fdadfe7b29fb7b19f5726cc601b01ce0706813f023e6f1600bf24a107e2,b7b0f586abf21448edb40dd3c2752d25446d9923cae2e7584a66085c224c6130,True
ATP-HTVS-C12B4C379970,35235,[NH3+]C[C@@H](NCc1nc2ccccc2c(-c2ccccc2)c1Cl)c1ccccc1F,c1ccc(CNCc2cc(-c3ccccc3)c3ccccc3n2)cc1,-8.409,500,69.33005531653349,1,3,516,9,c9794e99ad1949d6ade1481af578511e6a3357810124df35d099bc616afbf546,d906f254bc8d8c7242ef4182145ee18dfd829c8be165c9096728eb79e07be869,True
ATP-HTVS-8F8686BB907F,97314,N#Cc1cccc(C(=O)Nc2c(C#C[C@H]([NH3+])Cc3cccc(F)c3)cnc3ccccc23)c1,O=C(Nc1c(C#CCCc2ccccc2)cnc2ccccc12)c1ccccc1,-8.409,500,69.33005531653349,3,3,44,9,d002501c3b3299a0720f28b6e95ea875ec47b7333f4e24fc80803d9f1b08242d,ecbb2df6cb85b7c666dbb3e42beed8481235a64c1394eebb7bebefced12e6023,True
ATP-HTVS-CD84540442E8,70081,C[C@@H](C(=O)Nc1c(NCc2cccc(CN(C)C)c2)cnc2ccccc12)c1ccccc1Cl,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12,-8.408,503,69.14566687154272,6,16,489,9,08f1a6c0e632cc752c75658744130a2016dcf495f687e184749a7dea8caab296,5e1fe684cb1433e011a956b909d5f188a59054b2f5e84211c2884844ba80f395,True
ATP-HTVS-2A420AE0278C,57730,C[NH+](C)Cc1ccc(NC(=O)NCc2cn(-c3ccccc3)nc2-c2ccncc2)c(F)c1,O=C(NCc1cn(-c2ccccc2)nc1-c1ccncc1)Nc1ccccc1,-8.408,503,69.14566687154272,1,3,94,9,a2113d8e6f117d1ec2ae1f5cb1970c42e8afc01799af70296e3c4e8e28a28758,c99b4582f105ab16499826f45411c3942d04dba3a861586899306bb2f008074a,True
ATP-HTVS-C81E0B2D019D,80098,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3ccccc3)c(=O)[nH]c3ccccc23)c1,O=C(Nc1ccccc1)c1c(NCc2ccccc2)c2ccccc2[nH]c1=O,-8.407,505,69.02274124154886,1,2,257,9,69563fc0bab5722e2e3f2528c1584c57301355fa59522513ea882f58ec4f70fa,f178b69ed5776cff2de1863d61b6b771786be487bf2f14700f7ffd5265d944e0,True
ATP-HTVS-6AEF3DDEB613,24577,CCN(CC)Cc1cccc(CNc2[nH+]c3ccccc3n2CC(=O)c2ccccc2)c1,O=C(Cn1c(NCc2ccccc2)[nH+]c2ccccc21)c1ccccc1,-8.406,506,68.96127842655193,1,1,707,9,23c33b756f9e8e6bdc131ec0c8819aec8d69b04369640996c1008c2442ca4cee,afc294f679c97695ea964534317199e7d062dd16d68f881b7c05b7c45d19856c,True
ATP-HTVS-6D2ED4476584,96450,C[NH+](C)Cc1ccc(C(=O)Nc2c(NCc3cccc(C#N)c3)cnc3ccccc23)cc1,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-8.405,507,68.899815611555,10,28,11,9,5dcece581a2e42fb846fbc40a86eed5316c69c55e4fed76fee3fa5be8586829f,9ee8d94d976382a121407b833e46b31d0b17a5cba7b9b29f299ec7fdea5be270,True
ATP-HTVS-ED9FB8DD8268,75073,C[NH+](C)Cc1cccc(CNc2cnc3ccccc3c2NC(=O)Cc2ccc(O)c(O)c2)c1,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12,-8.402,508,68.83835279655808,7,16,4,9,65c766fe131ab4c5e7cebbca91f9a7bb91bafc16adc4d34fbbcf3bdf9af34040,5148e36d8d69c4ff6dcb31b21916f74f281ce02d51c6416aa0418537b692af97,True
ATP-HTVS-F0B899F1EF1B,71170,CC[NH+](CC)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)CN(C)c2ccccc2)c1,O=C(CNc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,-8.402,508,68.83835279655808,1,2,116,9,31942cd46deeac4980847a2a28bd77df07b5a1db31ff3d5719d301fee3c8c32c,30f7648f087ea3960add732ffc6890d6a02e4eca12f949874c76fa9709634efe,True
ATP-HTVS-C0ADD803E371,28353,CN(Cc1ccccc1S(N)(=O)=O)c1nc(NCc2ccc(C[NH+](C)C)cc2)c2ccccc2[nH+]1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-8.397,510,68.71542716656423,62,83,62,9,316d28e65c2a695b0abb396fd237471b44d9b0d24f965ab154aef711c9e89d7c,1e95be16376c0108b534335c3f9e85f3628126b907fb448a56efe73ca77f94a8,True
ATP-HTVS-B262751D15E7,44706,C[NH+](C)Cc1ccccc1NC(=O)c1cc(-c2cccnc2)nc2ccccc12,O=C(Nc1ccccc1)c1cc(-c2cccnc2)nc2ccccc12,-8.397,510,68.71542716656423,2,3,278,9,77a9c1500004ffd077d43349ae5e9cc3c0be59e5a14a2720698dbf7e7f4dfbd8,1267a2cdeb553fbc7ba6ed9c05ab379b5e4489d8d2edc7f469e0984014690e0b,True
ATP-HTVS-071084F9408F,96642,CN(C(=O)CC(C)(C)c1ccccc1)c1cc(NCc2cccc(C[NH+](C)C)c2)cc[nH+]1,O=C(CCc1ccccc1)Nc1cc(NCc2ccccc2)cc[nH+]1,-8.396,512,68.59250153657037,1,1,261,9,59e04f0573cab0c7595901637a591ce12a602a22998ce89ff488c66e9188e55c,29e73528cd6e388545a9b3bf92b8702f550641ffed33fb20f7a859b319d610ea,True
ATP-HTVS-F8C49F655F6D,82083,CN(CC(=O)Nc1nc2ccccc2cc1Nc1ccc(NCCO)cc1)c1ccccc1,O=C(CNc1ccccc1)Nc1nc2ccccc2cc1Nc1ccccc1,-8.395,513,68.53103872157345,1,1,216,9,2680846588f4411b9be5a025255ecdc042d16428f566d223302da834607e68cf,f9e41ab3c5f011810a74b18395fe137457b1709b6d4bbcf24156061b6d39754a,True
ATP-HTVS-DC20B32D34B9,85249,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3ccc([N+](=O)[O-])cc3)sc3cc(F)ccc23)c1,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1,-8.395,513,68.53103872157345,4,18,457,9,7c7a789037bac0dbd29a2c0da27bda698219e94596746929d08e69da947470a9,2f7da0ca580b7d1a263f5c074c430f87010179f7d526d9c5182c78e0e778c8da,True
ATP-HTVS-5BCFBB048AA1,79809,CC(F)(F)c1ccc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(NCCO)cc2)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-8.395,513,68.53103872157345,12,48,33,9,627ec3d76f583aac6a289abd85d5d0fad51b449631ab5939b7ccca1321976944,36619441d96dd0384ed718ea2985e086bcea204918bccdabe7b9a7fb6953ff95,True
ATP-HTVS-E2D3668E21DF,35265,Cc1cc(N)cc(CNc2nc(NCCc3ccc(C[NH+](C)C)cc3)c3ccccc3[nH+]2)c1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,-8.394,516,68.34665027658266,5,14,5,9,13c8ba6605f40ec1298741244e4c3f4eabe78895926b66c120b4d5ebe2caf09c,b78813f0f7d2ef22e2a20af1cdcaadf03205da261c8e917873e29305b2250b95,True
ATP-HTVS-A820F1D60548,63138,C[NH+](C)Cc1cc(F)ccc1CNCc1cnn(Cc2ccccc2C(F)(F)F)c1,c1ccc(CNCc2cnn(Cc3ccccc3)c2)cc1,-8.394,516,68.34665027658266,1,2,577,9,addb992a2e6c5bf487794905fc2a9d8025b517a410b3a234d11c37ae1d952693,81485d09cc8e0a9da03f86bbe2d7b11d821c5b2f013aa9730ebae7083eb1a303,True
ATP-HTVS-3D55EC2CCC26,92001,Cc1nc(F)cc(C(=O)NCc2cccc(C[NH+](C)C)c2)c1N(CC#N)c1ccccc1,O=C(NCc1ccccc1)c1ccncc1Nc1ccccc1,-8.389,518,68.2237246465888,1,2,15,9,128859845d5deedeae3f69a2c552c1c0bda58d5af5463f0e4f25f99ee8983acd,223a1350815bbf9c7fdd9d42478c506c2d2d085f9c9bf4c6118f9811bda4a591,True
ATP-HTVS-0AAFA8CB92ED,43169,C[NH+](C)Cc1ccccc1CNc1nc(NCCc2ccc(N)cc2)c2ccccc2[nH+]1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,-8.387,519,68.16226183159189,6,14,5,9,73c8a946fc33132c4e0ac789642a8a9a463362e63730eb1b4581621d6652fa8b,9e49a59cbb2168b82203fea3877bc3384f85342e8d74b77280628256801bb475,True
ATP-HTVS-17FF806DFA04,81121,COC(=O)c1cccc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(C[NH+](C)C)cc2)c1F,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-8.386,520,68.10079901659496,13,48,12,9,0420f4a28908cd2d17b3b5e7f40b596df52f97b24d87bff72f669827d49a863e,f490a730a2086a41e5b55ab920f8856853a7b0d6f3f86feeae81e88180b137d3,True
ATP-HTVS-239E0EA8BC65,54689,C[NH+](C)Cc1ccc(NC(=O)Nc2ccnc(SCc3ccccc3)c2)cc1Cl,O=C(Nc1ccccc1)Nc1ccnc(SCc2ccccc2)c1,-8.384,521,68.03933620159803,1,1,854,9,36359eb19b22d9f897601a3812a8e9664f64af844d5831508c0ed16880ec54ce,5240d5862e8ea735cc45ad547d70099cd79cdedcbcd8bc737fa7a9d4deca7d4a,True
ATP-HTVS-11C14F34C5FE,35233,OC[C@H](NCc1nc2ccccc2c(-c2ccccc2)c1Cl)c1cccc(F)c1,c1ccc(CNCc2cc(-c3ccccc3)c3ccccc3n2)cc1,-8.383,522,67.9778733866011,2,3,891,9,652812c2f239b17ffda920ea1efaee7fb423bded107a21d4f723ea99fe08cea2,40b88501d23470af179016c4d54ecf73397606cf749e62af57eea2c1be82439e,True
ATP-HTVS-7B98CE40EDFD,70307,C#Cc1ccccc1C(=O)Nc1ncc(NCc2ccc(C[NH+](C)C)cc2)c2ccccc12,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-8.38,523,67.91641057160417,19,33,119,9,5b0fd555ac00abc9da0227100ceef48539d5a55580ec17565e283212a602f6af,a34a6a31d603319db6a82dbce25d6c7bc1df84090f51933352d0041d9fde95a3,True
ATP-HTVS-5C2621A0B526,36290,Cc1cccc(-c2nn(Cc3ccccc3)cc2C[NH2+]C[C@H](c2cccnc2)N(C)C)c1,c1ccc(Cn2cc(C[NH2+]CCc3cccnc3)c(-c3ccccc3)n2)cc1,-8.378,524,67.85494775660726,1,2,193,9,9216d4d0cd21e7da138f04e76c7fb70a01744f009bd9e3e441132909a5de545f,6d534f4c62ba52fcc4367bf920dbb5fb603263b4c1020c33e6057b51693cc476,True
ATP-HTVS-CB056AB5514A,67811,C[NH+](C)Cc1ccccc1CNC(=O)c1cn(Cc2ccccc2)nc1-c1cccnc1,O=C(NCc1ccccc1)c1cn(Cc2ccccc2)nc1-c1cccnc1,-8.378,524,67.85494775660726,1,2,254,9,8adbb1cd07aa52c4660fb0d27f66a37a0fe51dffcf1031cb8899df3e21fcb455,439c4082e168e8ac45d70e9e1de2a6e35cbf8c57fd75cfb3bc7d9c4eb3fb6b31,True
ATP-HTVS-0A53D5277C22,24418,COc1ccc([C@@H](CN(C)C)NCc2nc3ccccc3c(-c3ccccc3)c2Cl)cc1,c1ccc(CNCc2cc(-c3ccccc3)c3ccccc3n2)cc1,-8.377,526,67.7320221266134,3,3,903,9,f083e10ef9fe3dce495b9d0019df3d4211b0eb17cd4bb2f88f253a1a7c44364d,b072e29e7d0ce49d860606edb4768239822c21e08cccf9c3e8884de29c039eb8,True
ATP-HTVS-512BF8EF5FA0,50785,CN(C)Cc1ccc(CCNc2nc3ccccc3nc2NCC#Cc2cccnc2)cc1,C(#Cc1cccnc1)CNc1nc2ccccc2nc1NCCc1ccccc1,-8.375,527,67.67055931161647,1,1,764,9,688ee00a073cfc7392fc5a8de603f43b6a7291622c946beaa79867f9cc4db9a0,9f416eb5fa3fabe86b7fea799a1b7a72e3032958621927ae7f2bca94072432f5,True
ATP-HTVS-B64EA431F59B,47873,CN(C)Cc1ccccc1NC(=O)NCc1cn(-c2ccccc2)nc1-c1ccccc1,O=C(NCc1cn(-c2ccccc2)nc1-c1ccccc1)Nc1ccccc1,-8.374,528,67.60909649661954,1,1,94,9,33a72d77abd2af02c5a87c7abbe747cf16009af7f3ca059b424a843c7534d5bf,31f9bba8d335746d14bcb9ca6630140a383b09aa9684b42f8d180bbcaccd58d6,True
ATP-HTVS-A25C4EA68E32,90658,C[NH+](C)Cc1ccc(C(=O)Nc2c[nH+]c3ccccc3c2Nc2ccccc2)cc1,O=C(Nc1c[nH+]c2ccccc2c1Nc1ccccc1)c1ccccc1,-8.373,529,67.54763368162261,1,4,99,9,f38324b2c868315166c3e95cc3c943c26a6f596be26f0e8e9a54a774614605d6,77e40be9c4c4c0e96d3e9d0723481b643279b9ff01da6ed01100ad82b9f37ba4,True
ATP-HTVS-CA5141603A6E,62146,C[NH+](C)CCc1cccc(NC(=O)NCc2cn(-c3ccccc3)nc2-c2ccncc2)c1,O=C(NCc1cn(-c2ccccc2)nc1-c1ccncc1)Nc1ccccc1,-8.373,529,67.54763368162261,2,3,94,9,ecfaa4934620daf4c6a049cd26a9721eaed8b2fb820073770d1776a61ff897fb,aef1e6a4d654ceb3ed25f55d248b5e2645dde920a53075dc58bcb2cfa3529d7c,True
ATP-HTVS-95D98DD03D76,71298,CN(C)Cc1ccc(CNc2c(CN(C)C(=O)CCc3ccccc3)sc3ccccc23)cc1,O=C(CCc1ccccc1)NCc1sc2ccccc2c1NCc1ccccc1,-8.37,531,67.42470805162877,2,4,140,9,d6b67e066dfafebcff595cf82324b73da10b513e877b7a7be0f84f3277dab8f5,8770507d650c5ec7431fd6dfd3e79f031b7b24eb73ee6452dbaa7860bd07a811,True
ATP-HTVS-FD8D954BBECF,27202,C[NH+](C)Cc1cc(F)ccc1C[NH2+]Cc1c(-c2ccccc2)nn2ccccc12,c1ccc(C[NH2+]Cc2c(-c3ccccc3)nn3ccccc23)cc1,-8.369,532,67.36324523663184,1,3,378,9,e7ae9adb74bdfe0333210319ca7792187e8e449539db4e1ac9a1b6ec96d79cc5,9a910cca7e53fa3047c7137c6c51cba6bead6848cd8af7198cbc028d14f805df,True
ATP-HTVS-CBCD19AD9C21,69538,C[NH+](C)Cc1ccc(CNc2c[nH+]c3ccccc3c2NC(=O)[C@](C)(O)c2ccccc2)cc1,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)c[nH+]c2ccccc12,-8.369,532,67.36324523663184,1,1,253,9,1c5dbbbbbcdd8ea11862b113a4e6624c799c2e18d4d028e480b6c82bc0641331,868502030531e0d125ce2773c2423f7f2c07c410b4630601e02796ad02deb99f,True
ATP-HTVS-B34C30ECDBCB,67107,CN(C)Cc1ccc(CCNc2cc(-c3ccccc3)nc3ccnn23)cc1,c1ccc(CCNc2cc(-c3ccccc3)nc3ccnn23)cc1,-8.366,534,67.24031960663798,1,1,552,9,68d1780c232740d81ca891dcb92a07948c0c1f69ac115d8e31997a42f65c9241,0167b4b5c17f1b9260ca61099cac0ef44fb581274044411dc1fe32cedcdf3570,True
ATP-HTVS-F92825C2DD85,36035,O=C(Cn1c(NCCc2ccc(CO)cc2)nc2ccccc21)c1ccccc1,O=C(Cn1c(NCCc2ccccc2)nc2ccccc21)c1ccccc1,-8.365,535,67.17885679164107,2,2,386,9,094778d896ddfab334796c1e000b941c8845aaa72a10b8ff4ce12c525f71780f,efd1447d89d7bdaf85be6e24703b122838c62afc2da1c9c5af180ef8fe86f4df,True
ATP-HTVS-D925B2862DC5,91491,N#CCN(c1ccccc1)c1c(C(=O)NCc2ccc3c(c2)CCN3)cnc2ccc(F)cc12,O=C(NCc1ccc2c(c1)CCN2)c1cnc2ccccc2c1Nc1ccccc1,-8.365,535,67.17885679164107,1,1,15,9,f775f187a40f1a0a8e37e5c414f41171614f6d45980a7c380397a597e33c62e2,0c92e72dad1f31e9fafe00f368552abc4635d8377a3cd1909c2c11bb2261d05a,True
ATP-HTVS-7BEC4E93BD87,81249,CN(C)c1ccc(CCNc2c(NC(=O)c3cccc([S-])c3)c[nH+]c3ccccc23)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCCc1ccccc1)c1ccccc1,-8.363,537,67.05593116164721,3,7,164,9,eee174d4a64935140fe6e3f7d9b4e2ab6bb008056749a834fd92a46d9fe113a1,16666c6a5ba257e36e2c70efb41dc97e7cd536b40defc0e884ea2095798939b7,True
ATP-HTVS-A1F737581FBF,84547,c1ccc(C[NH2+]CCc2nc3ccccc3n2Cc2ccccc2)cc1,c1ccc(C[NH2+]CCc2nc3ccccc3n2Cc2ccccc2)cc1,-8.363,537,67.05593116164721,1,1,595,9,c7b36392ff2321e461426ff9fd01f8af75909c93cd99d990dc30969ae71e87e4,722a2a6d8b691e2e8fdebf334779e6be7e672a66a5f8117d607069054bb9a247,True
ATP-HTVS-9F81613398D9,73347,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)c3cccc(F)c3F)c(-n3cccc3)c2)c1,O=C(Nc1ncc(NCc2ccccc2)cc1-n1cccc1)c1ccccc1,-8.362,539,66.93300553165335,3,4,53,9,7a777404afa1b9a4d52c263f0c8dbf01e2e09441e0ff6525ff4621762db543c5,a114d2cdfd415661bdc6c58d7e2d34a2b674b1acae6530d1b79e1b36e46a83b6,True
ATP-HTVS-0CD00DCFE488,46273,CC(C)N(C)Cc1cccc(CNC(=O)Cn2c(COc3ccc(Cl)cc3)nc3ccccc32)c1,O=C(Cn1c(COc2ccccc2)nc2ccccc21)NCc1ccccc1,-8.362,539,66.93300553165335,4,7,262,9,bc827cfe1623fbce13adf0b5457f1f1effbd0457c80ace1025ec8ed5e756468f,6e300b2c7eb952fd42497546257d50b300936c34b28756be7d7d55046a0ff136,True
ATP-HTVS-6D22B46DE244,25601,C[NH+](C)Cc1cccc(CNc2nc(NCc3ccc(F)cc3)c3ccccc3[nH+]2)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-8.362,539,66.93300553165335,63,83,0,9,5c1bbfeb44f0b604f95966e0290a21e2ce21c614226da5b263266412f6a3d85f,6984252711409474ddf1040bb8c49903f3668cb9b54c4f6cff9e8e3bfd87d3c0,True
ATP-HTVS-9360F17A3EC6,75329,CN(C)c1ccc(CCNc2c(NC(=O)c3ccccc3F)c[nH+]c3ccccc23)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCCc1ccccc1)c1ccccc1,-8.362,539,66.93300553165335,4,7,164,9,79d412a6fdd8d4c9219f6b3aa856ce85ca9e8245cb2dc74be1671d36da7f7be8,d8ab97ac68db4de6f89a529bf6d288a1412c9bc74ad6a89b09ce7de264de0538,True
ATP-HTVS-7DAC8816801F,84385,CC[NH+](CC)Cc1cccc(CNc2c(NC(=O)c3ccc(C#N)c(F)c3)c[nH+]c3ccccc23)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-8.362,539,66.93300553165335,14,48,22,9,a543a797bd46d273092e9ec41898365742580c4a2b9f9ee88df1c54a9598a628,37516e8fc33f2abb0e4e4984db36a03d0a4df6d2357fbd7be828b86bfc929d4f,True
ATP-HTVS-CD3E1774443F,28194,CN(C)Cc1ccc(CNc2nc(NCc3ccc(Cl)cc3)[nH+]c3ccccc23)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-8.361,544,66.62569145666872,64,83,143,9,e76a62ce002e7e949791f8990d6ccbc80865ec87bd5680080274868c47b587cb,943946810c3ffc055afea7c26b7978a35d454134d1d001abf6fa31f4654c229c,True
ATP-HTVS-C725FB5B69C4,56739,COc1ccccc1[C@@H](CNc1nc(Oc2ccccc2)c2ccccc2n1)[NH+](C)C,c1ccc(CCNc2nc(Oc3ccccc3)c3ccccc3n2)cc1,-8.36,545,66.5642286416718,1,1,507,9,8812e88e5c9371e2725994ccbcb66d7d32d66fb1c06e680ae29734e567794556,1053dba3784391686b5791d5b17ca2e0eff61497b8968e60250fe0bef165f413,True
ATP-HTVS-917EA3B617CA,53634,C[NH+](C)Cc1cc(F)ccc1CNc1nc2ccccc2nc1NCc1ccc(F)cc1N,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-8.359,546,66.50276582667487,12,41,634,9,3b684ba84a646366f01d1098eda9d3bd868820c73cada467a10cb8c24cbd387d,110950e657d18e07ac95261ef76c455b7f6c2062487417cdc8024f477ad95204,True
ATP-HTVS-1E5A6A308B25,86881,CN(C(=O)c1ccccc1F)c1ccncc1NCc1ccc(C[NH+](C)C)cc1,O=C(Nc1ccncc1NCc1ccccc1)c1ccccc1,-8.358,547,66.44130301167793,1,3,860,9,680b05860607e2de6861c7419a12b1f1bbe441dd2d6631dd18bc7c207af1f225,a175b3e68432bacef8bb3b1a7c3934e8494721d60b97fc775a0ebff8f5ff9745,True
ATP-HTVS-66EE35E24140,84065,CC[NH+](CC)Cc1cccc(CNc2cnc(NC(=O)c3ccccc3C(C)=O)c3ccccc23)c1,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-8.353,548,66.379840196681,20,33,17,9,823966798ee657a111bab1027c20c5cd38768337d68f7fc82ae122c7d4650e4e,1864d97eeb81790812ca1d6c7a1ea372623eed62cc4e484abf5b0535d104527d,True
ATP-HTVS-976CFBCF515D,13249,Cc1ccccc1[C@@H](C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)N(C)C,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,-8.349,549,66.31837738168407,1,3,623,9,f645fcc1acab5569ac1f50e065257e5a5a530d662d9fcdd1ad4572477cb8ccb0,b544cf58a77bac841cd7bba0219433b76c97555d62843b0d72b2e9b42740a3ea,True
