canonical_id,compound_code,canonical_smiles,scaffold,vina_affinity,global_rank,percentile,scaffold_relative_rank,scaffold_size,chemical_space_cluster,vina_pose_count,pose_sha256,signature,cached
ATP-HTVS-354B8B3BDEB4,62498,CN(C)Cc1cc(NCc2c(-c3ccccc3)nn3ccccc23)ccc1Cl,c1ccc(NCc2c(-c3ccccc3)nn3ccccc23)cc1,-7.896,931,42.83958205285801,1,1,826,9,a4e7b64d6bc3d40139b6c53894c680dfac934d71d3c64656722b68637f7b7465,784456256ed43b858d4baa4e94ec7f1918e4f7a87cf92c28362808e3a6c5bc6d,True
ATP-HTVS-3E51FD2FD256,56033,C[NH+](C)Cc1cc(F)ccc1C[NH2+]Cc1ccc(Oc2ccc(Br)cc2)nc1,c1ccc(C[NH2+]Cc2ccc(Oc3ccccc3)nc2)cc1,-7.896,931,42.83958205285801,1,4,156,9,33d250f71550abf0a2c09dde012e972fe4fb353fab62c2135697347a8f748b41,d623e2befe2bc839fed087e061366c601b201d49db5d37c71be9e3122d84d8cb,True
ATP-HTVS-3DB1B8B928B3,68034,COc1cc(CN[C@@H](C[NH+](C)C)c2ccc(F)cc2)cc(O)c1OCc1ccccc1,c1ccc(CNCc2ccc(OCc3ccccc3)cc2)cc1,-7.895,934,42.65519360786724,1,4,807,9,37b98faa4282ba23ecb3e6bf9b39838004d73100995c53e23ecb404366ecbcc8,c07fe820a5efe3f7ee21a5dcd92c6aa02dacd7728ba9128ac8ab4939588478f1,True
ATP-HTVS-1FAE7495FCDD,91266,C#Cc1ccc(CNc2c(NC(=O)c3ccccc3)c[nH+]c3ccccc23)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-7.895,934,42.65519360786724,29,48,359,9,77e142b7332bd0f14fb66d3f171a5d0c7b531a08888de291cc591829e6bd2b46,092785f9e43df7596cc6f7e26fb6627a18b596270cfbf37f07e053ce7985adcd,True
ATP-HTVS-4862FE6420AB,72898,CC(=O)c1ccc(CC(=O)Nc2c[nH+]c3ccccc3c2NCc2cccc(C[NH+](C)C)c2)cc1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-7.891,936,42.53226797787338,9,14,2,9,aaa505d0e3711f2a9e1ed8df2458e66a035609a53db3d835c4d2b567b24f3fe2,f6bdda037831e453b458c06a3d7f6f9acf597bf17fbfb0b14b600302bd5c7668,True
ATP-HTVS-F9F42C67BCEC,77858,C[NH+](C)Cc1cccc(CNc2cc(C(=O)NCc3ccccc3)sc2Cl)c1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,-7.891,936,42.53226797787338,3,16,24,9,88fa83fb6a45e9df44da9046614033fb9ff8c86f13cc83514852a5a9aa4f4e8f,08b36d78673c29fea41ba8e256e1e4478428cfb0c371c1921fd5c73391de06ee,True
ATP-HTVS-72B2F4D4EA61,85379,C[NH+](C)Cc1cccc(CN[C@@H](C#Cc2ccc(C(=O)[O-])cc2)c2cc3ccccc3o2)c1,C(#CC(NCc1ccccc1)c1cc2ccccc2o1)c1ccccc1,-7.89,938,42.40934234787953,2,2,291,9,392215ab360b8cce46237c04bbfb6630f26554ceb559a02cf6b426ef2651735a,b49529dad488dc5a4ddbc452e90da4542ca2847fe0704f59003d2494fc3dae1d,True
ATP-HTVS-654FE4E3AAA7,28929,CC[N@@H+](C)Cc1cccc(CNc2cc(C(=O)N(C)c3ccccc3)ccn2)c1,O=C(Nc1ccccc1)c1ccnc(NCc2ccccc2)c1,-7.889,939,42.3478795328826,1,1,718,9,550b2a7d9fdf9c071d8eb1d1cbb00badb400d442c0cd4f2699a29505c2084464,9a6b002f54a57312c62fc088686397c9b0d9ee7347713154fd474f10ea3c4dce,True
ATP-HTVS-6F734E803CC4,90177,COc1ccccc1CC(=O)Nc1nc2ccccc2cc1N(C)[C@H](C#N)c1ccccc1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,-7.889,939,42.3478795328826,9,11,318,9,f85332f7464b9d12b1a05ac058ef88246defe4e8b9219153ad91171d8a1f0bb6,b575ccac5738085cc8e152aca94fc006f09deb8b2faec27718d4b8476f4cd422,True
ATP-HTVS-2DB2F8E5543E,82081,CN(CC(=O)Nc1c[nH+]c2ccccc2c1Nc1ccc(NCCO)cc1)c1ccccc1,O=C(CNc1ccccc1)Nc1c[nH+]c2ccccc2c1Nc1ccccc1,-7.889,939,42.3478795328826,1,1,835,9,3c587ce46b244c102527180dc17e9d0dd4913a3fea38d622e0cf5f9c8841feec,82166eca5964f6c1d3c7967fe70a52b0d139630ed6c79b32d4195d81eb46ba6a,True
ATP-HTVS-8E6E87523B7B,64451,CN(Cc1ccc([S@@](C)=O)cc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)nc2ccccc12,-7.887,942,42.16349108789183,3,6,300,9,a9bab311b5808436efda99e277c8361b91dd617a16c8dac252ced66c6a251953,f51c02f11e0e09dd1323c001cf74a8b35e3f30f6b6c53e828b74f99caa4433f3,True
ATP-HTVS-48ECC7021683,96033,C[NH+](C)Cc1cccc(CNc2csc(C(=O)NCc3cccc(Cl)c3)c2)c1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,-7.885,943,42.1020282728949,4,16,188,9,0836829cecbf82729ba01948420174c7b898b87dd7bc581fe3e06d4a4dab71b2,da375d3446b35c734752ea42264403fbe7c67128fb667fd946ad84fb9f15a565,True
ATP-HTVS-E340B301DB22,93474,C[NH+](C)Cc1ccc(CNc2cc(Cl)sc2C(=O)N[C@@H](C#N)c2ccc(F)cc2)cc1,O=C(NCc1ccccc1)c1sccc1NCc1ccccc1,-7.885,943,42.1020282728949,3,9,82,9,9e6bd768bd93796645c71521597818c242f8ca1b04a88f1dcb1159a13290bdfa,7dd78bbb13b76e027bcded86fec7936bde78f543fdf6719fb58e63820aeeae2f,True
ATP-HTVS-494FFDA3E05A,79810,C[NH+](C)Cc1ccc(NC(=O)c2cn(-c3ccccc3)c(=O)c3ccccc23)cc1,O=C(Nc1ccccc1)c1cn(-c2ccccc2)c(=O)c2ccccc12,-7.884,945,41.97910264290105,1,2,149,9,bf46a678ec1e8ae79e96d94c09c09fd133a3c075e7262f8d1824899e093023b7,0b92eac6ac876f890f9b030fb210d8554ea642482f39c4005d8887c6380bebdf,True
ATP-HTVS-79BEB139CB8F,55745,C[NH+](C)Cc1ccc(CC[NH2+]Cc2ccc(-c3ccccc3[N+](=O)[O-])s2)cc1,c1ccc(CC[NH2+]Cc2ccc(-c3ccccc3)s2)cc1,-7.884,945,41.97910264290105,1,2,166,9,5b2531284d52f592c2dbc0a539dd0fa6823264c40bc76fa60c7896f484e93fd4,ee7b4304a3b19f1c1452a5c916f7730320362816827980b6f4a9e0e0527c4012,True
ATP-HTVS-C0568328686F,39681,COc1ccc(CN(C)c2nc(NCc3ccccc3C[NH+](C)C)c3ccccc3[nH+]2)c(OC)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-7.883,947,41.85617701290719,81,83,519,9,d986523ace72ab671ab9644a253ffe12a2f43b1ab977c8bcfe343dccbb9f15f6,8a76a1d608579dc2e0279973f63c6a649832c7a1013f219d89c703cba98a69e0,True
ATP-HTVS-515F0CC44DE0,70113,CN(C)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)c2ccccc2Cl)cc1,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-7.882,948,41.79471419791027,18,28,762,9,f5b78633ec2f4801230e096009100fc7d8f36f101450fd6adc6fed081f05184b,e5d81a3c445a37aca1b62e5fda6d7341b5578c2dfecd0aefb174a214ff264b1b,True
ATP-HTVS-7EF96EA99BCF,95361,CCN(c1c(NC(=O)c2cccc(C[NH+]3CCCC3)c2)c[nH+]c2ccccc12)[C@@H](C#N)c1ccccc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1cccc(C[NH+]2CCCC2)c1,-7.879,949,41.73325138291334,2,2,54,9,66121acfe744b2257504d1e813b573c69934ef600b5a9a567062ea7f827fa3ba,ca1c62f0f210ef0edf2dfaee890b151eb98b4d9848c711d2f327689482631bc7,True
ATP-HTVS-4991CDEEDD30,76385,C[NH+](C)Cc1ccc(C[NH2+][C@@H](C#Cc2cccc(O)c2)c2cc3ccccc3o2)cc1,C(#CC([NH2+]Cc1ccccc1)c1cc2ccccc2o1)c1ccccc1,-7.878,950,41.671788567916416,1,1,778,9,e5872e416f1569c1f3199c56d52fd3c4a9df37970c59d2057f1d9f28a93626fe,ac3f6a3c51274c233d3b0d4b15642f33479a13252ccfb1c3ca3de6249b20dc81,True
ATP-HTVS-52816E9DAB39,70209,CCN(CC)Cc1cccc(CNc2cnc(NC(=O)Cc3ccccc3)c3ccccc23)c1,O=C(Cc1ccccc1)Nc1ncc(NCc2ccccc2)c2ccccc12,-7.876,951,41.610325752919486,10,10,332,9,b8ef2673c8cbdaa65b99ecc11528300f395249d28d00274413f1a4fa61424539,2c1bb3c6f90a632dad184a73f8c72fa6315051eeda207d5e2e80d4943db13e78,True
ATP-HTVS-C88FA91C4E8E,75201,CN(C(=O)c1[nH]c2ccccc2c1NCc1ccc(NCCO)cc1)[C@@H](C#N)c1ccccc1,O=C(NCc1ccccc1)c1[nH]c2ccccc2c1NCc1ccccc1,-7.876,951,41.610325752919486,4,4,130,9,b1aa25f4b520c2689b7445091480244c9eef5f418ce4d94d273a36d93299f97c,8ac2d908e5f0bdd87b46b97db83b97b4117372274a1dda26a5f6b01520d64880,True
ATP-HTVS-78252FECAF69,68547,CCNc1cc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2cccnc2)ccn1,c1ccc(Cn2cc(C[NH2+]Cc3ccncc3)c(-c3cccnc3)n2)cc1,-7.875,953,41.487400122925635,1,1,682,9,b63abc5485ab89e7e73a0872fdcf50c671e10ff223772eca4c732ca90d6b6143,fbdb84eaa708d85024293e3759639dcbf760488a3f064d48675bba058a50d29b,True
ATP-HTVS-E80053830AA7,51267,C[NH+](C)Cc1cccc(CO/N=C(/N)c2cn(Cc3ccccc3)nn2)c1,C(=NOCc1ccccc1)c1cn(Cc2ccccc2)nn1,-7.874,954,41.425937307928706,1,1,423,9,6f2a8bb48f521fe1181fec64535a810333d1734488bf9c70fa0776761a0e1d62,54bd43e889dd563cf715aea7d591c30181578ccd884816907429ca4c655deae8,True
ATP-HTVS-86B60B8C3F13,91042,Cc1[nH+]ccc(NC(=O)c2ccccc2)c1NCc1cccc(C[NH+](C)C)c1,O=C(Nc1cc[nH+]cc1NCc1ccccc1)c1ccccc1,-7.873,955,41.36447449293178,1,1,659,9,2be8b7d48e4626937eb2a6c1127b7b21664fec957967fc20ff300f36cb8613ea,a08e0201a7117a3a5d23673dffce03406813e1d4859320ae85e95fcc0fd9eb4c,True
ATP-HTVS-A95E57B9EC2C,50113,C[NH+](C)Cc1ccccc1CNc1nc2ccccc2nc1NCc1ccc(F)c(CO)c1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-7.868,956,41.303011677934855,29,41,97,9,65d1195211324cc610eac3b638e417bd1c8345457de0dc2c2e43afbf94b7ec2e,6417419a220c21777bc949c88f02c20b8fcb43497c2ae3bb0d0c74136826a182,True
ATP-HTVS-DD7A369608E2,55074,O=C([O-])CCc1ccccc1C[NH2+]Cc1cn(Cc2ccccc2)nc1-c1ccccc1,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)cc1,-7.867,957,41.241548862937925,3,10,74,9,0464833d0dbb9bbd7817800d99eba430170e577e4a84416d063b27cd88d02681,e4b0715018e67bf61a1b4ef23c1d56e27f1c71da06ec91518d4ca19119246a9c,True
ATP-HTVS-9AEFC257B6AB,94850,Cc1ccc(C)c(C(=O)Nc2ncc(NCc3ccc(NCCO)cc3)c3ccccc23)c1,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1,-7.865,958,41.180086047941,33,33,32,9,380a3f3670cd54cbc43b39714f7ed82797deef4edc6f04fb25b59b8d5003f0e6,7b6ae265f8d859b341dc2ef13b89770b402440d2a2fc93676f2ad1a7864e9b67,True
ATP-HTVS-0282D10141FD,57825,Cc1cccc(O)c1C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccncc1,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,-7.865,958,41.180086047941,4,6,368,9,2d46610f77c8ed449a4af33b7dd844abb87b66b58dd2a1ba67a75526a11c8e18,184be342b071bef2f9acbed3606063a956aae0e6e9c393c49bf95f61e13fd683,True
ATP-HTVS-DB6DF45B456E,23457,COc1ccccc1OCc1ccc(C[NH2+]Cc2cccc(C[NH+](C)C)c2)o1,c1ccc(C[NH2+]Cc2ccc(COc3ccccc3)o2)cc1,-7.861,960,41.057160417947145,2,9,63,9,ac05878bda84d215c023d06274b69f529329371c05e9c4de100b0b276bf906b4,58a0fe1dbad82dcbbb3d3e7b49bc90835fd0ed794e5fb9690881f179f97f5200,True
ATP-HTVS-F1ABC01A08C5,11618,C[NH+](C)Cc1ccc(CNc2ccc(Oc3ccccc3F)nc2)cc1,c1ccc(CNc2ccc(Oc3ccccc3)nc2)cc1,-7.861,960,41.057160417947145,2,2,222,9,2c6b73567c258eb55eda4660e4be9e96f20f4950512aa3c4cf0f90e5f7010509,c393ad3839dc87918598d0326a5ff518cc9d681d9026ce73bb735f7f18b5269b,True
ATP-HTVS-3BC1681A99C2,35363,CCNc1ccc(C[NH2+]Cc2csc(N(C(C)=O)c3ccccc3)n2)cc1,c1ccc(C[NH2+]Cc2csc(Nc3ccccc3)n2)cc1,-7.86,962,40.93423478795329,3,12,38,9,e79a9805b8064bed63ba41feb43434448dedc44ed331d8d4076d9d82949ae302,10895353852d30338c1b87db2e74dcb4cd2d8a5457730fc832b430d0d6c5ae45,True
ATP-HTVS-2818D10B14C2,35009,Cc1ccc(C[NH+](C)C)cc1NCc1ccc(OCc2ccccc2)cn1,c1ccc(COc2ccc(CNc3ccccc3)nc2)cc1,-7.858,963,40.87277197295636,1,1,844,8,d1e947f4bd79d3724194c0231a01bcd69bda7c54a55f5dd3f4279c9295b1915c,b0527ee89a030b0228a0c3c358e691313aa5a226c8b1500da887467957f49ec4,True
ATP-HTVS-391C9D64EC7D,20547,CCCc1ccc(C[NH2+]Cc2ncc(-c3cccc(O)c3)cn2)cc1,c1ccc(C[NH2+]Cc2ncc(-c3ccccc3)cn2)cc1,-7.858,963,40.87277197295636,2,6,818,9,36b3024d8b58571ff296e1bc25bff89662ce924e3d20a497858c2463e337aa99,36d826eb1ac69957fdf3ab1dfd248dacae8d91730bd1464d458e44ad142f1fcf,True
ATP-HTVS-F5557C46ACCD,63875,Cc1c(N)cccc1CNc1nc2ccccc2nc1NCc1ccccc1C[NH+](C)C,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-7.857,965,40.749846342962506,30,41,78,9,e7c723e7c5b6991b4eb742904703af90146fd178ef469247e446300ac9bc0cc0,8f97e23aaf9563a95c380adc0f2d05a112ebdc537dd4a15d23ddb3d6c54e1e89,True
ATP-HTVS-694143BD68F7,98210,CN(c1c(NC(=O)COc2ccccc2Cl)c[nH+]c2ccccc12)[C@H](C#N)c1ccccc1,O=C(COc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-7.854,966,40.68838352796558,1,1,319,9,ccaba27fcdffcba29f844f14e3cc7d284500251dfe991b4ae758c1a8ed3c48c2,f7d65c9c7d28f87589a07d2201557ce632ba5d59404b8fc9275e1488fd637a88,True
ATP-HTVS-D0CA976BC689,29859,C[NH+](C)Cc1ccc(CCNc2nc(NCc3ccc(C#N)c(Cl)c3)[nH+]c3ccccc23)cc1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,-7.854,966,40.68838352796558,12,14,5,9,9ed9b0f958755ff3cd2f4b0eeae066c9dbf9ab46af70099a977b287b5480ac05,4eda60f5015f6732574d1d4f0a28b505901275c4b60797b2fcedb8ffab5c4f73,True
ATP-HTVS-6B6B8E0C727E,97122,C[NH+](C)Cc1cccc(CNc2csc(CC(=O)NC(C)(C)c3ccccc3)c2)c1,O=C(Cc1cc(NCc2ccccc2)cs1)NCc1ccccc1,-7.854,966,40.68838352796558,1,1,25,9,f7e92a503a75acce0d0dbc125039b8d54bceb6b8bc60ce17595e145f0231c696,78481b8432ac230a46387688f7a0a846fa5ce05f1c270863682c49520129a649,True
ATP-HTVS-D773B3DD8BD5,77090,C[NH+](C)[C@H](CNc1c(NC(=O)c2ccccc2)c[nH+]c2ccccc12)c1ccc(Cl)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCCc1ccccc1)c1ccccc1,-7.853,969,40.5039950829748,5,7,465,9,4c90a246e0d9b1fc53fe346397461d1df4c275508578aeb6db8ca8768ca2e2d1,9d457dd535d1ccb6ed59413bcf5481957bda48d8e3766a0444bca2323ed18f28,True
ATP-HTVS-5425AB1A5C10,35457,C[C@H](Nc1nc2ccccc2nc1NCc1cccc(C[NH+](C)C)c1)c1cc(F)ccc1F,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-7.852,970,40.44253226797787,31,41,751,9,010b6367ec56bf2c0765dcad66f9a4d784dd239a6f9f16f58f81f083611216eb,0732fcb6ad180aa66df7f94fa0bfe62fffa517c25c465c4d3b5bb0c0f29a2cbd,True
ATP-HTVS-F53B308249C7,20321,C[NH+](C)Cc1ccc(CNc2csc(-c3ccc(O)cc3)n2)cc1,c1ccc(CNc2csc(-c3ccccc3)n2)cc1,-7.851,971,40.381069452980945,1,1,393,9,7239c1082f971f70ad8838d0e80787270fbb28943b126b114111738607ea8dc3,3cd68b62dd189999e73daaa7b7131c5ef40457ff762a01491390913d0917385b,True
ATP-HTVS-491BAB709F49,88482,CN(c1cc2ccccc2nc1NC(=O)c1ccc(C[NH+]2CCCC2)cc1)[C@@H](C#N)c1ccccc1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccc(C[NH+]2CCCC2)cc1,-7.851,971,40.381069452980945,1,1,780,9,0e02bcf15337ac1a845c98170bb9107210790fae19701b4e999c3d9e623d192b,e03c31971f9b572ff7a7f1c62d96fe1d6b3563232f0af47e3beb3532b57c6a6a,True
ATP-HTVS-5A38D2E65B38,77890,C[NH+](C)Cc1ccc(C(=O)Nc2cnc3ccccc3c2C#CC(=O)c2ccccc2Cl)cc1,O=C(C#Cc1c(NC(=O)c2ccccc2)cnc2ccccc12)c1ccccc1,-7.851,971,40.381069452980945,2,2,738,9,19615251888b136720f12cee7199e95f2a4070d66885e569497c6f49f23aec8c,3ab6b5a3622e07702763067c82dd04d57e68d16a97fc2db6cbe42744ad7c2b1e,True
ATP-HTVS-007D6F34F923,30817,C[NH+](C)Cc1ccccc1CNc1nc2ccccc2nc1N[C@@H](CCO)c1ccccc1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-7.846,974,40.196681007990165,32,41,924,9,50afb081773773ee962e00f46419fc18ff91325cae068c7ddf2c5c213f3f3c96,9334394be1964d11d22e50a13352eb455a8aa5ac627b483ebabc6079499089db,True
ATP-HTVS-B0742D29E2ED,92481,CN(C(=O)c1ccc(Cl)cc1)c1cc(NCc2cccc(C[NH+](C)C)c2)ccn1,O=C(Nc1cc(NCc2ccccc2)ccn1)c1ccccc1,-7.845,975,40.135218192993236,4,5,79,9,6fd08df77378feb8ab49b2da3208b78cc691cff2eec036c6b7148018f3f2fff0,1cec083bb19703a9887f53ac4bcdf52caf2418cf5e7abd2a5f31d0055ed09fc8,True
ATP-HTVS-C4893C1BFF55,25250,CC(=O)N(c1ccccc1)c1nc(C[NH2+]Cc2ccccc2C[NH+](C)C)cs1,c1ccc(C[NH2+]Cc2csc(Nc3ccccc3)n2)cc1,-7.844,976,40.073755377996314,4,12,38,9,f3a0b2ab942ece23c49ca39f224d8bf0f0213902757064a3c71a65447fc3f816,050e999872eda5bc0c18bfb96a99aa474c46a020840d90ed3ba5a69bf73f02b7,True
ATP-HTVS-E4024F0AB59A,22913,COc1cc(CC[NH2+][C@H](C)c2ccc(CN(C)C)cc2)c(OC)c2ccccc12,c1ccc(C[NH2+]CCc2ccc3ccccc3c2)cc1,-7.839,977,40.012292562999384,1,2,434,9,aa33562749ed9f55fdeee94256d38027c4293f117803cb2c499808551edbeac9,46c63f01eca0917c3a36b7012360e9d23d5e07ed0dcf269735850f6c2d661c8a,True
ATP-HTVS-3BCB6D34D9FC,82627,CNc1cccc(CNc2cc(C(=O)N(C)Cc3ccccc3)sc2Cl)c1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,-7.838,978,39.95082974800246,5,16,812,9,d380f7e694cd494874a9955fe7db4c274db8677a40ace164e1e4d4f2f6c9d5fa,1eb69f252c89938d5ca482addf8578af458937bd906d7e8bac3969468ad160d1,True
ATP-HTVS-A9E2ECE51DBC,47937,COCCNc1ccccc1C[NH2+]Cc1c(-c2ccccc2)nc2ccccn12,c1ccc(C[NH2+]Cc2c(-c3ccccc3)nc3ccccn23)cc1,-7.835,979,39.88936693300553,7,7,96,9,5e2c8844d27356c8b52f31cbd0ae83ab4263e6e5bd90bfd0c7612184c12270a8,df6871d995f24b3352a19415b17ea714a4f4df20958d0dd6c50d53e4c39465da,True
ATP-HTVS-B7368E70BBC8,27201,C[NH+](C)C[C@H](C[NH2+]Cc1ccc(OCc2ccccc2)cn1)c1ccc(Cl)cc1,c1ccc(CC[NH2+]Cc2ccc(OCc3ccccc3)cn2)cc1,-7.834,980,39.827904118008604,1,2,544,9,3c77b09791f405dc1f8ae919fe231d022d9aa214b13223b5fd958faba695f0ac,40f43eff495da363db20a932279a318b348f36577a3064b0d23907b3de9f1e0a,True
ATP-HTVS-DDD75C103081,34241,CN(c1ccccc1)c1ccc(C[NH2+]C[C@@H](C[NH+](C)C)c2ccc(Cl)cc2)cn1,c1ccc(CC[NH2+]Cc2ccc(Nc3ccccc3)nc2)cc1,-7.834,980,39.827904118008604,1,1,450,9,37e2f7ae7f07eb8b3cd202cc1f9c67e720b3dcd00bda6ada6ef46703610b8d86,c1fd4ab919248ffa7d978562e442ee48d8834eedf4bc35bb6e66a7f2f11b4661,True
ATP-HTVS-6C10A5B04019,55619,CC(C)Nc1cccc(CNc2nc(NCc3ccc(CCO)cc3)nc3ccccc23)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,-7.833,982,39.70497848801475,12,12,169,9,7e0d1f457363796f8f1d13579b1ddae71588965aab7d1d368aaab57afee348b6,94f22b75b26e1dbd13e38298c355b36c5dc6a196134f1a6e1196635ca3cc6394,True
ATP-HTVS-38B17C32C2B1,90305,CN(C(=O)c1c(NCc2ccc(C[NH+](C)C)cc2)c2ccccc2[nH]c1=O)c1cccnc1,O=C(Nc1cccnc1)c1c(NCc2ccccc2)c2ccccc2[nH]c1=O,-7.827,983,39.64351567301782,2,2,171,9,2cd1d62d00d76c977591a405871185b341b97c40e80c00f337b75b6f07b6a9a9,cc136eb1a160abd8e7e0045042aa27067fdbe567f4d1a2d3d48f2a94f48753a3,True
ATP-HTVS-7191B1059E2A,91041,Cc1cc(NC(=O)c2ccccc2)ncc1NCc1ccc(C[NH+](C)C)cc1,O=C(Nc1ccc(NCc2ccccc2)cn1)c1ccccc1,-7.826,984,39.5820528580209,3,4,697,9,089a96f4847c0107bd854cc383ad69bb166b63fee466e0fc1d16a4ae0212ffa5,c1cd34011ea1f79bde4180a7c259f80329d5fcedbfb1c8922a62a8ea14e46783,True
ATP-HTVS-5D7D5B0AFE50,31266,C[NH+](C)C[C@H](C[NH2+]Cc1cn(-c2ccccc2)nc1-c1cccs1)c1ccccc1,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2cccs2)cc1,-7.823,985,39.52059004302397,1,1,309,9,2b07ac7faeb9b7a3b24ac2a4c6a224855cbd25b110a77c529effd1d35e67071f,c0ae9063da8cfc0f2fe610cb85425ebf309d780b4d9d14dee4448607418a393d,True
ATP-HTVS-1C066C79A7D0,44515,COc1cc(C[NH2+]C[C@@H](C[NH+](C)C)c2ccccc2)cc(O)c1OCc1ccccc1,c1ccc(CC[NH2+]Cc2ccc(OCc3ccccc3)cc2)cc1,-7.822,986,39.45912722802704,1,1,268,9,16ab24c92306f39f64ad12bb93032d5c5ac0cd866efd23d42c7239d1de64cbd9,7d444c5dc0ebf0f583d8f8127aeace55ca37f7b0fd28e044726f51cbac662b6e,True
ATP-HTVS-11CEFB3A39DF,61475,CN(CCC#N)c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,-7.821,987,39.39766441303012,5,6,890,9,e60b7f3ced44ec18d9a037294641d809bdd950dc4a3612d2fe8d6b184b6bd6d7,9df26e032a312e6dfa4b9e43ccb9b3b02522ad95ea7b08a281acea0b45ae6e1a,True
ATP-HTVS-675C8FFFA49B,85475,C[NH2+]CCc1ccc(Nc2cnc(NC(=O)c3cccc(F)c3)c3ccccc23)cc1,O=C(Nc1ncc(Nc2ccccc2)c2ccccc12)c1ccccc1,-7.821,987,39.39766441303012,11,12,167,9,26d39421802af08fa03e885b04abc5b1190b5318b9920b0f64527495bbcd9c76,fa717f9855a9eb933dbc131131a6fc31d6eef8417953d09d2cfde4f396c1ff0a,True
ATP-HTVS-63E5F33A32FB,23458,COc1ccccc1OCc1ccc(C[NH2+]Cc2ccccc2C[NH+](C)C)o1,c1ccc(C[NH2+]Cc2ccc(COc3ccccc3)o2)cc1,-7.82,989,39.27473878303627,3,9,63,9,218e6b8f10c57f01999919cf70c71108df7429c29ec44e1e8e301915f19489d6,572773e545b98fe5c00389fec2df237e65f95dec6415a3686ee66b6c641d9a94,True
ATP-HTVS-A10345D75118,25475,CN(Cc1ccc([S@@](C)=O)cc1)c1nc2ccccc2nc1NCc1cccc(C[NH+](C)C)c1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-7.817,990,39.21327596803934,33,41,596,9,7c75a5c43b85a7944fd7145146b6045813e03aa20cd03cd929a52aab4a72ea36,6aff84d26b1c6b347f36e266647efe4bdbca75718fd7c1f9a92f11276de2bc0e,True
ATP-HTVS-362E300BB66B,5762,C[C@@H]([NH2+]Cc1ccccc1OCC[NH+](C)C)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1,O=c1c2ccccc2cc(C[NH2+]Cc2ccccc2)n1-c1ccccc1,-7.815,991,39.15181315304241,1,1,823,9,0e06eb0b78d911c88c9ddc2925a3e88b3401a2ddb6d42c79fee37b42fad6ef3d,cec9608b45043b3db98ec193a3f9201e19cfbe221400b11a3c757d5be4916342,True
ATP-HTVS-0D57BDDB1211,69729,CN(C)Cc1cccc(CNc2c(NC(=O)[C@@H](F)c3ccc(Cl)cc3)c[nH+]c3ccccc23)c1,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,-7.814,992,39.09035033804549,10,14,893,9,c148e9c8a7bdb059d3dca5f61c884b403a0197ce810c7d30228574562aed87ba,44ba96b7670028b455c71028eaa5e7c3cd268e25a23547e9f68fc1a1e17428ec,True
ATP-HTVS-EEA70E20167C,92483,CN(C(=O)c1ccc(Cl)cc1)c1ccc(NCc2cccc(C[NH+](C)C)c2)cn1,O=C(Nc1ccc(NCc2ccccc2)cn1)c1ccccc1,-7.813,993,39.02888752304856,4,4,79,9,d53c342f13f42524732c117081adcc084076c199fe4bef7c2b97d5a654163ef0,da1e0942d3aabad16432e793818675b9e5f401264e4bf64cefe8b71a512aaabd,True
