canonical_id,canonical_smiles,glide_docking_score,structure_valid,ligand_prepared,vina_available,pose_qc_pass,failure_category,failure_reason,terminal_status
ATP-HTVS-433854F3CEDF,C[NH+](C)Cc1cccc(CNc2cnc3ccccc3c2NC(=O)[C@H](Cl)c2ccccc2)c1,-4.75281141532495,True,True,True,True,,,success
ATP-HTVS-4340E5ABA707,C[C@@H]([NH2+]C[C@H]1c2ccccc2C(=O)N1Cc1ccccc1)c1cccc(C#N)c1,-5.37424942440475,True,True,True,True,,,success
ATP-HTVS-4382948120BD,CC(=O)c1cccc(C(=O)Nc2c[nH+]c3ccccc3c2NCc2ccc(C[NH+](C)C)cc2)c1,-4.87880406948413,True,True,True,True,,,success
ATP-HTVS-43D1BB82511C,CN(c1c(NC(=O)c2cccc(C[NH+]3CCCC3)c2)c[nH+]c2ccccc12)[C@@H](C#N)c1ccccc1,-5.54449315498084,True,True,True,True,,,success
ATP-HTVS-43DC0EBD36ED,Cc1nc(-c2ccc(Cl)cc2)sc1[C@@H](C)NCc1cccc(C[NH+](C)C)c1,-4.66778385561318,True,True,True,True,,,success
ATP-HTVS-43DEA6C9D172,O=C1c2ccccc2[C@H](C[NH2+]Cc2cccc3c2NCCC3)N1Cc1ccccc1,-5.40917104855102,True,True,True,True,,,success
ATP-HTVS-43E54E69D2FC,O=C1CN(Cc2ccc(F)cc2Cl)[C@H](c2ccccc2F)c2cc(Cl)ccc2N1,-1.47586439099717,True,True,True,True,,,success
ATP-HTVS-440AFC8B752D,C[NH+](C)CCOc1ccc(CN2CC(=O)Nc3ccc(Cl)cc3[C@H]2c2ccccc2F)cc1,-2.03160493086571,True,True,True,True,,,success
ATP-HTVS-4415AB646F99,CN(C)Cc1ccc(C(=O)NCc2ccc(N(CC#N)Cc3ccccc3)c3ccccc23)cc1,-1.99049961236672,True,True,True,True,,,success
ATP-HTVS-4418320CDB75,C[NH+](C)Cc1ccc(C(=O)Nc2nccc(Nc3ccc(N)cc3)c2C(=O)c2ccccc2)cc1,-3.52108650206718,True,True,True,True,,,success
ATP-HTVS-442C36D59863,C[NH+]1CCN(c2ccc(C[NH2+]CCc3nc4ccccc4n3-c3ccccc3)cc2)CC1,-5.63752501034488,True,True,True,True,,,success
ATP-HTVS-443BC3733DB7,C[C@H](NCC#Cc1c(NC(=O)c2ccc(C#N)c(Cl)c2)cnc2ccccc12)c1cccc(F)c1,-3.79226143644072,True,True,True,True,,,success
ATP-HTVS-445D8195943B,CN(C)Cc1cccc(CNc2cnc(NC(=O)c3cc(F)ccc3C#N)c3ccccc23)c1,-2.99892868060241,True,True,True,True,,,success
ATP-HTVS-44A2C719C105,CN(C(=O)c1cscc1NCc1cccc(C[NH+](C)C)c1)c1ccc(C#N)cc1,-3.81365800673213,True,True,True,True,,,success
ATP-HTVS-44A5767B4738,CN(C)Cc1ccccc1C(=O)Nc1c(NCCSc2ccccc2)cnc2ccccc12,-2.23090589847899,True,True,True,True,,,success
ATP-HTVS-44ACC7CEC3D6,CN(C(=O)c1sccc1NCc1cccc(C[NH+](C)C)c1)c1ccc(Cl)cc1N,-3.77799119400494,True,True,True,True,,,success
ATP-HTVS-44DE29768EEE,Oc1ccc([C@@H](O)CNc2nc(-c3ccccc3)c3ccccc3n2)cc1,-5.67669422905585,True,True,True,True,,,success
ATP-HTVS-4503BC70E7F0,Cc1ccc(F)c([C@H](O)C[NH2+]Cc2nc3ccccc3n2Cc2ccccc2)c1,-4.93238473626858,True,True,True,True,,,success
ATP-HTVS-450A55DE989E,CC(C)Nc1cccc(CNc2nc(N[C@@H](C)c3ccc(C#N)cc3)nc3ccccc23)c1,-0.485217582185325,True,True,True,True,,,success
ATP-HTVS-458F3EB1794A,C[C@](N)(C(=O)n1nc(-c2ccc(F)c(F)c2)cc1CC[NH2+]Cc1ccccc1)c1ccccc1,-5.66081942024154,True,True,True,True,,,success
ATP-HTVS-45908092458F,C[NH+](C)Cc1ccc(CCNc2nc3ccccc3nc2NCC(=O)NCc2ccccc2)cc1,-4.61060269011311,True,True,True,True,,,success
ATP-HTVS-459B7E30FD80,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3ccc(C#N)cc3)sc3ccccc23)c1,-4.59371584733431,True,True,True,True,,,success
ATP-HTVS-45A004EDB829,OC[C@@H]([NH2+]Cc1nc2ccccc2c(-c2ccccc2)c1Cl)c1ccccc1F,-5.63462685379644,True,True,True,True,,,success
ATP-HTVS-45C9FDCE5200,C[NH+](C)CCc1cccc(NC(=O)c2cc(-c3cccnc3)nc3ccccc23)c1,-4.79069052465564,True,True,True,True,,,success
ATP-HTVS-45EC04A30F13,COc1ccc(CN(C)Cc2ccc(C[NH+](C)C)cc2)cc1OCc1ccccc1,-2.71323008229637,True,True,True,True,,,success
ATP-HTVS-461088EC3581,COc1cccc(CN[C@H](C)c2cc3cccc(Cl)c3c(=O)n2-c2ccccc2)c1,-2.44915932591984,True,True,True,True,,,success
ATP-HTVS-4630C8488F7C,Cc1ccc(C(=O)Nc2c(NCc3cccc(C[NH+](C)C)c3)cnc3ccccc23)cc1[S-],-4.36397363292611,True,True,True,True,,,success
ATP-HTVS-464A50F6807A,N#CN(c1ccccc1)c1cnc(NC(=O)Cc2ccc(O)cc2)c2ccccc12,-4.0729361307378,True,True,True,True,,,success
ATP-HTVS-464DF81034BD,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3cccc(F)c3)sc3ncccc23)c1,-5.9427851521281,True,True,True,True,,,success
ATP-HTVS-4697491C32F9,CC[NH+](CC)Cc1ccc(CNc2c(NC(=O)Cc3ccccc3C#N)c[nH+]c3ccccc23)cc1,-4.2474975969623,True,True,True,True,,,success
ATP-HTVS-4697A006B393,C[NH+](C)Cc1cccc(NC(=O)Cn2c(Cc3ccccc3)[nH+]c3ccccc32)c1,-4.02395167822352,True,True,True,True,,,success
ATP-HTVS-469EEFA86A0D,CC(C)Nc1ccccc1C[NH2+]C[C@@H](O)Cn1ccc2ccccc2c1=O,-5.1114067324417,True,True,True,True,,,success
ATP-HTVS-46A91AAE2D1D,Cc1ccc(F)c([C@H](C)N2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)c1F,-1.23008682170189,True,True,True,True,,,success
ATP-HTVS-46F5C2C02CE5,C[NH+](C)Cc1cccc(CNc2csc(C(=O)N(CC#N)c3ccc(Cl)cc3)c2)c1,-5.15240839453565,True,True,True,True,,,success
ATP-HTVS-471B66EC874A,CN(c1cnc2ccccc2c1NC(=O)c1ccccc1Cl)[C@H](C#N)c1ccccc1,-3.76479820066214,True,True,True,True,,,success
ATP-HTVS-471CA8009E10,CN(c1cc2ccccc2nc1NC(=O)c1ccc([S-])c(Cl)c1)[C@H](C#N)c1ccccc1,-3.97060511347441,True,True,True,True,,,success
ATP-HTVS-472161FD1CB3,Cc1ccc(Cl)cc1N(C)C(=O)c1sccc1NCc1cccc(CN(C)C)c1,-2.60245460393226,True,True,True,True,,,success
ATP-HTVS-47220BE834AE,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2N(CC#N)Cc2cccc(Cl)c2)cc1,-5.55803664405348,True,True,True,True,,,success
ATP-HTVS-47675EC0C4D5,Cc1ccccc1C[C@@H]([NH2+]Cc1ccc(OCc2ccccc2)c(OCc2ccccc2)c1)C(=O)[O-],-5.4109022547373,True,True,True,True,,,success
ATP-HTVS-47A17AC8C7BD,CC(C)c1ccc([C@H]([NH3+])CNc2nc(-c3ccccc3)nc3ccccc23)cc1,-5.0080116053514,True,True,True,True,,,success
ATP-HTVS-47BAC8FD9A9F,C[NH+](C)Cc1cccc(CNc2c(C(=O)Nc3ccccc3N)sc3ccccc23)c1,-4.6952770336704,True,True,True,True,,,success
ATP-HTVS-4862FE6420AB,CC(=O)c1ccc(CC(=O)Nc2c[nH+]c3ccccc3c2NCc2cccc(C[NH+](C)C)c2)cc1,-5.04320666313949,True,True,True,True,,,success
ATP-HTVS-48C487957C1E,NC(=O)CN(C(=O)c1sc2ccccc2c1CSc1ccccc1Cl)c1ccccc1,-3.83958463930576,True,True,True,True,,,success
ATP-HTVS-48ECC7021683,C[NH+](C)Cc1cccc(CNc2csc(C(=O)NCc3cccc(Cl)c3)c2)c1,-4.40656122353877,True,True,True,True,,,success
ATP-HTVS-491BAB709F49,CN(c1cc2ccccc2nc1NC(=O)c1ccc(C[NH+]2CCCC2)cc1)[C@@H](C#N)c1ccccc1,-4.15817163114907,True,True,True,True,,,success
ATP-HTVS-4920657FA6C2,CN(C)Cc1ccc(CCNC(=O)/N=c2\[nH]c3ccccc3n2Cc2ccccc2)cc1,-3.04995452842007,True,True,True,True,,,success
ATP-HTVS-494FFDA3E05A,C[NH+](C)Cc1ccc(NC(=O)c2cn(-c3ccccc3)c(=O)c3ccccc23)cc1,-3.71641509158904,True,True,True,True,,,success
ATP-HTVS-4991CDEEDD30,C[NH+](C)Cc1ccc(C[NH2+][C@@H](C#Cc2cccc(O)c2)c2cc3ccccc3o2)cc1,-4.93109589081269,True,True,True,True,,,success
ATP-HTVS-49CF595ADD5C,C[NH+](C)Cc1ccc(-n2c3ccccc3c(=O)n2Cc2ccccc2)cc1,-4.07488023381237,True,True,True,True,,,success
ATP-HTVS-49D68E9248AF,NC(=O)[C@@H]([NH2+]Cc1cc(OCc2ccccc2)c2ccccc2c1)c1ccccc1,-5.70465144918072,True,True,True,True,,,success
ATP-HTVS-4A1EB194D3B6,Cc1ccc(Br)cc1C[NH2+]C[C@H]1c2ccccc2C(=O)N1Cc1ccccc1,-4.85779636585634,True,True,True,True,,,success
ATP-HTVS-4A28AAEEA14A,C[NH+](C)Cc1cccc(CNc2c(NC(=O)c3cc(F)ccc3Cl)c[nH+]c3ccccc23)c1,-5.08545475115908,True,True,True,True,,,success
ATP-HTVS-4A3DC7D9F888,C[NH+](C)Cc1ccccc1C(=O)Nc1c[nH+]c2ccccc2c1NCc1ccc(NCCO)cc1,-4.77335035771705,True,True,True,True,,,success
ATP-HTVS-4A7957865725,C[NH+](C)Cc1c(N)cccc1Nc1nc(Br)c2ccccc2c1-c1ccccc1,-3.47010221209868,True,True,True,True,,,success
ATP-HTVS-4AC739BE8539,CC[NH+](CC)Cc1cccc(CNc2c[nH]c3ccccc3/c2=[NH+]/C(=O)c2cccc(C#N)c2Cl)c1,-2.77467908775875,True,True,True,True,,,success
ATP-HTVS-4AC96F3AF657,CCNC(=O)c1ccccc1C[NH2+]C[C@H]1c2ccccc2C(=O)N1Cc1ccccc1,-5.37701549450929,True,True,True,True,,,success
ATP-HTVS-4AF467728185,C[NH2+]Cc1ccc(CNC(=O)c2cc(-c3ccncc3)nc3ccccc23)cc1,-5.0736909948387,True,True,True,True,,,success
ATP-HTVS-4AF9C9C46A6A,COc1ccc([C@@H](C[NH+](C)C)NC(=O)Cn2c(COc3ccccc3)nc3ccccc32)cc1,-4.33034179670516,True,True,True,True,,,success
ATP-HTVS-4B144E96CFBE,C[NH2+]Cc1ccc(CNc2cnc(NC(=O)Cc3ccccc3F)c3ccccc23)cc1,-6.09847068944256,True,True,True,True,,,success
ATP-HTVS-4B5D35D2395E,CC[N@@H+](C)Cc1cccc(CNc2nc3ccccc3nc2N[C@H](C)c2cccc(C#N)c2)c1,-4.24902805223689,True,True,True,True,,,success
ATP-HTVS-4B689B6ED6C6,CN(C(=O)c1ccccc1Br)c1ncccc1NCc1cccc(C[NH+](C)C)c1,-3.75595679724793,True,True,True,True,,,success
ATP-HTVS-4B898DE9EBD2,C[C@H]([NH2+]CC#Cc1cnc(NC(=O)Cc2ccc(C#N)cc2)c2ccccc12)c1cccc(F)c1,-4.5337690678731,True,True,True,True,,,success
ATP-HTVS-4BBA1A792A2F,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)c3cccc(O)c3)c3ccccc23)c1,-4.75445047012433,True,True,True,True,,,success
ATP-HTVS-4BCACD3FB587,COc1ccccc1CC(=O)Nc1cnc2ccccc2c1NCc1ccc(C[NH+](C)C)cc1,-2.63140354448131,True,True,True,True,,,success
ATP-HTVS-4BE062240422,COC(=O)Cc1ccc(C(=O)Nc2ncc(NCc3cccc(C[NH+](C)C)c3)c3ccccc23)cc1,-3.60181278136993,True,True,True,True,,,success
ATP-HTVS-4BFDBDCB8AC3,CN(C(=O)Cc1ccccc1)c1ccc(NCc2cccc(C[NH+](C)C)c2)cn1,-4.09028534747273,True,True,True,True,,,success
ATP-HTVS-4C04B46E023C,Cc1cc(CNc2nc(NCc3ccccc3C[NH+](C)C)c3ccccc3[nH+]2)ccc1CO,-4.00518449043666,True,True,True,True,,,success
ATP-HTVS-4C091C5F609D,CC[NH+](CC)Cc1ccc(CNc2c(C(=O)N(C#N)c3ccccc3)sc3ccccc23)cc1,-3.82166575294196,True,True,True,True,,,success
ATP-HTVS-4C511AF0E5BD,COc1ccc(-c2ccc(C[NH2+][C@H](C)c3ccc(CN(C)C)cc3)s2)cc1,-4.70375095023499,True,True,True,True,,,success
ATP-HTVS-4C6C1EFD2AA2,C[NH+](C)Cc1cccc(CNc2c(NC(=O)c3ccc([S-])c(F)c3)c[nH+]c3ccccc23)c1,-3.9503569591684,True,True,True,True,,,success
ATP-HTVS-4CC80B7019B2,Cc1nc(-c2ccc(Cl)cc2)sc1[C@H](C)[NH2+]Cc1ccc(C[NH+](C)C)cc1,-5.14583920167387,True,True,True,True,,,success
ATP-HTVS-4CFD3E435A48,CN(C)c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,-5.64869376221623,True,True,True,True,,,success
ATP-HTVS-4D1ED9B826E8,CN(C)[C@@H](CNC(=O)c1cc(=O)c2ccccc2n1CCc1ccccc1)c1ccc(F)cc1,-3.09401990408603,True,True,True,True,,,success
ATP-HTVS-4D974321991D,COc1ccc(CNc2nc(NCc3ccc(F)cc3CN(C)C)c3ccccc3[nH+]2)cc1,-2.16155537020466,True,True,True,True,,,success
ATP-HTVS-4DC88D9567D5,CN(c1c(NC(=O)c2ccccc2C[NH+](C)C)c[nH+]c2ccccc12)[C@@H](C#N)c1ccccc1,-4.57272995839587,True,True,True,True,,,success
ATP-HTVS-4DE86EAA2D32,C[NH+](C)Cc1ccc(CN[C@@H](C#Cc2ccncc2)c2[nH+]ccn2OCc2ccccc2)cc1,-5.40904442602518,True,True,True,True,,,success
ATP-HTVS-4E16F03E37A9,CN(Cc1sc2ccccc2c1NCc1ccc(C[NH+](C)C)cc1)C(=O)[C@H](O)c1ccccc1,-3.51409520180293,True,True,True,True,,,success
ATP-HTVS-4E652792F62F,C#C[C@@H](NC(=O)c1sc(Cl)cc1NCc1cccc(C[NH+](C)C)c1)c1ccccc1,-3.96789359037915,True,True,True,True,,,success
ATP-HTVS-4E825B07A9DF,CN(C(=O)c1cc(-c2cccc(C[NH+](C)C)c2F)nc2ccccc12)c1cccc(N)c1,-4.54758226872434,True,True,True,True,,,success
ATP-HTVS-4E9E59A3DA5E,CN(C)Cc1ccc(CNc2c(C(=O)N(C)[C@H](C#N)c3ccccc3)sc3ccccc23)cc1,-1.45009554591698,True,True,True,True,,,success
ATP-HTVS-4EA46F6E6AE0,CN(C)Cc1ccc(CNC(=O)C[C@@H](Cc2csc3ccccc23)NC(=O)Cc2ccccc2)cc1,-2.24459138248723,True,True,True,True,,,success
ATP-HTVS-4EF6126AB2D8,CC[N@H+](Cc1cccc(C)c1)c1c(C(=O)N(CC[NH3+])c2ccccc2)sc2ccccc12,-5.72493211292033,True,True,True,True,,,success
ATP-HTVS-4F22ABB48DC5,COC(=O)c1ccc(N(C)C(=O)c2sc3ccccc3c2NCc2ccc(C[NH+](C)C)cc2)cc1,-3.15489676990073,True,True,True,True,,,success
ATP-HTVS-4F450E2E91A2,C[NH+](C)Cc1cc(F)ccc1CNc1nc2ccccc2nc1NCc1ccc(C#N)c(Cl)c1,-4.9457723187918,True,True,True,True,,,success
ATP-HTVS-4F5A90394674,CN(C(=O)Cc1ccccc1Cl)c1ccncc1NCc1cccc(C[NH+](C)C)c1,-3.62268826025007,True,True,True,True,,,success
ATP-HTVS-4F9099514318,C[NH+](C)Cc1ccc(C(=O)Nc2ncc(C#Cc3cccc(O)c3)nc2-c2ccccc2)cc1,-2.24190123643593,True,True,True,True,,,success
ATP-HTVS-4F9E5F08F37F,C[C@H]([NH2+]CC#Cc1cc2ccccc2nc1NC(=O)c1ccccc1C#N)c1cccc(F)c1,-4.3077129247582,True,True,True,True,,,success
ATP-HTVS-4FCAA645F202,N#C[C@H](Nc1c(NC(=O)c2ccccc2)c[nH+]c2ccccc12)c1ccc(F)cc1,-3.88704986552746,True,True,True,True,,,success
ATP-HTVS-4FDD59ABF895,CC(C)N(C(=O)c1cc(CC(=O)Nc2ccccc2)nc2ccccc12)c1ccccc1,-3.70166899493297,True,True,True,True,,,success
ATP-HTVS-505E03B882A0,C[NH+](C)Cc1ccc(CNc2cccnc2Oc2ccc(F)cc2)cc1,-3.80434624440615,True,True,True,True,,,success
ATP-HTVS-507C96D672B3,C[NH+](C)CCOc1cccc(C[NH2+]C[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)c1,-5.71813257964719,True,True,True,True,,,success
ATP-HTVS-508A27B63548,CC[N@@H+](C)Cc1cccc(CNc2nc3ccccc3nc2N[C@H](C)c2ccc(C#N)cc2)c1,-5.15063493037038,True,True,True,True,,,success
ATP-HTVS-50911053B2F5,O=C(Nc1nc2ccccc2cc1Nc1ccc([NH2+]CCO)cc1)[C@@H](Br)c1ccccc1,-3.73858985895772,True,True,True,True,,,success
ATP-HTVS-50DD7346FE25,C[NH+](C)Cc1cccc(CNc2csc(C(=O)NCc3cccc(F)c3)c2)c1,-4.03709772507433,True,True,True,True,,,success
ATP-HTVS-510C24ACBA66,C[NH+](C)Cc1ccc(C(=O)Nc2ncc(C#Cc3ccccc3NN)nc2-c2ccccc2)cc1,-2.16502644605714,True,True,True,True,,,success
ATP-HTVS-512766A3F074,C[NH+](C)Cc1ccc(C(=O)Nc2ncc(C#Cc3ccc(O)cc3)nc2-c2ccccc2)cc1,-2.05307596639122,True,True,True,True,,,success
ATP-HTVS-512BF8EF5FA0,CN(C)Cc1ccc(CCNc2nc3ccccc3nc2NCC#Cc2cccnc2)cc1,-2.30799305500322,True,True,True,True,,,success
ATP-HTVS-512DB2E888C1,[NH3+][C@H](C#Cc1c(NC(=O)c2ccc(CS)cc2)cnc2ccccc12)Cc1cccc(F)c1,-5.17019705043283,True,True,True,True,,,success
ATP-HTVS-514A7FD93F10,Cc1ccccc1C[C@H](Nc1nc(N)c(Cc2ccccc2)c2ccccc12)C(=O)[O-],-3.19134530307272,True,True,True,True,,,success
ATP-HTVS-515F0CC44DE0,CN(C)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)c2ccccc2Cl)cc1,-1.11964385990209,True,True,True,True,,,success
ATP-HTVS-51861E5F66D2,C[NH+](C)Cc1cccc(CNc2nc(NCc3cccc[nH+]3)[nH+]c3ccccc23)c1,-4.86805691570754,True,True,True,True,,,success
ATP-HTVS-518A2BC6902B,C[NH+](C)Cc1ccc(C[N@@H+](C)Cc2cn(-c3cccc(Br)c3)nn2)cc1,-4.53556201259022,True,True,True,True,,,success
ATP-HTVS-5192BC4864D4,CC[NH+](CC)Cc1ccc(CNc2cnc(NC(=O)[C@@H](O)c3ccccc3)c3ccccc23)cc1,-4.55831101802539,True,True,True,True,,,success
ATP-HTVS-51A8EA31A006,CN(C(=O)c1c(NCc2cccc(C[NH+](C)C)c2)c2ccccc2[nH]c1=O)c1ccccn1,-2.07323333519145,True,True,True,True,,,success
ATP-HTVS-51D7DCB6F8E8,O=C(Nc1c[nH+]c2ccccc2c1Nc1ccc(NCCO)cc1)c1cccc(F)c1,-3.97125230999212,True,True,True,True,,,success
ATP-HTVS-51FD2328387A,Cc1ccc([C@H](CNc2cc(COc3ccccc3)[nH+]c3c([O-])cccc23)[NH+](C)C)cc1,-3.66917737483488,True,True,True,True,,,success
ATP-HTVS-523F9B5BEE3B,CC(=O)c1ccc(CC(=O)Nc2c(NCc3cccc(C[NH+](C)C)c3)cnc3ccccc23)cc1,-4.98086634625415,True,True,True,True,,,success
ATP-HTVS-52495E42CB55,C[C@@H](Nc1nc(NCc2ccccc2C[NH+](C)C)c2ccccc2[nH+]1)c1ccc(C#N)cc1F,-4.24639373005308,True,True,True,True,,,success
ATP-HTVS-524A2C000135,C[NH+](C)Cc1cccc(CNCc2c(-c3ccc(F)cc3)nc3ccc(F)cn23)c1,-3.33972778406477,True,True,True,True,,,success
ATP-HTVS-52625044C5D9,C[C@H](Nc1nc(NCc2cccc(C[NH+](C)C)c2)nc2ccccc12)c1ccc(Br)cc1,-0.872092791012185,True,True,True,True,,,success
ATP-HTVS-52816E9DAB39,CCN(CC)Cc1cccc(CNc2cnc(NC(=O)Cc3ccccc3)c3ccccc23)c1,-3.39630258537511,True,True,True,True,,,success
ATP-HTVS-52B20567BA88,Oc1ccc([C@H](O)CNc2cnc(-c3ccccc3)c(-c3ccccc3)n2)cc1,-4.50267727696198,True,True,True,True,,,success
ATP-HTVS-52BA94C773EB,C[C@H]([NH2+]CC#Cc1cc2ccccc2nc1NC(=O)c1cc(Cl)cc(C#N)c1)c1ccccc1F,-4.24212693476088,True,True,True,True,,,success
ATP-HTVS-52CC222D68E9,C[NH+](C)Cc1ccc(CNc2cc(F)cnc2NC(=O)Cc2ccccc2)cc1,-4.35969023596325,True,True,True,True,,,success
ATP-HTVS-52D7AA6D1B75,Cc1ccc(OCc2nc(C[NH2+]Cc3ccccc3C[NH+](C)C)cs2)cc1,-4.32193306910399,True,True,True,True,,,success
ATP-HTVS-52F407909F9A,CN(C)c1ccc([C@@H](O)Cc2cc(-c3ccccn3)nc3ccccc23)cc1,-5.22710969195354,True,True,True,True,,,success
ATP-HTVS-53075BACB2C6,C[NH+](C)Cc1cccc(CNc2cc(Cl)sc2C(=O)N[C@@H](C#N)c2ccc(F)cc2)c1,-4.80489479019906,True,True,True,True,,,success
ATP-HTVS-531A4B252985,C[NH+](C)Cc1ccc(C(=O)Nc2c[nH+]c3ccccc3c2N(CC#N)Cc2cccc(Cl)c2)cc1,-4.3066981691611,True,True,True,True,,,success
ATP-HTVS-531EE93584A6,Cc1ccc([C@H](O)CNc2cc(-c3ccccn3)nc3c(F)cccc23)cc1,-4.76411348371322,True,True,True,True,,,success
ATP-HTVS-532EC38BED39,C[NH+](C)Cc1ccc(CCNc2nc(N[C@H](CC(N)=O)c3ccccc3)c3ccccc3[nH+]2)cc1,-3.99743382120538,True,True,True,True,,,success
ATP-HTVS-5359DC82CCCB,Cc1ccc([C@H](O)CNCc2c(OCc3ccccc3)ccc3ccccc23)cc1,-2.1582596766007,True,True,True,True,,,success
ATP-HTVS-53CB9D69C030,C=CC[N@H+](C)Cc1ccc(CN(C)Cc2cn(-c3ccccc3)nc2-c2cccc(Cl)c2)cc1,-3.13087056742927,True,True,True,True,,,success
ATP-HTVS-5401EBEC1B21,C[NH+](C)[C@@H](CNc1cnc2ccccc2c1NC(=O)c1ccccc1)c1ccccc1Cl,-3.97850563115708,True,True,True,True,,,success
ATP-HTVS-54143804256C,CC(=O)N(c1nc(C[NH2+][C@@H](C)c2ccc(C[NH+](C)C)cc2)cs1)c1ccccc1F,-5.62338343586215,True,True,True,True,,,success
ATP-HTVS-5425AB1A5C10,C[C@H](Nc1nc2ccccc2nc1NCc1cccc(C[NH+](C)C)c1)c1cc(F)ccc1F,-4.0848627410535,True,True,True,True,,,success
ATP-HTVS-542A37ED863C,Cc1ccc(Oc2cc(C(=O)N(C)c3ccccc3)[nH+]c3ccccc23)cc1,-3.62532293838666,True,True,True,True,,,success
ATP-HTVS-542AD0F295EC,O=C(CCn1c(-c2ccccc2)cc(=O)c2ccccc21)Nc1ccc(NCCO)cc1,-4.3642374173137,True,True,True,True,,,success
ATP-HTVS-545253A9A90F,CN(c1cnc(NC(=O)c2ccccc2OCC[NH+](C)C)c2ccccc12)[C@H](C#N)c1ccccc1,-3.97688013494276,True,True,True,True,,,success
ATP-HTVS-5494A1B9D9EC,C[NH+](C)Cc1cccc(CNc2nc(NCc3cc[nH+]cc3)[nH+]c3ccccc23)c1,-4.57214515526941,True,True,True,True,,,success
ATP-HTVS-54A1786C1F00,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)[C@H](O)c1ccc(Cl)cc1)Cc1cccc(F)c1,-6.26897481874173,True,True,True,True,,,success
ATP-HTVS-54E64C0F11AA,CN(Cc1ccccc1)C(=O)c1cscc1NCc1ccc(C[NH+](C)C)cc1,-5.07565913399705,True,True,True,True,,,success
ATP-HTVS-54ED83DE83DA,C[C@@H](c1ccccc1)N(C)c1cnc2ccccc2c1NC(=O)c1ccccc1CN(C)C,-1.32076819684562,True,True,True,True,,,success
ATP-HTVS-553AACDE3786,COc1cccc(-c2cnc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)nc2)c1,-5.42432199151396,True,True,True,True,,,success
ATP-HTVS-555FA00075E9,CCN(c1c(NC(=O)[C@H](O)Cc2ccc(Cl)cc2)c[nH+]c2ccccc12)[C@H](C#N)c1ccccc1,-5.07013627124325,True,True,True,True,,,success
ATP-HTVS-5589B4ED8BC3,Fc1cccc(Br)c1C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccncc1,-4.64091671545693,True,True,True,True,,,success
ATP-HTVS-559A97C754E4,Cc1ccc(OCc2nc(C[NH2+]Cc3cccc(C[NH+](C)C)c3)cs2)cc1,-4.59022117165874,True,True,True,True,,,success
ATP-HTVS-55C340552E65,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2-c2ccccc2)cc1,-4.16592419071402,True,True,True,True,,,success
ATP-HTVS-560CD6AB75AE,C[NH2+]Cc1ccccc1N1CC(=O)Nc2ccccc2[C@H]1c1ccccc1,-4.28847132496355,True,True,True,True,,,success
ATP-HTVS-56362DCB1C38,C[NH+](C)Cc1ccc(CCNc2nc3ccccc3nc2NCc2cncc(Cl)c2)cc1,-4.92077579272637,True,True,True,True,,,success
ATP-HTVS-563DC51EEC46,CC[NH+](CC)Cc1ccc(NC(=O)c2c[nH+]c3ccc(F)cc3c2N(C)[C@@H](C#N)c2ccccc2)cc1,-3.63307419776756,True,True,True,True,,,success
ATP-HTVS-5658ECC62B06,C[NH+](C)Cc1ccc(CNc2cc(C(=O)NCc3ccccc3)sc2Cl)cc1,-4.46626985467977,True,True,True,True,,,success
ATP-HTVS-5694EB72FE49,O=C1CN(Cc2c(F)cc(Cl)cc2F)[C@H](c2ccccc2)c2ccccc2N1,-1.63937460228471,True,True,True,True,,,success
ATP-HTVS-569AAE7497B4,C[NH+](C)Cc1cccc(CNc2nc3ccccc3nc2NCc2ccc(S(N)(=O)=O)cc2)c1,-4.11476854006704,True,True,True,True,,,success
ATP-HTVS-56BFCD0C6B29,CCN(CC)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)c2cccc(F)c2)cc1,-1.75816803631129,True,True,True,True,,,success
ATP-HTVS-57132EA8AA79,Cc1ccc(CNc2nc3ccccc3nc2NCCc2ccc(C[NH+](C)C)cc2)c(N)c1,-3.70349317721879,True,True,True,True,,,success
ATP-HTVS-572BFDBE8187,Cc1ccc([C@@H](O)CNc2nc(COc3ccccc3)nc3ccccc23)cc1,-3.67871721653425,True,True,True,True,,,success
ATP-HTVS-57A1B32CE9AA,C[NH+](C)Cc1ccccc1C(=O)Nc1c(-c2ccncc2Cl)cnc2ccccc12,-4.34038989314633,True,True,True,True,,,success
ATP-HTVS-57B04A124BC1,CN(CC(=O)Nc1nc2ccccc2cc1N(C)[C@@H](C#N)c1ccccc1)c1ccccc1,-4.30882911599628,True,True,True,True,,,success
