canonical_id,canonical_smiles,glide_docking_score,structure_valid,ligand_prepared,vina_available,pose_qc_pass,failure_category,failure_reason,terminal_status
ATP-HTVS-8409CD5E0FE2,COc1ccccc1C[NH2+]C[C@H]1c2ccccc2C(=O)N1Cc1ccccc1,-4.45251687073815,True,True,True,True,,,success
ATP-HTVS-842E20B26D61,C[NH+](C)C[C@@H](NC(=O)Cc1nn(Cc2ccccc2)c(=O)c2ccccc12)c1ccccc1,-4.65100043510243,True,True,True,True,,,success
ATP-HTVS-84AF7025C22A,Cc1c(N)cccc1-c1ccnc(NC(=O)c2ccccc2C[NH+](C)C)c1C(=O)c1ccccc1,-4.63953362123763,True,True,True,True,,,success
ATP-HTVS-84B0A2EEAAE5,CN(CC(=O)NCc1ccccc1)c1nc(NCCc2ccc(C[NH+](C)C)cc2)c2ccccc2[nH+]1,-4.20457787107913,True,True,True,True,,,success
ATP-HTVS-84B7FD2F846A,CN(Cc1ccccc1)c1nc(NCc2cccc(C[NH+](C)C)c2)[nH+]c2ccccc12,-3.71237336752773,True,True,True,True,,,success
ATP-HTVS-84C0F320BB18,O/N=C(/Cc1nc2ccccc2n1/C=C/c1ccc(F)cc1)c1ccccc1,-4.87355304658918,True,True,True,True,,,success
ATP-HTVS-8521C9576B2F,Cc1ccc([C@H]([NH2+]C[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)[C@H](C)O)cc1,-4.97652262939337,True,True,True,True,,,success
ATP-HTVS-85577F90127E,C[C@@H](Nc1nc2ccccc2nc1NCc1ccc(F)c(C[NH+](C)C)c1)c1ccc(N(C)C)cc1,-3.55311571776964,True,True,True,True,,,success
ATP-HTVS-8567A07E89C1,CC(C)Oc1cccc(CNCc2cn(C)nc2OCc2ccccc2)c1,-2.50018919377021,True,True,True,True,,,success
ATP-HTVS-85B092CE3CD6,Cc1cc(Cl)c(O)c(C[NH2+]C[C@@H]2c3ccccc3C(=O)N2Cc2ccccc2)c1,-5.69994203184896,True,True,True,True,,,success
ATP-HTVS-85D8FA1817A9,CCc1ccc(F)cc1CN1CC(=O)Nc2ccccc2[C@@H]1c1ccccc1,-2.06592112971382,True,True,True,True,,,success
ATP-HTVS-85E208BF5C05,C[NH+](C)Cc1cccc(CNc2nc(NCc3c(N)cccc3Cl)[nH+]c3ccccc23)c1,-4.89150687801089,True,True,True,True,,,success
ATP-HTVS-8667D2FB5617,C[NH+](C)Cc1cccc(CNc2nc(NCc3ccc(F)c(CO)c3)c3ccccc3[nH+]2)c1,-5.117556133224,True,True,True,True,,,success
ATP-HTVS-866AD4D93294,C[NH+](C)Cc1ccccc1Nc1ccsc1C(=O)N(CCO)c1ccccc1,-4.31974923306793,True,True,True,True,,,success
ATP-HTVS-86939B89774E,Cc1cccc(CN2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)c1[N+](=O)[O-],-1.33205607693031,True,True,True,True,,,success
ATP-HTVS-869F8AF38162,C[NH+](C)Cc1ccc(C(=O)Nc2ncc(N[C@H](C#N)Cc3ccccc3)cc2-n2cccc2)cc1,-5.74701459234187,True,True,True,True,,,success
ATP-HTVS-86B60B8C3F13,Cc1[nH+]ccc(NC(=O)c2ccccc2)c1NCc1cccc(C[NH+](C)C)c1,-4.69609106885546,True,True,True,True,,,success
ATP-HTVS-86C3058B81C7,C[C@@H](c1ccccc1)N(C)C(=O)c1cc(Nc2ccccc2C[NH+](C)C)ccn1,-4.38734613859549,True,True,True,True,,,success
ATP-HTVS-86DDC209E59E,CCc1cc(C[NH2+]Cc2cn(C)nc2OCc2ccccc2)ccc1F,-4.96699344701445,True,True,True,True,,,success
ATP-HTVS-87B93A696720,CN(CC(=O)N(C)c1ccccc1)c1cc2ccccc2nc1NC(=O)c1ccc(C[NH+](C)C)cc1,-4.12205411178146,True,True,True,True,,,success
ATP-HTVS-87F6BDFAEB44,C[NH+](C)[C@@H](CNc1cc(COc2ccccc2)[nH]c2cc(=O)ccc1-2)c1ccc(F)cc1,-5.11291456585507,True,True,True,True,,,success
ATP-HTVS-8843DC2573F9,C[NH+](C)[C@H](CNC(=O)c1cc(=O)c2ccccc2n1C[C@H](O)c1ccccc1)c1ccc(F)cc1,-4.80139620770383,True,True,True,True,,,success
ATP-HTVS-88509AB3E069,COCc1cccc(CNc2nc(NCc3cccc(C[NH+](C)C)c3)[nH+]c3ccccc23)c1,-3.91429947815711,True,True,True,True,,,success
ATP-HTVS-8884805DC746,CC(C)Nc1cccc(CNc2nc(NCc3ccc(C#N)cc3)nc3ccccc23)c1,-2.27199096008959,True,True,True,True,,,success
ATP-HTVS-8892C512F7BC,C[NH+](C)Cc1ccc(C(=O)Nc2ncc(N(CC#N)c3ccc(Cl)cc3)c3ccccc23)cc1,-3.52094598678312,True,True,True,True,,,success
ATP-HTVS-88F2ADA8327D,CN(c1c(NC(=O)c2ccc(OCC[NH+](C)C)cc2)c[nH+]c2ccccc12)[C@@H](C#N)c1ccccc1,-4.44922561351867,True,True,True,True,,,success
ATP-HTVS-891CD438FA2D,CC[N@@H+](C)c1ccccc1CNC(=O)Cn1c(COc2ccccc2)nc2ccccc21,-2.59995777661064,True,True,True,True,,,success
ATP-HTVS-892E5C6BD7E4,CCN(Cc1ccccc1C)c1c(C(=O)N(CC#N)c2ccccc2)[nH]c2ccccc12,-2.82877717099983,True,True,True,True,,,success
ATP-HTVS-89495CC893EC,CN1CCN(c2ccccc2CNc2nc3ccccc3nc2-c2ccccc2)CC1,-3.04680898488259,True,True,True,True,,,success
ATP-HTVS-894F1E46B14F,C[NH+](C)Cc1ccc(CCNc2nc(NCC(=O)NCc3ccccc3)c3ccccc3[nH+]2)cc1,-3.9960269719394,True,True,True,True,,,success
ATP-HTVS-896D1EC960E1,CCc1cc(CN2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)ccc1F,-1.70708224199109,True,True,True,True,,,success
ATP-HTVS-898AE5CA69D9,CCN(C)Cc1cccc(CNc2nc(NCc3cccc(C)c3)[nH+]c3ccccc23)c1,-0.632866293840059,True,True,True,True,,,success
ATP-HTVS-89936433B7DC,C[NH+](C)Cc1ccc(CNc2csc(C(=O)NCc3ccc(Cl)cc3)c2)cc1,-4.48006968537548,True,True,True,True,,,success
ATP-HTVS-89F3E6A1D8C1,C[NH+](C)Cc1ccc(Nc2nc3ccccc3nc2-c2ccccc2)cc1,-4.44180638518081,True,True,True,True,,,success
ATP-HTVS-8A7A96DBFC1E,C[NH+](C)Cc1ccc(CNc2cnc(N)c(OCc3ccccc3)n2)cc1,-4.78532559102007,True,True,True,True,,,success
ATP-HTVS-8A89FEC9078D,CN(C)Cc1cc(CNc2nc3ccccc3nc2N(C)Cc2ccccc2[N+](=O)[O-])ccc1F,-2.30937731399655,True,True,True,True,,,success
ATP-HTVS-8B2F0F11D1D9,Cc1ccc(-c2ccnc(NC(=O)c3ccc(C[NH+](C)C)cc3)c2C(=O)c2ccccc2)cc1N,-3.90926623222998,True,True,True,True,,,success
ATP-HTVS-8B5B7778DF28,C[NH+](C)Cc1ccc(C(=O)Nc2cc(F)c(N(CC#N)c3ccccc3)cn2)cc1,-3.83445232620567,True,True,True,True,,,success
ATP-HTVS-8BC83C5D0DE9,CN(C)c1ccccc1CNc1nc(NCc2ccc(C[NH+](C)C)cc2)c2ccccc2n1,-1.74762747950328,True,True,True,True,,,success
ATP-HTVS-8BE0537C7CD3,C[C@@H](Nc1nc(NCc2ccccc2C[NH+](C)C)nc2ccccc12)c1ccc(C#N)cc1F,-3.88835833556001,True,True,True,True,,,success
ATP-HTVS-8BF32585E280,Cc1cccc([C@@H](O)CNc2cnc3ccccc3c2NC(=O)[C@H](Br)c2ccccc2)c1,-4.02835975515627,True,True,True,True,,,success
ATP-HTVS-8BFFC6150277,C[NH+](C)Cc1cc(CNc2nc3ccccc3nc2NCc2cccc(N)c2F)ccc1F,-4.92968303389123,True,True,True,True,,,success
ATP-HTVS-8C1C7F16DF05,C[NH2+]CCc1ccc(Nc2cnc(NC(=O)Cc3ccccc3F)c3ccccc23)cc1,-5.00025924119878,True,True,True,True,,,success
ATP-HTVS-8C32683EF27B,C[NH+](C)Cc1cc(CNC(=O)c2nn(Cc3ccccc3)c(=O)c3ccccc23)ccc1F,-4.82787383653408,True,True,True,True,,,success
ATP-HTVS-8CA7F3DFAEDE,C[NH+](C)[C@@H](CNC(=O)c1cn(-c2ccccc2)c(=O)c2ccccc12)c1ccccc1,-4.07577782355127,True,True,True,True,,,success
ATP-HTVS-8D220C5D1AB9,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)c3cc(C#N)ccc3Cl)c3ccccc23)c1,-4.01019919635247,True,True,True,True,,,success
ATP-HTVS-8D32545BC421,C#Cc1cccc(NC(=O)Cc2cc(NCc3cccc(C[NH+](C)C)c3)cs2)c1,-3.51788261263812,True,True,True,True,,,success
ATP-HTVS-8D4A93BCC2C7,CN(Cc1ccccc1Cl)C(=O)c1c(C(=O)NCc2ccc(C[NH+](C)C)cc2)nn2ccccc12,-4.4938529235344,True,True,True,True,,,success
ATP-HTVS-8D6261309289,C[C@@H](C#N)N(c1ccccc1)c1c(C(=O)Nc2ccc(NCCO)cc2)cnc2ccc(F)cc12,-5.24954616744269,True,True,True,True,,,success
ATP-HTVS-8DFE2090913E,C[NH+](C)Cc1ccc(CNc2csc(CC(=O)Nc3ccccc3F)c2)cc1,-4.17485932143846,True,True,True,True,,,success
ATP-HTVS-8E104651B898,Cc1ccc([C@H](O)[C@H](C)NCc2nc3ccccc3n2Cc2ccccc2)cc1F,-4.4147734230415,True,True,True,True,,,success
ATP-HTVS-8E17E50AE6CE,OC[C@@H]([NH2+]Cc1cn(Cc2ccccc2Cl)nc1-c1ccccc1)c1ccc(Br)cc1,-5.01745075970374,True,True,True,True,,,success
ATP-HTVS-8E1A44B1E9FD,O=C(Nc1c[nH+]c2ccccc2c1NC[C@H](O)c1ccc(Cl)cc1)[C@@H](Cl)c1ccccc1,-6.11153668182053,True,True,True,True,,,success
ATP-HTVS-8E25FC822191,C=C[C@@H](Nc1c(NC(=O)c2ccc(CN(C)C)cc2)c[nH+]c2ccccc12)c1ccccc1,-3.22209609675136,True,True,True,True,,,success
ATP-HTVS-8E36F3F2ACA8,C[NH+](C)C[C@H](NCc1c(-c2ccccc2)nc2ccccn12)c1ccc(F)cc1,-4.30783461554105,True,True,True,True,,,success
ATP-HTVS-8E3D409F2843,C[NH+](C)Cc1ccc(CC[NH2+]Cc2ccc(-c3ccc([N+](=O)[O-])cc3)s2)cc1,-6.11799496353664,True,True,True,True,,,success
ATP-HTVS-8E434DB2B88E,C[NH+](C)Cc1ccc(CNc2cc(NC(=O)c3cccc(F)c3)ncc2F)cc1,-3.91474211257816,True,True,True,True,,,success
ATP-HTVS-8E5D0C8C0586,O=C1c2ccccc2[C@@H](CNCc2cc(C3CC3)ccc2F)N1Cc1ccccc1,-1.92434302270637,True,True,True,True,,,success
ATP-HTVS-8E6E87523B7B,CN(Cc1ccc([S@@](C)=O)cc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,-4.09525814398742,True,True,True,True,,,success
ATP-HTVS-8E7556763F42,C[NH+](C)Cc1ccccc1N1c2ccccc2C(=O)N[C@@H]1c1ccc(Cl)c(Cl)c1,-1.99068628487857,True,True,True,True,,,success
ATP-HTVS-8EB0CBA3C42A,CN(Cc1ccccc1S(N)(=O)=O)c1nc(NCc2ccc(C[NH+](C)C)cc2)[nH+]c2ccccc12,-3.17605029065516,True,True,True,True,,,success
ATP-HTVS-8EBB5954A050,CN(C)[C@H](C(=O)Nc1c(N(CC#N)c2ccccc2)cnc2ccccc12)c1ccccc1,-3.56939813924896,True,True,True,True,,,success
ATP-HTVS-8ECA82FC9C79,C[NH+](C)Cc1ccc(CNc2nc(-c3ccccc3)cs2)cc1,-4.38884417403909,True,True,True,True,,,success
ATP-HTVS-8EDB8C766CED,CN(C(=O)c1cc(NCc2cccc(C[NH+](C)C)c2)c(Cl)s1)c1ccc(C#N)cc1,-3.34082382228686,True,True,True,True,,,success
ATP-HTVS-8EE5F01B86B2,N#Cc1cccc(CN2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)c1,-1.66247542751148,True,True,True,True,,,success
ATP-HTVS-8F383301D999,[NH3+][C@H](C#Cc1cc2ccccc2nc1NC(=O)[C@H](O)c1cccc(Cl)c1)Cc1cccc(F)c1,-6.30624062048678,True,True,True,True,,,success
ATP-HTVS-8F7863C4F42C,CC[NH+](CC)Cc1cccc(C[NH2+]Cc2c(-c3ccccc3)nn3ccccc23)c1,-4.9087904899498,True,True,True,True,,,success
ATP-HTVS-8F8686BB907F,N#Cc1cccc(C(=O)Nc2c(C#C[C@H]([NH3+])Cc3cccc(F)c3)cnc3ccccc23)c1,-4.53135217453925,True,True,True,True,,,success
ATP-HTVS-8FAB3387FC95,O=C1CN(Cc2ccccc2C(=O)NCCF)[C@@H](c2ccccc2)c2ccccc2N1,-3.23460333570709,True,True,True,True,,,success
ATP-HTVS-8FAC22D1DEE3,CN(Cc1ccccc1)C(=O)c1cc(Nc2ccccc2C[NH+](C)C)cs1,-5.16915453027666,True,True,True,True,,,success
ATP-HTVS-8FAD4DDE14EC,C[NH+](C)[C@@H](CNC(=O)c1cn(CCc2ccccc2)c2ccccc2c1=O)c1ccc(F)cc1,-3.65197518750528,True,True,True,True,,,success
ATP-HTVS-8FCE9ABFEDC9,CN(Cc1ccc(N2CC[NH+](C)CC2)cc1)c1c(NC(=O)c2ccc(F)cc2)c[nH+]c2ccccc12,-4.59612623883549,True,True,True,True,,,success
ATP-HTVS-8FFDF10521D1,CC[N@@H+](C)Cc1cccc(C[NH2+]Cc2cn(CCC#N)nc2-c2ccc(Cl)cc2)c1,-5.08473991012253,True,True,True,True,,,success
ATP-HTVS-903509DD9171,C[NH+](C)Cc1ccc(CNc2nc(NCc3ccc(C#N)cc3)[nH+]c3ccccc23)cc1,-4.22794294026844,True,True,True,True,,,success
ATP-HTVS-906C5B8F4575,COc1ccccc1OCc1ccc(C[NH2+]C[C@@H](CN(C)C)c2ccccc2)o1,-2.60771824273476,True,True,True,True,,,success
ATP-HTVS-9071C340676C,CC[NH+](CC)Cc1cccc(NC(=O)CCn2c(-c3ccccc3)cc(=O)c3ccccc32)c1,-4.4993105710441,True,True,True,True,,,success
ATP-HTVS-90D8E935D6BA,CN(C(=O)c1sc2cc(F)ccc2c1NCc1ccc(C[NH+](C)C)cc1)c1ccccc1C#N,-3.61586634816549,True,True,True,True,,,success
ATP-HTVS-90E2293F5662,C[NH+](C)Cc1ccccc1C[NH2+]Cc1cn(CCC#N)nc1-c1ccc(Cl)cc1,-3.76904070186571,True,True,True,True,,,success
ATP-HTVS-90F616328265,C[NH+](C)Cc1ccccc1Nc1cnccc1C(=O)N(CC#N)c1ccccc1,-3.91551756697436,True,True,True,True,,,success
ATP-HTVS-9118BAC0F3E5,CN(Cc1ccc(CO)cc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,-4.45713464556693,True,True,True,True,,,success
ATP-HTVS-9126C22B6E5D,C[NH+](C)Cc1ccc(CCNC(=O)Cn2c(COc3ccccc3)nc3ccccc32)cc1,-4.35085127506382,True,True,True,True,,,success
ATP-HTVS-91559CC1A0CF,CN(C(=O)c1sccc1NCc1ccc(C[NH+](C)C)cc1)c1ccccc1O,-4.680774902516,True,True,True,True,,,success
ATP-HTVS-915EA674EB52,CC[NH+](CC)Cc1cccc(CNc2c[nH+]c3ccccc3c2NC(=O)c2cccc([S-])c2)c1,-3.12601315930246,True,True,True,True,,,success
ATP-HTVS-917D65E68C1C,CC[N@@H+](Cc1ccc(C[NH+](C)C)cc1)Cc1cc(C)nc(-c2ccc(Cl)cc2)n1,-3.85121697689063,True,True,True,True,,,success
ATP-HTVS-917EA3B617CA,C[NH+](C)Cc1cc(F)ccc1CNc1nc2ccccc2nc1NCc1ccc(F)cc1N,-5.55670999827466,True,True,True,True,,,success
ATP-HTVS-91FB2566E9C6,CC[N@H+](C)Cc1cccc(CNc2nc(NCc3ccc([N+](=O)[O-])cc3)c3ccccc3[nH+]2)c1,-3.60648204518161,True,True,True,True,,,success
ATP-HTVS-91FE8B97AF5D,CN(Cc1ccc(F)cc1)C(=O)c1cscc1NCc1cccc(C[NH+](C)C)c1,-4.73078737167212,True,True,True,True,,,success
ATP-HTVS-925A357E73C9,COc1ccc(Cn2cc([C@@H](C)[NH2+]Cc3cccc(C[NH+](C)C)c3)nn2)cc1,-5.27050292570935,True,True,True,True,,,success
ATP-HTVS-9261E8E7C16B,C[NH+](C)Cc1cccc(CNc2nc(NCc3cccc(N)c3F)[nH+]c3ccccc23)c1,-4.28268244897226,True,True,True,True,,,success
ATP-HTVS-9279E9D3CA8E,C[NH+](C)Cc1ccc(CCNc2nc(-c3ccccn3)nc3ccccc23)cc1,-4.25826048465034,True,True,True,True,,,success
ATP-HTVS-928F3709654C,Cc1cc(-c2ccnc(NC(=O)c3ccc(C[NH+](C)C)cc3)c2C(=O)c2ccccc2)ccc1O,-4.45239168748071,True,True,True,True,,,success
ATP-HTVS-92BA88CED8DA,C[NH+](C)Cc1ccc(C[NH2+]Cc2ccc(-c3cccc(O)c3)cn2)cc1,-6.1795954276148,True,True,True,True,,,success
ATP-HTVS-92C487CB2C4B,C[NH+](C)C[C@H](Cc1ccccc1)NCc1[nH+]c2ccccc2n1Cc1ccccc1,-4.47030229665557,True,True,True,True,,,success
ATP-HTVS-92D1D8A066E2,CN(C)Cc1ccc(CCNc2nc(NCc3cccc(Cl)c3N)[nH+]c3ccccc23)cc1,-2.65640299054939,True,True,True,True,,,success
ATP-HTVS-92F0D0267220,COc1cccc(C[N@H+](C)Cc2ccc(C[NH+](C)C)cc2)c1OCc1ccccc1,-4.57744836383982,True,True,True,True,,,success
ATP-HTVS-9352BEE24C86,C[NH+]1CCN(c2ccc(CNc3cccc([C@@H](C#N)c4ccccc4)n3)cc2)CC1,-5.27203094462307,True,True,True,True,,,success
ATP-HTVS-9360F17A3EC6,CN(C)c1ccc(CCNc2c(NC(=O)c3ccccc3F)c[nH+]c3ccccc23)cc1,-4.94808290662811,True,True,True,True,,,success
ATP-HTVS-9393AACC3570,CCNC(=O)c1ccc(CNCc2cn(-c3ccccc3)nc2-c2ccc(F)cc2)cc1,-4.09612916239728,True,True,True,True,,,success
ATP-HTVS-93C7314F95B0,COc1ccc(CN2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)cc1C#N,-1.73857734327022,True,True,True,True,,,success
ATP-HTVS-93CB38BE3680,C[NH+](C)Cc1cc(NC(=O)c2cc(-c3ccncc3)nc3ccccc23)ccc1Cl,-5.15580573349618,True,True,True,True,,,success
ATP-HTVS-93E6D0793690,C#Cc1ccccc1C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccncc1,-4.7710526005952,True,True,True,True,,,success
ATP-HTVS-94036CD3F111,CN(C)Cc1cccc(CNc2c(NC(=O)c3ccsc3Cl)c[nH+]c3ccccc23)c1,-2.79144307709762,True,True,True,True,,,success
ATP-HTVS-94448DA501C0,C[NH+](C)Cc1cccc(CNc2c(C(=O)NCc3ccc(C#N)cc3)sc3cc(F)ccc23)c1,-4.51449028526668,True,True,True,True,,,success
ATP-HTVS-9480C2297FB5,C[NH+](C)Cc1cccc(CNc2cc3ccccc3nc2NC(=O)c2ccc(O)cc2)c1,-4.42481376111799,True,True,True,True,,,success
ATP-HTVS-94941B52F5EC,COc1cc(C#N)ccc1CNc1nc2ccccc2nc1NCCc1ccc(CN(C)C)cc1,-3.43266651054237,True,True,True,True,,,success
ATP-HTVS-94D8827D88B0,CC[C@@H](O)CN(Cc1ccccc1)C(=O)c1cc(NCc2ccccc2)nc2ccccc12,-3.23224548519724,True,True,True,True,,,success
ATP-HTVS-94FDA1BF8648,N#CCN(c1ccccc1)c1cnc2ccccc2c1NC(=O)COc1ccccc1Cl,-3.61857230261687,True,True,True,True,,,success
ATP-HTVS-9505CBC4E7EE,CN(C)Cc1ccc(CCNc2nc(NCc3cccc4c3OCO4)[nH+]c3ccccc23)cc1,-1.65167439484376,True,True,True,True,,,success
ATP-HTVS-952C6901247D,COc1ccccc1CC(=O)Nc1c[nH+]c2ccccc2c1NCc1cccc(C[NH+](C)C)c1,-4.77328082745397,True,True,True,True,,,success
ATP-HTVS-9548848ABB82,CC(C)Nc1cccc(CNC(=O)NC[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)c1,-3.80376357856523,True,True,True,True,,,success
ATP-HTVS-954980F32CB7,CCc1ccccc1N(C(C)=O)c1nc(C[NH2+][C@H](C)c2ccc(C[NH+](C)C)cc2)cs1,-4.89048614238512,True,True,True,True,,,success
ATP-HTVS-95B9B67075F0,C#CCCNC(=O)c1ccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)cc1,-3.60768913216631,True,True,True,True,,,success
ATP-HTVS-95C9BC6D1CE7,OCCNc1ccc(CNc2ccc(OCc3ccccc3)c(Br)n2)cc1,-4.77672736272663,True,True,True,True,,,success
ATP-HTVS-95D1FAD4F080,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)c3cccc(C#N)c3)c3ccccc23)c1,-3.36505156641546,True,True,True,True,,,success
ATP-HTVS-95D98DD03D76,CN(C)Cc1ccc(CNc2c(CN(C)C(=O)CCc3ccccc3)sc3ccccc23)cc1,-1.84497504190729,True,True,True,True,,,success
ATP-HTVS-95EE858F8EEC,CCN(CC)Cc1cccc(CNc2cnc3ccccc3c2NC(=O)c2ccccc2C(=O)OC)c1,-1.27996467838941,True,True,True,True,,,success
ATP-HTVS-96035055C171,CC(=O)Nc1cccc(C[NH2+]C[C@@H]2c3ccccc3C(=O)N2Cc2ccccc2)c1,-5.8406342578885,True,True,True,True,,,success
ATP-HTVS-9640828E0D0B,C[N@@H+](Cc1cccc(Cl)c1)Cc1nc2ccccc2n1Cc1ccccc1,-3.35213698024349,True,True,True,True,,,success
ATP-HTVS-96C7A2856398,Clc1ccc([C@H](C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)N2CCCC2)cc1,-3.90880903018788,True,True,True,True,,,success
ATP-HTVS-9702CFD2E9A2,C[NH+](C)Cc1cccc(CNc2cc(Cl)sc2C(=O)N(C#N)c2ccccc2)c1,-5.06834388681742,True,True,True,True,,,success
ATP-HTVS-970FBD5470AF,C[C@H](CN1CC(=O)Nc2ccccc2[C@H]1c1ccccc1)c1cc(F)cc(F)c1,-1.69707213270437,True,True,True,True,,,success
ATP-HTVS-970FD2D7162F,C[C@@H]([NH2+]Cc1c(OCc2ccccc2)ccc2ccccc12)c1ccc(C(=O)[O-])cc1,-4.93997564537262,True,True,True,True,,,success
ATP-HTVS-971CA853FA9A,Cn1cccc1/C=C/CN1CC(=O)Nc2ccc(Cl)cc2[C@@H]1c1ccccc1F,-1.95528776146002,True,True,True,True,,,success
ATP-HTVS-976CFBCF515D,Cc1ccccc1[C@@H](C[NH2+]Cc1cn(-c2ccccc2)nc1-c1ccc([N+](=O)[O-])cc1)N(C)C,-4.53790384148156,True,True,True,True,,,success
ATP-HTVS-9774402850E8,COc1ccc(-c2ccnc(NC(=O)c3ccccc3CN(C)C)c2C(=O)c2ccccc2)cc1,-1.68224263464737,True,True,True,True,,,success
ATP-HTVS-980C1FC6FC1E,CN(C)Cc1ccc(CCNc2nc(NC[C@@H](c3ccccc3)[NH+](C)C)[nH+]c3ccccc23)cc1,-2.76518341494562,True,True,True,True,,,success
ATP-HTVS-985FC5CCBDCC,C[NH+](C)Cc1ccc(CNC(=O)c2[nH]c3ccccc3c2C#C[C@@H](O)c2ccccc2Cl)cc1,-5.71487107256953,True,True,True,True,,,success
ATP-HTVS-986AE7271DA8,C[C@@H](C#N)N(c1ccccc1)c1cnc(NC(=O)c2ccc(C[NH+](C)C)cc2)c2ccccc12,-4.27746207723396,True,True,True,True,,,success
ATP-HTVS-9898F3268698,C[C@H]([NH2+]Cc1cccc(SCc2ccccc2)c1)c1ccc(CN(C)C)cc1,-2.98447795196858,True,True,True,True,,,success
ATP-HTVS-98A0502BF743,C[C@@H]([NH2+]Cc1ccncc1OCc1ccccc1)c1ccc(OCC[NH+](C)C)cc1,-5.16291107795336,True,True,True,True,,,success
ATP-HTVS-98C6C787C9CA,C[C@@H]([NH2+]CC#Cc1c(NC(=O)c2cc(C#N)ccc2F)cnc2ccccc12)c1cccc(F)c1,-4.54109621763806,True,True,True,True,,,success
ATP-HTVS-98E751432A52,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)C#Cc3ccccc3)c(F)c2)c1,-6.28735821177687,True,True,True,True,,,success
ATP-HTVS-98EFE7D538B2,CN(C(=O)c1sccc1NCc1cccc(C[NH+](C)C)c1)c1cccc(N)c1,-4.46443026285238,True,True,True,True,,,success
ATP-HTVS-99217F2350A2,C[NH+](C)CCOc1cccc(CN2CC(=O)Nc3ccc(Br)cc3[C@H]2c2ccccc2)c1,-1.4304558968226,True,True,True,True,,,success
ATP-HTVS-99483DBEAA78,C[C@@](N)(C(=O)n1nc(-c2ccncc2)cc1CC[NH2+]Cc1ccccc1)c1ccccc1,-6.3660091336744,True,True,True,True,,,success
ATP-HTVS-9967BD998929,Cc1ccc([C@@H](O)CNc2c(NC(=O)[C@H](Br)c3ccccc3)c[nH+]c3ccccc23)cc1,-4.99163821619935,True,True,True,True,,,success
ATP-HTVS-99B36318F637,C[C@H](O)c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nc2-c2ccccc2)cc1,-4.85891735735908,True,True,True,True,,,success
ATP-HTVS-99E4671812AC,C[NH+](C)Cc1ccc(C(=O)Nc2nc3ccccc3cc2N(CC[NH3+])c2ccccc2)cc1,-5.21773634407887,True,True,True,True,,,success
ATP-HTVS-9A332D1A0286,O=C(NCc1ccccc1NCCO)c1cc(NCc2ccccc2)nc2ccccc12,-3.77220722696342,True,True,True,True,,,success
ATP-HTVS-9A3A5E055FE2,C[NH+](C)Cc1cc(F)ccc1CNc1nc(NCc2ccc(F)c(CO)c2)c2ccccc2[nH+]1,-5.01552846270557,True,True,True,True,,,success
ATP-HTVS-9A75570B0E27,CN(Cc1ccccc1)C(=O)c1cc(Nc2ccc(C[NH+](C)C)cc2)cs1,-4.5760706909973,True,True,True,True,,,success
ATP-HTVS-9A76BB66DB1D,Cc1ccc([C@@H](O)CNc2nc3ccccc3nc2Cc2ccccc2)cc1,-4.55268185778533,True,True,True,True,,,success
ATP-HTVS-9A86ECE1052E,CSc1ccc(-c2cnc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)nc2)cc1,-4.15115908446999,True,True,True,True,,,success
ATP-HTVS-9AD82B0B5D2D,C[C@H](NCC#Cc1cnc(NC(=O)[C@H](O)c2cccc(Cl)c2)c2ccccc12)c1cccc(F)c1,-4.44533651227417,True,True,True,True,,,success
ATP-HTVS-9AEFC257B6AB,Cc1ccc(C)c(C(=O)Nc2ncc(NCc3ccc(NCCO)cc3)c3ccccc23)c1,-4.66862510912702,True,True,True,True,,,success
ATP-HTVS-9AF19AD81321,CN(C(=O)c1ccnc(Nc2cccc(C[NH+](C)C)c2)c1)c1ccccc1F,-4.2878788677618,True,True,True,True,,,success
ATP-HTVS-9B930A3F277B,CN1CCN(Cc2ccccc2C[NH2+]Cc2cc(OCc3ccccc3)c3ccccc3c2)CC1,-3.71626239896153,True,True,True,True,,,success
ATP-HTVS-9BFBB44B9744,CNc1cccc(Cc2c(-c3ccc(C)cc3)c(=O)[nH]c3ccccc23)c1,-1.907532346584,True,True,True,True,,,success
ATP-HTVS-9C0CB662701B,C[NH+](C)Cc1ccc(CC[NH2+]Cc2ccc(OCc3ccccc3)cn2)cc1,-5.27526288431442,True,True,True,True,,,success
