canonical_id,vina_affinity,glide_docking_score,vina_rank,glide_rank,rank_delta,abs_rank_delta,disagreement_class,scaffold
ATP-HTVS-1377A1139B97,-9.625,-4.68563003207059,29,470,-441,441,vina_favored,O=C(Nc1nc2ccccc2cc1C#CC[NH2+]Cc1ccccc1)c1ccccc1
ATP-HTVS-4A28AAEEA14A,-8.187,-5.08545475115908,685,247,438,438,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-C1AB9EDC96AF,-8.181,-5.07570022737249,691,254,437,437,glide_favored,O=C(NCc1ccccc1)c1cn(-c2ccccc2)c(=O)c2ccccc12
ATP-HTVS-A67DD6FB98A9,-8.908,-4.50992221844652,164,600,-436,436,vina_favored,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1
ATP-HTVS-EF0129487CC6,-8.173,-5.05644438511691,698,263,435,435,glide_favored,O=C(Nc1ccc(Cc2ccccc2)c(-c2ccccc2)c1)c1ccccc1
ATP-HTVS-65B75474615F,-8.471,-4.14954648610879,432,867,-435,435,vina_favored,c1ccc(CCNc2nc(-c3ccccc3)nc3ccccc23)cc1
ATP-HTVS-42E232F3C181,-8.246,-3.81884371568142,641,1076,-435,435,vina_favored,O=C(Nc1ccc(NCc2ccccc2)cn1)c1ccccc1
ATP-HTVS-0079D40D2121,-7.979,-3.34092399123274,867,1300,-433,433,vina_favored,c1ccc(CCNCc2cc(-c3ccccc3)c3ccccc3n2)cc1
ATP-HTVS-21BB1C807E7E,-8.046,-4.86452904460303,804,372,432,432,glide_favored,c1ccc(C[NH2+]Cc2cccnc2OCc2ccccc2)cc1
ATP-HTVS-FC258B4525E9,-7.315,-4.21756373878038,1258,826,432,432,glide_favored,c1ccc(C[NH2+]Cc2csc(COc3ccccc3)n2)cc1
ATP-HTVS-C2A68E9F7CC7,-8.289,-5.27344187307121,609,178,431,431,glide_favored,c1ccc(C[NH2+]Cc2c(OCc3ccccc3)ccc3ccccc23)cc1
ATP-HTVS-917EA3B617CA,-8.359,-5.55670999827466,547,116,431,431,glide_favored,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-7B1416FC1373,-8.107,-4.92847526415293,758,327,431,431,glide_favored,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-8567A07E89C1,-7.798,-2.50018919377021,1006,1435,-429,429,vina_favored,c1ccc(CNCc2c[nH]nc2OCc2ccccc2)cc1
ATP-HTVS-A7093622CBF0,-7.402,-4.26839239430932,1214,785,429,429,glide_favored,O=C(Cc1ccccc1)NC(C(=O)NCc1ccccc1)c1coc2ccccc12
ATP-HTVS-F60BECC0718F,-5.608,-3.6664122264029,1607,1179,428,428,glide_favored,O=C(Cc1nn(Cc2ccccc2)c(=O)c2ccccc12)NCc1ccccc1
ATP-HTVS-CC453EE4B1F8,-8.228,-3.79631961051079,659,1087,-428,428,vina_favored,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12
ATP-HTVS-40806E2DA49D,-8.014,-3.48778814053638,829,1255,-426,426,vina_favored,O=C(Nc1ncc(Nc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-4C091C5F609D,-6.503,-3.82166575294196,1496,1070,426,426,glide_favored,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1
ATP-HTVS-91559CC1A0CF,-7.947,-4.680774902516,899,474,425,425,glide_favored,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1
ATP-HTVS-7DD2E8BA0428,-7.506,-4.34532901289307,1155,731,424,424,glide_favored,O=C(NCc1ccccc1)c1cnc2ccccc2c1Nc1ccccc1
ATP-HTVS-56362DCB1C38,-8.106,-4.92077579272637,759,335,424,424,glide_favored,c1ccc(CCNc2nc3ccccc3nc2NCc2cccnc2)cc1
ATP-HTVS-B77025854F9D,-8.266,-5.18063790977782,629,205,424,424,glide_favored,O=C1C([NH2+]CCc2ccccc2)c2ccccc2N1Cc1ccccc1
ATP-HTVS-F666156B37DE,-6.627,-3.86252714637769,1467,1044,423,423,glide_favored,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1
ATP-HTVS-51FD2328387A,-8.111,-3.66917737483488,754,1177,-423,423,vina_favored,c1ccc(CCNc2cc(COc3ccccc3)[nH+]c3ccccc23)cc1
ATP-HTVS-0F900EB338B9,-8.241,-5.14238362081274,647,224,423,423,glide_favored,O=C(CNc1ccccc1)Nc1c(Nc2ccccc2)cnc2ccccc12
ATP-HTVS-4F22ABB48DC5,-7.905,-3.15489676990073,928,1351,-423,423,vina_favored,O=C(Nc1ccccc1)c1sc2ccccc2c1NCc1ccccc1
ATP-HTVS-9DADF577E8AC,-7.762,-4.5049171298659,1026,603,423,423,glide_favored,c1ccc(NCc2ccc3ccccc3c2)cc1
ATP-HTVS-84AF7025C22A,-7.906,-4.63953362123763,927,505,422,422,glide_favored,O=C(Nc1nccc(-c2ccccc2)c1C(=O)c1ccccc1)c1ccccc1
ATP-HTVS-41DE369552E3,-8.429,-4.07355133035679,483,905,-422,422,vina_favored,O=C(Nc1cnc2ccccc2c1C#CC[NH2+]Cc1ccccc1)c1ccccc1
ATP-HTVS-C8D8BA0AA9EF,-5.993,-3.73644929906704,1556,1136,420,420,glide_favored,c1ccc(CNc2ccc3ccccc3c2Nc2ccccc2)cc1
ATP-HTVS-F7366BF3987A,-8.633,-4.33624818808883,322,741,-419,419,vina_favored,O=C(Nc1cnc2ccccc2c1C#CC[NH2+]Cc1ccccc1)c1ccccc1
ATP-HTVS-1AEE198E3D8C,-8.99,-4.57250055963347,131,550,-419,419,vina_favored,c1ccc(CCNc2cc(NCc3ccccc3)nc(Nc3ccccc3)[nH+]2)cc1
ATP-HTVS-05A72EDFB57A,-8.445,-5.97314811529865,463,45,418,418,glide_favored,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1
ATP-HTVS-C0B01F645FC7,-7.974,-4.70281595890032,870,454,416,416,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-E0444895C82B,-7.712,-4.46030894923791,1056,640,416,416,glide_favored,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-88509AB3E069,-8.296,-3.91429947815711,598,1014,-416,416,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-A05CBA531631,-8.018,-4.77909505067104,824,408,416,416,glide_favored,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1
ATP-HTVS-D9159AF95984,-8.173,-5.01054631170562,698,282,416,416,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-767E37D8A78C,-7.956,-3.33590904639428,890,1305,-415,415,vina_favored,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1
ATP-HTVS-E60052B60ACE,-5.663,-3.64853374409515,1600,1186,414,414,glide_favored,O=C1CN(c2ccccc2)C(c2ccccc2)c2ccccc2N1
ATP-HTVS-EEE4DEAD393E,-7.395,0.1640437805725,1219,1632,-413,413,vina_favored,O=C(NCc1ccccc1)c1c(Nc2ccccc2)c2ccccc2[nH]c1=O
ATP-HTVS-103E90EA5971,-7.761,-4.4936951823295,1028,615,413,413,glide_favored,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-CD22DC9E9474,-8.411,-4.0707600408721,497,909,-412,412,vina_favored,c1ccc(C[NH2+]Cc2csc(-c3ccccc3)n2)cc1
ATP-HTVS-A3A98DB30213,-8.75,-4.43364552155635,256,666,-410,410,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-D102EB8CAB11,-9.002,-4.5956258992815,122,532,-410,410,vina_favored,O=C(NCc1ccccc1)NC(Cc1ccccc1)c1nc2ccccc2s1
ATP-HTVS-EBA0F745595A,-7.463,-4.29967640451544,1175,765,410,410,glide_favored,O=C(Cc1cc(NCc2ccccc2)cs1)Nc1ccccc1
ATP-HTVS-C36F7D03654F,-8.295,-3.92056252497989,600,1009,-409,409,vina_favored,O=C(Cc1ccccc1)Nc1cc(NCc2ccccc2)cc[nH+]1
ATP-HTVS-2818D10B14C2,-7.858,-4.57000787430811,964,555,409,409,glide_favored,c1ccc(COc2ccc(CNc3ccccc3)nc2)cc1
ATP-HTVS-BD0B30D0980B,-8.45,-4.15222294271607,454,863,-409,409,vina_favored,c1ccc(C[NH2+]Cc2c(-c3ccccc3)nc3ccccn23)cc1
ATP-HTVS-27135ACF267B,-7.359,-4.19816809497186,1243,837,406,406,glide_favored,c1ccc(C[NH2+]Cc2cn(Cc3ccccc3)nn2)cc1
ATP-HTVS-5C29B6179A0F,-7.468,-4.29786321202716,1172,766,406,406,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccc(C[NH+]2CCCC2)cc1
ATP-HTVS-F93F310E89BE,-8.867,-4.51798694248071,187,592,-405,405,vina_favored,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-44A2C719C105,-6.561,-3.81365800673213,1483,1078,405,405,glide_favored,O=C(Nc1ccccc1)c1cscc1NCc1ccccc1
ATP-HTVS-AE73BF67DB9D,-8.302,-5.24479053059663,589,185,404,404,glide_favored,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1
ATP-HTVS-94036CD3F111,-7.803,-2.79144307709762,1001,1405,-404,404,vina_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccsc1
ATP-HTVS-57CD8A84B862,-7.596,-4.37433145905507,1111,707,404,404,glide_favored,O=C(Cc1ccccc1)NCc1sc2ccccc2c1NCc1ccccc1
ATP-HTVS-9A86ECE1052E,-7.292,-4.15115908446999,1268,864,404,404,glide_favored,c1ccc(C[NH2+]Cc2ncc(-c3ccccc3)cn2)cc1
ATP-HTVS-0D8C52C362EE,-7.737,-2.43691677875083,1046,1449,-403,403,vina_favored,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-980C1FC6FC1E,-7.795,-2.76518341494562,1009,1412,-403,403,vina_favored,c1ccc(CCNc2nc(NCCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-7EF53BD61533,-7.344,-4.18412501910755,1248,845,403,403,glide_favored,O=C(Nc1ccncc1NCc1ccccc1)c1ccccc1
ATP-HTVS-A8FD4BE75532,-6.925,-3.94151463345872,1392,989,403,403,glide_favored,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1
ATP-HTVS-51A8EA31A006,-7.64,-2.07323333519145,1096,1497,-401,401,vina_favored,O=C(Nc1ccccn1)c1c(NCc2ccccc2)c2ccccc2[nH]c1=O
ATP-HTVS-837D7A211A0E,-7.75,-2.48290298083652,1039,1439,-400,400,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-CA9A4676B579,-7.694,-4.43323012373762,1067,668,399,399,glide_favored,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-239E0EA8BC65,-8.384,-4.04262620061258,522,921,-399,399,vina_favored,O=C(Nc1ccccc1)Nc1ccnc(SCc2ccccc2)c1
ATP-HTVS-45A004EDB829,-8.409,-5.63462685379644,501,102,399,399,glide_favored,c1ccc(C[NH2+]Cc2cc(-c3ccccc3)c3ccccc3n2)cc1
ATP-HTVS-98EFE7D538B2,-7.752,-4.46443026285238,1035,637,398,398,glide_favored,O=C(Nc1ccccc1)c1sccc1NCc1ccccc1
ATP-HTVS-C7A4A85DE6AC,-9.231,-4.68875267131703,69,465,-396,396,vina_favored,O=C(Cc1ccccc1)Nc1cnc2ccccc2c1C#CC[NH2+]Cc1ccccc1
ATP-HTVS-02DF9A19852D,-8.173,-4.97657782986944,698,303,395,395,glide_favored,c1ccc(Cn2c(C[NH2+]CCC(c3ccccc3)[NH+]3CCCC3)nc3ccccc32)cc1
ATP-HTVS-D928A6F83D7E,-8.043,-3.60796794272557,809,1204,-395,395,vina_favored,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-8C1C7F16DF05,-8.187,-5.00025924119878,685,292,393,393,glide_favored,O=C(Cc1ccccc1)Nc1ncc(Nc2ccccc2)c2ccccc12
ATP-HTVS-F8C49F655F6D,-8.395,-5.52359989451645,514,121,393,393,glide_favored,O=C(CNc1ccccc1)Nc1nc2ccccc2cc1Nc1ccccc1
ATP-HTVS-3D580430A1F8,-7.153,-4.03828325377154,1316,924,392,392,glide_favored,O=C(Nc1c(NCc2ccccc2)c[nH+]c2ccccc12)c1ccccc1
ATP-HTVS-F4EB0A3B6A53,-9.087,-4.66033177755915,100,491,-391,391,vina_favored,O=C(C#Cc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1
ATP-HTVS-FE5B2EC4EA23,-9.136,-4.67979509796644,85,475,-390,390,vina_favored,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1
ATP-HTVS-E85D4903F0A1,-7.547,-1.88450407350739,1131,1521,-390,390,vina_favored,c1ccc(CCNCc2csc(COc3ccccc3)n2)cc1
ATP-HTVS-75AC094BF9E0,-6.835,-3.90237637645863,1413,1024,389,389,glide_favored,c1ccc(CCc2cc(-c3cccnc3)nc3ccccc23)cc1
ATP-HTVS-CC7A8C42BA33,-8.308,-5.20679757905425,587,198,389,389,glide_favored,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1
ATP-HTVS-A521B3182CFE,-8.891,-4.55660398916924,176,564,-388,388,vina_favored,c1ccc(CCNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-1817E5512E7A,-8.065,-3.67639043964646,787,1173,-386,386,vina_favored,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-C725FB5B69C4,-8.36,-4.02408206899178,546,932,-386,386,vina_favored,c1ccc(CCNc2nc(Oc3ccccc3)c3ccccc3n2)cc1
ATP-HTVS-D0D9A6B890A3,-7.778,-4.47491828141522,1016,630,386,386,glide_favored,O=C(NCc1ccccc1)c1cnccc1Nc1ccccc1
ATP-HTVS-E2321FC28CB2,-8.336,-4.0080424672651,560,945,-385,385,vina_favored,c1ccc(CNc2nc3ccccc3nc2-c2ccccc2)cc1
ATP-HTVS-D4AE6553B313,-7.685,-4.39906438237233,1073,689,384,384,glide_favored,O=C(NCc1ccccc1)c1cncc(NCc2ccccc2)c1
ATP-HTVS-77ED8C900CC0,-8.142,-4.90849767233527,728,344,384,384,glide_favored,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1Nc1ccccc1
ATP-HTVS-4AF9C9C46A6A,-7.554,-4.33034179670516,1127,743,384,384,glide_favored,O=C(Cn1c(COc2ccccc2)nc2ccccc21)NCc1ccccc1
ATP-HTVS-76CE1997AF40,-7.269,-4.09464764435884,1275,892,383,383,glide_favored,c1ccc(CNc2ccc(-c3ccccc3)s2)cc1
ATP-HTVS-EE8A818A3017,-7.801,-2.95811246750271,1003,1386,-383,383,vina_favored,C(#CC(Nc1ccccc1)c1coc2ccccc12)COc1ccccc1
ATP-HTVS-BC2B8699145A,-8.637,-4.37742163323633,321,704,-383,383,vina_favored,O=C(Nc1c(NCc2ccccc2)c[nH+]c2ccccc12)c1ccccc1
ATP-HTVS-22C0C64F65E9,-7.972,-4.66340162849872,873,490,383,383,glide_favored,O=C(NCC1c2ccccc2C(=O)N1Cc1ccccc1)c1ccccc1
ATP-HTVS-FE9A1A55DD78,-8.896,-4.57127764880107,171,554,-383,383,vina_favored,O=C(Cn1c(Cc2ccccc2)nc2ccccc21)Nc1ccccc1
ATP-HTVS-BD741E539D0D,-8.207,-3.84537338697277,674,1055,-381,381,vina_favored,c1ccc(CNCc2nc3ccccc3n2Cc2ccccc2)cc1
ATP-HTVS-C302107B3554,-8.283,-5.11823752682086,617,236,381,381,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-FB368C7A9127,-5.779,-3.59794683884504,1588,1210,378,378,glide_favored,O=C1CCN(c2ccccc2)c2ccccc2N1Cc1ccccc1
ATP-HTVS-74641C70E223,-7.248,-4.07128760060566,1286,908,378,378,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-BE2C9D7D83B9,-7.969,-4.64152924608722,877,500,377,377,glide_favored,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-9F9A426F6493,-7.681,-4.38124201372767,1076,700,376,376,glide_favored,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1
ATP-HTVS-48C487957C1E,-6.779,-3.83958463930576,1434,1059,375,375,glide_favored,O=C(Nc1ccccc1)c1sc2ccccc2c1CSc1ccccc1
ATP-HTVS-AC6C82062264,-7.375,-1.17766950734732,1232,1606,-374,374,vina_favored,c1ccc(CNCc2cnn(Cc3ccccc3)c2)cc1
ATP-HTVS-366F4BAC4B87,-7.155,-4.01338528609497,1315,941,374,374,glide_favored,O=C(Nc1nccc(-c2ccccc2)c1C(=O)c1ccccc1)c1ccccc1
ATP-HTVS-970FD2D7162F,-8.175,-4.93997564537262,695,321,374,374,glide_favored,c1ccc(C[NH2+]Cc2c(OCc3ccccc3)ccc3ccccc23)cc1
ATP-HTVS-6F734E803CC4,-7.889,-3.31592375333773,940,1314,-374,374,vina_favored,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1
ATP-HTVS-3B760C3B8D5C,-8.297,-5.14442994870982,594,221,373,373,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-985FC5CCBDCC,-8.452,-5.71487107256953,451,78,373,373,glide_favored,O=C(NCc1ccccc1)c1[nH]c2ccccc2c1C#CCc1ccccc1
ATP-HTVS-DDECBBA12C43,-6.795,-3.84825256124743,1425,1052,373,373,glide_favored,c1ccc(C[NH2+]Cc2c(-c3ccccc3)nn3ccccc23)cc1
ATP-HTVS-9774402850E8,-7.461,-1.68224263464737,1176,1548,-372,372,vina_favored,O=C(Nc1nccc(-c2ccccc2)c1C(=O)c1ccccc1)c1ccccc1
ATP-HTVS-E22DE85EEE62,-7.985,-4.66828346953391,858,487,371,371,glide_favored,c1ccc(CNc2[nH+]cccc2OCc2ccccc2)cc1
ATP-HTVS-CD6AA4CFEADB,-6.109,-3.6662971730648,1550,1180,370,370,glide_favored,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-65263582E7F4,-9.323,-4.75411914859557,57,427,-370,370,vina_favored,O=C(NCc1ccccc1)NCC1c2ccccc2C(=O)N1Cc1ccccc1
ATP-HTVS-DED96A59EB26,-8.202,-3.8615472601887,677,1045,-368,368,vina_favored,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12
ATP-HTVS-2368A2FD4D76,-8.328,-4.02253006518207,566,934,-368,368,vina_favored,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-C4C9929F3284,-9.962,-4.84075174673338,14,382,-368,368,vina_favored,O=C(C#Cc1ccccc1)Nc1nc2ccccc2cc1C#CCCc1ccccc1
ATP-HTVS-2CB691E3F247,-7.916,-3.38635953523702,920,1288,-368,368,vina_favored,c1ccc(CNCc2c(Oc3ccccc3)nc3ccccn23)cc1
ATP-HTVS-FD8D954BBECF,-8.369,-5.32017851323543,533,166,367,367,glide_favored,c1ccc(C[NH2+]Cc2c(-c3ccccc3)nn3ccccc23)cc1
ATP-HTVS-7EF96EA99BCF,-7.879,-4.53121069133092,950,583,367,367,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1cccc(C[NH+]2CCCC2)c1
ATP-HTVS-1402A7ED8177,-8.269,-5.06327281392812,628,261,367,367,glide_favored,c1ccc(CCNc2cc(COc3ccccc3)[nH+]c3ccccc23)cc1
ATP-HTVS-6D7E0E0D5192,-8.221,-4.9844932944252,666,300,366,366,glide_favored,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCCc1ccccc1
ATP-HTVS-08A6E1F87809,-8.43,-4.18003369774354,482,848,-366,366,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-702B49CD2E82,-5.83,-3.57940560478986,1581,1216,365,365,glide_favored,c1ccc(CNc2ccc3ccccc3c2Nc2ccccc2)cc1
ATP-HTVS-0F3A12BD04AB,-8.513,-6.07159898960278,402,38,364,364,glide_favored,O=C(Cc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1
ATP-HTVS-E0849D225AC7,-8.63,-4.39783568323463,326,690,-364,364,vina_favored,O=C(COc1ccc2ccccc2c1C(=O)Nc1ccccc1)Nc1ccccc1
ATP-HTVS-B64FB026F9D3,-8.698,-4.45029079262428,288,650,-362,362,vina_favored,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-7D663BEE19BA,-7.104,-3.95975102541382,1337,975,362,362,glide_favored,O=C(Nc1nccc(-c2ccccc2)c1C(=O)c1ccccc1)c1ccccc1
ATP-HTVS-1356F7D69808,-9.306,-4.76216215558839,58,420,-362,362,vina_favored,O=C(NCC1c2ccccc2C(=O)N1Cc1ccccc1)Nc1ccccc1
ATP-HTVS-6480B695D089,-7.662,-2.45925339690874,1083,1445,-362,362,vina_favored,C(=Nn1cc(-c2ccccc2)[nH+]c1Nc1ccccc1)c1ccccc1
ATP-HTVS-C0772D58369C,-6.849,-3.8510538606858,1411,1050,361,361,glide_favored,O=C(NCc1ccccc1)c1cnc2ccccc2c1Nc1ccccc1
ATP-HTVS-2A91244EC1AD,-8.235,-5.00113179091921,652,291,361,361,glide_favored,O=C(CNc1nc2ccccc2nc1NCCc1ccccc1)NCc1ccccc1
ATP-HTVS-C9B00227BFE8,-7.753,-2.90394642746198,1034,1394,-360,360,vina_favored,c1ccc(CCNCc2ccc(Nc3ccccc3)nc2)cc1
ATP-HTVS-A89DA5D53108,-8.275,-3.9489168676843,623,982,-359,359,vina_favored,O=C(COc1ccccc1)Nc1ncc(NCc2ccccc2)c2ccccc12
ATP-HTVS-DF2EF65723F2,-7.175,-4.00197921522981,1310,951,359,359,glide_favored,O=C(Cn1cccc1)NCc1sc2ccccc2c1NCc1ccccc1
ATP-HTVS-7C58C2B4F3B5,-7.698,-4.37677132058803,1064,705,359,359,glide_favored,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)cn2)cc1
ATP-HTVS-C0568328686F,-7.883,-3.33357646445703,948,1306,-358,358,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-D7FBECEDF81C,-7.98,-3.55469757761565,865,1223,-358,358,vina_favored,O=C(Cc1ccccc1)Nc1c(Nc2ccccc2)cnc2ccccc12
ATP-HTVS-9D863030CFC5,-7.991,-3.5934851545959,853,1211,-358,358,vina_favored,O=C(Nc1ncc(NCc2ccccc2)c2ccccc12)c1ccccc1
ATP-HTVS-73D804AB38E4,-8.052,-3.71118681470914,797,1154,-357,357,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-F62C08D65C28,-7.054,-3.93550920768678,1351,994,357,357,glide_favored,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccccc2)cc1
ATP-HTVS-DB45F9B4D40D,-6.714,-3.79592199451117,1445,1089,356,356,glide_favored,O=C(CCNc1ccccc1)n1c(-c2ccccc2)cc(=O)c2ccccc21
ATP-HTVS-A25C4EA68E32,-8.373,-4.11001446067938,530,885,-355,355,vina_favored,O=C(Nc1c[nH+]c2ccccc2c1Nc1ccccc1)c1ccccc1
ATP-HTVS-5589B4ED8BC3,-7.99,-4.64091671545693,856,502,354,354,glide_favored,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1
ATP-HTVS-B0AB4541452E,-8.15,-3.82146121477881,717,1071,-354,354,vina_favored,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-A305C0BD9D10,-8.244,-5.00305377577559,644,290,354,354,glide_favored,C(#CC(NCc1ccccc1)c1cc2ccccc2o1)c1ccccc1
ATP-HTVS-60B70570E761,-7.319,-4.07446621007503,1257,904,353,353,glide_favored,c1ccc(CNCc2ccc(OCc3ccccc3)cc2)cc1
ATP-HTVS-75A4DAB7424E,-9.016,-4.68169985382182,120,472,-352,352,vina_favored,O=C(C#Cc1ccccc1)Nc1cnc2ccccc2c1C#CCCc1ccccc1
ATP-HTVS-F9EAD73A28F1,-7.69,-2.64915801521619,1069,1420,-351,351,vina_favored,c1ccc(CCNCc2nc3ccccc3n2Cc2ccccc2)cc1
ATP-HTVS-D22CA90FC022,-8.558,-4.35679635618629,367,718,-351,351,vina_favored,c1ccc(CCNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-2275AB855C30,-8.806,-4.55068115608745,217,568,-351,351,vina_favored,O=C(Nc1c(C#CC[NH2+]Cc2ccccc2)cnc2ccccc12)c1ccccc1
ATP-HTVS-93E6D0793690,-8.095,-4.7710526005952,766,416,350,350,glide_favored,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1
ATP-HTVS-B860A68943EF,-5.809,-3.53485465298697,1583,1235,348,348,glide_favored,O=C1CN(c2ccccc2)C(c2ccccc2)c2ccccc2N1
ATP-HTVS-68B1DBF07479,-8.613,-4.41596673342604,331,678,-347,347,vina_favored,c1ccc(CCNc2nc(COc3ccccc3)nc3ccccc23)cc1
ATP-HTVS-98E751432A52,-8.568,-6.28735821177687,362,15,347,347,glide_favored,O=C(C#Cc1ccccc1)Nc1ccc(NCc2ccccc2)cn1
ATP-HTVS-E4024F0AB59A,-7.839,-3.24827750228818,978,1324,-346,346,vina_favored,c1ccc(C[NH2+]CCc2ccc3ccccc3c2)cc1
ATP-HTVS-DDC2C96F44C1,-7.234,-4.0020476853332,1296,950,346,346,glide_favored,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1
ATP-HTVS-1A8854DD1E1A,-7.374,-1.4760904096421,1233,1579,-346,346,vina_favored,O=C(Nc1ccccc1)c1cnc2ccccc2c1NCCc1ccccc1
ATP-HTVS-A8111C46748E,-7.769,-4.42029981576778,1021,676,345,345,glide_favored,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1
ATP-HTVS-8843DC2573F9,-9.334,-4.80139620770383,52,395,-343,343,vina_favored,O=C(NCCc1ccccc1)c1cc(=O)c2ccccc2n1CCc1ccccc1
ATP-HTVS-E41D62FB159D,-8.023,-3.68823270883204,820,1163,-343,343,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-11E35EA06531,-8.442,-4.23623957512344,470,812,-342,342,vina_favored,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1
ATP-HTVS-C55276015D5E,-9.934,-4.88121159396972,16,358,-342,342,vina_favored,O=C(Nc1cnc2ccccc2c1C#CC[NH2+]Cc1ccccc1)c1ccccc1
ATP-HTVS-218E3E4A28A7,-8.573,-4.3836149192389,357,699,-342,342,vina_favored,O=C(Nc1ccc(Cc2ccccc2)c(-c2ccccc2)c1)c1ccccc1
