canonical_id,protocol_uncertainty,model_uncertainty,model_disagreement_if_available,model_uncertainty_status,objective_uncertainty,evidence_uncertainty,chemical_space_uncertainty,combined_available_uncertainty,uncertainty_available_components,uncertainty_dominant_source,distance_to_decision_boundary
ATP-HTVS-38AA30AE7592,0.19607843137254902,,,not_available_no_comparable_full_library_model_outputs,0.2429426378606631,0.1428571428571429,0.9217811058289642,0.3759148294798298,4,chemical_space,429.0
ATP-HTVS-38B17C32C2B1,0.2757352941176471,,,not_available_no_comparable_full_library_model_outputs,0.43293452539581045,0.1428571428571429,0.760277352093387,0.4029510786159969,4,chemical_space,1109.0
ATP-HTVS-38BDED367A54,0.3247549019607843,,,not_available_no_comparable_full_library_model_outputs,0.2758950374753691,0.1428571428571429,0.6785142789057869,0.35550534029977077,4,chemical_space,260.0
ATP-HTVS-391C9D64EC7D,0.4944852941176471,,,not_available_no_comparable_full_library_model_outputs,0.48141649366053074,0.1428571428571429,0.7978070917199959,0.4791415055888292,4,chemical_space,460.5
ATP-HTVS-394457ED9ABE,0.03431372549019608,,,not_available_no_comparable_full_library_model_outputs,0.5304498138350753,0.1428571428571429,0.9217811058289642,0.4073504470028446,4,chemical_space,1360.0
ATP-HTVS-3966CEFE893D,0.30943627450980393,,,not_available_no_comparable_full_library_model_outputs,0.5968256868325867,0.1428571428571429,0.7804118024510399,0.45738272666264335,4,chemical_space,1266.5
ATP-HTVS-397149B089BD,0.17401960784313725,,,not_available_no_comparable_full_library_model_outputs,0.4470548793149886,0.1428571428571429,1.0,0.4409829075038172,4,chemical_space,97.0
ATP-HTVS-3991B5D40CBE,0.2769607843137255,,,not_available_no_comparable_full_library_model_outputs,0.6663851519615211,0.1428571428571429,0.6785142789057869,0.44117933950954413,4,chemical_space,1291.0
ATP-HTVS-39B6454C3B57,0.04350490196078431,,,not_available_no_comparable_full_library_model_outputs,0.21473325807929403,0.1428571428571429,0.5530184784198772,0.23852844532927459,4,chemical_space,277.5
ATP-HTVS-39C66FA1D927,0.061887254901960786,,,not_available_no_comparable_full_library_model_outputs,0.5688733516689786,0.1428571428571429,0.7962049529094939,0.39245567558439404,4,chemical_space,1267.5
ATP-HTVS-3A2C3DD6A630,0.6868872549019608,,,not_available_no_comparable_full_library_model_outputs,0.3629176788575726,0.1428571428571429,0.9217811058289642,0.5286107956114101,4,chemical_space,859.5
ATP-HTVS-3A4856D72337,0.38235294117647056,,,not_available_no_comparable_full_library_model_outputs,0.3356631169052481,0.1428571428571429,0.5304392795841356,0.34782812013074926,4,chemical_space,419.0
ATP-HTVS-3A71FF84034D,0.4013480392156863,,,not_available_no_comparable_full_library_model_outputs,0.38858014916883504,0.1428571428571429,0.6722309388005254,0.4012540675105474,4,chemical_space,323.5
ATP-HTVS-3A7288617524,0.34191176470588236,,,not_available_no_comparable_full_library_model_outputs,0.21622899295617803,0.1428571428571429,0.8198835822837112,0.3802203707007286,4,chemical_space,1020.0
ATP-HTVS-3A96A568DDAE,0.8284313725490197,,,not_available_no_comparable_full_library_model_outputs,0.4713065619516397,0.1428571428571429,0.8760259858910316,0.5796552658122085,4,chemical_space,621.0
ATP-HTVS-3AF3BD852D4F,0.15441176470588236,,,not_available_no_comparable_full_library_model_outputs,0.16249345885788608,0.1428571428571429,0.9217811058289642,0.3453858680624689,4,chemical_space,302.0
ATP-HTVS-3B1236037689,0.27450980392156865,,,not_available_no_comparable_full_library_model_outputs,0.10645613166116277,0.1428571428571429,0.898102476454747,0.3554813887236553,4,chemical_space,321.0
ATP-HTVS-3B2E01AF7BF8,0.7904411764705882,,,not_available_no_comparable_full_library_model_outputs,0.4040307648815948,0.1428571428571429,0.5438130797318703,0.470285540985299,4,protocol,660.0
ATP-HTVS-3B360A484FEF,0.0196078431372549,,,not_available_no_comparable_full_library_model_outputs,0.541525180396323,0.1428571428571429,0.8198835822837112,0.380968437168608,4,chemical_space,1125.0
ATP-HTVS-3B3954EE8C13,0.018995098039215685,,,not_available_no_comparable_full_library_model_outputs,0.3277861228644016,0.1428571428571429,0.6583798285481339,0.28700454807722353,4,chemical_space,6.5
ATP-HTVS-3B500C8F5D3A,0.09375,,,not_available_no_comparable_full_library_model_outputs,0.4794430708748142,0.1428571428571429,0.4270395258284221,0.2857724348900948,4,objective,1269.5
ATP-HTVS-3B52AE15A314,0.2916666666666667,,,not_available_no_comparable_full_library_model_outputs,0.3448837039867928,0.1428571428571429,0.2923383266545055,0.26793646004127697,4,objective,1149.0
ATP-HTVS-3B591F4F1DA1,0.16237745098039216,,,not_available_no_comparable_full_library_model_outputs,0.3405071429653955,0.1428571428571429,0.9217811058289642,0.3918807106579737,4,chemical_space,184.5
ATP-HTVS-3B615F85BA41,0.030637254901960783,,,not_available_no_comparable_full_library_model_outputs,0.15813018473888182,0.1428571428571429,0.20733059376615903,0.13473879406603614,4,chemical_space,278.0
ATP-HTVS-3B760C3B8D5C,0.22855392156862744,,,not_available_no_comparable_full_library_model_outputs,0.15563174625969162,0.1428571428571429,0.46125288566163547,0.24707392408677437,4,chemical_space,307.5
ATP-HTVS-3B9AE635146A,0.0704656862745098,,,not_available_no_comparable_full_library_model_outputs,0.02074352597545308,0.1428571428571429,0.37714315964445133,0.15280237868788926,4,chemical_space,626.5
ATP-HTVS-3BC1681A99C2,0.5147058823529411,,,not_available_no_comparable_full_library_model_outputs,0.3925861871431453,0.1428571428571429,0.4561869202681298,0.37658403315533984,4,protocol,443.0
ATP-HTVS-3BCB6D34D9FC,0.07720588235294118,,,not_available_no_comparable_full_library_model_outputs,0.2140276774532849,0.1428571428571429,0.6871244233158569,0.2803037814948065,4,chemical_space,942.0
ATP-HTVS-3BEA167C6DE4,0.8412990196078431,,,not_available_no_comparable_full_library_model_outputs,0.3654758887665473,0.1428571428571429,0.7401624579022148,0.522448627283437,4,protocol,778.5
ATP-HTVS-3BFEB00B17A1,0.4644607843137255,,,not_available_no_comparable_full_library_model_outputs,0.4191212876490053,0.1428571428571429,0.7978070917199959,0.4560615766349674,4,chemical_space,885.0
ATP-HTVS-3C30D082388E,0.13909313725490197,,,not_available_no_comparable_full_library_model_outputs,0.15996123950484975,0.1428571428571429,0.5766167553605337,0.25463206874435707,4,chemical_space,825.5
ATP-HTVS-3C5237794D05,0.042279411764705885,,,not_available_no_comparable_full_library_model_outputs,0.3954401960497396,0.1428571428571429,0.7741284623457786,0.3386763032543417,4,chemical_space,118.5
ATP-HTVS-3D55EC2CCC26,0.13051470588235295,,,not_available_no_comparable_full_library_model_outputs,0.08366338709277686,0.1428571428571429,0.5987735983578097,0.2389522085475206,4,chemical_space,312.5
ATP-HTVS-3D580430A1F8,0.24019607843137256,,,not_available_no_comparable_full_library_model_outputs,0.48596387750841924,0.1428571428571429,0.6959095681747428,0.39123166674291937,4,chemical_space,1020.0
ATP-HTVS-3D9456613EE7,0.16850490196078433,,,not_available_no_comparable_full_library_model_outputs,0.08503703061142243,0.1428571428571429,0.8760259858910316,0.31810626533009534,4,chemical_space,369.5
ATP-HTVS-3DA95123E47A,0.8302696078431373,,,not_available_no_comparable_full_library_model_outputs,0.4197149648594938,0.1428571428571429,1.0,0.5982104288899435,4,chemical_space,626.5
ATP-HTVS-3DABA9A3BF24,0.4215686274509804,,,not_available_no_comparable_full_library_model_outputs,0.43280002106962306,0.1428571428571429,0.5,0.37430644784443656,4,chemical_space,954.0
ATP-HTVS-3DB1B8B928B3,0.4025735294117647,,,not_available_no_comparable_full_library_model_outputs,0.16558840068687114,0.1428571428571429,0.8435622116579284,0.38864532115342676,4,chemical_space,506.5
ATP-HTVS-3DDAC51E87DA,0.044730392156862746,,,not_available_no_comparable_full_library_model_outputs,0.17428570143373115,0.1428571428571429,0.511744577449749,0.21840445347437146,4,chemical_space,880.5
ATP-HTVS-3E3A2065ACC9,0.03370098039215686,,,not_available_no_comparable_full_library_model_outputs,0.385844308329174,0.1428571428571429,0.5482569246915572,0.2776648390675077,4,chemical_space,348.5
ATP-HTVS-3E4E6B1035DE,0.34558823529411764,,,not_available_no_comparable_full_library_model_outputs,0.17902905781298498,0.1428571428571429,0.8198835822837112,0.37183950456198916,4,chemical_space,417.0
ATP-HTVS-3E51FD2FD256,0.38909313725490197,,,not_available_no_comparable_full_library_model_outputs,0.3094431762346381,0.1428571428571429,0.6820584579223512,0.38086297856725854,4,chemical_space,514.5
ATP-HTVS-3E71027F124F,0.8026960784313726,,,not_available_no_comparable_full_library_model_outputs,0.3936343270890555,0.1428571428571429,0.8760259858910316,0.5538033835671506,4,chemical_space,595.0
ATP-HTVS-3E71DFC624D6,0.04044117647058824,,,not_available_no_comparable_full_library_model_outputs,0.20116389774337373,0.1428571428571429,0.8198835822837112,0.30108644983870403,4,chemical_space,18.0
ATP-HTVS-3EAEA7611BE9,0.8321078431372549,,,not_available_no_comparable_full_library_model_outputs,0.3593897130937533,0.1428571428571429,0.8435622116579284,0.5444792276865199,4,chemical_space,658.0
ATP-HTVS-3ED7BF8E1128,0.6911764705882353,,,not_available_no_comparable_full_library_model_outputs,0.360710902332964,0.1428571428571429,0.6239740141089682,0.45467963247182763,4,protocol,573.0
ATP-HTVS-3F61FE181838,0.7107843137254902,,,not_available_no_comparable_full_library_model_outputs,0.4044643408118374,0.1428571428571429,1.0,0.5645264493486176,4,chemical_space,667.0
ATP-HTVS-3F7C0C4A7C85,0.28921568627450983,,,not_available_no_comparable_full_library_model_outputs,0.09493870316025571,0.1428571428571429,0.41943445299938026,0.2366114963228222,4,chemical_space,727.0
ATP-HTVS-3FE2C8D8A747,0.1721813725490196,,,not_available_no_comparable_full_library_model_outputs,0.4491732852954252,0.1428571428571429,0.8198835822837112,0.39602384574632477,4,chemical_space,826.5
ATP-HTVS-3FE3F52D89A6,0.4209558823529412,,,not_available_no_comparable_full_library_model_outputs,0.3145695489087151,0.1428571428571429,0.34203179294007563,0.3051035917647187,4,protocol,963.5
ATP-HTVS-3FEB13A0176D,0.35661764705882354,,,not_available_no_comparable_full_library_model_outputs,0.316313206463246,0.1428571428571429,1.0,0.45394699909480307,4,chemical_space,223.0
ATP-HTVS-4019997F6E4F,0.1868872549019608,,,not_available_no_comparable_full_library_model_outputs,0.2376246947637681,0.1428571428571429,0.7962049529094939,0.34089351135809143,4,chemical_space,456.5
ATP-HTVS-403847D949CB,0.3872549019607843,,,not_available_no_comparable_full_library_model_outputs,0.27351338409572223,0.1428571428571429,0.8183813520732507,0.405501695246725,4,chemical_space,581.0
ATP-HTVS-4042CFA848C2,0.27389705882352944,,,not_available_no_comparable_full_library_model_outputs,0.5415133736620805,0.1428571428571429,0.6871244233158569,0.4113479996646524,4,chemical_space,1257.5
ATP-HTVS-404DE520584C,0.12867647058823528,,,not_available_no_comparable_full_library_model_outputs,0.07997831699890982,0.1428571428571429,0.13029711538724237,0.1204522614578826,4,evidence,412.0
ATP-HTVS-40806E2DA49D,0.2610294117647059,,,not_available_no_comparable_full_library_model_outputs,0.12124878850144964,0.1428571428571429,0.5580844438133828,0.2708049467341703,4,chemical_space,942.0
ATP-HTVS-40CB5FD4F4D8,0.04656862745098039,,,not_available_no_comparable_full_library_model_outputs,0.24930327587989867,0.1428571428571429,0.8435622116579284,0.3205728144614876,4,chemical_space,250.0
ATP-HTVS-40E764CABCB1,0.2806372549019608,,,not_available_no_comparable_full_library_model_outputs,0.46414313338123275,0.1428571428571429,0.6145863049827445,0.3755559590307702,4,chemical_space,915.0
ATP-HTVS-410A75CF1522,0.44730392156862747,,,not_available_no_comparable_full_library_model_outputs,0.12288639859245724,0.1428571428571429,0.37918540080884966,0.2730582159567693,4,protocol,599.0
ATP-HTVS-41202D3CA1C8,0.7530637254901961,,,not_available_no_comparable_full_library_model_outputs,0.41928160288879346,0.1428571428571429,0.5438130797318703,0.4647538877420007,4,protocol,648.5
ATP-HTVS-4128F66E5F96,0.8131127450980392,,,not_available_no_comparable_full_library_model_outputs,0.5063992888955184,0.1428571428571429,0.29620495290949383,0.4396435324400486,4,protocol,802.5
ATP-HTVS-418CD17BC8B0,0.8100490196078431,,,not_available_no_comparable_full_library_model_outputs,0.4129808381770044,0.1428571428571429,0.6323368031293887,0.4995559509428448,4,protocol,744.0
ATP-HTVS-41A031E7C6D2,0.34375,,,not_available_no_comparable_full_library_model_outputs,0.17414443551586967,0.1428571428571429,0.0,0.16518789459325314,4,protocol,270.5
ATP-HTVS-41C13ED6AFFD,0.7003676470588235,,,not_available_no_comparable_full_library_model_outputs,0.3589672880467092,0.1428571428571429,0.6568775983376735,0.46476741907508723,4,protocol,545.5
ATP-HTVS-41DBD56D77D4,0.19056372549019607,,,not_available_no_comparable_full_library_model_outputs,0.17140084111759288,0.1428571428571429,0.6145863049827445,0.2798520036119191,4,chemical_space,1061.5
ATP-HTVS-41DE369552E3,0.25857843137254904,,,not_available_no_comparable_full_library_model_outputs,0.11565969631491381,0.1428571428571429,0.5438130797318703,0.265227087569119,4,chemical_space,594.0
ATP-HTVS-41DF5C276515,0.05821078431372549,,,not_available_no_comparable_full_library_model_outputs,0.3044826604096866,0.1428571428571429,0.6038395637513154,0.2773475378329676,4,chemical_space,1173.5
ATP-HTVS-41EB9DEAB7C9,0.9276960784313726,,,not_available_no_comparable_full_library_model_outputs,0.3891160824824324,0.1428571428571429,0.6738330776110275,0.5333755953454938,4,protocol,699.0
ATP-HTVS-420A833C3906,0.022058823529411766,,,not_available_no_comparable_full_library_model_outputs,0.458632708957277,0.1428571428571429,0.16363824854759174,0.19679673097285583,4,objective,1491.0
ATP-HTVS-425F81D77C05,0.3713235294117647,,,not_available_no_comparable_full_library_model_outputs,0.18986275007381578,0.1428571428571429,0.49280836161070457,0.299212945988357,4,chemical_space,729.0
ATP-HTVS-429B4D57A2D0,0.4797794117647059,,,not_available_no_comparable_full_library_model_outputs,0.05839503093727962,0.1428571428571429,0.8198835822837112,0.3752287919607099,4,chemical_space,505.5
ATP-HTVS-42E232F3C181,0.2665441176470588,,,not_available_no_comparable_full_library_model_outputs,0.13627814387361456,0.1428571428571429,0.6397671645674223,0.2963616422363097,4,chemical_space,758.5
ATP-HTVS-4313C7EF8265,0.15012254901960784,,,not_available_no_comparable_full_library_model_outputs,0.13804207565419555,0.1428571428571429,0.3641169158447024,0.19878467084391216,4,chemical_space,617.5
ATP-HTVS-43145D4CE45B,0.19791666666666666,,,not_available_no_comparable_full_library_model_outputs,0.1059075216850715,0.1428571428571429,0.7164838285279976,0.29079128993421965,4,chemical_space,583.5
ATP-HTVS-4322FF013EE1,0.35171568627450983,,,not_available_no_comparable_full_library_model_outputs,0.2756946133401068,0.1428571428571429,0.7804118024510399,0.3876698112306999,4,chemical_space,1062.0
ATP-HTVS-433854F3CEDF,0.2806372549019608,,,not_available_no_comparable_full_library_model_outputs,0.06329784529485039,0.1428571428571429,0.3486281770514341,0.20885510502634705,4,chemical_space,558.0
ATP-HTVS-4340E5ABA707,0.8455882352941176,,,not_available_no_comparable_full_library_model_outputs,0.39102432718509056,0.1428571428571429,0.6239740141089682,0.5008609298613298,4,protocol,743.0
ATP-HTVS-4382948120BD,0.44485294117647056,,,not_available_no_comparable_full_library_model_outputs,0.0881112247843744,0.1428571428571429,0.13029711538724237,0.20152960605130754,4,protocol,624.0
ATP-HTVS-43D1BB82511C,0.4050245098039216,,,not_available_no_comparable_full_library_model_outputs,0.01473402951919335,0.1428571428571429,0.7179860587384581,0.320150435229679,4,chemical_space,349.5
ATP-HTVS-43DC0EBD36ED,0.45098039215686275,,,not_available_no_comparable_full_library_model_outputs,0.36646940805001876,0.1428571428571429,1.0,0.4900767357660061,4,chemical_space,756.0
ATP-HTVS-43DEA6C9D172,0.5753676470588235,,,not_available_no_comparable_full_library_model_outputs,0.28165334182764407,0.1428571428571429,1.0,0.4999695329359026,4,chemical_space,511.5
ATP-HTVS-43E54E69D2FC,0.04105392156862745,,,not_available_no_comparable_full_library_model_outputs,0.51912214996287,0.1428571428571429,0.1518714060666035,0.21372615511381093,4,objective,1446.5
ATP-HTVS-440AFC8B752D,0.05575980392156863,,,not_available_no_comparable_full_library_model_outputs,0.6700328148825273,0.1428571428571429,0.1518714060666035,0.2551302919319606,4,objective,1446.5
ATP-HTVS-4415AB646F99,0.4332107843137255,,,not_available_no_comparable_full_library_model_outputs,0.4695942101329549,0.1428571428571429,1.0,0.5114155343259559,4,chemical_space,1054.5
ATP-HTVS-4418320CDB75,0.11090686274509803,,,not_available_no_comparable_full_library_model_outputs,0.3770538573124844,0.1428571428571429,0.7741284623457786,0.35123658131512603,4,chemical_space,1232.5
ATP-HTVS-442C36D59863,0.06433823529411764,,,not_available_no_comparable_full_library_model_outputs,0.2999313045955989,0.1428571428571429,0.8384962462644228,0.33640573225282056,4,chemical_space,53.5
ATP-HTVS-443BC3733DB7,0.6654411764705882,,,not_available_no_comparable_full_library_model_outputs,0.4025375546232521,0.1428571428571429,0.6069634889387587,0.45444984072243544,4,protocol,450.0
ATP-HTVS-445D8195943B,0.6942401960784313,,,not_available_no_comparable_full_library_model_outputs,0.39637751940544064,0.1428571428571429,0.6054330702209059,0.4597269821404802,4,protocol,710.5
ATP-HTVS-44A2C719C105,0.24816176470588236,,,not_available_no_comparable_full_library_model_outputs,0.34916471323372933,0.1428571428571429,0.5530184784198772,0.32330052480415794,4,chemical_space,1180.5
ATP-HTVS-44A5767B4738,0.43014705882352944,,,not_available_no_comparable_full_library_model_outputs,0.38129557485429616,0.1428571428571429,1.0,0.48857494413374214,4,chemical_space,1029.0
ATP-HTVS-44ACC7CEC3D6,0.09129901960784313,,,not_available_no_comparable_full_library_model_outputs,0.2825415491082483,0.1428571428571429,0.5545402647968185,0.2678094940925132,4,chemical_space,1075.5
ATP-HTVS-44DE29768EEE,0.02696078431372549,,,not_available_no_comparable_full_library_model_outputs,0.5929262353931838,0.1428571428571429,0.7416646881126754,0.37610221266918187,4,chemical_space,10.0
ATP-HTVS-4503BC70E7F0,0.09129901960784313,,,not_available_no_comparable_full_library_model_outputs,0.32511437610140625,0.1428571428571429,0.7804118024510399,0.3349205852543581,4,chemical_space,296.5
ATP-HTVS-450A55DE989E,0.9356617647058824,,,not_available_no_comparable_full_library_model_outputs,0.5225149515034258,0.1428571428571429,0.5580844438133828,0.5397795757199585,4,protocol,766.5
ATP-HTVS-458F3EB1794A,0.7046568627450981,,,not_available_no_comparable_full_library_model_outputs,0.26075338016260713,0.1428571428571429,0.7978070917199959,0.476518619371211,4,chemical_space,570.0
ATP-HTVS-45908092458F,0.04534313725490196,,,not_available_no_comparable_full_library_model_outputs,0.13221238993794926,0.1428571428571429,0.9217811058289642,0.3105484439697396,4,chemical_space,455.0
ATP-HTVS-459B7E30FD80,0.08517156862745098,,,not_available_no_comparable_full_library_model_outputs,0.1299403838413668,0.1428571428571429,0.41043180033019727,0.19210022391403947,4,chemical_space,364.5
ATP-HTVS-45A004EDB829,0.24448529411764705,,,not_available_no_comparable_full_library_model_outputs,0.4372967352106929,0.1428571428571429,0.8435622116579284,0.41705034596085283,4,chemical_space,201.5
ATP-HTVS-45C9FDCE5200,0.17401960784313725,,,not_available_no_comparable_full_library_model_outputs,0.2851791150440095,0.1428571428571429,0.7145222321554544,0.32914452447493603,4,chemical_space,443.0
ATP-HTVS-45EC04A30F13,0.07291666666666667,,,not_available_no_comparable_full_library_model_outputs,0.4395818962416186,0.1428571428571429,0.7962049529094939,0.3628901646687305,4,chemical_space,1257.5
ATP-HTVS-461088EC3581,0.09068627450980392,,,not_available_no_comparable_full_library_model_outputs,0.32555877285149215,0.1428571428571429,0.7416646881126754,0.3251917195827786,4,chemical_space,1273.0
ATP-HTVS-4630C8488F7C,0.17524509803921567,,,not_available_no_comparable_full_library_model_outputs,0.11352285205189484,0.1428571428571429,0.28547776784454554,0.17927571519819974,4,chemical_space,470.0
ATP-HTVS-464A50F6807A,0.4834558823529412,,,not_available_no_comparable_full_library_model_outputs,0.21985017036616958,0.1428571428571429,0.6959095681747428,0.3855181909377491,4,chemical_space,411.5
ATP-HTVS-464DF81034BD,0.37683823529411764,,,not_available_no_comparable_full_library_model_outputs,0.365114220376351,0.1428571428571429,0.9217811058289642,0.4516476760891439,4,chemical_space,253.5
ATP-HTVS-4697491C32F9,0.05943627450980392,,,not_available_no_comparable_full_library_model_outputs,0.3020454269286682,0.1428571428571429,0.43879163099917384,0.23578261882369722,4,chemical_space,655.5
ATP-HTVS-4697A006B393,0.14767156862745098,,,not_available_no_comparable_full_library_model_outputs,0.036503707122532925,0.1428571428571429,1.0,0.3317581046517817,4,chemical_space,712.5
ATP-HTVS-469EEFA86A0D,0.39705882352941174,,,not_available_no_comparable_full_library_model_outputs,0.3194974902640583,0.1428571428571429,1.0,0.4648533641626532,4,chemical_space,463.0
ATP-HTVS-46A91AAE2D1D,0.0006127450980392157,,,not_available_no_comparable_full_library_model_outputs,0.5787189266702978,0.1428571428571429,0.5289370493736751,0.31278146599978873,4,objective,1500.5
ATP-HTVS-46F5C2C02CE5,0.5667892156862745,,,not_available_no_comparable_full_library_model_outputs,0.26805928192422335,0.1428571428571429,0.5256206695802796,0.3758315775119801,4,protocol,578.5
ATP-HTVS-471B66EC874A,0.19301470588235295,,,not_available_no_comparable_full_library_model_outputs,0.24297449106921284,0.1428571428571429,0.5220764905637152,0.27523070759310597,4,chemical_space,1172.5
ATP-HTVS-471CA8009E10,0.13664215686274508,,,not_available_no_comparable_full_library_model_outputs,0.17011559185345734,0.1428571428571429,0.3689355258485584,0.20463760435547593,4,chemical_space,981.5
ATP-HTVS-472161FD1CB3,0.08823529411764706,,,not_available_no_comparable_full_library_model_outputs,0.4075689722268925,0.1428571428571429,0.6564377883420716,0.3237747993859385,4,chemical_space,1254.0
ATP-HTVS-47220BE834AE,0.6930147058823529,,,not_available_no_comparable_full_library_model_outputs,0.1789375122854618,0.1428571428571429,0.6323368031293887,0.4117865410385866,4,protocol,579.5
ATP-HTVS-47675EC0C4D5,0.28860294117647056,,,not_available_no_comparable_full_library_model_outputs,0.11985481901097321,0.1428571428571429,0.9217811058289642,0.36827400221838774,4,chemical_space,275.5
ATP-HTVS-47A17AC8C7BD,0.08333333333333333,,,not_available_no_comparable_full_library_model_outputs,0.4063525762932952,0.1428571428571429,0.8183813520732507,0.36273110113925555,4,chemical_space,118.0
ATP-HTVS-47BAC8FD9A9F,0.00857843137254902,,,not_available_no_comparable_full_library_model_outputs,0.19072958756409555,0.1428571428571429,0.6738330776110275,0.25399955985120376,4,chemical_space,354.0
ATP-HTVS-4862FE6420AB,0.4105392156862745,,,not_available_no_comparable_full_library_model_outputs,0.0330747449389416,0.1428571428571429,0.269339614460358,0.21395267948567925,4,protocol,502.0
ATP-HTVS-48C487957C1E,0.22977941176470587,,,not_available_no_comparable_full_library_model_outputs,0.23218541576343735,0.1428571428571429,1.0,0.40120549259632154,4,chemical_space,1146.5
ATP-HTVS-48ECC7021683,0.1568627450980392,,,not_available_no_comparable_full_library_model_outputs,0.2447259638170248,0.1428571428571429,0.5256206695802796,0.2675166303381217,4,chemical_space,716.0
ATP-HTVS-491BAB709F49,0.06862745098039216,,,not_available_no_comparable_full_library_model_outputs,0.3341268336657245,0.1428571428571429,1.0,0.3864028568758149,4,chemical_space,816.0
ATP-HTVS-4920657FA6C2,0.6366421568627451,,,not_available_no_comparable_full_library_model_outputs,0.35978396217277336,0.1428571428571429,1.0,0.5348208154731653,4,chemical_space,746.5
ATP-HTVS-494FFDA3E05A,0.125,,,not_available_no_comparable_full_library_model_outputs,0.09371660438647446,0.1428571428571429,0.760277352093387,0.2804627748342511,4,chemical_space,948.0
ATP-HTVS-4991CDEEDD30,0.38419117647058826,,,not_available_no_comparable_full_library_model_outputs,0.18271862777212655,0.1428571428571429,1.0,0.42744173677496444,4,chemical_space,537.5
ATP-HTVS-49CF595ADD5C,0.3602941176470588,,,not_available_no_comparable_full_library_model_outputs,0.4040541531531198,0.1428571428571429,1.0,0.4768013534143304,4,chemical_space,1096.0
ATP-HTVS-49D68E9248AF,0.16299019607843138,,,not_available_no_comparable_full_library_model_outputs,0.4131624241863548,0.1428571428571429,0.8760259858910316,0.3987589372532402,4,chemical_space,114.0
ATP-HTVS-4A1EB194D3B6,0.7230392156862745,,,not_available_no_comparable_full_library_model_outputs,0.4161539421873147,0.1428571428571429,0.6239740141089682,0.4765060787099251,4,protocol,865.0
ATP-HTVS-4A28AAEEA14A,0.26838235294117646,,,not_available_no_comparable_full_library_model_outputs,0.1315555274172539,0.1428571428571429,0.13029711538724237,0.16827303465070392,4,protocol,366.0
ATP-HTVS-4A3DC7D9F888,0.4846813725490196,,,not_available_no_comparable_full_library_model_outputs,0.14174755713426745,0.1428571428571429,0.46125288566163547,0.30763473955051635,4,protocol,709.5
ATP-HTVS-4A7957865725,0.10232843137254902,,,not_available_no_comparable_full_library_model_outputs,0.23130607964230948,0.1428571428571429,1.0,0.36912291346800036,4,chemical_space,1246.5
ATP-HTVS-4AC739BE8539,0.3602941176470588,,,not_available_no_comparable_full_library_model_outputs,0.5466380594629667,0.1428571428571429,1.0,0.5124473299917921,4,chemical_space,1017.0
ATP-HTVS-4AC96F3AF657,0.41544117647058826,,,not_available_no_comparable_full_library_model_outputs,0.19922019233837132,0.1428571428571429,0.5220764905637152,0.3198987505574544,4,chemical_space,390.0
ATP-HTVS-4AF467728185,0.04350490196078431,,,not_available_no_comparable_full_library_model_outputs,0.42525105340863023,0.1428571428571429,0.760277352093387,0.3429726125799861,4,chemical_space,192.5
ATP-HTVS-4AF9C9C46A6A,0.23529411764705882,,,not_available_no_comparable_full_library_model_outputs,0.2250896460877943,0.1428571428571429,0.7804118024510399,0.345913177260759,4,chemical_space,835.0
ATP-HTVS-4B144E96CFBE,0.1868872549019608,,,not_available_no_comparable_full_library_model_outputs,0.38735561359736886,0.1428571428571429,0.5786587041666376,0.32393967888077757,4,chemical_space,85.5
ATP-HTVS-4B5D35D2395E,0.03982843137254902,,,not_available_no_comparable_full_library_model_outputs,0.17778623399147386,0.1428571428571429,0.41943445299938026,0.19497656530513652,4,chemical_space,668.5
ATP-HTVS-4B689B6ED6C6,0.042279411764705885,,,not_available_no_comparable_full_library_model_outputs,0.2422877529929204,0.1428571428571429,0.8384962462644228,0.316480138469798,4,chemical_space,1053.5
ATP-HTVS-4B898DE9EBD2,0.30943627450980393,,,not_available_no_comparable_full_library_model_outputs,0.27432070092902533,0.1428571428571429,0.8183813520732507,0.3862488675923057,4,chemical_space,226.5
ATP-HTVS-4BBA1A792A2F,0.032475490196078434,,,not_available_no_comparable_full_library_model_outputs,0.20116588550795017,0.1428571428571429,0.20733059376615903,0.14595727808183262,4,chemical_space,299.5
ATP-HTVS-4BCACD3FB587,0.5049019607843137,,,not_available_no_comparable_full_library_model_outputs,0.4200621004472375,0.1428571428571429,0.5338210680134643,0.40041056802553965,4,chemical_space,910.0
ATP-HTVS-4BE062240422,0.4730392156862745,,,not_available_no_comparable_full_library_model_outputs,0.41575638693252426,0.1428571428571429,0.20733059376615903,0.3097458348105252,4,protocol,722.0
ATP-HTVS-4BFDBDCB8AC3,0.02022058823529412,,,not_available_no_comparable_full_library_model_outputs,0.16406223684765714,0.1428571428571429,0.6145863049827445,0.23543156823070965,4,chemical_space,809.5
ATP-HTVS-4C04B46E023C,0.29963235294117646,,,not_available_no_comparable_full_library_model_outputs,0.2027772465595173,0.1428571428571429,0.1347011991739166,0.19499198538293833,4,protocol,602.5
ATP-HTVS-4C091C5F609D,0.2610294117647059,,,not_available_no_comparable_full_library_model_outputs,0.38743941694321543,0.1428571428571429,0.6738330776110275,0.36628976229402294,4,chemical_space,1183.0
ATP-HTVS-4C511AF0E5BD,0.5122549019607843,,,not_available_no_comparable_full_library_model_outputs,0.3780873318420956,0.1428571428571429,0.8435622116579284,0.46919039707948784,4,chemical_space,771.0
