canonical_id,recommended_next_evidence,voi_proxy,voi_potential_decision_change,voi_uncertainty,voi_evidence_importance,acquisition_cost,protocol_uncertainty,rank_boundary_proximity,scaffold_novelty,evidence_uncertainty
ATP-HTVS-684B476D1E6A,Prime MM/GBSA under one reviewed frozen protocol,0.0007169631963469192,0.14491421568627452,0.28958754454100905,0.1708464635854342,10.0,0.28982843137254904,0.0,0.2479480282179366,0.1428571428571429
ATP-HTVS-0715C99C3A28,Prime MM/GBSA under one reviewed frozen protocol,0.0007138425645402578,0.0900735294117647,0.2685744541845816,0.29508053221288516,10.0,0.1801470588235294,0.0,0.312875576684143,0.1428571428571429
ATP-HTVS-28D90B8D287A,Prime MM/GBSA under one reviewed frozen protocol,0.0007115970612679352,0.07567401960784313,0.22775225151253187,0.4128807773109244,10.0,0.15134803921568626,0.0,0.37424884663171376,0.1428571428571429
ATP-HTVS-EEE4DEAD393E,Prime MM/GBSA under one reviewed frozen protocol,0.0007078235750082621,0.12653186274509803,0.41437022124131984,0.13500087535014008,10.0,0.25306372549019607,0.0,0.6871244233158569,0.1428571428571429
ATP-HTVS-AC6C82062264,Prime MM/GBSA under one reviewed frozen protocol,0.0007042138842988335,0.11458333333333333,0.44862862838574946,0.13699229691876755,10.0,0.22916666666666666,0.0,0.8435622116579284,0.1428571428571429
ATP-HTVS-7A394D6CE484,Prime MM/GBSA under one reviewed frozen protocol,0.0007033651457370727,0.07904411764705882,0.37712918802187734,0.23595063025210086,10.0,0.15808823529411764,0.0,1.0,0.1428571428571429
ATP-HTVS-52B20567BA88,Prime MM/GBSA under one reviewed frozen protocol,0.0007021553751671855,0.04932598039215686,0.394207988016386,0.36110381652661067,10.0,0.09865196078431372,0.0,1.0,0.1428571428571429
ATP-HTVS-366F4BAC4B87,Prime MM/GBSA under one reviewed frozen protocol,0.0007014799376005769,0.11458333333333333,0.2707095214336798,0.22614670868347342,10.0,0.22916666666666666,0.0,0.4803249158044297,0.1428571428571429
ATP-HTVS-5B1B34F83C18,Prime MM/GBSA under one reviewed frozen protocol,0.0007012997519881363,0.0977328431372549,0.402677073162818,0.1781994047619048,10.0,0.1954656862745098,0.0,1.0,0.1428571428571429
ATP-HTVS-1DD46A13AEBB,Prime MM/GBSA under one reviewed frozen protocol,0.0006993894330255975,0.09834558823529412,0.3983931912194333,0.1785057773109244,10.0,0.19669117647058823,0.0,0.6367627041465014,0.1428571428571429
