canonical_id,compound_code,vina_rank,glide_rank,rank_consensus,normalized_rank_variance,rank_entropy,protocol_disagreement_score,consensus_strength
ATP-HTVS-1CAAE7675504,51651,657,524,590.5,0.0016603627511053442,1.0,0.08149509803921569,0.6387867647058822
ATP-HTVS-93E6D0793690,63681,766,416,591.0,0.01149835700211457,1.0,0.21446078431372548,0.6384803921568627
ATP-HTVS-ADEEA10F1B91,88065,221,961,591.0,0.05140000240292195,1.0,0.4534313725490196,0.6384803921568627
ATP-HTVS-AC71774ACC4B,91074,1182,1,591.5,0.13091804008674549,1.0,0.7236519607843137,0.6381740196078431
ATP-HTVS-30D2448AA284,71137,568,616,592.0,0.00021626297577854672,0.0,0.029411764705882353,0.6378676470588236
ATP-HTVS-D65E1879A1C4,90530,1153,34,593.5,0.11753301389489619,1.0,0.6856617647058824,0.6369485294117647
ATP-HTVS-CEDCE5F1BEB7,20034,1181,6,593.5,0.12959117662077085,1.0,0.7199754901960784,0.6369485294117647
ATP-HTVS-0B15CB8240E3,99809,186,1002,594.0,0.0625,1.0,0.5,0.6366421568627451
ATP-HTVS-2E0BAC8D644B,87746,496,693,594.5,0.003642773362408689,1.0,0.12071078431372549,0.6363357843137255
ATP-HTVS-8F7863C4F42C,32898,849,342,595.5,0.024127683012543255,1.0,0.31066176470588236,0.6357230392156863
ATP-HTVS-4C6C1EFD2AA2,72065,211,981,596.0,0.05565204789023452,1.0,0.47181372549019607,0.6354166666666667
ATP-HTVS-DB6DF45B456E,23457,961,231,596.0,0.05002019956266821,1.0,0.44730392156862747,0.6354166666666667
ATP-HTVS-13A5AE9C2B6A,88258,81,1111,596.0,0.09958046484525182,1.0,0.6311274509803921,0.6354166666666666
ATP-HTVS-C39BEF6539AB,4355,440,754,597.0,0.00925462862841215,1.0,0.19240196078431374,0.6348039215686274
ATP-HTVS-B5A4F958CC31,90915,681,513,597.0,0.002649221453287197,1.0,0.10294117647058823,0.6348039215686274
ATP-HTVS-B612A35BE18C,36227,479,717,598.0,0.005316840277777779,1.0,0.14583333333333334,0.6341911764705882
ATP-HTVS-FA2DABCA7F05,83075,314,884,599.0,0.030496458693771624,1.0,0.3492647058823529,0.633578431372549
ATP-HTVS-7820955A714C,43682,1031,169,600.0,0.06974518514513649,1.0,0.5281862745098039,0.6329656862745099
ATP-HTVS-9126C22B6E5D,23649,478,724,601.0,0.00568028222318339,1.0,0.15073529411764705,0.6323529411764706
ATP-HTVS-4862FE6420AB,72898,937,267,602.0,0.04213561190407535,1.0,0.4105392156862745,0.6317401960784315
ATP-HTVS-5B32A3AFA3A9,56418,94,1114,604.0,0.09765625,1.0,0.625,0.6305147058823529
ATP-HTVS-6A75058F52BE,28289,826,383,604.5,0.01842074337394271,1.0,0.27144607843137253,0.6302083333333333
ATP-HTVS-011A966B3F21,59203,1127,84,605.5,0.10211000952157823,1.0,0.6390931372549019,0.6295955882352942
ATP-HTVS-429B4D57A2D0,56417,214,997,605.5,0.057547070988321805,1.0,0.4797794117647059,0.6295955882352942
ATP-HTVS-7AEE8A51E1B1,46561,1035,176,605.5,0.0692605645965494,1.0,0.5263480392156863,0.6295955882352942
ATP-HTVS-B88C39A42AA7,71075,105,1108,606.5,0.09442816840277779,1.0,0.6145833333333334,0.6289828431372548
ATP-HTVS-3DB1B8B928B3,68034,935,278,606.5,0.04051636164576125,1.0,0.4025735294117647,0.6289828431372549
ATP-HTVS-6612EA4E183C,54530,213,1000,606.5,0.058136537779940406,1.0,0.48223039215686275,0.6289828431372548
ATP-HTVS-4FCAA645F202,97537,180,1034,607.0,0.06845661824778931,1.0,0.5232843137254902,0.6286764705882353
ATP-HTVS-EAB5C9B34043,90659,836,380,608.0,0.01951773356401384,1.0,0.27941176470588236,0.6280637254901962
ATP-HTVS-22FAF80E23F8,94401,28,1189,608.5,0.12652144382569205,1.0,0.7113970588235294,0.6277573529411764
ATP-HTVS-5E6DF5CA027C,40866,1105,113,609.0,0.09236831987697038,1.0,0.6078431372549019,0.6274509803921569
ATP-HTVS-B7CF3B4EBACD,53986,351,868,609.5,0.025088851793781234,1.0,0.3167892156862745,0.6271446078431373
ATP-HTVS-DD7A369608E2,55074,958,262,610.0,0.045469290657439446,1.0,0.4264705882352941,0.6268382352941176
ATP-HTVS-81EE647F8CA6,20322,867,354,610.5,0.024702131541955018,1.0,0.31433823529411764,0.626531862745098
ATP-HTVS-D773B3DD8BD5,77090,970,251,610.5,0.04852409905445021,1.0,0.44056372549019607,0.626531862745098
ATP-HTVS-D8E733A39BE5,30819,671,551,611.0,0.001351643598615917,1.0,0.07352941176470588,0.6262254901960784
ATP-HTVS-69AD6B8D3733,52643,1161,61,611.0,0.11357560793925416,1.0,0.6740196078431373,0.6262254901960784
ATP-HTVS-2CD40FD4C79D,61539,201,1022,611.5,0.06326827797601883,1.0,0.5030637254901961,0.6259191176470589
ATP-HTVS-093491EAEBEC,53250,124,1099,611.5,0.08922959693987889,1.0,0.5974264705882353,0.6259191176470589
ATP-HTVS-1AA1BAAE4A01,84386,698,525,611.5,0.0028092598099288732,1.0,0.10600490196078431,0.6259191176470589
ATP-HTVS-43DEA6C9D172,31907,1081,142,611.5,0.08276198232050172,1.0,0.5753676470588235,0.6259191176470589
ATP-HTVS-8BF32585E280,72579,295,931,613.0,0.03796766868512111,1.0,0.3897058823529412,0.625
ATP-HTVS-6A9F3E67E2B3,32321,1040,186,613.0,0.06845661824778931,1.0,0.5232843137254902,0.625
ATP-HTVS-3E51FD2FD256,56033,932,297,614.5,0.037848367364715495,1.0,0.38909313725490197,0.6240808823529411
ATP-HTVS-DF96FF74234A,32323,1150,79,614.5,0.107666015625,1.0,0.65625,0.6240808823529411
ATP-HTVS-68829DCC26F9,24002,246,986,616.0,0.05140000240292195,1.0,0.4534313725490196,0.6231617647058824
ATP-HTVS-A05CBA531631,30147,824,408,616.0,0.01624375240292195,1.0,0.2549019607843137,0.6231617647058824
ATP-HTVS-1714ADEB4D31,82945,135,1100,617.5,0.08740863264729912,1.0,0.5912990196078431,0.6222426470588235
ATP-HTVS-8BE0537C7CD3,54531,203,1032,617.5,0.06450728460808343,1.0,0.5079656862745098,0.6222426470588236
ATP-HTVS-1FAE7495FCDD,91266,935,302,618.5,0.03761032790873703,1.0,0.38786764705882354,0.6216299019607843
ATP-HTVS-6778D00A26F1,88097,301,936,618.5,0.037848367364715495,1.0,0.38909313725490197,0.6216299019607843
ATP-HTVS-FD637A018D73,72994,391,846,618.5,0.019432223333573626,1.0,0.27879901960784315,0.6216299019607843
ATP-HTVS-99483DBEAA78,20963,1228,9,618.5,0.1394784495446463,1.0,0.7469362745098039,0.6216299019607843
ATP-HTVS-8409CD5E0FE2,36418,590,648,619.0,0.000315758962898885,0.0,0.03553921568627451,0.6213235294117647
ATP-HTVS-217395D9F0A5,49825,364,874,619.0,0.0244140625,1.0,0.3125,0.6213235294117647
ATP-HTVS-071084F9408F,96642,513,725,619.0,0.004218629853902346,1.0,0.12990196078431374,0.6213235294117647
ATP-HTVS-0AE85D2EF5B8,94338,1040,199,619.5,0.06638832194949057,1.0,0.5153186274509803,0.6210171568627452
ATP-HTVS-B1E26FAB67D9,85443,104,1135,619.5,0.09977391883530372,1.0,0.6317401960784313,0.6210171568627452
ATP-HTVS-D57FDE5925BA,51522,1044,196,620.0,0.06749807766243754,1.0,0.5196078431372549,0.6207107843137255
ATP-HTVS-B41566EF3893,35267,789,452,620.5,0.010660056378556323,1.0,0.20649509803921567,0.6204044117647058
ATP-HTVS-FC28EB1BA5EE,84353,305,938,621.5,0.03761032790873703,1.0,0.38786764705882354,0.6197916666666667
ATP-HTVS-B1FBA11D65B8,53251,205,1038,621.5,0.06513129340277776,1.0,0.5104166666666666,0.6197916666666667
ATP-HTVS-5401EBEC1B21,77091,281,965,623.0,0.043914900519031144,1.0,0.41911764705882354,0.6188725490196079
ATP-HTVS-54143804256C,38146,1145,104,624.5,0.10171878379108995,1.0,0.6378676470588235,0.617953431372549
ATP-HTVS-31B048FE5E9A,99298,309,942,625.5,0.03761032790873703,1.0,0.38786764705882354,0.6173406862745099
ATP-HTVS-A2EC0CC51325,66753,1022,230,626.0,0.05887759515570934,1.0,0.4852941176470588,0.6170343137254901
ATP-HTVS-E3DAAD165412,4865,173,1079,626.0,0.07704706423010381,1.0,0.5551470588235294,0.6170343137254902
ATP-HTVS-E4F433E7DDB9,59170,908,345,626.5,0.029752022209006152,1.0,0.3449754901960784,0.6167279411764706
ATP-HTVS-34E58924FFDD,63425,225,1029,627.0,0.06067528114186852,1.0,0.49264705882352944,0.616421568627451
ATP-HTVS-66EE35E24140,84065,549,706,627.5,0.0023136571571030374,1.0,0.09620098039215687,0.6161151960784315
ATP-HTVS-E08CF4D489F1,75427,1087,171,629.0,0.07875726883890811,1.0,0.5612745098039216,0.6151960784313726
ATP-HTVS-11CEFB3A39DF,61475,988,271,629.5,0.04825452124783737,1.0,0.43933823529411764,0.614889705882353
ATP-HTVS-35C3F0A919D0,82019,260,999,629.5,0.051261177341647444,1.0,0.4528186274509804,0.6148897058823529
ATP-HTVS-7317133B38FB,3522,579,680,629.5,0.0009575080798250674,1.0,0.061887254901960786,0.6148897058823529
ATP-HTVS-0F46F3379ABF,71235,240,1021,630.5,0.057253463962178015,1.0,0.47855392156862747,0.6142769607843137
ATP-HTVS-15F2A5DBBD51,68225,1196,67,631.5,0.1196430797349577,1.0,0.6917892156862745,0.6136642156862746
ATP-HTVS-CB568D2EE5B9,70083,608,657,632.5,0.0002253677972414456,1.0,0.03002450980392157,0.6130514705882353
ATP-HTVS-C7E1AC016800,99361,1060,207,633.5,0.06829639216287006,1.0,0.522671568627451,0.6124387254901961
ATP-HTVS-06E5BAB39855,49667,1119,148,633.5,0.08849895848351595,1.0,0.5949754901960784,0.6124387254901961
ATP-HTVS-D831575BA0F0,75715,497,771,634.0,0.00704694408400615,1.0,0.16789215686274508,0.6121323529411764
ATP-HTVS-A20FC30C18FA,37827,125,1145,635.0,0.09765625,1.0,0.625,0.6115196078431373
ATP-HTVS-C4893C1BFF55,25250,977,293,635.0,0.043914900519031144,1.0,0.41911764705882354,0.6115196078431373
ATP-HTVS-B9C46F2E092C,80163,97,1175,636.0,0.10907801386485966,1.0,0.6605392156862745,0.610906862745098
ATP-HTVS-D8D752145B88,75714,613,660,636.5,0.00020734588259323334,1.0,0.028799019607843136,0.6106004901960784
ATP-HTVS-E78B37070E90,57507,359,914,636.5,0.0289125013516436,1.0,0.3400735294117647,0.6106004901960784
ATP-HTVS-925A357E73C9,83553,1093,180,636.5,0.07824223630935218,1.0,0.5594362745098039,0.6106004901960784
ATP-HTVS-B00F3517908E,71715,759,515,637.0,0.005588295367166474,1.0,0.14950980392156862,0.6102941176470589
ATP-HTVS-4991CDEEDD30,76385,951,324,637.5,0.036900715019463674,1.0,0.38419117647058826,0.6099877450980392
ATP-HTVS-B1D0FF1C8AAB,46850,1172,106,639.0,0.10666307730199924,1.0,0.6531862745098039,0.6090686274509804
ATP-HTVS-A2FDB4A8FB56,72417,892,386,639.0,0.024032598639946175,1.0,0.31004901960784315,0.6090686274509804
ATP-HTVS-A8B79B8D9CE4,98466,8,1271,639.5,0.14972916441392733,1.0,0.7738970588235294,0.6087622549019608
ATP-HTVS-72B2F4D4EA61,85379,939,340,639.5,0.03367854686298539,1.0,0.36703431372549017,0.6087622549019608
ATP-HTVS-7694DCD97798,36195,264,1016,640.0,0.053080545943867734,1.0,0.46078431372549017,0.6084558823529411
ATP-HTVS-FFE3AC9FC45B,90851,290,991,640.5,0.046124931666906954,1.0,0.42953431372549017,0.6081495098039216
ATP-HTVS-11E35EA06531,61505,470,812,641.0,0.010978725129757786,1.0,0.20955882352941177,0.607843137254902
ATP-HTVS-0C40F7CB6A92,58402,994,288,641.0,0.046785265883314116,1.0,0.4325980392156863,0.607843137254902
ATP-HTVS-2B683AA1DF30,89507,660,622,641.0,0.00013553981641676279,1.0,0.023284313725490197,0.607843137254902
ATP-HTVS-F92825C2DD85,36035,536,746,641.0,0.004139408520761245,1.0,0.12867647058823528,0.6078431372549019
ATP-HTVS-F308899F49E6,52515,1234,49,641.5,0.13180637029628026,1.0,0.7261029411764706,0.6075367647058824
ATP-HTVS-C3FD34132B6A,71490,192,1091,641.5,0.07586109083645715,1.0,0.5508578431372549,0.6075367647058824
ATP-HTVS-19E5DD3F936E,48931,51,1237,644.0,0.13202892216935794,1.0,0.7267156862745098,0.6060049019607843
ATP-HTVS-6EF9F712D3BB,38274,1274,17,645.5,0.14830993863538064,1.0,0.7702205882352942,0.6050857843137255
ATP-HTVS-41C13ED6AFFD,83554,1217,74,645.5,0.12262871026167818,1.0,0.7003676470588235,0.6050857843137255
ATP-HTVS-66618B00A972,44098,1288,3,645.5,0.15499081257809497,1.0,0.7873774509803921,0.6050857843137255
ATP-HTVS-8B5B7778DF28,95554,231,1064,647.5,0.06513129340277776,1.0,0.5104166666666666,0.6038602941176471
ATP-HTVS-80A1BADD16E7,72066,173,1122,647.5,0.08453413726090928,1.0,0.5814950980392157,0.6038602941176471
ATP-HTVS-675C8FFFA49B,85475,988,308,648.0,0.04340277777777778,1.0,0.4166666666666667,0.6035539215686274
ATP-HTVS-D5881C68A9EC,95073,714,584,649.0,0.0015863039455978468,1.0,0.07965686274509803,0.6029411764705883
ATP-HTVS-23F526837945,92834,590,708,649.0,0.0013069642685505577,1.0,0.07230392156862746,0.6029411764705883
ATP-HTVS-2F483D9FE7EF,3937,1094,204,649.0,0.0743497843377547,1.0,0.5453431372549019,0.6029411764705883
ATP-HTVS-2507C3370FB9,84259,483,816,649.5,0.010408500486591695,1.0,0.20404411764705882,0.6026348039215685
ATP-HTVS-65B75474615F,40449,432,867,649.5,0.017761441663062285,1.0,0.2665441176470588,0.6026348039215685
ATP-HTVS-9B930A3F277B,46658,149,1151,650.0,0.09423997080449828,1.0,0.6139705882352942,0.602328431372549
ATP-HTVS-60D4F7FF4B6B,48865,1285,16,650.5,0.15115514841046712,1.0,0.7775735294117647,0.6020220588235294
ATP-HTVS-0FD0361A2408,93698,572,729,650.5,0.0023136571571030374,1.0,0.09620098039215687,0.6020220588235294
ATP-HTVS-E340B301DB22,93474,944,359,651.5,0.032122654898356404,1.0,0.3584558823529412,0.6014093137254902
ATP-HTVS-DC6B7BCD18A9,22914,1154,155,654.5,0.09367650437932527,1.0,0.6121323529411765,0.5995710784313726
ATP-HTVS-D35090C63096,84674,556,753,654.5,0.003642773362408689,1.0,0.12071078431372549,0.5995710784313726
ATP-HTVS-F8CA9C936D19,66177,1107,202,654.5,0.0768770762747501,1.0,0.5545343137254902,0.5995710784313726
ATP-HTVS-CC86D79AEE13,84610,75,1234,654.5,0.1260859142216936,1.0,0.710171568627451,0.5995710784313726
ATP-HTVS-F8D08A3E140C,71809,391,919,655.0,0.026167820069204154,1.0,0.3235294117647059,0.5992647058823529
ATP-HTVS-F97015D0DCF4,74337,128,1182,655.0,0.10427517361111112,1.0,0.6458333333333334,0.5992647058823529
ATP-HTVS-DFB30BBC8B3D,65474,383,928,655.5,0.027879995824923103,1.0,0.33394607843137253,0.5989583333333333
ATP-HTVS-2D5D363D0DBE,30818,650,662,656.0,1.351643598615917e-05,1.0,0.007352941176470588,0.5986519607843137
ATP-HTVS-54E64C0F11AA,71361,1059,255,657.0,0.06067528114186852,1.0,0.49264705882352944,0.5980392156862745
ATP-HTVS-8FAD4DDE14EC,4418,130,1185,657.5,0.10447313307982507,1.0,0.6464460784313726,0.5977328431372548
ATP-HTVS-A5A2B8D72F00,38882,1158,158,658.0,0.09386413879277203,1.0,0.6127450980392157,0.5974264705882353
ATP-HTVS-433854F3CEDF,69123,887,429,658.0,0.01968931720972703,1.0,0.2806372549019608,0.5974264705882353
ATP-HTVS-CB100B4C9F83,73827,294,1023,658.5,0.04988325178416955,1.0,0.44669117647058826,0.5971200980392157
ATP-HTVS-BD0B30D0980B,63267,454,863,658.5,0.015701687001393693,1.0,0.2506127450980392,0.5971200980392157
ATP-HTVS-5B9C564ED935,40865,639,679,659.0,0.0001501826220684352,1.0,0.024509803921568627,0.5968137254901961
ATP-HTVS-5192BC4864D4,70497,757,563,660.0,0.003532670727604767,1.0,0.11887254901960784,0.5962009803921569
ATP-HTVS-EAD1C8AFD4A9,38178,1139,181,660.0,0.08614512747500962,1.0,0.5870098039215687,0.5962009803921569
ATP-HTVS-C88FA91C4E8E,75201,952,368,660.0,0.03201292772010765,1.0,0.35784313725490197,0.5962009803921569
ATP-HTVS-1B1248DF0721,71426,395,927,661.0,0.026565804017685508,1.0,0.32598039215686275,0.5955882352941176
ATP-HTVS-C0B01F645FC7,95074,870,454,662.0,0.01624375240292195,1.0,0.2549019607843137,0.5949754901960784
ATP-HTVS-FEB80F9C0A7B,34530,664,663,663.5,9.386413879277201e-08,0.0,0.0006127450980392157,0.5940563725490196
ATP-HTVS-71BAC3B18036,84419,84,1244,664.0,0.12630358515955403,1.0,0.7107843137254902,0.59375
ATP-HTVS-08A6E1F87809,61538,482,848,665.0,0.012573664576124568,1.0,0.22426470588235295,0.5931372549019608
ATP-HTVS-132672672DF9,95778,661,670,665.5,7.602995242214534e-06,0.0,0.0055147058823529415,0.5928308823529411
ATP-HTVS-CA08B0F5D119,66561,834,497,665.5,0.010660056378556323,1.0,0.20649509803921567,0.5928308823529411
ATP-HTVS-0CBFB91815ED,70274,703,629,666.0,0.0005140000240292195,1.0,0.04534313725490196,0.5925245098039216
ATP-HTVS-B8D4F4CA2980,25249,1137,195,666.0,0.08329165765570933,1.0,0.5772058823529411,0.5925245098039216
ATP-HTVS-D4F4D34A0DC7,514,1143,193,668.0,0.08471238526047675,1.0,0.5821078431372549,0.5912990196078431
ATP-HTVS-78252FECAF69,68547,954,385,669.5,0.030389547439686655,1.0,0.3486519607843137,0.5903799019607843
ATP-HTVS-458F3EB1794A,20674,1245,95,670.0,0.12413532355344101,1.0,0.7046568627450981,0.5900735294117647
ATP-HTVS-7DBCC72663B9,59649,814,527,670.5,0.007731495248221839,1.0,0.17585784313725492,0.5897671568627452
ATP-HTVS-CDFFE8C73978,78019,629,715,672.0,0.0006942191705113417,1.0,0.05269607843137255,0.5888480392156863
ATP-HTVS-E22DE85EEE62,82273,858,487,672.5,0.012919553927575931,1.0,0.22732843137254902,0.5885416666666666
ATP-HTVS-3ED7BF8E1128,59586,1237,109,673.0,0.11943122837370242,1.0,0.6911764705882353,0.5882352941176471
ATP-HTVS-E00D3A602E3C,48993,236,1110,673.0,0.07170056288446751,1.0,0.5355392156862745,0.588235294117647
ATP-HTVS-18044BD9974D,64643,411,935,673.0,0.02577283977316417,1.0,0.32107843137254904,0.5882352941176471
ATP-HTVS-83768D529230,81825,1290,57,673.5,0.14270061770112455,1.0,0.7555147058823529,0.5879289215686274
ATP-HTVS-C8F29258BF11,76962,739,609,674.0,0.0015863039455978468,1.0,0.07965686274509803,0.5876225490196079
ATP-HTVS-0A8B3D0EFFB7,1954,1084,264,674.0,0.0631142469242599,1.0,0.5024509803921569,0.5876225490196079
ATP-HTVS-A0BE83379585,57251,187,1162,674.5,0.08922959693987889,1.0,0.5974264705882353,0.5873161764705882
ATP-HTVS-32D1D0195572,89443,1074,276,675.0,0.05977305903979238,1.0,0.4889705882352941,0.5870098039215687
ATP-HTVS-669A511FBD29,90914,775,575,675.0,0.00375456555171088,1.0,0.12254901960784313,0.5870098039215685
ATP-HTVS-C10AA91B306E,67713,1032,320,676.0,0.04758386197616302,1.0,0.4362745098039216,0.5863970588235294
ATP-HTVS-C78E55448419,80034,838,516,677.0,0.009732209366589773,1.0,0.19730392156862744,0.5857843137254902
ATP-HTVS-553AACDE3786,19939,1218,138,678.0,0.10948313148788927,1.0,0.6617647058823529,0.585171568627451
ATP-HTVS-46F5C2C02CE5,81411,1141,216,678.5,0.08031250375456554,1.0,0.5667892156862745,0.5848651960784315
ATP-HTVS-5589B4ED8BC3,58051,856,502,679.0,0.011762678416955018,1.0,0.21691176470588236,0.5845588235294117
ATP-HTVS-47220BE834AE,78051,1245,114,679.5,0.12006734564230104,1.0,0.6930147058823529,0.5842524509803921
ATP-HTVS-16D892EEAEA4,74883,1045,314,679.5,0.05015733506944445,1.0,0.4479166666666667,0.5842524509803921
ATP-HTVS-EC5DC094D49F,51715,382,978,680.0,0.033342043925413296,1.0,0.36519607843137253,0.5839460784313726
ATP-HTVS-2C852BECD08A,27585,1197,164,680.5,0.10016139000024028,1.0,0.6329656862745098,0.583639705882353
ATP-HTVS-BDBFEED18423,61698,697,664,680.5,0.00010221804714532873,0.0,0.02022058823529412,0.5836397058823529
ATP-HTVS-403847D949CB,95233,997,365,681.0,0.03749158977316417,1.0,0.3872549019607843,0.5833333333333333
ATP-HTVS-22C0C64F65E9,35330,873,490,681.5,0.013768836655372933,1.0,0.2346813725490196,0.5830269607843137
ATP-HTVS-10900B51E20F,58209,1070,294,682.0,0.056522731641676274,1.0,0.47549019607843135,0.5827205882352942
ATP-HTVS-F256B691D902,35106,922,443,682.5,0.021536281868752404,1.0,0.2935049019607843,0.5824142156862746
ATP-HTVS-D0257FD59117,53153,436,930,683.0,0.022906228974432907,1.0,0.30269607843137253,0.5821078431372548
ATP-HTVS-43145D4CE45B,93187,845,522,683.5,0.00979275173611111,1.0,0.19791666666666666,0.5818014705882353
ATP-HTVS-1DC6D2F4A05D,67233,406,962,684.0,0.02901678440984237,1.0,0.34068627450980393,0.5814950980392157
ATP-HTVS-2A14F6A33EFE,2018,1188,183,685.5,0.09480512678416957,1.0,0.6158088235294118,0.5805759803921569
ATP-HTVS-EE6CCEFDAAD0,33217,827,544,685.5,0.007517485011774317,1.0,0.17340686274509803,0.5805759803921569
ATP-HTVS-91559CC1A0CF,77345,899,474,686.5,0.016954210069444448,1.0,0.2604166666666667,0.5799632352941176
ATP-HTVS-9F5103B68EB9,61826,919,455,687.0,0.02020857362552864,1.0,0.28431372549019607,0.579656862745098
ATP-HTVS-52B20567BA88,12577,768,607,687.5,0.002433052341647443,1.0,0.09865196078431372,0.5793504901960784
ATP-HTVS-BE2C9D7D83B9,57441,877,500,688.5,0.013340816182477894,1.0,0.23100490196078433,0.5787377450980392
ATP-HTVS-F324B4F6FF43,83745,557,825,691.0,0.006741697904652057,1.0,0.1642156862745098,0.5772058823529411
ATP-HTVS-D49B0A10993C,27586,1323,59,691.0,0.14996635909265668,1.0,0.7745098039215687,0.5772058823529411
ATP-HTVS-656A250247D8,81986,1035,348,691.5,0.044300963721885814,1.0,0.4209558823529412,0.5768995098039216
ATP-HTVS-0FDC7A3FF1CA,47107,1333,52,692.5,0.15402739105752594,1.0,0.7849264705882353,0.5762867647058824
ATP-HTVS-11C14F34C5FE,35233,523,862,692.5,0.010786960694204154,1.0,0.20772058823529413,0.5762867647058824
ATP-HTVS-A459F36766D8,51650,320,1066,693.0,0.052236895064398305,1.0,0.4571078431372549,0.5759803921568627
ATP-HTVS-41DE369552E3,91201,483,905,694.0,0.016715701292772014,1.0,0.25857843137254904,0.5753676470588235
ATP-HTVS-D33A0E291F08,23651,1115,273,694.0,0.06654629529507883,1.0,0.5159313725490197,0.5753676470588236
ATP-HTVS-167535894C2D,33218,575,814,694.5,0.00536161347198193,1.0,0.14644607843137256,0.5750612745098038
ATP-HTVS-0F469DA925F8,70337,399,990,694.5,0.0327849602616782,1.0,0.36213235294117646,0.5750612745098039
ATP-HTVS-3E71027F124F,67650,1350,40,695.0,0.16108024858227607,1.0,0.8026960784313726,0.5747549019607843
ATP-HTVS-F0EA8E73CD83,77665,1227,163,695.0,0.10626321607074203,1.0,0.6519607843137255,0.5747549019607843
ATP-HTVS-C924AED67E53,55841,1191,200,695.5,0.09218218728974431,1.0,0.6072303921568627,0.5744485294117647
ATP-HTVS-AFF6C4F7FD39,48355,738,653,695.5,0.0006781684027777779,1.0,0.052083333333333336,0.5744485294117647
ATP-HTVS-369F0F09D6A7,81955,831,560,695.5,0.0068934762170799685,1.0,0.16605392156862744,0.5744485294117647
ATP-HTVS-0282D10141FD,57825,959,432,695.5,0.02606879340277778,1.0,0.3229166666666667,0.5744485294117647
ATP-HTVS-63E5F33A32FB,23458,990,402,696.0,0.032452962802768166,1.0,0.3602941176470588,0.5741421568627452
ATP-HTVS-0D83F5E9F976,52769,136,1258,697.0,0.1181640625,1.0,0.6875,0.5735294117647058
ATP-HTVS-5890B3ABBA42,51713,441,955,698.0,0.02479853001249519,1.0,0.31495098039215685,0.5729166666666667
ATP-HTVS-0A1D74055304,29089,1186,211,698.5,0.08922959693987889,1.0,0.5974264705882353,0.5726102941176471
ATP-HTVS-410A75CF1522,26210,1064,334,699.0,0.05002019956266821,1.0,0.44730392156862747,0.5723039215686274
ATP-HTVS-B8017292FA6C,98081,2,1396,699.0,0.1824001736111111,1.0,0.8541666666666666,0.5723039215686274
ATP-HTVS-5A74948D5858,90114,182,1217,699.5,0.10054961207828719,1.0,0.6341911764705882,0.5719975490196079
ATP-HTVS-BF2AFCF05426,93699,730,669,699.5,0.00034926846044790465,0.0,0.037377450980392156,0.5719975490196079
ATP-HTVS-8E3D409F2843,55746,1372,29,700.5,0.16929796006944442,1.0,0.8229166666666666,0.5713848039215685
ATP-HTVS-17A38785E483,22881,1013,389,701.0,0.03654844290657439,1.0,0.38235294117647056,0.571078431372549
ATP-HTVS-903509DD9171,38371,586,817,701.5,0.005008684310121107,1.0,0.14154411764705882,0.5707720588235294
ATP-HTVS-7A7BCDC0632F,1539,784,619,701.5,0.0025554511786332183,1.0,0.10110294117647059,0.5707720588235294
ATP-HTVS-4DE86EAA2D32,76034,1261,143,702.0,0.11732303981641677,1.0,0.6850490196078431,0.5704656862745098
ATP-HTVS-D3717771288C,76993,637,767,702.0,0.0015863039455978468,1.0,0.07965686274509803,0.5704656862745099
ATP-HTVS-4C04B46E023C,67139,458,947,702.5,0.022444886732266436,1.0,0.29963235294117646,0.5701593137254901
ATP-HTVS-E20398B5FF99,20961,355,1051,703.0,0.045469290657439446,1.0,0.4264705882352941,0.5698529411764706
ATP-HTVS-CD22DC9E9474,28033,497,909,703.0,0.01593287437524029,1.0,0.25245098039215685,0.5698529411764706
ATP-HTVS-2699169FE698,4866,55,1352,703.5,0.15789909905445018,1.0,0.7947303921568627,0.569546568627451
ATP-HTVS-E6E3A92D5598,89731,795,613,704.0,0.0031091557333717806,1.0,0.11151960784313726,0.5692401960784313
ATP-HTVS-A67C5EBB60CA,75841,689,722,705.5,0.00010221804714532873,0.0,0.02022058823529412,0.5683210784313726
ATP-HTVS-EAC68E01988F,55553,600,811,705.5,0.004178925323193004,1.0,0.12928921568627452,0.5683210784313726
ATP-HTVS-17C024B1EE7E,46369,220,1191,705.5,0.08849895848351595,1.0,0.5949754901960784,0.5683210784313726
ATP-HTVS-E3E3C457ADC4,20867,1372,41,706.5,0.16628604758386198,1.0,0.8155637254901961,0.5677083333333333
ATP-HTVS-86B60B8C3F13,91042,956,459,707.5,0.02318528705906382,1.0,0.30453431372549017,0.5670955882352942
ATP-HTVS-A25C4EA68E32,90658,530,885,707.5,0.011829228091359093,1.0,0.21752450980392157,0.5670955882352942
ATP-HTVS-EFBD886B8952,44611,1267,149,708.0,0.11732303981641677,1.0,0.6850490196078431,0.5667892156862745
ATP-HTVS-B4FC20780B21,37219,1255,161,708.0,0.11233998041618606,1.0,0.6703431372549019,0.5667892156862745
ATP-HTVS-F4F3BDD05BAD,69409,721,696,708.5,5.86650867454825e-05,0.0,0.015318627450980392,0.5664828431372549
ATP-HTVS-79BEB139CB8F,55745,946,473,709.5,0.021000129907968092,1.0,0.28982843137254904,0.5658700980392156
ATP-HTVS-7598FFEE7603,72739,108,1312,710.0,0.136066957420223,1.0,0.7377450980392157,0.5655637254901961
