canonical_id,compound_code,canonical_smiles,scaffold,chemical_space_cluster,vina_rank,glide_rank,rank_delta,protocol_disagreement,rank_consensus,scaffold_size,cluster_size,evidence_completeness,distance_to_decision_boundary,protocol_uncertainty,model_uncertainty,model_disagreement_if_available,objective_uncertainty,evidence_uncertainty,chemical_space_uncertainty,uncertainty_dominant_source,voi_proxy,hybrid_score,hybrid_rank,acquisition_cost,recommended_next_evidence,evidence_missing,acquisition_class,why_selected,panel_order
ATP-HTVS-9E45A7CB1B23,24003,CC(C)Nc1ccc(CNC(=O)Cn2c(COc3ccccc3)[nH+]c3ccccc32)cc1,O=C(Cn1c(COc2ccccc2)[nH+]c2ccccc21)NCc1ccccc1,603,96,1461,-1365,0.8363970588235294,778.5,1,1,0.8571428571428571,678.5,0.8363970588235294,,,0.43832954718872186,0.1428571428571429,1.0,chemical_space,0.008422484096231347,0.05957851890756303,11,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,rank_boundary_uncertain,near a configured selection boundary or high-uncertainty after earlier class de-duplication,37
ATP-HTVS-EF5E324DB424,43521,CN1CCN(c2ccccc2CNC(=O)c2oc3ccccc3c2COc2ccccc2)CC1,O=C(NCc1ccccc1N1CCNCC1)c1oc2ccccc2c1COc1ccccc1,407,169,1470,-1301,0.7971813725490197,819.5,1,1,0.8571428571428571,719.5,0.7971813725490197,,,0.46515257422044437,0.1428571428571429,1.0,chemical_space,0.007685375742610252,0.058040528711484594,27,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,rank_boundary_uncertain,near a configured selection boundary or high-uncertainty after earlier class de-duplication,38
ATP-HTVS-3DA95123E47A,56993,C[NH+]1CCN(c2ccc(CNCc3oc4ccc(F)cc4c3-c3ccccc3)cc2)CC1,c1ccc(-c2c(CNCc3ccc(N4CC[NH2+]CC4)cc3)oc3ccccc23)cc1,810,49,1404,-1355,0.8302696078431373,726.5,1,1,0.8571428571428571,626.5,0.8302696078431373,,,0.4197149648594938,0.1428571428571429,1.0,chemical_space,0.00867085149029998,0.06041185224089636,6,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,rank_boundary_uncertain,near a configured selection boundary or high-uncertainty after earlier class de-duplication,39
ATP-HTVS-5BC6D09DB3F1,87234,C[C@H](CF)Nc1cccc(CC(=O)NCc2[nH+]c3ccccc3n2Cc2ccccc2)c1,O=C(Cc1ccccc1)NCc1[nH+]c2ccccc2n1Cc1ccccc1,735,223,1477,-1254,0.7683823529411765,850.0,1,1,0.8571428571428571,750.0,0.7683823529411765,,,0.4528175184129937,0.1428571428571429,1.0,chemical_space,0.007068869431984209,0.05690388655462185,54,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,rank_boundary_uncertain,near a configured selection boundary or high-uncertainty after earlier class de-duplication,40
ATP-HTVS-6B0687E57A6A,39265,OCc1ccccc1CC[NH2+][C@@H](c1ccccc1)c1cc2ccccc2o1,c1ccc(CC[NH2+]C(c2ccccc2)c2cc3ccccc3o2)cc1,707,125,35,90,0.05514705882352941,80.0,1,1,0.8571428571428571,20.0,0.05514705882352941,,,0.5413266663663996,0.1428571428571429,1.0,chemical_space,0.0006561159773925703,0.056793592436974794,55,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,41
ATP-HTVS-DDBB6FEB6103,43170,C[C@H](O)Cc1ccc(C[NH2+]Cc2oc3ccc(F)cc3c2-c2ccccc2)cc1,c1ccc(C[NH2+]Cc2oc3ccccc3c2-c2ccccc2)cc1,452,212,13,199,0.12193627450980392,112.5,1,1,0.8571428571428571,12.5,0.12193627450980392,,,0.4629949468555489,0.1428571428571429,1.0,chemical_space,0.0014148958750819685,0.05753195028011204,42,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,42
ATP-HTVS-BFD5BCAF9717,52961,O=C(NNc1ccccc1)c1oc2ccccc2c1COc1ccccc1,O=C(NNc1ccccc1)c1oc2ccccc2c1COc1ccccc1,522,165,63,102,0.0625,114.0,1,1,0.8571428571428571,14.0,0.0625,,,0.5939440404505861,0.1428571428571429,1.0,chemical_space,0.0007545938448274089,0.05631565126050421,67,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,43
ATP-HTVS-0CA591B42E29,85378,C[NH+](C)Cc1cccc(CN[C@H](C#Cc2ccc(C(=O)[O-])cc2)c2coc3ccccc23)c1,C(#CC(NCc1ccccc1)c1coc2ccccc12)c1ccccc1,897,177,126,51,0.03125,151.5,1,1,0.8571428571428571,51.5,0.03125,,,0.24749283398167762,0.1428571428571429,1.0,chemical_space,0.00029171648164650526,0.05500131302521007,97,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,44
ATP-HTVS-DD420CB019C5,66339,c1ccc(Cn2c(C[NH2+]Cc3cccc4c3NCCC4)nc3ccccc32)cc1,c1ccc(Cn2c(C[NH2+]Cc3cccc4c3NCCC4)nc3ccccc32)cc1,453,203,159,44,0.02696078431372549,181.0,1,1,0.8571428571428571,81.0,0.02696078431372549,,,0.4415654578813637,0.1428571428571429,1.0,chemical_space,0.00028036770728049606,0.054373249299719886,124,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,45
ATP-HTVS-397149B089BD,39490,Cc1cccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2cccc3c2CCN3)c1,c1ccc(Cn2cc(C[NH2+]Cc3cccc4c3CCN4)c(-c3ccccc3)n2)cc1,816,339,55,284,0.17401960784313725,197.0,1,1,0.8571428571428571,97.0,0.17401960784313725,,,0.4470548793149886,0.1428571428571429,1.0,chemical_space,0.001962154969803083,0.0570203081232493,51,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,46
ATP-HTVS-7CD79F872AFC,67937,C[NH+](C)Cc1cccc(CNc2n/c(=[NH+]\Cc3cccc[nH+]3)c3ccccc3[nH]2)c1,c1ccc(CNc2nc(=[NH+]Cc3cccc[nH+]3)c3ccccc3[nH]2)cc1,677,107,305,-198,0.1213235294117647,206.0,1,1,0.8571428571428571,106.0,0.1213235294117647,,,0.28942578466148683,0.1428571428571429,1.0,chemical_space,0.0011983712392681263,0.055800945378151265,78,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,47
ATP-HTVS-B7334B97F240,76226,C[NH+](C)Cc1ccc(CNc2c[nH]/c(=N\C(=O)c3ccccc3C#N)c(-n3cccc3)c2)cc1,O=C(N=c1[nH]cc(NCc2ccccc2)cc1-n1cccc1)c1ccccc1,546,191,227,-36,0.022058823529411766,209.0,1,1,0.8571428571428571,109.0,0.022058823529411766,,,0.2363957240810199,0.1428571428571429,1.0,chemical_space,0.000196171947523208,0.05376050420168067,140,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,48
ATP-HTVS-1356F7D69808,27907,C[NH+](C)Cc1ccc(NC(=O)NC[C@H]2c3ccccc3C(=O)N2Cc2ccccc2)c(F)c1,O=C(NCC1c2ccccc2C(=O)N1Cc1ccccc1)Nc1ccccc1,889,58,420,-362,0.22181372549019607,239.0,1,1,0.8571428571428571,139.0,0.22181372549019607,,,0.16541203941364693,0.1428571428571429,1.0,chemical_space,0.0021148955669006266,0.05720413165266107,49,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,49
ATP-HTVS-531EE93584A6,1955,Cc1ccc([C@H](O)CNc2cc(-c3ccccn3)nc3c(F)cccc23)cc1,c1ccc(CCNc2cc(-c3ccccn3)nc3ccccc23)cc1,756,106,419,-313,0.19178921568627452,262.5,1,1,0.8571428571428571,162.5,0.19178921568627452,,,0.45339388476962744,0.1428571428571429,1.0,chemical_space,0.002106051512263985,0.056171656162464986,71,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,scaffold_diverse,rare scaffold/cluster improves chemical-space coverage,50
ATP-HTVS-1E5A6A308B25,86881,CN(C(=O)c1ccccc1F)c1ccncc1NCc1ccc(C[NH+](C)C)cc1,O=C(Nc1ccncc1NCc1ccccc1)c1ccccc1,861,548,1086,-538,0.32965686274509803,817.0,3,1,0.8571428571428571,717.0,0.32965686274509803,,,0.06343937429445545,0.1428571428571429,0.8760259858910316,chemical_space,0.0018701866928024827,0.045016773974490054,568,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,medium_controls,middle-ranked low-disagreement computational control,51
ATP-HTVS-9F81613398D9,73347,C[NH+](C)Cc1cccc(CNc2cnc(NC(=O)c3cccc(F)c3F)c(-n3cccc3)c2)c1,O=C(Nc1ncc(NCc2ccccc2)cc1-n1cccc1)c1ccccc1,54,540,1094,-554,0.3394607843137255,817.0,4,5,0.8571428571428571,717.0,0.3394607843137255,,,0.2611665975429115,0.1428571428571429,0.6069634889387587,chemical_space,0.0018418827129484962,0.039506964724486116,867,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,medium_controls,middle-ranked low-disagreement computational control,52
ATP-HTVS-48ECC7021683,96033,C[NH+](C)Cc1cccc(CNc2csc(C(=O)NCc3cccc(Cl)c3)c2)c1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,189,944,688,256,0.1568627450980392,816.0,16,3,0.8571428571428571,716.0,0.1568627450980392,,,0.2447259638170248,0.1428571428571429,0.5256206695802796,chemical_space,0.0006750544947051728,0.03268215202252327,1188,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,medium_controls,middle-ranked low-disagreement computational control,53
ATP-HTVS-7BEC4E93BD87,81249,CN(C)c1ccc(CCNc2c(NC(=O)c3cccc([S-])c3)c[nH+]c3ccccc23)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCCc1ccccc1)c1ccccc1,164,538,1098,-560,0.3431372549019608,818.0,7,3,0.8571428571428571,718.0,0.3431372549019608,,,0.1656523801062256,0.1428571428571429,0.6189080487154627,chemical_space,0.0017500144105150497,0.03916949888677483,886,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,medium_controls,middle-ranked low-disagreement computational control,54
ATP-HTVS-24E588DA0D03,95714,CNc1cccc(CNc2c(NC(=O)c3ccc(C[NH+](C)C)cc3)c[nH+]c3ccccc23)c1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,2,1122,510,612,0.375,816.0,48,19,0.8571428571428571,716.0,0.375,,,0.10756530203289434,0.1428571428571429,0.13029711538724237,protocol,0.00113972526744647,0.027898685895612053,1411,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,medium_controls,middle-ranked low-disagreement computational control,55
ATP-HTVS-AC71774ACC4B,91074,C[NH+](C)Cc1ccc(CNc2csc(C(=O)N[C@H](C[NH3+])c3ccccc3)c2)cc1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,567,1182,1,1181,0.7236519607843137,591.5,16,1,0.8571428571428571,491.5,0.7236519607843137,,,0.3472327775583508,0.1428571428571429,0.6871244233158569,protocol,0.006714747636477667,0.05137484964625442,242,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,historical_bridge_interpretable,exact structure bridge to a frozen internal historical candidate,56
ATP-HTVS-66618B00A972,44098,CC[N@@H+](C)Cc1cc(F)ccc1C[NH2+]Cc1csc(COc2ccc(OC)cc2)n1,c1ccc(C[NH2+]Cc2csc(COc3ccccc3)n2)cc1,125,1288,3,1285,0.7873774509803921,645.5,7,2,0.8571428571428571,545.5,0.7873774509803921,,,0.36195056025419403,0.1428571428571429,0.6785142789057869,protocol,0.007253570590915366,0.05241738329450289,191,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,historical_bridge_interpretable,traceable prior Phase 8 acquisition-plan candidate; not an internal exact identity bridge,57
ATP-HTVS-F0EA8E73CD83,77665,C[NH+](C)Cc1cccc(CNc2cc(C(=O)N(CC[NH3+])c3ccc(Cl)cc3)sc2Cl)c1,O=C(Nc1ccccc1)c1cc(NCc2ccccc2)cs1,224,1227,163,1064,0.6519607843137255,695.0,16,1,0.8571428571428571,595.0,0.6519607843137255,,,0.26294931902735313,0.1428571428571429,0.6871244233158569,chemical_space,0.005102225860900327,0.04803845258743088,391,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,historical_bridge_interpretable,traceable prior Phase 8 acquisition-plan candidate; not an internal exact identity bridge,58
ATP-HTVS-FDB0F1EC6F74,93059,CSCCNC(=O)c1cccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)c1F,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,42,1464,133,1331,0.8155637254901961,798.5,65,5,0.8571428571428571,698.5,0.8155637254901961,,,0.2778277711216887,0.1428571428571429,0.2923383266545055,protocol,0.005097226296647441,0.03993034220889968,842,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,historical_bridge_interpretable,traceable prior Phase 8 acquisition-plan candidate; not an internal exact identity bridge,59
ATP-HTVS-D78134F4C173,91073,CC[C@@H](NC(=O)c1cc(NCc2cccc(C[NH+](C)C)c2)cs1)c1ccccc1,O=C(NCc1ccccc1)c1cc(NCc2ccccc2)cs1,214,1003,687,316,0.19362745098039216,845.0,16,2,0.8571428571428571,745.0,0.19362745098039216,,,0.21422445922451103,0.1428571428571429,0.5852268997706038,chemical_space,0.0008601360304268046,0.034076482508682684,1123,10.0,Prime MM/GBSA under one reviewed frozen protocol,candidate-level MM/GBSA; independent ADMET,historical_bridge_interpretable,traceable prior Phase 8 acquisition-plan candidate; not an internal exact identity bridge,60
