stage,compound_id,current_rank,scaffold,evidence_completeness,uncertainty,model_disagreement,relative_cost,acquisition_rank,acquisition_score,reason,interpretation
QikProp,ATP-HTVS-4AF467728185,257,O=C(NCc1ccccc1)c1cc(-c2ccncc2)nc2ccccc12,0.3333333333333333,unknown,unknown,5,165,0.11412533170034703,rank=257; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-555FA00075E9,258,O=C(CCc1ccccc1)Nc1c[nH+]c2ccccc2c1NCc1ccccc1,0.3333333333333333,unknown,unknown,5,166,0.11407634211063485,rank=258; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-AD7D334F30DB,260,O=C(Nc1nc2ccccc2cc1C#CCCc1ccccc1)c1ccccc1,0.3333333333333333,unknown,unknown,5,167,0.11397836293121047,rank=260; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-EF0129487CC6,263,O=C(Nc1ccc(Cc2ccccc2)c(-c2ccccc2)c1)c1ccccc1,0.3333333333333333,unknown,unknown,5,168,0.11383139416207391,rank=263; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-0A8B3D0EFFB7,264,c1ccc(CCNc2cc(-c3ccncc3)[nH+]c3ccccc23)cc1,0.3333333333333333,unknown,unknown,5,169,0.1137824045723617,rank=264; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-37F8BE6B2288,265,O=C(NCc1ccccc1)c1cnc2ccccc2c1Nc1ccccc1,0.3333333333333333,unknown,unknown,5,170,0.11373341498264952,rank=265; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-AC48CD61B4D9,268,O=C(Nc1nc2ccccc2cc1NCCSc1ccccc1)c1ccccc1,0.3333333333333333,unknown,unknown,5,171,0.11358644621351296,rank=268; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-B107F9A324A3,269,c1ccc(CNc2ncc(-c3ccccc3)s2)cc1,0.3333333333333333,unknown,unknown,5,172,0.1135374566238008,rank=269; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-11CEFB3A39DF,271,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccncc2)cc1,0.3333333333333333,unknown,unknown,5,173,0.11343947744437641,rank=271; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-2A6980A94AB8,274,c1ccc(CCNc2cc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,0.3333333333333333,unknown,unknown,5,174,0.11329250867523985,rank=274; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-32D1D0195572,276,O=C(Cc1ccccc1)Nc1ccncc1NCc1ccccc1,0.3333333333333333,unknown,unknown,5,175,0.11319452949581547,rank=276; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-A719F0D3C4DA,279,O=C(Cc1ccccc1)Nc1ncc(NCCc2ccccc2)c2ccccc12,0.3333333333333333,unknown,unknown,5,176,0.11304756072667892,rank=279; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-3676162553B8,281,O=C(NCc1ccccc1)c1oc2ccccc2c1CSc1ccccc1,0.3333333333333333,unknown,unknown,5,177,0.11294958154725454,rank=281; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-7398D4493E72,285,O=c1c2ccccc2cc(CNc2ccccc2)n1-c1ccccc1,0.3333333333333333,unknown,unknown,5,178,0.1127536231884058,rank=285; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-47A17AC8C7BD,286,c1ccc(CCNc2nc(-c3ccccc3)nc3ccccc23)cc1,0.3333333333333333,unknown,unknown,5,179,0.11270463359869362,rank=286; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-A305C0BD9D10,290,C(#C[C@H](NCc1ccccc1)c1cc2ccccc2o1)c1ccccc1,0.3333333333333333,unknown,unknown,5,180,0.11250867523984487,rank=290; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-2A91244EC1AD,291,O=C(CNc1nc2ccccc2nc1NCCc1ccccc1)NCc1ccccc1,0.3333333333333333,unknown,unknown,5,181,0.11245968565013269,rank=291; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-8C1C7F16DF05,292,O=C(Cc1ccccc1)Nc1ncc(Nc2ccccc2)c2ccccc12,0.3333333333333333,unknown,unknown,5,182,0.1124106960604205,rank=292; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-19DB56372FFA,298,O=C(Cc1ccccc1)Nc1[nH+]cc(NCc2ccccc2)c2ccccc12,0.3333333333333333,unknown,unknown,5,183,0.11211675852214739,rank=298; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-61A3D13E339F,299,O=C(NCc1ccccc1)c1cn(Cc2ccccc2)c(=O)c2ccccc12,0.3333333333333333,unknown,unknown,5,184,0.1120677689324352,rank=299; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-02DF9A19852D,303,c1ccc(Cn2c(C[NH2+]CC[C@@H](c3ccccc3)[NH+]3CCCC3)nc3ccccc32)cc1,0.3333333333333333,unknown,unknown,5,185,0.11187181057358646,rank=303; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-7CD79F872AFC,305,c1ccc(CNc2n/c(=[NH+]\Cc3cccc[nH+]3)c3ccccc3[nH]2)cc1,0.3333333333333333,unknown,unknown,5,186,0.11177383139416208,rank=305; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-3D55EC2CCC26,306,O=C(NCc1ccccc1)c1ccncc1Nc1ccccc1,0.3333333333333333,unknown,unknown,5,187,0.1117248418044499,rank=306; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-675C8FFFA49B,308,O=C(Nc1ncc(Nc2ccccc2)c2ccccc12)c1ccccc1,0.3333333333333333,unknown,unknown,5,188,0.11162686262502552,rank=308; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-B13D85D04AEE,311,O=C(Nc1nc2ccccc2cc1C#CC[NH2+]Cc1ccccc1)c1ccccc1,0.3333333333333333,unknown,unknown,5,189,0.11147989385588897,rank=311; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-BFC0901B6A3C,312,O=C(NCc1ccccc1)c1[nH]c2ccccc2c1Nc1ccccc1,0.3333333333333333,unknown,unknown,5,190,0.11143090426617679,rank=312; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-16D892EEAEA4,314,O=C(Nc1c[nH+]c2ccccc2c1NCCSc1ccccc1)c1ccccc1,0.3333333333333333,unknown,unknown,5,191,0.11133292508675241,rank=314; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-C10AA91B306E,320,c1ccc(C[NH2+]Cc2ccc(-c3ccccc3)o2)cc1,0.3333333333333333,unknown,unknown,5,192,0.1110389875484793,rank=320; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-4991CDEEDD30,324,C(#C[C@H]([NH2+]Cc1ccccc1)c1cc2ccccc2o1)c1ccccc1,0.3333333333333333,unknown,unknown,5,193,0.11084302918963056,rank=324; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-B6BB4D9D6C90,325,O=C(NCc1cn(-c2ccccc2)nc1-c1ccncc1)c1ccccc1,0.3333333333333333,unknown,unknown,5,194,0.11079403959991836,rank=325; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-B7604789CEBF,328,c1ccc(C[NH2+]Cc2cn(-c3ccccc3)nn2)cc1,0.3333333333333333,unknown,unknown,5,195,0.1106470708307818,rank=328; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-138C9DBD3419,329,c1ccc(C[NH2+]CCOc2cccc3ccccc23)cc1,0.3333333333333333,unknown,unknown,5,196,0.11059808124106962,rank=329; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-30BD0ED907F3,331,O=C(CNc1nc(NCCc2ccccc2)[nH+]c2ccccc12)NCc1ccccc1,0.3333333333333333,unknown,unknown,5,197,0.11050010206164525,rank=331; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-56362DCB1C38,335,c1ccc(CCNc2nc3ccccc3nc2NCc2cccnc2)cc1,0.3333333333333333,unknown,unknown,5,198,0.11030414370279651,rank=335; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-DC74BD16E68F,336,O=C(Cc1ccccc1)Nc1ccc(NCc2ccccc2)cn1,0.3333333333333333,unknown,unknown,5,199,0.11025515411308431,rank=336; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
QikProp,ATP-HTVS-E0D09F3A28CB,338,c1ccc(Cc2cccc(NCc3ccccc3N3CC[NH2+]CC3)n2)cc1,0.3333333333333333,unknown,unknown,5,200,0.11015717493365992,rank=338; completeness=0.3333333333333333; uncertainty=unknown; disagreement=unknown; new_scaffold=True; relative_cost=5.0,heuristic_priority_not_activity_probability_or_validated_information_gain
