candidate_id,candidate_origin,parent_id,canonical_smiles,scaffold,cluster,selection_class,glide_score,glide_rank,vina_score,vina_rank,acquisition_score,protocol_disagreement,novelty,tractability,pose_path
ATP-GEN-BB0F45ED0D68,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)c(C(N)=O)c2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-8.582,10,0.7069567447727975,,0.5975609756097561,0.655,results\phase16\poses\ATP-GEN-BB0F45ED0D68_vina_7p3w_v1.pdbqt
ATP-GEN-A100C3DC972B,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2C(N)=O)cc1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.431,19,0.7063265483043689,,0.6103896103896104,0.7127777777777777,results\phase16\poses\ATP-GEN-A100C3DC972B_vina_7p3w_v1.pdbqt
ATP-GEN-7D56AC38C465,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2C(F)(F)F)cc1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.33,28,0.70467577835732,,0.6666666666666667,0.7222222222222222,results\phase16\poses\ATP-GEN-7D56AC38C465_vina_7p3w_v1.pdbqt
ATP-GEN-3B3178A0D6A8,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1F,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.445,16,0.7039854352460153,,0.6086956521739131,0.7338888888888888,results\phase16\poses\ATP-GEN-3B3178A0D6A8_vina_7p3w_v1.pdbqt
ATP-GEN-5DEF04ACDBD9,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1N(C)C,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-8.76,7,0.7039212737726669,,0.5526315789473684,0.655,results\phase16\poses\ATP-GEN-5DEF04ACDBD9_vina_7p3w_v1.pdbqt
ATP-GEN-1990BDD936CA,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)c(F)c2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-8.528,13,0.7018706908201877,,0.5921052631578947,0.6761111111111111,results\phase16\poses\ATP-GEN-1990BDD936CA_vina_7p3w_v1.pdbqt
ATP-GEN-8B66DDE9D395,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2cc(C(C)C)ccc2C[N@H+]2CC[C@@H](O)C2)cc1,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-9.438,1,0.6996176836861768,,0.4794520547945206,0.655,results\phase16\poses\ATP-GEN-8B66DDE9D395_vina_7p3w_v1.pdbqt
ATP-GEN-397D5A9CBB80,phase16_generated,ATP-REF-IN2,CCOc1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.43,20,0.6981948286189772,,0.6621621621621622,0.6994444444444444,results\phase16\poses\ATP-GEN-397D5A9CBB80_vina_7p3w_v1.pdbqt
ATP-GEN-8F70FC9A8BCC,phase16_generated,ATP-SMI-874C2DE25FE4,COC(=O)c1cc(-c2nn(Cc3ccccc3)cc2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)ccc1C,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-8.744,9,0.6968492344729056,,0.5421686746987953,0.6511111111111112,results\phase16\poses\ATP-GEN-8F70FC9A8BCC_vina_7p3w_v1.pdbqt
ATP-GEN-71642F665463,phase16_generated,ATP-REF-IN2,COC(=O)c1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.444,17,0.6947859540212481,,0.6081081081081081,0.7088888888888889,results\phase16\poses\ATP-GEN-71642F665463_vina_7p3w_v1.pdbqt
ATP-GEN-BD60F3115C29,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1Br,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.381,25,0.6930684715157522,,0.6486486486486487,0.7338888888888888,results\phase16\poses\ATP-GEN-BD60F3115C29_vina_7p3w_v1.pdbqt
ATP-GEN-B94A3A6839BC,phase16_generated,ATP-REF-IN2,CC(C)c1cc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)ccc1C[NH+](C)C,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.366,26,0.690575398705704,,0.6708860759493671,0.7127777777777777,results\phase16\poses\ATP-GEN-B94A3A6839BC_vina_7p3w_v1.pdbqt
ATP-GEN-0855E34BAFD6,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2F)cc1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.312,29,0.6901314255431902,,0.6081081081081081,0.7338888888888888,results\phase16\poses\ATP-GEN-0855E34BAFD6_vina_7p3w_v1.pdbqt
ATP-GEN-EF1581D85546,phase16_generated,ATP-REF-IN2,COC(=O)c1cccc2cc(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)c(SCc3ccccc3)nc12,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.385,23,0.6844507033769134,,0.5492957746478873,0.7088888888888889,results\phase16\poses\ATP-GEN-EF1581D85546_vina_7p3w_v1.pdbqt
ATP-GEN-C72ED9E3262B,phase16_generated,ATP-REF-IN2,Cc1cccc2nc(SCc3ccccc3)c(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)cc12,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.284,33,0.6826870877383211,,0.6129032258064516,0.7338888888888888,results\phase16\poses\ATP-GEN-C72ED9E3262B_vina_7p3w_v1.pdbqt
ATP-GEN-2CD174ECFC7B,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3c(Cl)cccc3nc2SCc2ccccc2)cc1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.29,32,0.6822072829131652,,0.6,0.7338888888888888,results\phase16\poses\ATP-GEN-2CD174ECFC7B_vina_7p3w_v1.pdbqt
ATP-GEN-C50E5637374D,phase16_generated,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2C#N)cc1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,generated,generated_acquisition,,,-8.225,37,0.6812631648270593,,0.6363636363636364,0.73,results\phase16\poses\ATP-GEN-C50E5637374D_vina_7p3w_v1.pdbqt
ATP-GEN-EC1693129A78,phase16_generated,ATP-SMI-874C2DE25FE4,Cc1ccc(-c2nn(Cc3ccccc3)c(Cl)c2C[NH2+]Cc2ccccc2C[N@H+]2CC[C@@H](O)C2)cc1,c1ccc(Cn2cc(C[NH2+]Cc3ccccc3C[NH+]3CCCC3)c(-c3ccccc3)n2)cc1,generated,generated_acquisition,,,-8.404,22,0.6798664799253034,,0.5866666666666667,0.6761111111111111,results\phase16\poses\ATP-GEN-EC1693129A78_vina_7p3w_v1.pdbqt
