job_id,candidate_id,candidate_origin,protocol_id,protocol_hash,status,attempt,start_time,end_time,tool_version,input_hash,output_hash,failure_stage,failure_reason,parameterization_success,minimization_success,sampling_success,trajectory_integrity,frame_count,energy_parsing,finite_result,runtime_seconds,open_mmgbsa_deltaG,deltaG_unit,qc_status
phase17_qual_977c6706062f0e85,ATP-REF-IN2,internal_reference,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,6b18b97e8cf4cfb823079084e296771c7fdb554553bca198cf87e0af828d4a9c,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
phase17_qual_67f7ac1b3c3d6384,ATP-HTVS-AD7FBCC01633,phase15_historical_htvs,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,f2d8fd2cae96371e1bdd644047e03614decc667673a1815a654b478d46627dbc,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
phase17_qual_f2366e2342ec973e,ATP-HTVS-8F383301D999,phase15_historical_htvs,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,adeca027b175d2e9cda70709b77db228183ed457dc42ff72c85bfaa767ad58f0,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
phase17_qual_f3bfe5c6949963d9,ATP-HTVS-CF9A421CD50D,phase15_historical_htvs,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,10b02b447a45ec17a9f3f32bd065f008dd0c8e21e868d8ed9db560c4073b01ad,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
phase17_qual_bce190fecd569db0,ATP-HTVS-898AE5CA69D9,phase15_historical_htvs,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,22e15b807c7362d2043cd986a18d9df9d88f77eaaccf48fa0e019ba94d065087,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
phase17_qual_1543e63a3c0edb18,ATP-HTVS-1E5A6A308B25,phase15_historical_htvs,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,35ed34cc773be0a11426fccdefd9828e11614c56eca9d1e0beb038f0d2154151,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
phase17_qual_f80de243c3629fc4,ATP-GEN-7A898D5E996B,phase16_generated,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,2404d96c05fc977de454bbfb960c967a92c2922c11e3a49575f1311680bb84c6,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
phase17_qual_940ec828d3de2678,ATP-GEN-B94A3A6839BC,phase16_generated,open_mmgbsa_7p3w_v1,f2300d9128cb754443943b4c2a12ac26d057c52f1a0c34da1e1fea91cf00a956,blocked,0,,2026-08-28T05:15:47.879150+00:00,not_available,86c68c8ae4e375196d095862f461a0c8c8076101a5873a776c2fbb08194e70fc,,backend_capability_gate,"complete_open_mmgbsa_route_unavailable: OpenMM is installed in the isolated Phase 17 environment, but no validated ligand-parameterization plus MM/GBSA analysis chain is available (OpenFF Toolkit/AmberTools and ParmEd or gmx_MMPBSA are unavailable).",False,False,False,not_run,0,not_run,False,0.0,,kcal/mol,not_run
