candidate_id,glide_rank,vina_rank,open_mmgbsa_rank,protocol_consensus,protocol_variance,rank_entropy,three_protocol_disagreement,status,reason
,,,,,,,,not_available,not_available: qualification gate did not run because no complete backend route was usable
