measurement_id,compound_key,source_compound_id,compound_name,assay_id,target,subunit_complex,organism,strain,assay_system,endpoint,value_relation,value,value_upper,error_or_sd,unit,molar_value,p_activity,derived_activity_class,input_sar_class,assay_method,doi,source_url,pmc_url,source_locator,source_level_input,release_partition,use_for_training,use_for_default_regression,exclusion_reason,raw_activity_type,raw_target,raw_activity_value,raw_unit,raw_assay_method,source_file,source_row,raw_biosystem,duplicate_group_size,duplicate_rank,is_canonical_observation
msr_d0fb8fb3076c,UYSBYFPUEOTVDZ-UHFFFAOYSA-N,WARD2024-17,Ward2024 compound 17,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0004109756175871878,3.38618394323695,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,269,Pseudomonas aeruginosa ATCC BAA 2110 (MDR),4,4,False
msr_6600ea8212cd,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Ward2024 compound 18,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.00033027825943357275,3.4811200128020143,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,272,Pseudomonas aeruginosa PΔ6 (efflux knockout),5,2,False
msr_10e6cd226190,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Ward2024 compound 18,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.00033027825943357275,3.4811200128020143,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,273,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),5,3,False
msr_507187564cfe,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Ward2024 compound 18,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.00033027825943357275,3.4811200128020143,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,274,Pseudomonas aeruginosa ATCC BAA 2109 (MDR),5,4,False
msr_68e97e3a4add,OQBHGUMTARFMHR-UHFFFAOYSA-N,WARD2024-18,Ward2024 compound 18,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.00033027825943357275,3.4811200128020143,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,275,Pseudomonas aeruginosa ATCC BAA 2110 (MDR),5,5,False
msr_e673043a8b23,PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Ward2024 compound 19,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0003781611912077523,3.42232304267537,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,279,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),4,2,False
msr_fa3833dbee87,PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Ward2024 compound 19,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0003781611912077523,3.42232304267537,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,280,Pseudomonas aeruginosa ATCC BAA 2109 (MDR),4,3,False
msr_7b521575c341,PXXYITLVUSHXPN-UHFFFAOYSA-N,WARD2024-19,Ward2024 compound 19,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0003781611912077523,3.42232304267537,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,281,Pseudomonas aeruginosa ATCC BAA 2110 (MDR),4,4,False
msr_41049365f469,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,WARD2024-2,Ward2024 compound 2 (ATP Synthesis-IN-2 (IN-2); Fraunfelter2023 compound 5),asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0002993332818854255,3.523844992696716,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,186,Pseudomonas aeruginosa ATCC BAA 2109 (MDR),3,2,False
msr_0348ef1f1c75,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,WARD2024-2,Ward2024 compound 2 (ATP Synthesis-IN-2 (IN-2); Fraunfelter2023 compound 5),asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0002993332818854255,3.523844992696716,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,187,Pseudomonas aeruginosa ATCC BAA 2110 (MDR),3,3,False
msr_9a667f39917d,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Ward2024 compound 20,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0003087476904225502,3.510396282446427,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,284,Pseudomonas aeruginosa PΔ6 (efflux knockout),5,2,False
msr_7e6a74da372f,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Ward2024 compound 20,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0003087476904225502,3.510396282446427,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,285,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),5,3,False
msr_b1f21aceb30f,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Ward2024 compound 20,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0003087476904225502,3.510396282446427,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,286,Pseudomonas aeruginosa ATCC BAA 2109 (MDR),5,4,False
msr_4004efbd8c9e,JHBGNEYJXHSZKP-UHFFFAOYSA-N,WARD2024-20,Ward2024 compound 20,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0003087476904225502,3.510396282446427,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,287,Pseudomonas aeruginosa ATCC BAA 2110 (MDR),5,5,False
msr_a62c96dbdb57,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Ward2024 compound 21,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0004289328619539902,3.367610679761008,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,291,Pseudomonas aeruginosa ATCC BAA 2108 (MDR),4,2,False
msr_4cef4228e69a,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Ward2024 compound 21,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0004289328619539902,3.367610679761008,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,292,Pseudomonas aeruginosa ATCC BAA 2109 (MDR),4,3,False
msr_bd280408ced4,UOLLIRMONGMMAV-UHFFFAOYSA-N,WARD2024-21,Ward2024 compound 21,asy_b1909b2078af,whole cell,,Pseudomonas aeruginosa,,,MIC,gt,128.0,,,ug/mL,0.0004289328619539902,3.367610679761008,inactive,inactive,broth microdilution,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Table 2,,quarantine_duplicate_lineage,False,False,duplicate lineage row; canonical observation retained in its release partition,MIC,whole cell,>128,μg/mL,broth microdilution,negative_SAR_examples.csv,293,Pseudomonas aeruginosa ATCC BAA 2110 (MDR),4,4,False
