measurement_id,compound_key,source_compound_id,compound_name,assay_id,target,subunit_complex,organism,strain,assay_system,endpoint,value_relation,value,value_upper,error_or_sd,unit,molar_value,p_activity,derived_activity_class,input_sar_class,assay_method,doi,source_url,pmc_url,source_locator,source_level_input,release_partition,use_for_training,use_for_default_regression,exclusion_reason,raw_activity_type,raw_target,raw_activity_value,raw_unit,raw_assay_method,source_file,source_row,raw_biosystem,duplicate_group_size,duplicate_rank,is_canonical_observation
msr_39be05736c25,CJWSCOKTAUPKHM-UHFFFAOYSA-N,WSA236,WSA236,asy_4f7a87e5bfe2,F1Fo-ATP synthase,Fo a/c interface (c-ring),Acinetobacter baumannii,ATCC 17978,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.36,,,ug/mL,8.578822699564863e-07,6.066572307741537,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.36,μg/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,20,Acinetobacter baumannii ATCC 17978,2,1,True
msr_bed89a254a3a,CJWSCOKTAUPKHM-UHFFFAOYSA-N,WSA236,WSA236,asy_72ab0153c0c5,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.52,,,ug/mL,1.239163278826036e-06,5.906871464874025,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.52,μg/mL,"luciferase ATP synthesis assay, PA enzyme expressed in EC DK8",ATP_target_expansion.csv,21,Pseudomonas aeruginosa unknown,2,1,True
msr_d9724d6b381e,CKJASZDKIIXJGB-UHFFFAOYSA-N,WSA238,WSA238,asy_4f7a87e5bfe2,F1Fo-ATP synthase,Fo a/c interface (c-ring),Acinetobacter baumannii,ATCC 17978,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.22,,,ug/mL,4.785698592352019e-07,6.320054657122566,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.22,μg/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,22,Acinetobacter baumannii ATCC 17978,2,1,True
msr_90bfd9b0a5d8,CKJASZDKIIXJGB-UHFFFAOYSA-N,WSA238,WSA238,asy_72ab0153c0c5,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.45,,,ug/mL,9.788928938901857e-07,6.009264824169429,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.45,μg/mL,"luciferase ATP synthesis assay, PA enzyme expressed in EC DK8",ATP_target_expansion.csv,23,Pseudomonas aeruginosa unknown,2,1,True
msr_ec889c67e0fb,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,WSA249,asy_4f7a87e5bfe2,F1Fo-ATP synthase,Fo a/c interface (c-ring),Acinetobacter baumannii,ATCC 17978,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.31,,,ug/mL,6.833386604357937e-07,6.165364008021686,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.31,μg/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,12,Acinetobacter baumannii ATCC 17978,2,1,True
msr_cc6bdd799989,YEMLSUARMQTHJO-UHFFFAOYSA-N,WSA249,WSA249,asy_72ab0153c0c5,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.68,,,ug/mL,1.4989364164398057e-06,5.824216789149722,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.68,μg/mL,"luciferase ATP synthesis assay, PA enzyme expressed in EC DK8",ATP_target_expansion.csv,13,Pseudomonas aeruginosa unknown,2,1,True
msr_ae3ddef0bc65,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,WSA250,asy_4f7a87e5bfe2,F1Fo-ATP synthase,Fo a/c interface (c-ring),Acinetobacter baumannii,ATCC 17978,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,1.9,,,ug/mL,4.672908688904793e-06,5.330412705235527,intermediate,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,1.9,μg/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,14,Acinetobacter baumannii ATCC 17978,2,1,True
msr_e97d131ddc65,SSOJQSHUAQGPLD-UHFFFAOYSA-N,WSA250,WSA250,asy_72ab0153c0c5,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,1.2,,,ug/mL,2.9513107508872376e-06,5.5299850601407305,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,1.2,μg/mL,"luciferase ATP synthesis assay, PA enzyme expressed in EC DK8",ATP_target_expansion.csv,15,Pseudomonas aeruginosa unknown,2,1,True
msr_9bd6959ba303,GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,WSA255,asy_4f7a87e5bfe2,F1Fo-ATP synthase,Fo a/c interface (c-ring),Acinetobacter baumannii,ATCC 17978,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.12,,,ug/mL,2.2280026513231548e-07,6.652084296687568,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.12,μg/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,16,Acinetobacter baumannii ATCC 17978,2,1,True
msr_23ea9ea7dae5,GDIKNPZGPCUHQP-UHFFFAOYSA-N,WSA255,WSA255,asy_72ab0153c0c5,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.23,,,ug/mL,4.270338415036047e-07,6.369537706717599,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.23,μg/mL,"luciferase ATP synthesis assay, PA enzyme expressed in EC DK8",ATP_target_expansion.csv,17,Pseudomonas aeruginosa unknown,2,1,True
msr_5bcfd04d7286,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,WSA257,asy_4f7a87e5bfe2,F1Fo-ATP synthase,Fo a/c interface (c-ring),Acinetobacter baumannii,ATCC 17978,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.12,,,ug/mL,2.4717041370147994e-07,6.607003515521648,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.12,μg/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,18,Acinetobacter baumannii ATCC 17978,2,1,True
msr_ea714a5554e9,NLTZNXHLSWPGMA-UHFFFAOYSA-N,WSA257,WSA257,asy_72ab0153c0c5,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.13,,,ug/mL,2.677679481766033e-07,6.572241409262436,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1002/cmdc.202400952,https://doi.org/10.1002/cmdc.202400952,https://pmc.ncbi.nlm.nih.gov/articles/PMC12091843/,Supporting Information Table S1; Figures S2-S3,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,0.13,μg/mL,"luciferase ATP synthesis assay, PA enzyme expressed in EC DK8",ATP_target_expansion.csv,19,Pseudomonas aeruginosa unknown,2,1,True
msr_9ec3c5940501,WIDVPHSBAXLSEU-LJQANCHMSA-N,FRAUNFELTER2023-1,compound 1 (Fraunfelter 2023),asy_aa7b51602589,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,10.0,,,ug/mL,2.614481613658052e-05,4.582614407999531,intermediate,weak,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1021/acsinfecdis.3c00317,https://doi.org/10.1021/acsinfecdis.3c00317,https://pmc.ncbi.nlm.nih.gov/articles/PMC10714390/,Main article Table 1 and Figure 2; Supporting Information Table S2,A,model_ready,True,True,,"IC50 (ATP synthesis, inverted membrane vesicles)",F1Fo-ATP synthase,10.0,ug/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,43,Pseudomonas aeruginosa PAO1,2,1,True
msr_75d541e704de,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,FRAUNFELTER2023-5,ATP Synthesis-IN-2 (IN-2); Fraunfelter2023 compound 5; Ward2024 compound 2,asy_aa7b51602589,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,0.7,,,ug/mL,1.6369788853109207e-06,5.785956922330327,active,strong,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1021/acsinfecdis.3c00317,https://doi.org/10.1021/acsinfecdis.3c00317,https://pmc.ncbi.nlm.nih.gov/articles/PMC10714390/,Main article Table 1 and Figure 2; Supporting Information Table S2,A,model_ready,True,True,,"IC50 (ATP synthesis, inverted membrane vesicles)",F1Fo-ATP synthase,0.7,ug/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,45,Pseudomonas aeruginosa PAO1,2,1,True
msr_98148cf7291c,DVUDEYVEBQKKMF-UHFFFAOYSA-N,WARD2024-1,Ward2024 compound 1,asy_55188c1cb354,F1Fo-ATP synthase,Fo a/c interface (c-ring),Pseudomonas aeruginosa,ATP synthase expressed in E. coli DK8/pASH20,inverted inner-membrane vesicles,IC50_ATP_synthesis,exact,30.0,,,ug/mL,8.53438932177208e-05,4.068827549379134,intermediate,weak,Luciferase ATP-synthesis assay in inverted inner-membrane vesicles,10.1021/acsmedchemlett.3c00480,https://doi.org/10.1021/acsmedchemlett.3c00480,https://pmc.ncbi.nlm.nih.gov/articles/PMC10789121/,Main article Figure 2,A,model_ready,True,True,,IC50 (ATP synthesis inhibition),F1Fo-ATP synthase,30,μg/mL,luciferase ATP synthesis assay,ATP_target_expansion.csv,24,Pseudomonas aeruginosa unknown,2,1,True
