compound_id,compound_code,canonical_smiles,scaffold,historical_HTVS_score,docking_rank_utility,reference_similarity,parent_reference_similarity,reference_compound,reference_key,reference_doi,source_file
ATP-HTVS-E08CF4D489F1,75427,[NH3+]CCNc1ccc(Nc2[nH+]c(-c3ccc(Cl)cc3)cn2/N=C/c2ccccc2)cc1,C(=Nn1cc(-c2ccccc2)[nH+]c1Nc1ccccc1)c1ccccc1,-5.31324249686981,0.8958333333333334,0.15555555555555556,0.15730337078651685,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E08F75BAC913,81122,COC(=O)c1cc(F)cc(C(=O)Nc2c(NCc3ccc(C[NH+](C)C)cc3)cnc3ccccc23)c1,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-3.00245958119247,0.15808823529411764,0.27058823529411763,0.32,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E0D09F3A28CB,93633,C[NH+]1CCN(c2ccccc2CNc2cccc([C@@H](C#N)c3ccccc3)n2)CC1,c1ccc(Cc2cccc(NCc3ccccc3N3CC[NH2+]CC3)n2)cc1,-4.91671011948012,0.7935049019607843,0.21951219512195122,0.2894736842105263,WSA249,YEMLSUARMQTHJO-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E0E8748999A4,82849,C[NH+](C)Cc1ccc(CNc2cnc3ccccc3c2NC(=O)Cc2cccc(Cl)n2)cc1,O=C(Cc1ccccn1)Nc1c(NCc2ccccc2)cnc2ccccc12,-4.79768009667288,0.7579656862745098,0.25925925925925924,0.3287671232876712,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E124973F868C,75906,CN(Cc1sc2ccccc2c1NCc1ccc(C[NH+](C)C)cc1)C(=O)c1cccc(F)c1C#N,O=C(NCc1sc2ccccc2c1NCc1ccccc1)c1ccccc1,-5.38528221036345,0.9087009803921569,0.18604651162790697,0.25316455696202533,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E14A9B461B4E,20705,Cc1c(F)cccc1-c1cc(CC[NH2+]Cc2ccccc2)n(C(=O)[C@@](C)(N)c2ccccc2)n1,O=C(Cc1ccccc1)n1nc(-c2ccccc2)cc1CC[NH2+]Cc1ccccc1,-6.20297626676873,0.9871323529411765,0.1956521739130435,0.2625,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E1C245C409AF,78465,C#Cc1cccc(C(=O)N(C)Cc2sc3ccccc3c2NCc2ccc(NCCO)cc2)c1,O=C(NCc1sc2ccccc2c1NCc1ccccc1)c1ccccc1,-3.15659262772222,0.1734068627450981,0.18888888888888888,0.18888888888888888,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E1C6EE43BDB1,58563,CNc1ccc(CNc2nc3ccccc3nc2N(C)Cc2ccc(C[NH+](C)C)cc2)cc1,c1ccc(CNc2nc3ccccc3nc2NCc2ccccc2)cc1,-4.2350556188793,0.5024509803921569,0.3230769230769231,0.41379310344827586,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E1CE322086D6,92705,C[C@H](C#N)N(c1ccccc1)c1c(NC(=O)c2cccc([S-])c2)c[nH+]c2ccccc12,O=C(Nc1c[nH+]c2ccccc2c1Nc1ccccc1)c1ccccc1,-2.99405186690572,0.1556372549019608,0.20930232558139536,0.2261904761904762,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E1EEBF193F90,39106,C[NH+](C)Cc1cccc(CNc2nc(NCc3c(F)cccc3Br)c3ccccc3[nH+]2)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-3.90988889867968,0.37745098039215685,0.19101123595505617,0.3142857142857143,WSA257,NLTZNXHLSWPGMA-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E2020C00AE4E,70850,Cc1ccccc1CC(=O)Nc1cnc2ccccc2c1N(CC#N)c1ccccc1,O=C(Cc1ccccc1)Nc1cnc2ccccc2c1Nc1ccccc1,-3.76574555444761,0.31862745098039214,0.25316455696202533,0.2692307692307692,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E20398B5FF99,20961,C[C@@](N)(C(=O)n1nc(-c2ccccn2)cc1CC[NH2+]Cc1ccccc1)c1ccccc1,O=C(Cc1ccccc1)n1nc(-c2ccccn2)cc1CC[NH2+]Cc1ccccc1,-3.85077388713946,0.3566176470588235,0.20481927710843373,0.25,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E22DE85EEE62,82273,OCCNc1ccc(CNc2[nH+]c(CO)ccc2OCc2ccccc2)cc1,c1ccc(CNc2[nH+]cccc2OCc2ccccc2)cc1,-4.66828346953391,0.7022058823529411,0.24,0.273972602739726,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E2321FC28CB2,69889,C[NH+](C)Cc1ccc(CNc2nc3ccccc3nc2-c2ccccc2)cc1,c1ccc(CNc2nc3ccccc3nc2-c2ccccc2)cc1,-4.0080424672651,0.42156862745098034,0.26229508196721313,0.42592592592592593,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E2660D394356,62850,CC(C)[NH2+]c1ccc(CNc2nc(NC[C@@H](CO)c3cccc(F)c3)c3ccccc3[nH+]2)cc1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,-4.45302527368801,0.6047794117647058,0.21348314606741572,0.23529411764705882,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E27332E37A66,84834,CN(C)[C@H](C(=O)Nc1nc2ccccc2cc1N(C)[C@H](C#N)c1ccccc1)c1ccc(Cl)cc1,O=C(Cc1ccccc1)Nc1nc2ccccc2cc1NCc1ccccc1,-4.06971303384061,0.4424019607843137,0.25609756097560976,0.25316455696202533,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E298C966C019,61537,Cc1cc(N)ccc1CNc1nc(NCc2ccc(C[NH+](C)C)cc2)[nH+]c2ccccc12,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-4.6360237373466,0.6899509803921569,0.21686746987951808,0.38461538461538464,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E2A28C61F774,89313,C[NH+](C)Cc1ccccc1C(=O)Nc1nc2ccccc2cc1N/C(=C\C#N)c1ccc(Cl)cc1,C=C(Nc1cc2ccccc2nc1NC(=O)c1ccccc1)c1ccccc1,-3.74761987849398,0.3082107843137255,0.25301204819277107,0.2894736842105263,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E2AE692EC3A5,69985,CN(c1cc2ccccc2nc1NC(=O)c1ccc(C[NH+](C)C)cc1)[C@H](C#N)c1ccccc1,O=C(Nc1nc2ccccc2cc1NCc1ccccc1)c1ccccc1,-4.18650402862766,0.4834558823529411,0.28205128205128205,0.36231884057971014,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E2D3668E21DF,35265,Cc1cc(N)cc(CNc2nc(NCCc3ccc(C[NH+](C)C)cc3)c3ccccc3[nH+]2)c1,c1ccc(CCNc2nc(NCc3ccccc3)[nH+]c3ccccc23)cc1,-3.58715888640679,0.25735294117647056,0.19318181818181818,0.3333333333333333,WSA280,XQBWCRMKNUAPEC-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E317819F970C,32035,C[NH+](C)Cc1cccc(CNc2nc(NCc3cc(F)cc(F)c3)c3ccccc3n2)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3n2)cc1,-2.380741576248,0.1072303921568627,0.2375,0.34375,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E340B301DB22,93474,C[NH+](C)Cc1ccc(CNc2cc(Cl)sc2C(=O)N[C@@H](C#N)c2ccc(F)cc2)cc1,O=C(NCc1ccccc1)c1sccc1NCc1ccccc1,-4.88086551481484,0.7806372549019608,0.18681318681318682,0.24675324675324675,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E35DF7DBF452,50818,O=C(NCc1ccccc1NCCO)Nc1[nH+]c2ccccc2n1CCCc1ccccc1,O=C(NCc1ccccc1)Nc1[nH+]c2ccccc2n1CCCc1ccccc1,-4.3975102751983,0.5772058823529411,0.18604651162790697,0.24096385542168675,WSA250,SSOJQSHUAQGPLD-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E366C71D7075,82403,CC[NH+](CC)[C@H](C(=O)Nc1c(N(C)[C@@H](C#N)c2ccccc2)cnc2ccccc12)c1ccccc1,O=C(Cc1ccccc1)Nc1c(NCc2ccccc2)cnc2ccccc12,-4.42124865920338,0.5876225490196079,0.21428571428571427,0.20454545454545456,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E381363CD12F,95042,C[C@@H](C#N)N(c1ccccc1)c1c(C(=O)N(CC[NH+](C)C)c2ccccc2)cnc2ccc(F)cc12,O=C(Nc1ccccc1)c1cnc2ccccc2c1Nc1ccccc1,-4.60702306309411,0.6801470588235294,0.22727272727272727,0.24096385542168675,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E38D6BC47DFC,96385,C#Cc1ccc(C[C@@H](Nc2cnc3ccccc3c2NC(=O)Cc2ccccc2)C(=O)[O-])cc1,O=C(Cc1ccccc1)Nc1c(NCCc2ccccc2)cnc2ccccc12,-3.9129454134309,0.3786764705882353,0.2682926829268293,0.2625,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E3DAAD165412,4865,Cc1ccc([C@@H](CNC(=O)c2cn(CCc3ccccc3)c3ccccc3c2=O)[NH+](C)C)cc1,O=C(NCCc1ccccc1)c1cn(CCc2ccccc2)c2ccccc2c1=O,-3.81299423918562,0.3394607843137255,0.22093023255813954,0.2235294117647059,WSA280,XQBWCRMKNUAPEC-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E3E3C457ADC4,20867,[NH3+][C@H](Cc1ccc(O)cc1)c1nc2ccccc2n1/C=C/c1ccccn1,C(=Cn1c(CCc2ccccc2)nc2ccccc21)c1ccccn1,-6.02590230095753,0.9754901960784313,0.25,0.2702702702702703,compound 1 (Fraunfelter 2023),WIDVPHSBAXLSEU-LJQANCHMSA-N,10.1021/acsinfecdis.3c00317,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E4024F0AB59A,22913,COc1cc(CC[NH2+][C@H](C)c2ccc(CN(C)C)cc2)c(OC)c2ccccc12,c1ccc(C[NH2+]CCc2ccc3ccccc3c2)cc1,-3.24827750228818,0.18933823529411764,0.26865671641791045,0.3076923076923077,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E41D62FB159D,67521,CC[N@H+](C)Cc1cccc(CNc2nc(NCc3ccc(CCO)cc3)c3ccccc3[nH+]2)c1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-3.68823270883204,0.28799019607843135,0.21839080459770116,0.28169014084507044,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E4A79D64766C,52865,C[NH+](C)Cc1cc(CNc2nc(NCc3cccc(CO)c3)c3ccccc3[nH+]2)ccc1F,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-4.46919804041955,0.6121323529411764,0.2375,0.3382352941176471,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E4F433E7DDB9,59170,C[NH+](C)Cc1cc(F)ccc1C[NH2+]Cc1c(-c2ccccc2)nc2ncccn12,c1ccc(C[NH2+]Cc2c(-c3ccccc3)nc3ncccn23)cc1,-4.90464186367557,0.7892156862745098,0.23255813953488372,0.34328358208955223,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E4F9B23534EC,95617,CN(C)Cc1ccc(C(=O)Nc2ccc([C@H](C#N)c3ccccc3)c(-c3cccc(F)c3O)c2)cc1,O=C(Nc1ccc(Cc2ccccc2)c(-c2ccccc2)c1)c1ccccc1,-3.51572361824398,0.2365196078431373,0.25,0.25,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E50B3258D66C,64642,CN(C)Cc1ccc(CCNc2nc(NCc3ccc4c(c3)OCO4)c3ccccc3[nH+]2)cc1,c1ccc(CCNc2nc(NCc3ccc4c(c3)OCO4)c3ccccc3[nH+]2)cc1,-2.4636696100415,0.11642156862745101,0.3055555555555556,0.34782608695652173,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E5267662EBE5,71810,COc1ccccc1C(=O)Nc1c(NCc2ccc(C[NH+](C)C)cc2)cnc2ccccc12,O=C(Nc1c(NCc2ccccc2)cnc2ccccc12)c1ccccc1,-3.62888426083183,0.26960784313725494,0.25882352941176473,0.3055555555555556,compound 18 (Steed 2022),DCLANSSFVIGXHQ-OAQYLSRUSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E53927646B4E,32802,CC(=O)Nc1ccccc1C[NH2+]C[C@H]1c2ccccc2C(=O)N1Cc1ccccc1,O=C1c2ccccc2C(C[NH2+]Cc2ccccc2)N1Cc1ccccc1,-4.30726377424627,0.5343137254901961,0.18823529411764706,0.21686746987951808,WSA236,CJWSCOKTAUPKHM-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E53B79A527AF,80129,Cc1ccccc1CCC(=O)Nc1cnc2ccccc2c1N(C#N)c1ccccc1,O=C(CCc1ccccc1)Nc1cnc2ccccc2c1Nc1ccccc1,-3.45286661265263,0.2236519607843137,0.24358974358974358,0.24358974358974358,Ward2024 compound 19,PXXYITLVUSHXPN-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E5655BB07D18,88386,CN(C)Cc1ccccc1C(=O)Nc1c[nH+]c2ccccc2c1N(C)Cc1ccc(F)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-2.40295274839722,0.10968137254901966,0.24,0.30985915492957744,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E5C360ABD75A,8321,CC[NH+](CC)Cc1cccc(NC(=O)c2cn(Cc3ccccc3)c(=O)c3ccccc23)c1,O=C(Nc1ccccc1)c1cn(Cc2ccccc2)c(=O)c2ccccc12,-3.52526447251425,0.2408088235294118,0.1875,0.1951219512195122,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E60052B60ACE,93731,C[NH2+]Cc1ccc(N2CC(=O)Nc3ccccc3[C@H]2c2ccccc2)cc1,O=C1CN(c2ccccc2)C(c2ccccc2)c2ccccc2N1,-3.64853374409515,0.27389705882352944,0.16666666666666666,0.2,WSA298,IZWVLJVCXHHUOO-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E624AA265EBA,86593,C[NH2+]CC[C@@H](N[C@@H](C)c1cc2cccc(Cl)c2c(=O)n1-c1ccccc1)c1ccccc1,O=c1c2ccccc2cc(CNCc2ccccc2)n1-c1ccccc1,-4.86913996148569,0.7757352941176471,0.19047619047619047,0.17857142857142858,WSA249,YEMLSUARMQTHJO-UHFFFAOYSA-N,10.1002/cmdc.202400952,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E6B57BB86B33,99617,C#Cc1ccc(NC(=O)Cc2cc(NCc3ccc(C[NH+](C)C)cc3)cs2)cc1,O=C(Cc1cc(NCc2ccccc2)cs1)Nc1ccccc1,-3.67945981059551,0.28431372549019607,0.23376623376623376,0.2714285714285714,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E6C07A7730FF,89954,CC[NH+](CC)Cc1ccc(CNc2c(NC(=O)c3ccc(C(=O)OC)cc3)c[nH+]c3ccccc23)cc1,O=C(Nc1c[nH+]c2ccccc2c1NCc1ccccc1)c1ccccc1,-4.87965236205765,0.7800245098039216,0.20481927710843373,0.24096385542168675,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E6E3A92D5598,89731,C[NH+](C)Cc1cccc(CNc2csc(CC(=O)Nc3ccccc3F)c2)c1,O=C(Cc1cc(NCc2ccccc2)cs1)Nc1ccccc1,-4.49457141831627,0.625,0.2125,0.2602739726027397,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E6F8A3974F14,60291,CC(C)Nc1cccc(CNC(=O)N[C@@H](Cc2ccccc2)c2nc3ccccc3o2)c1,O=C(NCc1ccccc1)NC(Cc1ccccc1)c1nc2ccccc2o1,-4.53541760878247,0.6464460784313726,0.275,0.27848101265822783,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E71202E475AE,88195,Cc1cc(OCc2ccccc2)ncc1NC(=O)Nc1ccccc1C[NH+](C)C,O=C(Nc1ccccc1)Nc1ccc(OCc2ccccc2)nc1,-6.19841322737428,0.9865196078431373,0.3013698630136986,0.3194444444444444,compound 15 (Steed 2022),RIDDIWJTDCGXDH-NRFANRHFSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E78B37070E90,57507,CCc1ccccc1C[NH2+]CCc1nc2ccccc2n1-c1ccccc1,c1ccc(C[NH2+]CCc2nc3ccccc3n2-c2ccccc2)cc1,-4.06093430256796,0.44056372549019607,0.2112676056338028,0.3333333333333333,compound 8 (Steed 2022),ROJPDORYZONAPF-UHFFFAOYSA-N,10.1021/acsomega.2c03127,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E79C34F2E4E5,5313,CCN(CC)[C@H](CNC(=O)c1cc(=O)c2ccccc2n1Cc1cccc(OC)c1)c1ccc(C)cc1,O=C(NCCc1ccccc1)c1cc(=O)c2ccccc2n1Cc1ccccc1,-1.57894444888753,0.039215686274509776,0.21428571428571427,0.21649484536082475,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E7B44E0E6F2B,46529,C[NH2+]Cc1ccccc1CNc1nc(NCc2ccccc2)c2ccccc2[nH+]1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-5.76445509076332,0.960171568627451,0.22857142857142856,0.2698412698412698,Ward2024 compound 6,LKLACXNGVWXYAW-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-001_lib/ATP-VSW-DOCK_HTVS_1-001_lib
ATP-HTVS-E7CE93BF7585,40738,COc1cccc(CN2CC(=O)Nc3ccccc3[C@@H]2c2ccccc2)c1,O=C1CN(Cc2ccccc2)C(c2ccccc2)c2ccccc2N1,-1.64839354279438,0.04718137254901966,0.23809523809523808,0.23809523809523808,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E7DA22DA6C24,30626,CC(C)Nc1ccc(CNc2nc(N(C)Cc3ccccc3S(N)(=O)=O)c3ccccc3[nH+]2)cc1,c1ccc(CNc2nc(NCc3ccccc3)c3ccccc3[nH+]2)cc1,-4.08974936083922,0.4522058823529411,0.22784810126582278,0.26666666666666666,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
ATP-HTVS-E80053830AA7,51267,C[NH+](C)Cc1cccc(CO/N=C(/N)c2cn(Cc3ccccc3)nn2)c1,C(=NOCc1ccccc1)c1cn(Cc2ccccc2)nn1,-5.71676491929545,0.9534313725490196,0.2235294117647059,0.2463768115942029,WSA296,HCBCVTVDQQQYPH-UHFFFAOYSA-N,10.1021/acsomega.5c06380,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-003_lib/ATP-VSW-DOCK_HTVS_1-003_lib.mae
ATP-HTVS-E80A62EE0257,22690,CN(C)Cc1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,c1ccc(CC[NH2+]Cc2cn(-c3ccccc3)nc2-c2ccccc2)cc1,-3.61534941826967,0.26531862745098034,0.26865671641791045,0.3387096774193548,Ward2024 compound 1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,10.1021/acsmedchemlett.3c00480,运行/运行/ATP-VSW/ATP-VSW-DOCK_HTVS_1-002_lib.maegz
