compound_id,parent_id,canonical_smiles,inchikey,generation_method,attachment_site,reaction_smarts,building_block_id,building_block_smiles,generator_config,seed,provenance_hash,timestamp,design_index,substitution_depth,sanitization_status,desalting_status,valence_status,molecular_weight,clogp,tpsa,hbd,hba,rotatable_bonds,lipinski_pass,veber_pass,pains_warnings,reactive_warnings,warning_count,qc_status,rejection_reason,absolute_formal_charge,ring_count,fraction_csp3,scaffold,filter_status,hard_failure_reasons,warning_reasons,filter_protocol_id,filter_hash,attempt,cached,canonical_smiles_vina,completed_at,elapsed_seconds,ligand_sha256,pose_centroid,pose_count,pose_qc,pose_sha256,protocol_id,scaffold_vina,scope,signature,started_at,status,stderr_sha256,stdout_sha256,training,vina_affinity,folder,similarity_to_IN2,vina_utility,rank_boundary_proximity,scaffold_novelty,evidence_completeness_before,evidence_gap,protocol_uncertainty,protocol_uncertainty_status,acquisition_priority,acquisition_scope,acquisition_rank,existing_open_mmgbsa_evidence,selection_order,selection_class,why_selected,recommended_next_calculation
ATP-RDL-FC76E2D041DBC392,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)c(O)c2)cc1,WFYFFUAKCDUSCQ-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,26;27,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_cBu;R_OH,[*:1]C1CCC1;[*:1]O,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,50465c76216f6a8bcef638cb5136ef63d5aa6e0b16f7f15e6aa21ce711fc2b68,2026-09-02T19:24:56.199851+00:00,203764,2,pass,unchanged,pass,499.724,4.4083,54.17,3,3,10,True,True,,,0,accepted,,2,5,0.3225806451612903,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)cc2)cc1,accepted,,,open_physchem_structural_filter_v1,d92427f281c4690cf9034ca006ecd000dadc0a5711555781c0279b1b88e8ac6a,1,True,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)c(O)c2)cc1,2026-09-02T18:21:11.149555+00:00,152.2308704853058,7015737e4d2abee1f9fb23a86f3220c507153ede2883d1ade7beb1d98740128a,"[195.4077777777778, 188.99869444444442, 160.56847222222223]",9,pass,0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)cc2)cc1,computational docking evidence; not biological activity,9fd77bcdd14402cc651e9cd96de7270ec5f62e45a6e7fd5dfa22eb9163b936c8,2026-09-02T18:18:38.937262+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2486a9a40c83b2c7e042301e3f48cd1ff153efa5a3d160fcc8ccfe2d5e751adc,False,-8.574,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/9f/9fd77bcdd14402cc651e9cd96de7270ec5f62e45a6e7fd5dfa22eb9163b936c8,0.6885245901639344,0.9508196721311475,0.8114754098360657,1.0,0.5,0.5,,unavailable_single_docking_protocol,0.8614754098360657,next expensive evidence priority; NOT biological hit ranking,1,True,1,workflow_bridge_cached_evidence,Vina utility=0.951; scaffold novelty=1.000; boundary=0.811; missing Open MM/GBSA,open_mmgbsa_7p3w_v2
ATP-RDL-C7B0FC4CAE17E985,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(C4CCC4)cc3nc2SCc2cccc(O)c2)cc1,ACEKYWUTYMSJSI-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,16;25,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_cBu;R_OH,[*:1]C1CCC1;[*:1]O,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,3d65ca358ec3f3a120835b1fd2bb6396ddbd03e38b45602672be1ea609ac33dd,2026-09-02T19:24:56.199851+00:00,143764,2,pass,unchanged,pass,499.724,4.4083,54.17,3,3,10,True,True,,,0,accepted,,2,5,0.3225806451612903,c1ccc(C[NH2+]Cc2cc3ccc(C4CCC4)cc3nc2SCc2ccccc2)cc1,accepted,,,open_physchem_structural_filter_v1,d92427f281c4690cf9034ca006ecd000dadc0a5711555781c0279b1b88e8ac6a,1,True,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(C4CCC4)cc3nc2SCc2cccc(O)c2)cc1,2026-09-03T07:29:19.154405+00:00,152.15703058242798,9d96fe035848080b0071115961769aa12dfa25225d4b2bda285843a8d1155f67,"[196.33927777777777, 190.0146388888889, 159.462]",9,pass,b0aae5110b067ab956faf0d4be5922cda97b659665f2eb42a4364472d4765d60,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccc(C4CCC4)cc3nc2SCc2ccccc2)cc1,computational docking evidence; not biological activity,3bf86b8cb03ee5c9c656bf8ced664e24b1ade21dd87bccd3a0f1477dcb4de0b1,2026-09-03T07:26:47.018477+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,e102aebaba84e63ba819b108d273a6181f515b6a070b079a332cbb1681cd66f5,False,-8.578,workspace_local/reference_workflow/vina_cache/3b/3bf86b8cb03ee5c9c656bf8ced664e24b1ade21dd87bccd3a0f1477dcb4de0b1,0.5909090909090909,0.9672131147540983,0.7909836065573772,1.0,0.5,0.5,,unavailable_single_docking_protocol,0.8541728763040239,next expensive evidence priority; NOT biological hit ranking,2,True,2,workflow_bridge_cached_evidence,Vina utility=0.967; scaffold novelty=1.000; boundary=0.791; missing Open MM/GBSA,open_mmgbsa_7p3w_v2
