feature,split_count,gain,feature_group
morgan1024_0537,0,0.0,preserved_v3_feature
morgan1024_0538,0,0.0,preserved_v3_feature
morgan1024_0539,0,0.0,preserved_v3_feature
morgan1024_0540,0,0.0,preserved_v3_feature
morgan1024_0541,0,0.0,preserved_v3_feature
morgan1024_0542,0,0.0,preserved_v3_feature
morgan1024_0544,0,0.0,preserved_v3_feature
morgan1024_0545,0,0.0,preserved_v3_feature
morgan1024_0546,0,0.0,preserved_v3_feature
morgan1024_0547,0,0.0,preserved_v3_feature
morgan1024_0548,0,0.0,preserved_v3_feature
morgan1024_0549,0,0.0,preserved_v3_feature
morgan1024_0550,0,0.0,preserved_v3_feature
morgan1024_0551,0,0.0,preserved_v3_feature
morgan1024_0552,0,0.0,preserved_v3_feature
morgan1024_0553,0,0.0,preserved_v3_feature
morgan1024_0554,0,0.0,preserved_v3_feature
morgan1024_0555,0,0.0,preserved_v3_feature
morgan1024_0556,0,0.0,preserved_v3_feature
morgan1024_0557,0,0.0,preserved_v3_feature
morgan1024_0558,0,0.0,preserved_v3_feature
morgan1024_0559,0,0.0,preserved_v3_feature
morgan1024_0560,0,0.0,preserved_v3_feature
morgan1024_0561,0,0.0,preserved_v3_feature
morgan1024_0562,0,0.0,preserved_v3_feature
morgan1024_0563,0,0.0,preserved_v3_feature
morgan1024_0564,0,0.0,preserved_v3_feature
morgan1024_0565,0,0.0,preserved_v3_feature
morgan1024_0566,0,0.0,preserved_v3_feature
morgan1024_0567,0,0.0,preserved_v3_feature
morgan1024_0568,0,0.0,preserved_v3_feature
morgan1024_0569,0,0.0,preserved_v3_feature
morgan1024_0570,0,0.0,preserved_v3_feature
morgan1024_0571,0,0.0,preserved_v3_feature
morgan1024_0572,0,0.0,preserved_v3_feature
morgan1024_0573,0,0.0,preserved_v3_feature
morgan1024_0574,0,0.0,preserved_v3_feature
morgan1024_0575,0,0.0,preserved_v3_feature
morgan1024_0576,0,0.0,preserved_v3_feature
morgan1024_0577,0,0.0,preserved_v3_feature
morgan1024_0578,0,0.0,preserved_v3_feature
morgan1024_0579,0,0.0,preserved_v3_feature
morgan1024_0580,0,0.0,preserved_v3_feature
morgan1024_0581,0,0.0,preserved_v3_feature
morgan1024_0582,0,0.0,preserved_v3_feature
morgan1024_0000,0,0.0,preserved_v3_feature
morgan1024_0584,0,0.0,preserved_v3_feature
morgan1024_0585,0,0.0,preserved_v3_feature
morgan1024_0586,0,0.0,preserved_v3_feature
morgan1024_0587,0,0.0,preserved_v3_feature
morgan1024_0588,0,0.0,preserved_v3_feature
morgan1024_0589,0,0.0,preserved_v3_feature
morgan1024_0590,0,0.0,preserved_v3_feature
morgan1024_0591,0,0.0,preserved_v3_feature
morgan1024_0592,0,0.0,preserved_v3_feature
morgan1024_0593,0,0.0,preserved_v3_feature
morgan1024_0594,0,0.0,preserved_v3_feature
morgan1024_0595,0,0.0,preserved_v3_feature
morgan1024_0596,0,0.0,preserved_v3_feature
morgan1024_0597,0,0.0,preserved_v3_feature
morgan1024_0598,0,0.0,preserved_v3_feature
morgan1024_0599,0,0.0,preserved_v3_feature
morgan1024_0600,0,0.0,preserved_v3_feature
morgan1024_0601,0,0.0,preserved_v3_feature
morgan1024_0602,0,0.0,preserved_v3_feature
morgan1024_0603,0,0.0,preserved_v3_feature
morgan1024_0604,0,0.0,preserved_v3_feature
morgan1024_0605,0,0.0,preserved_v3_feature
morgan1024_0606,0,0.0,preserved_v3_feature
morgan1024_0607,0,0.0,preserved_v3_feature
morgan1024_0608,0,0.0,preserved_v3_feature
morgan1024_0609,0,0.0,preserved_v3_feature
morgan1024_0610,0,0.0,preserved_v3_feature
morgan1024_0611,0,0.0,preserved_v3_feature
morgan1024_0612,0,0.0,preserved_v3_feature
morgan1024_0613,0,0.0,preserved_v3_feature
morgan1024_0614,0,0.0,preserved_v3_feature
morgan1024_0615,0,0.0,preserved_v3_feature
morgan1024_0616,0,0.0,preserved_v3_feature
morgan1024_0617,0,0.0,preserved_v3_feature
morgan1024_0618,0,0.0,preserved_v3_feature
morgan1024_0619,0,0.0,preserved_v3_feature
morgan1024_0620,0,0.0,preserved_v3_feature
morgan1024_0621,0,0.0,preserved_v3_feature
morgan1024_0622,0,0.0,preserved_v3_feature
morgan1024_0623,0,0.0,preserved_v3_feature
morgan1024_0624,0,0.0,preserved_v3_feature
morgan1024_0625,0,0.0,preserved_v3_feature
morgan1024_0626,0,0.0,preserved_v3_feature
morgan1024_0627,0,0.0,preserved_v3_feature
morgan1024_0628,0,0.0,preserved_v3_feature
morgan1024_0629,0,0.0,preserved_v3_feature
morgan1024_0630,0,0.0,preserved_v3_feature
morgan1024_0631,0,0.0,preserved_v3_feature
morgan1024_0632,0,0.0,preserved_v3_feature
morgan1024_0633,0,0.0,preserved_v3_feature
morgan1024_0634,0,0.0,preserved_v3_feature
morgan1024_0635,0,0.0,preserved_v3_feature
morgan1024_0636,0,0.0,preserved_v3_feature
morgan1024_0637,0,0.0,preserved_v3_feature
morgan1024_0638,0,0.0,preserved_v3_feature
morgan1024_0639,0,0.0,preserved_v3_feature
morgan1024_0640,0,0.0,preserved_v3_feature
morgan1024_0641,0,0.0,preserved_v3_feature
morgan1024_0642,0,0.0,preserved_v3_feature
morgan1024_0643,0,0.0,preserved_v3_feature
morgan1024_0644,0,0.0,preserved_v3_feature
morgan1024_0645,0,0.0,preserved_v3_feature
morgan1024_0646,0,0.0,preserved_v3_feature
morgan1024_0647,0,0.0,preserved_v3_feature
morgan1024_0648,0,0.0,preserved_v3_feature
morgan1024_0649,0,0.0,preserved_v3_feature
morgan1024_0001,0,0.0,preserved_v3_feature
morgan1024_0651,0,0.0,preserved_v3_feature
morgan1024_0652,0,0.0,preserved_v3_feature
morgan1024_0653,0,0.0,preserved_v3_feature
morgan1024_0654,0,0.0,preserved_v3_feature
morgan1024_0655,0,0.0,preserved_v3_feature
morgan1024_0656,0,0.0,preserved_v3_feature
morgan1024_0657,0,0.0,preserved_v3_feature
morgan1024_0658,0,0.0,preserved_v3_feature
morgan1024_0659,0,0.0,preserved_v3_feature
morgan1024_0660,0,0.0,preserved_v3_feature
morgan1024_0661,0,0.0,preserved_v3_feature
morgan1024_0662,0,0.0,preserved_v3_feature
morgan1024_0663,0,0.0,preserved_v3_feature
morgan1024_0664,0,0.0,preserved_v3_feature
morgan1024_0665,0,0.0,preserved_v3_feature
morgan1024_0666,0,0.0,preserved_v3_feature
morgan1024_0667,0,0.0,preserved_v3_feature
morgan1024_0668,0,0.0,preserved_v3_feature
morgan1024_0669,0,0.0,preserved_v3_feature
morgan1024_0670,0,0.0,preserved_v3_feature
morgan1024_0671,0,0.0,preserved_v3_feature
morgan1024_0672,0,0.0,preserved_v3_feature
morgan1024_0673,0,0.0,preserved_v3_feature
morgan1024_0674,0,0.0,preserved_v3_feature
morgan1024_0002,0,0.0,preserved_v3_feature
morgan1024_0676,0,0.0,preserved_v3_feature
morgan1024_0677,0,0.0,preserved_v3_feature
morgan1024_0678,0,0.0,preserved_v3_feature
morgan1024_0679,0,0.0,preserved_v3_feature
morgan1024_0680,0,0.0,preserved_v3_feature
morgan1024_0681,0,0.0,preserved_v3_feature
morgan1024_0682,0,0.0,preserved_v3_feature
morgan1024_0683,0,0.0,preserved_v3_feature
morgan1024_0684,0,0.0,preserved_v3_feature
morgan1024_0685,0,0.0,preserved_v3_feature
morgan1024_0686,0,0.0,preserved_v3_feature
morgan1024_0687,0,0.0,preserved_v3_feature
morgan1024_0688,0,0.0,preserved_v3_feature
morgan1024_0689,0,0.0,preserved_v3_feature
morgan1024_0690,0,0.0,preserved_v3_feature
morgan1024_0691,0,0.0,preserved_v3_feature
morgan1024_0692,0,0.0,preserved_v3_feature
morgan1024_0693,0,0.0,preserved_v3_feature
morgan1024_0694,0,0.0,preserved_v3_feature
morgan1024_0695,0,0.0,preserved_v3_feature
morgan1024_0696,0,0.0,preserved_v3_feature
morgan1024_0697,0,0.0,preserved_v3_feature
morgan1024_0698,0,0.0,preserved_v3_feature
morgan1024_0699,0,0.0,preserved_v3_feature
morgan1024_0700,0,0.0,preserved_v3_feature
morgan1024_0701,0,0.0,preserved_v3_feature
morgan1024_0702,0,0.0,preserved_v3_feature
morgan1024_0703,0,0.0,preserved_v3_feature
morgan1024_0704,0,0.0,preserved_v3_feature
morgan1024_0705,0,0.0,preserved_v3_feature
morgan1024_0706,0,0.0,preserved_v3_feature
morgan1024_0707,0,0.0,preserved_v3_feature
morgan1024_0708,0,0.0,preserved_v3_feature
morgan1024_0709,0,0.0,preserved_v3_feature
morgan1024_0710,0,0.0,preserved_v3_feature
morgan1024_0711,0,0.0,preserved_v3_feature
morgan1024_0712,0,0.0,preserved_v3_feature
morgan1024_0713,0,0.0,preserved_v3_feature
morgan1024_0714,0,0.0,preserved_v3_feature
morgan1024_0715,0,0.0,preserved_v3_feature
morgan1024_0716,0,0.0,preserved_v3_feature
morgan1024_0717,0,0.0,preserved_v3_feature
morgan1024_0718,0,0.0,preserved_v3_feature
morgan1024_0719,0,0.0,preserved_v3_feature
morgan1024_0720,0,0.0,preserved_v3_feature
morgan1024_0721,0,0.0,preserved_v3_feature
morgan1024_0722,0,0.0,preserved_v3_feature
morgan1024_0723,0,0.0,preserved_v3_feature
morgan1024_0724,0,0.0,preserved_v3_feature
morgan1024_0725,0,0.0,preserved_v3_feature
morgan1024_0726,0,0.0,preserved_v3_feature
morgan1024_0727,0,0.0,preserved_v3_feature
morgan1024_0728,0,0.0,preserved_v3_feature
morgan1024_0729,0,0.0,preserved_v3_feature
morgan1024_0730,0,0.0,preserved_v3_feature
morgan1024_0731,0,0.0,preserved_v3_feature
morgan1024_0732,0,0.0,preserved_v3_feature
morgan1024_0733,0,0.0,preserved_v3_feature
morgan1024_0734,0,0.0,preserved_v3_feature
morgan1024_0735,0,0.0,preserved_v3_feature
morgan1024_0736,0,0.0,preserved_v3_feature
morgan1024_0737,0,0.0,preserved_v3_feature
morgan1024_0738,0,0.0,preserved_v3_feature
morgan1024_0739,0,0.0,preserved_v3_feature
morgan1024_0740,0,0.0,preserved_v3_feature
morgan1024_0741,0,0.0,preserved_v3_feature
morgan1024_0742,0,0.0,preserved_v3_feature
morgan1024_0743,0,0.0,preserved_v3_feature
morgan1024_0744,0,0.0,preserved_v3_feature
morgan1024_0745,0,0.0,preserved_v3_feature
morgan1024_0746,0,0.0,preserved_v3_feature
morgan1024_0747,0,0.0,preserved_v3_feature
morgan1024_0748,0,0.0,preserved_v3_feature
morgan1024_0749,0,0.0,preserved_v3_feature
morgan1024_0750,0,0.0,preserved_v3_feature
morgan1024_0751,0,0.0,preserved_v3_feature
morgan1024_0752,0,0.0,preserved_v3_feature
morgan1024_0753,0,0.0,preserved_v3_feature
morgan1024_0754,0,0.0,preserved_v3_feature
morgan1024_0755,0,0.0,preserved_v3_feature
morgan1024_0756,0,0.0,preserved_v3_feature
morgan1024_0757,0,0.0,preserved_v3_feature
morgan1024_0758,0,0.0,preserved_v3_feature
morgan1024_0759,0,0.0,preserved_v3_feature
morgan1024_0760,0,0.0,preserved_v3_feature
morgan1024_0761,0,0.0,preserved_v3_feature
morgan1024_0762,0,0.0,preserved_v3_feature
morgan1024_0763,0,0.0,preserved_v3_feature
morgan1024_0764,0,0.0,preserved_v3_feature
morgan1024_0765,0,0.0,preserved_v3_feature
morgan1024_0766,0,0.0,preserved_v3_feature
morgan1024_0767,0,0.0,preserved_v3_feature
morgan1024_0768,0,0.0,preserved_v3_feature
morgan1024_0769,0,0.0,preserved_v3_feature
morgan1024_0770,0,0.0,preserved_v3_feature
morgan1024_0771,0,0.0,preserved_v3_feature
morgan1024_0772,0,0.0,preserved_v3_feature
morgan1024_0773,0,0.0,preserved_v3_feature
morgan1024_0003,0,0.0,preserved_v3_feature
morgan1024_0775,0,0.0,preserved_v3_feature
morgan1024_0776,0,0.0,preserved_v3_feature
morgan1024_0777,0,0.0,preserved_v3_feature
morgan1024_0778,0,0.0,preserved_v3_feature
morgan1024_0779,0,0.0,preserved_v3_feature
morgan1024_0780,0,0.0,preserved_v3_feature
morgan1024_0781,0,0.0,preserved_v3_feature
morgan1024_0782,0,0.0,preserved_v3_feature
morgan1024_0783,0,0.0,preserved_v3_feature
morgan1024_0784,0,0.0,preserved_v3_feature
morgan1024_0785,0,0.0,preserved_v3_feature
morgan1024_0786,0,0.0,preserved_v3_feature
morgan1024_0787,0,0.0,preserved_v3_feature
morgan1024_0788,0,0.0,preserved_v3_feature
morgan1024_0789,0,0.0,preserved_v3_feature
morgan1024_0004,0,0.0,preserved_v3_feature
morgan1024_0791,0,0.0,preserved_v3_feature
morgan1024_0792,0,0.0,preserved_v3_feature
morgan1024_0793,0,0.0,preserved_v3_feature
morgan1024_0794,0,0.0,preserved_v3_feature
morgan1024_0795,0,0.0,preserved_v3_feature
morgan1024_0796,0,0.0,preserved_v3_feature
morgan1024_0797,0,0.0,preserved_v3_feature
morgan1024_0798,0,0.0,preserved_v3_feature
morgan1024_0799,0,0.0,preserved_v3_feature
morgan1024_0800,0,0.0,preserved_v3_feature
morgan1024_0801,0,0.0,preserved_v3_feature
morgan1024_0802,0,0.0,preserved_v3_feature
morgan1024_0803,0,0.0,preserved_v3_feature
morgan1024_0804,0,0.0,preserved_v3_feature
morgan1024_0805,0,0.0,preserved_v3_feature
morgan1024_0806,0,0.0,preserved_v3_feature
morgan1024_0807,0,0.0,preserved_v3_feature
morgan1024_0808,0,0.0,preserved_v3_feature
morgan1024_0809,0,0.0,preserved_v3_feature
morgan1024_0810,0,0.0,preserved_v3_feature
morgan1024_0811,0,0.0,preserved_v3_feature
morgan1024_0812,0,0.0,preserved_v3_feature
morgan1024_0813,0,0.0,preserved_v3_feature
morgan1024_0814,0,0.0,preserved_v3_feature
morgan1024_0815,0,0.0,preserved_v3_feature
morgan1024_0816,0,0.0,preserved_v3_feature
morgan1024_0817,0,0.0,preserved_v3_feature
morgan1024_0818,0,0.0,preserved_v3_feature
morgan1024_0819,0,0.0,preserved_v3_feature
morgan1024_0820,0,0.0,preserved_v3_feature
morgan1024_0821,0,0.0,preserved_v3_feature
morgan1024_0822,0,0.0,preserved_v3_feature
morgan1024_0823,0,0.0,preserved_v3_feature
morgan1024_0824,0,0.0,preserved_v3_feature
morgan1024_0825,0,0.0,preserved_v3_feature
morgan1024_0826,0,0.0,preserved_v3_feature
morgan1024_0827,0,0.0,preserved_v3_feature
morgan1024_0828,0,0.0,preserved_v3_feature
morgan1024_0829,0,0.0,preserved_v3_feature
morgan1024_0830,0,0.0,preserved_v3_feature
morgan1024_0831,0,0.0,preserved_v3_feature
morgan1024_0832,0,0.0,preserved_v3_feature
morgan1024_0833,0,0.0,preserved_v3_feature
morgan1024_0834,0,0.0,preserved_v3_feature
morgan1024_0835,0,0.0,preserved_v3_feature
morgan1024_0836,0,0.0,preserved_v3_feature
morgan1024_0837,0,0.0,preserved_v3_feature
morgan1024_0838,0,0.0,preserved_v3_feature
morgan1024_0839,0,0.0,preserved_v3_feature
morgan1024_0840,0,0.0,preserved_v3_feature
morgan1024_0841,0,0.0,preserved_v3_feature
morgan1024_0842,0,0.0,preserved_v3_feature
morgan1024_0843,0,0.0,preserved_v3_feature
morgan1024_0844,0,0.0,preserved_v3_feature
morgan1024_0845,0,0.0,preserved_v3_feature
morgan1024_0005,0,0.0,preserved_v3_feature
morgan1024_0847,0,0.0,preserved_v3_feature
morgan1024_0848,0,0.0,preserved_v3_feature
morgan1024_0849,0,0.0,preserved_v3_feature
morgan1024_0850,0,0.0,preserved_v3_feature
morgan1024_0851,0,0.0,preserved_v3_feature
morgan1024_0852,0,0.0,preserved_v3_feature
morgan1024_0853,0,0.0,preserved_v3_feature
morgan1024_0854,0,0.0,preserved_v3_feature
morgan1024_0855,0,0.0,preserved_v3_feature
morgan1024_0856,0,0.0,preserved_v3_feature
morgan1024_0857,0,0.0,preserved_v3_feature
morgan1024_0858,0,0.0,preserved_v3_feature
morgan1024_0859,0,0.0,preserved_v3_feature
morgan1024_0860,0,0.0,preserved_v3_feature
morgan1024_0861,0,0.0,preserved_v3_feature
morgan1024_0862,0,0.0,preserved_v3_feature
morgan1024_0863,0,0.0,preserved_v3_feature
morgan1024_0864,0,0.0,preserved_v3_feature
morgan1024_0865,0,0.0,preserved_v3_feature
morgan1024_0866,0,0.0,preserved_v3_feature
morgan1024_0867,0,0.0,preserved_v3_feature
morgan1024_0868,0,0.0,preserved_v3_feature
morgan1024_0869,0,0.0,preserved_v3_feature
morgan1024_0870,0,0.0,preserved_v3_feature
morgan1024_0871,0,0.0,preserved_v3_feature
morgan1024_0872,0,0.0,preserved_v3_feature
morgan1024_0873,0,0.0,preserved_v3_feature
morgan1024_0874,0,0.0,preserved_v3_feature
morgan1024_0875,0,0.0,preserved_v3_feature
morgan1024_0876,0,0.0,preserved_v3_feature
morgan1024_0877,0,0.0,preserved_v3_feature
morgan1024_0878,0,0.0,preserved_v3_feature
morgan1024_0879,0,0.0,preserved_v3_feature
morgan1024_0880,0,0.0,preserved_v3_feature
morgan1024_0881,0,0.0,preserved_v3_feature
morgan1024_0882,0,0.0,preserved_v3_feature
morgan1024_0883,0,0.0,preserved_v3_feature
morgan1024_0884,0,0.0,preserved_v3_feature
morgan1024_0885,0,0.0,preserved_v3_feature
morgan1024_0886,0,0.0,preserved_v3_feature
morgan1024_0887,0,0.0,preserved_v3_feature
morgan1024_0888,0,0.0,preserved_v3_feature
morgan1024_0889,0,0.0,preserved_v3_feature
morgan1024_0890,0,0.0,preserved_v3_feature
morgan1024_0891,0,0.0,preserved_v3_feature
morgan1024_0892,0,0.0,preserved_v3_feature
morgan1024_0893,0,0.0,preserved_v3_feature
morgan1024_0894,0,0.0,preserved_v3_feature
morgan1024_0895,0,0.0,preserved_v3_feature
morgan1024_0896,0,0.0,preserved_v3_feature
morgan1024_0897,0,0.0,preserved_v3_feature
morgan1024_0898,0,0.0,preserved_v3_feature
morgan1024_0899,0,0.0,preserved_v3_feature
morgan1024_0900,0,0.0,preserved_v3_feature
morgan1024_0901,0,0.0,preserved_v3_feature
morgan1024_0902,0,0.0,preserved_v3_feature
morgan1024_0903,0,0.0,preserved_v3_feature
morgan1024_0904,0,0.0,preserved_v3_feature
morgan1024_0905,0,0.0,preserved_v3_feature
morgan1024_0906,0,0.0,preserved_v3_feature
morgan1024_0907,0,0.0,preserved_v3_feature
morgan1024_0908,0,0.0,preserved_v3_feature
morgan1024_0909,0,0.0,preserved_v3_feature
morgan1024_0910,0,0.0,preserved_v3_feature
morgan1024_0911,0,0.0,preserved_v3_feature
morgan1024_0912,0,0.0,preserved_v3_feature
morgan1024_0913,0,0.0,preserved_v3_feature
morgan1024_0914,0,0.0,preserved_v3_feature
morgan1024_0915,0,0.0,preserved_v3_feature
morgan1024_0916,0,0.0,preserved_v3_feature
morgan1024_0917,0,0.0,preserved_v3_feature
morgan1024_0918,0,0.0,preserved_v3_feature
morgan1024_0919,0,0.0,preserved_v3_feature
morgan1024_0920,0,0.0,preserved_v3_feature
morgan1024_0921,0,0.0,preserved_v3_feature
morgan1024_0922,0,0.0,preserved_v3_feature
morgan1024_0923,0,0.0,preserved_v3_feature
morgan1024_0924,0,0.0,preserved_v3_feature
morgan1024_0925,0,0.0,preserved_v3_feature
morgan1024_0926,0,0.0,preserved_v3_feature
morgan1024_0006,0,0.0,preserved_v3_feature
morgan1024_0928,0,0.0,preserved_v3_feature
morgan1024_0929,0,0.0,preserved_v3_feature
morgan1024_0930,0,0.0,preserved_v3_feature
morgan1024_0931,0,0.0,preserved_v3_feature
morgan1024_0932,0,0.0,preserved_v3_feature
morgan1024_0933,0,0.0,preserved_v3_feature
morgan1024_0934,0,0.0,preserved_v3_feature
morgan1024_0935,0,0.0,preserved_v3_feature
morgan1024_0936,0,0.0,preserved_v3_feature
morgan1024_0937,0,0.0,preserved_v3_feature
morgan1024_0938,0,0.0,preserved_v3_feature
morgan1024_0939,0,0.0,preserved_v3_feature
morgan1024_0940,0,0.0,preserved_v3_feature
morgan1024_0941,0,0.0,preserved_v3_feature
morgan1024_0942,0,0.0,preserved_v3_feature
morgan1024_0943,0,0.0,preserved_v3_feature
morgan1024_0944,0,0.0,preserved_v3_feature
morgan1024_0945,0,0.0,preserved_v3_feature
morgan1024_0946,0,0.0,preserved_v3_feature
morgan1024_0947,0,0.0,preserved_v3_feature
morgan1024_0948,0,0.0,preserved_v3_feature
morgan1024_0949,0,0.0,preserved_v3_feature
morgan1024_0950,0,0.0,preserved_v3_feature
morgan1024_0951,0,0.0,preserved_v3_feature
morgan1024_0952,0,0.0,preserved_v3_feature
morgan1024_0953,0,0.0,preserved_v3_feature
morgan1024_0954,0,0.0,preserved_v3_feature
morgan1024_0955,0,0.0,preserved_v3_feature
morgan1024_0956,0,0.0,preserved_v3_feature
morgan1024_0957,0,0.0,preserved_v3_feature
morgan1024_0958,0,0.0,preserved_v3_feature
morgan1024_0959,0,0.0,preserved_v3_feature
morgan1024_0960,0,0.0,preserved_v3_feature
morgan1024_0961,0,0.0,preserved_v3_feature
morgan1024_0962,0,0.0,preserved_v3_feature
morgan1024_0963,0,0.0,preserved_v3_feature
morgan1024_0964,0,0.0,preserved_v3_feature
morgan1024_0965,0,0.0,preserved_v3_feature
morgan1024_0966,0,0.0,preserved_v3_feature
morgan1024_0967,0,0.0,preserved_v3_feature
morgan1024_0968,0,0.0,preserved_v3_feature
morgan1024_0969,0,0.0,preserved_v3_feature
morgan1024_0970,0,0.0,preserved_v3_feature
morgan1024_0971,0,0.0,preserved_v3_feature
morgan1024_0972,0,0.0,preserved_v3_feature
morgan1024_0973,0,0.0,preserved_v3_feature
morgan1024_0974,0,0.0,preserved_v3_feature
morgan1024_0975,0,0.0,preserved_v3_feature
morgan1024_0976,0,0.0,preserved_v3_feature
morgan1024_0977,0,0.0,preserved_v3_feature
morgan1024_0978,0,0.0,preserved_v3_feature
morgan1024_0979,0,0.0,preserved_v3_feature
morgan1024_0007,0,0.0,preserved_v3_feature
morgan1024_0981,0,0.0,preserved_v3_feature
morgan1024_0982,0,0.0,preserved_v3_feature
morgan1024_0983,0,0.0,preserved_v3_feature
morgan1024_0984,0,0.0,preserved_v3_feature
morgan1024_0985,0,0.0,preserved_v3_feature
morgan1024_0986,0,0.0,preserved_v3_feature
morgan1024_0987,0,0.0,preserved_v3_feature
morgan1024_0988,0,0.0,preserved_v3_feature
morgan1024_0989,0,0.0,preserved_v3_feature
morgan1024_0990,0,0.0,preserved_v3_feature
morgan1024_0991,0,0.0,preserved_v3_feature
morgan1024_0992,0,0.0,preserved_v3_feature
morgan1024_0993,0,0.0,preserved_v3_feature
morgan1024_0994,0,0.0,preserved_v3_feature
morgan1024_0995,0,0.0,preserved_v3_feature
morgan1024_0996,0,0.0,preserved_v3_feature
morgan1024_0997,0,0.0,preserved_v3_feature
morgan1024_0998,0,0.0,preserved_v3_feature
morgan1024_0999,0,0.0,preserved_v3_feature
morgan1024_1000,0,0.0,preserved_v3_feature
morgan1024_1001,0,0.0,preserved_v3_feature
morgan1024_1002,0,0.0,preserved_v3_feature
morgan1024_1003,0,0.0,preserved_v3_feature
morgan1024_1004,0,0.0,preserved_v3_feature
morgan1024_1005,0,0.0,preserved_v3_feature
morgan1024_1006,0,0.0,preserved_v3_feature
morgan1024_1007,0,0.0,preserved_v3_feature
morgan1024_1008,0,0.0,preserved_v3_feature
morgan1024_1009,0,0.0,preserved_v3_feature
morgan1024_1010,0,0.0,preserved_v3_feature
morgan1024_1011,0,0.0,preserved_v3_feature
morgan1024_1012,0,0.0,preserved_v3_feature
morgan1024_1013,0,0.0,preserved_v3_feature
morgan1024_1014,0,0.0,preserved_v3_feature
morgan1024_1015,0,0.0,preserved_v3_feature
morgan1024_1016,0,0.0,preserved_v3_feature
morgan1024_1017,0,0.0,preserved_v3_feature
morgan1024_1018,0,0.0,preserved_v3_feature
morgan1024_0008,0,0.0,preserved_v3_feature
morgan1024_1020,0,0.0,preserved_v3_feature
morgan1024_1021,0,0.0,preserved_v3_feature
morgan1024_1022,0,0.0,preserved_v3_feature
morgan1024_1023,0,0.0,preserved_v3_feature
morgan1024_0009,0,0.0,preserved_v3_feature
morgan1024_0010,0,0.0,preserved_v3_feature
desc_logp,0,0.0,preserved_v3_feature
morgan1024_0011,0,0.0,preserved_v3_feature
desc_hbd,0,0.0,preserved_v3_feature
admet_sr_minus_are,0,0.0,preserved_v3_feature
desc_rotatable_bonds,0,0.0,preserved_v3_feature
desc_aromatic_ring_count,0,0.0,preserved_v3_feature
desc_aliphatic_ring_count,0,0.0,preserved_v3_feature
desc_saturated_ring_count,0,0.0,preserved_v3_feature
desc_ring_count,0,0.0,preserved_v3_feature
admet_sr_minus_hse,0,0.0,preserved_v3_feature
admet_sr_minus_mmp,0,0.0,preserved_v3_feature
desc_fraction_csp3,0,0.0,preserved_v3_feature
desc_formal_charge,0,0.0,preserved_v3_feature
admet_sr_minus_p53,0,0.0,preserved_v3_feature
admet_endpoint_sum,0,0.0,preserved_v3_feature
prior_task_a_ab_mic_log10_ug_ml,0,0.0,preserved_v3_feature
release_prior_asy_4f7a87e5bfe2,0,0.0,new_release_knowledge
release_prior_asy_55188c1cb354,0,0.0,new_release_knowledge
release_prior_asy_72ab0153c0c5,0,0.0,new_release_knowledge
release_prior_asy_e0b3632b492e,0,0.0,new_release_knowledge
admet_eye_irritation,0,0.0,preserved_v3_feature
glide_eff_state_penalty,0,0.0,preserved_v3_feature
morgan1024_0029,0,0.0,preserved_v3_feature
morgan1024_0030,0,0.0,preserved_v3_feature
morgan1024_0031,0,0.0,preserved_v3_feature
quickprop_nando,0,0.0,preserved_v3_feature
morgan1024_0032,0,0.0,preserved_v3_feature
morgan1024_0034,0,0.0,preserved_v3_feature
morgan1024_0035,0,0.0,preserved_v3_feature
morgan1024_0036,0,0.0,preserved_v3_feature
quickprop_noncon,0,0.0,preserved_v3_feature
morgan1024_0037,0,0.0,preserved_v3_feature
quickprop_rotor,0,0.0,preserved_v3_feature
quickprop_stars,0,0.0,preserved_v3_feature
quickprop_cns,0,0.0,preserved_v3_feature
morgan1024_0038,0,0.0,preserved_v3_feature
morgan1024_0039,0,0.0,preserved_v3_feature
morgan1024_0040,0,0.0,preserved_v3_feature
morgan1024_0041,0,0.0,preserved_v3_feature
morgan1024_0042,0,0.0,preserved_v3_feature
morgan1024_0043,0,0.0,preserved_v3_feature
morgan1024_0044,0,0.0,preserved_v3_feature
morgan1024_0045,0,0.0,preserved_v3_feature
morgan1024_0046,0,0.0,preserved_v3_feature
morgan1024_0047,0,0.0,preserved_v3_feature
morgan1024_0048,0,0.0,preserved_v3_feature
morgan1024_0049,0,0.0,preserved_v3_feature
quickprop_qppcaco,0,0.0,preserved_v3_feature
morgan1024_0050,0,0.0,preserved_v3_feature
quickprop_qplogbb,0,0.0,preserved_v3_feature
morgan1024_0051,0,0.0,preserved_v3_feature
morgan1024_0052,0,0.0,preserved_v3_feature
morgan1024_0053,0,0.0,preserved_v3_feature
morgan1024_0054,0,0.0,preserved_v3_feature
morgan1024_0055,0,0.0,preserved_v3_feature
morgan1024_0056,0,0.0,preserved_v3_feature
morgan1024_0057,0,0.0,preserved_v3_feature
quickprop_qplogs,0,0.0,preserved_v3_feature
morgan1024_0058,0,0.0,preserved_v3_feature
morgan1024_0059,0,0.0,preserved_v3_feature
quickprop_wpsa,0,0.0,preserved_v3_feature
morgan1024_0060,0,0.0,preserved_v3_feature
morgan1024_0061,0,0.0,preserved_v3_feature
morgan1024_0062,0,0.0,preserved_v3_feature
quickprop_donorhb,0,0.0,preserved_v3_feature
quickprop_glob,0,0.0,preserved_v3_feature
morgan1024_0064,0,0.0,preserved_v3_feature
morgan1024_0065,0,0.0,preserved_v3_feature
