compound_id,historical_alias,SMILES,docking_score,mmgbsa_score,docking_features,quickprop_features,admet_features
ATP-HTVS-F7676420B267,82209,O=C(CCc1ccc(S)cc1)Nc1c[nH+]c2ccccc2c1NCc1ccc(NCCO)cc1,-3.88893989519298,unknown,"{""glide_ecoul"": -11.1972465515137, ""glide_eff_state_penalty"": 1.0583, ""glide_einternal"": 6.36292791366577, ""glide_emodel"": -63.8539482008089, ""glide_energy"": -48.2772560119629, ""glide_evdw"": -37.0800094604492, ""glide_gscore"": -4.94723989519298, ""glide_ligand_efficiency"": -0.114380585152735, ""glide_ligand_efficiency_ln"": -0.859175903917368, ""glide_ligand_efficiency_sa"": -0.370548693062261}","{""quickprop_accpthb"": 7.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0236666, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -6.743, ""quickprop_cns"": -2.0, ""quickprop_dip_2_v"": 0.0327305, ""quickprop_dipole"": 6.758, ""quickprop_donorhb"": 4.8, ""quickprop_ea_ev"": 0.981, ""quickprop_fisa"": 133.654, ""quickprop_fosa"": 105.133, ""quickprop_glob"": 0.8471769, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.503, ""quickprop_jm"": 0.687458605351607, ""quickprop_metab"": 10.0, ""quickprop_mol_mw"": 472.604, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 34.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 410.746, ""quickprop_psa"": 91.408, ""quickprop_qplogbb"": -1.246, ""quickprop_qplogherg"": -5.964, ""quickprop_qplogkhsa"": 0.239, ""quickprop_qplogkp"": -1.384, ""quickprop_qplogpc16"": 16.477, ""quickprop_qplogpo_w"": 4.056, ""quickprop_qplogpoct"": 27.358, ""quickprop_qplogpw"": 17.127, ""quickprop_qplogs"": -4.454, ""quickprop_qppcaco"": 535.135, ""quickprop_qppmdck"": 559.117, ""quickprop_qppolrz"": 45.905, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 12.0, ""quickprop_rtvfg"": 1.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 712.814, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1395.333, ""quickprop_wpsa"": 63.281}",{}
ATP-HTVS-F79E64AB5B06,93986,N#CN(c1ccccc1)c1cc2ccccc2nc1NC(=O)c1cccc(F)c1,-3.33716751499667,unknown,"{""glide_ecoul"": -2.26857948303223, ""glide_eff_state_penalty"": 0.0, ""glide_einternal"": 3.43248295783997, ""glide_emodel"": -41.4416087694916, ""glide_energy"": -35.3752956390381, ""glide_evdw"": -33.1067161560059, ""glide_gscore"": -3.33716751499667, ""glide_ligand_efficiency"": -0.115074741896437, ""glide_ligand_efficiency_ln"": -0.764126737667553, ""glide_ligand_efficiency_sa"": -0.353546065343048}","{""quickprop_accpthb"": 5.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0081762, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -6.108, ""quickprop_cns"": 0.0, ""quickprop_dip_2_v"": 0.0248701, ""quickprop_dipole"": 5.441, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 1.335, ""quickprop_fisa"": 105.087, ""quickprop_fosa"": 0.0, ""quickprop_glob"": 0.8075903, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 8.922, ""quickprop_jm"": 0.035449327861237, ""quickprop_metab"": 1.0, ""quickprop_mol_mw"": 382.396, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 520.699, ""quickprop_psa"": 72.232, ""quickprop_qplogbb"": -0.697, ""quickprop_qplogherg"": -7.129, ""quickprop_qplogkhsa"": 0.561, ""quickprop_qplogkp"": -1.142, ""quickprop_qplogpc16"": 13.623, ""quickprop_qplogpo_w"": 4.508, ""quickprop_qplogpoct"": 19.557, ""quickprop_qplogpw"": 11.39, ""quickprop_qplogs"": -5.891, ""quickprop_qppcaco"": 998.524, ""quickprop_qppmdck"": 892.447, ""quickprop_qppolrz"": 43.255, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 5.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 46.901, ""quickprop_sasa"": 672.688, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1190.582, ""quickprop_wpsa"": 46.901}",{}
ATP-HTVS-F7B411FBCEC8,33283,O=C1CN(Cc2cc(Br)cc(Br)c2)[C@@H](c2ccccc2)c2ccccc2N1,-1.20724597120847,unknown,"{""glide_ecoul"": -1.20938789844513, ""glide_eff_state_penalty"": 0.0088, ""glide_einternal"": 6.48097276687622, ""glide_emodel"": -34.9941157494444, ""glide_energy"": -35.5260192155838, ""glide_evdw"": -34.3166313171387, ""glide_gscore"": -1.21604597120847, ""glide_ligand_efficiency"": -0.0447128137484619, ""glide_ligand_efficiency_ln"": -0.281026959091992, ""glide_ligand_efficiency_sa"": -0.13413844109802}","{""quickprop_accpthb"": 4.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0069038, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -7.233, ""quickprop_cns"": 2.0, ""quickprop_dip_2_v"": 0.0167446, ""quickprop_dipole"": 4.435, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.678, ""quickprop_fisa"": 61.326, ""quickprop_fosa"": 43.022, ""quickprop_glob"": 0.8260666, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 9.523, ""quickprop_jm"": 0.0008308388995861, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 486.205, ""quickprop_nando"": 3.0, ""quickprop_noncon"": 2.0, ""quickprop_nonhatm"": 27.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 392.763, ""quickprop_psa"": 40.694, ""quickprop_qplogbb"": 0.622, ""quickprop_qplogherg"": -6.946, ""quickprop_qplogkhsa"": 0.854, ""quickprop_qplogkp"": -3.137, ""quickprop_qplogpc16"": 13.648, ""quickprop_qplogpo_w"": 4.873, ""quickprop_qplogpoct"": 19.212, ""quickprop_qplogpw"": 9.887, ""quickprop_qplogs"": -5.631, ""quickprop_qppcaco"": 647.513, ""quickprop_qppmdck"": 2408.034, ""quickprop_qppolrz"": 43.328, ""quickprop_ringatoms"": 23.0, ""quickprop_rotor"": 2.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 651.812, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1174.784, ""quickprop_wpsa"": 154.701}",{}
ATP-HTVS-F7CD2DD67DA6,82467,C[NH+](C)Cc1ccc(CNc2c(NC(=O)CCc3ccc4c(c3)OCO4)c[nH+]c3ccccc23)cc1,-5.07414639241721,unknown,"{""glide_ecoul"": -9.29533863067627, ""glide_eff_state_penalty"": 0.0631, ""glide_einternal"": 4.88536977767944, ""glide_emodel"": -64.2839050834701, ""glide_energy"": -45.6991701126099, ""glide_evdw"": -36.4038314819336, ""glide_gscore"": -5.13724639241721, ""glide_ligand_efficiency"": -0.140948510900478, ""glide_ligand_efficiency_ln"": -1.10704165523233, ""glide_ligand_efficiency_sa"": -0.465401728277484}","{""quickprop_accpthb"": 8.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0136395, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -6.159, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0498553, ""quickprop_dipole"": 8.731, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 1.02, ""quickprop_fisa"": 60.756, ""quickprop_fosa"": 341.79, ""quickprop_glob"": 0.7738357, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 25.0, ""quickprop_ip_ev"": 8.555, ""quickprop_jm"": 0.005336077042017, ""quickprop_metab"": 8.0, ""quickprop_mol_mw"": 482.581, ""quickprop_nando"": 7.0, ""quickprop_noncon"": 1.0, ""quickprop_nonhatm"": 36.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 426.935, ""quickprop_psa"": 79.753, ""quickprop_qplogbb"": -0.257, ""quickprop_qplogherg"": -7.954, ""quickprop_qplogkhsa"": 0.757, ""quickprop_qplogkp"": -2.334, ""quickprop_qplogpc16"": 16.486, ""quickprop_qplogpo_w"": 4.933, ""quickprop_qplogpoct"": 25.447, ""quickprop_qplogpw"": 13.857, ""quickprop_qplogs"": -5.623, ""quickprop_qppcaco"": 655.614, ""quickprop_qppmdck"": 346.775, ""quickprop_qppolrz"": 53.339, ""quickprop_ringatoms"": 25.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 1.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 829.481, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1529.097, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-F7D4BFA34903,39425,C[NH+](C)Cc1ccc(CC[NH2+]Cc2cn(CCC#N)nc2-c2ccc(Cl)cc2)cc1,-4.96526412391853,unknown,"{""glide_ecoul"": -12.5146675109863, ""glide_eff_state_penalty"": 0.052, ""glide_einternal"": 1.9031742811203, ""glide_emodel"": -64.1778807914821, ""glide_energy"": -43.7601165771484, ""glide_evdw"": -31.2454490661621, ""glide_gscore"": -5.01726412391853, ""glide_ligand_efficiency"": -0.165508804130618, ""glide_ligand_efficiency_ln"": -1.12816210984006, ""glide_ligand_efficiency_sa"": -0.514274335633156}","{""quickprop_accpthb"": 6.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0086434, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -5.114, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0218465, ""quickprop_dipole"": 5.513, ""quickprop_donorhb"": 1.0, ""quickprop_ea_ev"": 0.26, ""quickprop_fisa"": 102.498, ""quickprop_fosa"": 343.676, ""quickprop_glob"": 0.8015212, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 9.018, ""quickprop_jm"": 1.71119656737e-05, ""quickprop_metab"": 6.0, ""quickprop_mol_mw"": 421.972, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 30.0, ""quickprop_percenthumanoralabsorption"": 83.087, ""quickprop_pisa"": 250.562, ""quickprop_psa"": 60.071, ""quickprop_qplogbb"": -0.17, ""quickprop_qplogherg"": -7.391, ""quickprop_qplogkhsa"": 0.684, ""quickprop_qplogkp"": -5.691, ""quickprop_qplogpc16"": 14.288, ""quickprop_qplogpo_w"": 4.032, ""quickprop_qplogpoct"": 20.306, ""quickprop_qplogpw"": 9.611, ""quickprop_qplogs"": -4.701, ""quickprop_qppcaco"": 65.722, ""quickprop_qppmdck"": 64.128, ""quickprop_qppolrz"": 45.504, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 10.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 752.022, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1391.459, ""quickprop_wpsa"": 55.286}",{}
ATP-HTVS-F7EFD494BF14,96481,C[NH+](C)Cc1ccc(Nc2nc(N)c(-c3ccccc3)c3cccc(F)c23)cc1,-4.16730979791928,unknown,"{""glide_ecoul"": -7.80686092376709, ""glide_eff_state_penalty"": 0.0371, ""glide_einternal"": 3.92511010169983, ""glide_emodel"": -45.1024897188762, ""glide_energy"": -33.5934629440308, ""glide_evdw"": -25.7866020202637, ""glide_gscore"": -4.20440979791928, ""glide_ligand_efficiency"": -0.143700337859286, ""glide_ligand_efficiency_ln"": -0.95420826986483, ""glide_ligand_efficiency_sa"": -0.441492965366278}","{""quickprop_accpthb"": 4.0, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0097115, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.517, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0015489, ""quickprop_dipole"": 1.398, ""quickprop_donorhb"": 3.0, ""quickprop_ea_ev"": 0.841, ""quickprop_fisa"": 58.906, ""quickprop_fosa"": 180.467, ""quickprop_glob"": 0.7916224, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 7.694, ""quickprop_jm"": 0.005146171679369, ""quickprop_metab"": 3.0, ""quickprop_mol_mw"": 386.471, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 443.283, ""quickprop_psa"": 46.473, ""quickprop_qplogbb"": 0.049, ""quickprop_qplogherg"": -7.744, ""quickprop_qplogkhsa"": 0.823, ""quickprop_qplogkp"": -2.53, ""quickprop_qplogpc16"": 14.025, ""quickprop_qplogpo_w"": 4.813, ""quickprop_qplogpoct"": 21.335, ""quickprop_qplogpw"": 11.873, ""quickprop_qplogs"": -5.346, ""quickprop_qppcaco"": 682.649, ""quickprop_qppmdck"": 533.902, ""quickprop_qppolrz"": 44.729, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 6.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 0.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 30.749, ""quickprop_sasa"": 713.405, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1261.925, ""quickprop_wpsa"": 30.749}",{}
ATP-HTVS-F89CD1E9CA34,79201,OCCNc1ccc(CNc2c[nH+]cc(Br)c2OCc2ccccc2)cc1,-3.35177627367656,unknown,"{""glide_ecoul"": -6.4379301071167, ""glide_eff_state_penalty"": 0.925, ""glide_einternal"": 1.96175932884216, ""glide_emodel"": -57.4722449291886, ""glide_energy"": -42.8939046859741, ""glide_evdw"": -36.4559745788574, ""glide_gscore"": -4.27677627367656, ""glide_ligand_efficiency"": -0.124139861988021, ""glide_ligand_efficiency_ln"": -0.780238258161356, ""glide_ligand_efficiency_sa"": -0.372419585554917}","{""quickprop_accpthb"": 5.95, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0142301, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -6.46, ""quickprop_cns"": -1.0, ""quickprop_dip_2_v"": 0.0295442, ""quickprop_dipole"": 6.102, ""quickprop_donorhb"": 3.0, ""quickprop_ea_ev"": 0.288, ""quickprop_fisa"": 98.893, ""quickprop_fosa"": 140.825, ""quickprop_glob"": 0.7791384, ""quickprop_humanoralabsorption"": 1.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 18.0, ""quickprop_ip_ev"": 8.317, ""quickprop_jm"": 0.108434627246156, ""quickprop_metab"": 11.0, ""quickprop_mol_mw"": 428.328, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 27.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 420.304, ""quickprop_psa"": 64.928, ""quickprop_qplogbb"": -0.968, ""quickprop_qplogherg"": -7.11, ""quickprop_qplogkhsa"": 0.323, ""quickprop_qplogkp"": -0.901, ""quickprop_qplogpc16"": 14.821, ""quickprop_qplogpo_w"": 4.404, ""quickprop_qplogpoct"": 21.909, ""quickprop_qplogpw"": 13.065, ""quickprop_qplogs"": -5.695, ""quickprop_qppcaco"": 1143.13, ""quickprop_qppmdck"": 1284.737, ""quickprop_qppolrz"": 41.877, ""quickprop_ringatoms"": 18.0, ""quickprop_rotor"": 10.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 724.22, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1260.317, ""quickprop_wpsa"": 64.197}",{}
ATP-HTVS-F8BD3C119C5E,34435,O[C@H](C[NH2+][C@@H](c1ccccn1)c1cc2ccccc2o1)c1ccccc1Cl,-6.25521085706323,unknown,"{""glide_ecoul"": -13.7310228347778, ""glide_eff_state_penalty"": 0.0629, ""glide_einternal"": 5.22085380554199, ""glide_emodel"": -70.1475610683062, ""glide_energy"": -45.9282655715942, ""glide_evdw"": -32.1972427368164, ""glide_gscore"": -6.31811085706323, ""glide_ligand_efficiency"": -0.231674476187527, ""glide_ligand_efficiency_ln"": -1.45610996231367, ""glide_ligand_efficiency_sa"": -0.695023427799019}","{""quickprop_accpthb"": 4.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0097194, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.168, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0034704, ""quickprop_dipole"": 2.037, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.268, ""quickprop_fisa"": 46.103, ""quickprop_fosa"": 40.274, ""quickprop_glob"": 0.7965568, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 21.0, ""quickprop_ip_ev"": 8.838, ""quickprop_jm"": 0.0919641331637592, ""quickprop_metab"": 7.0, ""quickprop_mol_mw"": 378.857, ""quickprop_nando"": 4.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 27.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 542.3, ""quickprop_psa"": 49.508, ""quickprop_qplogbb"": 0.191, ""quickprop_qplogherg"": -8.136, ""quickprop_qplogkhsa"": 0.586, ""quickprop_qplogkp"": -1.849, ""quickprop_qplogpc16"": 14.343, ""quickprop_qplogpo_w"": 4.636, ""quickprop_qplogpoct"": 19.648, ""quickprop_qplogpw"": 11.401, ""quickprop_qplogs"": -4.766, ""quickprop_qppcaco"": 902.831, ""quickprop_qppmdck"": 983.122, ""quickprop_qppolrz"": 42.373, ""quickprop_ringatoms"": 21.0, ""quickprop_rotor"": 7.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 683.873, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1195.475, ""quickprop_wpsa"": 55.196}",{}
ATP-HTVS-F8C49F655F6D,82083,CN(CC(=O)Nc1nc2ccccc2cc1Nc1ccc(NCCO)cc1)c1ccccc1,-5.52359989451645,unknown,"{""glide_ecoul"": -9.18793106079102, ""glide_eff_state_penalty"": 0.041, ""glide_einternal"": 9.83517169952393, ""glide_emodel"": -67.6292854126251, ""glide_energy"": -51.8007125854492, ""glide_evdw"": -42.6127815246582, ""glide_gscore"": -5.56459989451645, ""glide_ligand_efficiency"": -0.167381814985347, ""glide_ligand_efficiency_ln"": -1.22842001687083, ""glide_ligand_efficiency_sa"": -0.536882917156772}","{""quickprop_accpthb"": 7.7, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0214632, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 0.0, ""quickprop_ciqplogs"": -6.228, ""quickprop_cns"": -2.0, ""quickprop_dip_2_v"": 0.0192726, ""quickprop_dipole"": 5.118, ""quickprop_donorhb"": 4.0, ""quickprop_ea_ev"": 0.898, ""quickprop_fisa"": 122.997, ""quickprop_fosa"": 185.844, ""quickprop_glob"": 0.8269599, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 22.0, ""quickprop_ip_ev"": 7.647, ""quickprop_jm"": 0.367319362685933, ""quickprop_metab"": 8.0, ""quickprop_mol_mw"": 441.532, ""quickprop_nando"": 7.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 33.0, ""quickprop_percenthumanoralabsorption"": 100.0, ""quickprop_pisa"": 408.666, ""quickprop_psa"": 92.608, ""quickprop_qplogbb"": -1.238, ""quickprop_qplogherg"": -6.281, ""quickprop_qplogkhsa"": 0.271, ""quickprop_qplogkp"": -1.387, ""quickprop_qplogpc16"": 15.472, ""quickprop_qplogpo_w"": 3.791, ""quickprop_qplogpoct"": 25.539, ""quickprop_qplogpw"": 16.299, ""quickprop_qplogs"": -4.693, ""quickprop_qppcaco"": 675.341, ""quickprop_qppmdck"": 323.657, ""quickprop_qppolrz"": 45.715, ""quickprop_ringatoms"": 22.0, ""quickprop_rotor"": 10.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 717.507, ""quickprop_stars"": 1.0, ""quickprop_volume"": 1358.996, ""quickprop_wpsa"": 0.0}",{}
ATP-HTVS-F8CA9C936D19,66177,C[C@@H]([NH2+]Cc1csc(CC(=O)Nc2ccccc2)n1)c1ccc(C[NH+](C)C)cc1,-5.1904878490302,unknown,"{""glide_ecoul"": -14.1660356521606, ""glide_eff_state_penalty"": 0.2106, ""glide_einternal"": 7.177659034729, ""glide_emodel"": -67.9816771257431, ""glide_energy"": -46.0612649917603, ""glide_evdw"": -31.8952293395996, ""glide_gscore"": -5.4010878490302, ""glide_ligand_efficiency"": -0.178982339621731, ""glide_ligand_efficiency_ln"": -1.1884900980125, ""glide_ligand_efficiency_sa"": -0.549890452903248}","{""quickprop_accpthb"": 7.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.013128, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 2.0, ""quickprop_ciqplogs"": -3.418, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0161377, ""quickprop_dipole"": 4.778, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.797, ""quickprop_fisa"": 59.755, ""quickprop_fosa"": 344.591, ""quickprop_glob"": 0.7542325, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 17.0, ""quickprop_ip_ev"": 8.765, ""quickprop_jm"": 0.0003923162609931, ""quickprop_metab"": 8.0, ""quickprop_mol_mw"": 408.56, ""quickprop_nando"": 5.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 29.0, ""quickprop_percenthumanoralabsorption"": 90.014, ""quickprop_pisa"": 358.938, ""quickprop_psa"": 66.874, ""quickprop_qplogbb"": 0.227, ""quickprop_qplogherg"": -8.673, ""quickprop_qplogkhsa"": 0.535, ""quickprop_qplogkp"": -4.617, ""quickprop_qplogpc16"": 15.374, ""quickprop_qplogpo_w"": 3.976, ""quickprop_qplogpoct"": 22.846, ""quickprop_qplogpw"": 12.859, ""quickprop_qplogs"": -4.4, ""quickprop_qppcaco"": 167.125, ""quickprop_qppmdck"": 153.789, ""quickprop_qppolrz"": 48.1, ""quickprop_ringatoms"": 17.0, ""quickprop_rotor"": 9.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 807.939, ""quickprop_stars"": 0.0, ""quickprop_volume"": 1414.418, ""quickprop_wpsa"": 44.654}",{}
ATP-HTVS-F8CD80CEA373,94177,N#CN(C(=O)c1[nH]c2ccccc2c1NCCNc1ccc(Cl)cc1)c1ccccc1,-3.51786680946636,unknown,"{""glide_ecoul"": -0.824386119842529, ""glide_eff_state_penalty"": 0.0, ""glide_einternal"": 6.45026540756226, ""glide_emodel"": -40.090172678231, ""glide_energy"": -35.2509188652039, ""glide_evdw"": -34.4265327453613, ""glide_gscore"": -3.51786680946636, ""glide_ligand_efficiency"": -0.113479574498915, ""glide_ligand_efficiency_ln"": -0.793386775204924, ""glide_ligand_efficiency_sa"": -0.356482539364447}","{""quickprop_accpthb"": 5.5, ""quickprop_acid"": 0.0, ""quickprop_acxdn_5_sa"": 0.0100739, ""quickprop_amide"": 0.0, ""quickprop_amidine"": 0.0, ""quickprop_amine"": 1.0, ""quickprop_ciqplogs"": -5.894, ""quickprop_cns"": 1.0, ""quickprop_dip_2_v"": 0.0107999, ""quickprop_dipole"": 3.811, ""quickprop_donorhb"": 2.0, ""quickprop_ea_ev"": 0.543, ""quickprop_fisa"": 114.329, ""quickprop_fosa"": 64.622, ""quickprop_glob"": 0.7632292, ""quickprop_humanoralabsorption"": 3.0, ""quickprop_in34"": 0.0, ""quickprop_in56"": 21.0, ""quickprop_ip_ev"": 7.786, ""quickprop_jm"": 0.0003855624428695, ""quickprop_metab"": 5.0, ""quickprop_mol_mw"": 429.908, ""quickprop_nando"": 6.0, ""quickprop_noncon"": 0.0, ""quickprop_nonhatm"": 31.0, ""quickprop_percenthumanoralabsorption"": 96.399, ""quickprop_pisa"": 521.498, ""quickprop_psa"": 89.176, ""quickprop_qplogbb"": -0.653, ""quickprop_qplogherg"": -8.576, ""quickprop_qplogkhsa"": 0.779, ""quickprop_qplogkp"": -3.084, ""quickprop_qplogpc16"": 16.366, ""quickprop_qplogpo_w"": 4.805, ""quickprop_qplogpoct"": 22.221, ""quickprop_qplogpw"": 12.509, ""quickprop_qplogs"": -5.963, ""quickprop_qppcaco"": 203.523, ""quickprop_qppmdck"": 241.829, ""quickprop_qppolrz"": 47.521, ""quickprop_ringatoms"": 21.0, ""quickprop_rotor"": 8.0, ""quickprop_rtvfg"": 0.0, ""quickprop_ruleoffive"": 0.0, ""quickprop_ruleofthree"": 1.0, ""quickprop_saamideo"": 0.0, ""quickprop_safluorine"": 0.0, ""quickprop_sasa"": 772.115, ""quickprop_stars"": 2.0, ""quickprop_volume"": 1345.11, ""quickprop_wpsa"": 71.666}",{}
