feature,feature_group,non_missing,coverage
morgan2048_0542,morgan,18,0.0108499095840868
morgan2048_0543,morgan,18,0.0108499095840868
morgan2048_0544,morgan,18,0.0108499095840868
morgan2048_0545,morgan,18,0.0108499095840868
morgan2048_0546,morgan,18,0.0108499095840868
morgan2048_0547,morgan,18,0.0108499095840868
morgan2048_0548,morgan,18,0.0108499095840868
morgan2048_0549,morgan,18,0.0108499095840868
morgan2048_0550,morgan,18,0.0108499095840868
morgan2048_0551,morgan,18,0.0108499095840868
morgan2048_0552,morgan,18,0.0108499095840868
morgan2048_0553,morgan,18,0.0108499095840868
morgan2048_0554,morgan,18,0.0108499095840868
morgan2048_0555,morgan,18,0.0108499095840868
morgan2048_0556,morgan,18,0.0108499095840868
morgan2048_0557,morgan,18,0.0108499095840868
morgan2048_0558,morgan,18,0.0108499095840868
morgan2048_0559,morgan,18,0.0108499095840868
morgan2048_0560,morgan,18,0.0108499095840868
morgan2048_0561,morgan,18,0.0108499095840868
morgan2048_0562,morgan,18,0.0108499095840868
morgan2048_0563,morgan,18,0.0108499095840868
morgan2048_0564,morgan,18,0.0108499095840868
morgan2048_0565,morgan,18,0.0108499095840868
morgan2048_0566,morgan,18,0.0108499095840868
morgan2048_0567,morgan,18,0.0108499095840868
morgan2048_0568,morgan,18,0.0108499095840868
morgan2048_0569,morgan,18,0.0108499095840868
morgan2048_0570,morgan,18,0.0108499095840868
morgan2048_0571,morgan,18,0.0108499095840868
morgan2048_0572,morgan,18,0.0108499095840868
morgan2048_0573,morgan,18,0.0108499095840868
morgan2048_0574,morgan,18,0.0108499095840868
morgan2048_0575,morgan,18,0.0108499095840868
morgan2048_0576,morgan,18,0.0108499095840868
morgan2048_0577,morgan,18,0.0108499095840868
morgan2048_0578,morgan,18,0.0108499095840868
