candidate_id,canonical_smiles,status,cached,failure_stage,failure_reason,open_mmgbsa_deltaG,open_mmgbsa_sd,unit,analyzed_frames,runtime_seconds,protocol_id,protocol_hash,source_pose_protocol,pose_sha256,result_path,started_at,completed_at,scientific_scope
ATP-RDL-FC76E2D041DBC392,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)c(O)c2)cc1,success,True,,,-33.9,2.76,kcal/mol,50,3837.6175517929996,open_mmgbsa_7p3w_v2,cb28279704aa51f7530e0e61fc592450d43823fe1e23aad5975a638b82407aab,vina_7p3w_v1,0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526,workspace_local/reference_workflow/mmgbsa_cache/f4/f42891d9653af7294ec1e8ca8477d3c8fbc2934a7f91b42a02385831c0cb5b8b/result.json,2026-09-03T00:09:57.185466+00:00,2026-09-03T07:07:37.286579+00:00,"comparative screening-level high-cost computational evidence; not activity, experimental affinity, or membrane-mechanism validation"
