compound_id,canonical_smiles,target,organism,activity_type,activity_value,unit,reference,source_level,confidence,task_type
CHEMBL293325,COc1cc(Cc2cnc(N)nc2N)cc2cccnc12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,3.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL267648,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.25,μg/mL,ChEMBL | Synthesis of novel 5-fluoro analogues of norfloxacin and ciprofloxacin. | DOI:10.1021/jm00126a028,B,high,Antibacterial
CHEMBL291445,O=C(Cc1csc2ccc(Cl)cc12)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,128.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL303781,O=C(Cc1csc(Cl)n1)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,8.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL329885,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2OC5)CC1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.1,μg/mL,ChEMBL | Synthesis and antibacterial activity of a new series of tetracyclic pyridone carboxylic acids. | DOI:10.1021/jm00070a005,B,high,Antibacterial
CHEMBL58917,Nc1ncc(Cc2ccc3c(c2)CCCN3)c(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,10.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL60632,CC1CCNc2ccc(Cc3cnc(N)nc3N)cc21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,30.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL59283,Cc1ccnc2ccc(Cc3cnc(N)nc3N)cc12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,1.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL680,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,1.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL56652,CCN1CCC(C)c2cc(Cc3cnc(N)nc3N)ccc21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,100.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL57807,COc1cc(Cc2cnc(N)nc2N)cc2c1NCC(COC(C)=O)C2,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,100.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL58744,Cc1ccnc2c(N)cc(Cc3cnc(N)nc3N)cc12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,10.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL44431,O=C(COc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,128.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL60601,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)O)=CCS[C@H]12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,4.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL175297,O=C1CN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2OC5)CCN1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,1.56,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL1202,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.05,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL57458,CCc1cc(Cc2cnc(N)nc2N)cc2c1N(C)CCC2C,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,3.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL421540,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2SC5)CC1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.2,μg/mL,ChEMBL | Synthesis and antibacterial activity of a new series of tetracyclic pyridone carboxylic acids. | DOI:10.1021/jm00070a005,B,high,Antibacterial
CHEMBL4,CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.1,μg/mL,ChEMBL | Synthesis and antibacterial activity of a new series of tetracyclic pyridone carboxylic acids. | DOI:10.1021/jm00070a005,B,high,Antibacterial
CHEMBL61260,COCCOc1cc(Cc2cnc(N)nc2N)cc2c1NCCC2,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,100.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.03,μg/mL,ChEMBL | Novel quinolone derivatives as potent antibacterials. | DOI:10.1016/s0960-894x(98)00063-8,B,high,Antibacterial
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.5,μg/mL,ChEMBL | Novel quinolone derivatives as potent antibacterials. | DOI:10.1016/s0960-894x(98)00063-8,B,high,Antibacterial
CHEMBL175604,COc1c(F)cc2c(=O)c(C(=O)O)c3scc4n3c2c1OC4,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.2,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL293977,COc1cc(Cc2cnc(N)nc2N)cc2c1NCC(CO)C2,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,10.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL60259,Cc1nc(CC(=O)N[C@@H]2C(=O)N3C(C(=O)O)=C(Cl)CS[C@H]23)cs1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,8.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL176755,CC(=O)NC1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2OC5)C1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,1.56,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL538548,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3C[C@@H](N)[C@H](N)C3)c(F)c21.Cl,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.125,μg/mL,ChEMBL | Novel quinolone derivatives as potent antibacterials. | DOI:10.1016/s0960-894x(98)00063-8,B,high,Antibacterial
CHEMBL544247,Cl.N[C@@H]1CCN(c2nc3c(cc2F)c(=O)c(C(=O)O)cn3-c2ccc(F)cc2F)C1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.05,μg/mL,"ChEMBL | Asymmetric synthesis and properties of the enantiomers of the antibacterial agent 7-(3-aminopyrrolidin-1-yl)-1-(2,4-difluorophenyl)-1,4-dihydro-6- fluoro-4-oxo-1,8-naphthyridine-3-carboxylic acid hydrochloride. | DOI:10.1021/jm00403a017",B,high,Antibacterial
CHEMBL542511,CN[C@@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1NC.Cl,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.06,μg/mL,ChEMBL | Novel quinolone derivatives as potent antibacterials. | DOI:10.1016/s0960-894x(98)00063-8,B,high,Antibacterial
CHEMBL542511,CN[C@@H]1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C[C@H]1NC.Cl,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.5,μg/mL,ChEMBL | Novel quinolone derivatives as potent antibacterials. | DOI:10.1016/s0960-894x(98)00063-8,B,high,Antibacterial
CHEMBL434339,O=C(O)c1c(=O)c2cc(F)c(N3CCCCC3)c3c2n2c(csc12)CO3,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,1.56,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL25679,CCn1cc(C(=O)O)c(=O)c2c(F)c(F)c(N3CCOCC3)c(F)c21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,4.0,μg/mL,ChEMBL | Synthesis of novel 5-fluoro analogues of norfloxacin and ciprofloxacin. | DOI:10.1021/jm00126a028,B,high,Antibacterial
CHEMBL58074,COc1cc(Cc2cnc(N)nc2N)cc2c1N(CCO)CCC2C,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,10.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL57900,COCCOc1cc(Cc2cnc(N)nc2N)cc2cccnc12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,100.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL60169,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,2.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL539820,CN[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H]1NC.Cl,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.06,μg/mL,ChEMBL | Novel quinolone derivatives as potent antibacterials. | DOI:10.1016/s0960-894x(98)00063-8,B,high,Antibacterial
CHEMBL539820,CN[C@@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@H]1NC.Cl,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.5,μg/mL,ChEMBL | Novel quinolone derivatives as potent antibacterials. | DOI:10.1016/s0960-894x(98)00063-8,B,high,Antibacterial
CHEMBL301628,COc1cc(Cc2cnc(N)nc2N)cc2c1NCCC2,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,3.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL367021,CCNC1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2OC5)C1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.39,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL174721,O=C(O)c1c(=O)c2cc(F)c(N3CCC(O)C3)c3c2n2c(csc12)CO3,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.05,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL554645,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2OC5)CC1.Cl,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.1,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL57377,COc1cc(Cc2cnc(N)nc2N)cc2c(C)cc(C)nc12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,1.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL58455,Cc1ccnc2c([N+](=O)[O-])cc(Cc3cnc(N)nc3N)cc12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,10.0,μg/mL,"ChEMBL | 2,4-Diamino-5-benzylpyrimidines and analogues as antibacterial agents. 10. 2,4-Diamino-5-(6-quinolylmethyl)- and -[(tetrahydro-6-quinolyl)methyl]pyrimidine derivatives. Further specificity studies. | DOI:10.1021/jm00128a040",B,high,Antibacterial
CHEMBL293958,O=C(Cc1ccccc1)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,4.0,μg/mL,"ChEMBL | Oral absorption of cephalosporin antibiotics. 1. Synthesis, biological properties, and oral bioavailability of 7-(arylacetamido)-3-chloro cephalosporins in animals. | DOI:10.1021/jm00118a022",B,high,Antibacterial
CHEMBL966,CC1COc2c(N3CCNCC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.1,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL543373,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)c4scc5n4c3c2C(=O)C5)CC1.Cl,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,25.0,μg/mL,ChEMBL | Synthesis and antibacterial activity of a new series of tetracyclic pyridone carboxylic acids. | DOI:10.1021/jm00070a005,B,high,Antibacterial
CHEMBL826,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.1,μg/mL,ChEMBL | Synthesis and antibacterial activity of new tetracyclic quinolone antibacterials. | DOI:10.1021/jm00079a011,B,high,Antibacterial
CHEMBL9,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.05,μg/mL,"ChEMBL | Enantiomers of 1-ethyl-7-[3-[(ethylamino)methyl]-1-pyrrolidinyl]-6,8-difluoro-1,4- dihydro-4-oxo-3-quinoline-carboxylic acid: preparation and biological activity. | DOI:10.1021/jm00393a004",B,high,Antibacterial
CHEMBL3349032,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(CC(=O)NO)cc3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.03,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL3349032,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc(CC(=O)NO)cc3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,4.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL303107,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c(N)cccc43)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.015,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL303107,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c(N)cccc43)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,2.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL308191,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ncccc43)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.06,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL308191,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4ncccc43)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,4.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL295636,CS(=O)(=O)/C=C/C1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3cccs3)[C@H]2SC1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.5,μg/mL,ChEMBL | Synthesis of cephems bearing olefinic sulfoxide side chains as potential -lactamase inhibitors | DOI:10.1016/S0960-894X(96)00285-5,B,high,Antibacterial
CHEMBL2115113,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(Cl)c3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.06,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL2115113,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc(Cl)c3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,16.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL303655,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4occc43)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.06,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL303655,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4occc43)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,8.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL420180,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.015,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL420180,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccc4sccc4c3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,2.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL307749,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cscc3C)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.06,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL307749,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cscc3C)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,8.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL66890,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc(CCOC(C)=O)c3C)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.015,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL66890,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc(CCOC(C)=O)c3C)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,8.0,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
CHEMBL66707,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3csc4c3CCCC4)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Klebsiella pneumoniae),Klebsiella pneumoniae,MIC,0.03,μg/mL,ChEMBL | Synthesis and biological evaluation of a series of parenteral 3'-quaternary ammonium cephalosporins. | DOI:10.1021/jm00170a011,B,high,Antibacterial
