compound_id,canonical_smiles,target,organism,activity_type,activity_value,unit,reference,source_level,confidence,task_type
CHEMBL1632136,O=C(Nc1cc(Cl)ccc1Oc1ccc(Cl)c2ccccc12)c1cc(Cl)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632137,O=C(Nc1ccc(Oc2cc3ccccc3cc2Cl)c(Cl)c1)c1cc(Cl)cc(I)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632138,O=C(Nc1cc(Cl)ccc1Oc1ccc(Cl)c2ccccc12)c1cc(I)cc(I)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632139,O=C(Nc1ccc(Oc2ccc(Br)c3ccccc23)c(Cl)c1)c1cc(Br)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL315139,O=C(Nc1ccc(Sc2nc3ccccc3s2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632140,O=C(Nc1ccc(S(=O)(=O)c2nc3ccccc3s2)c(Cl)c1)c1cc(Cl)cc(Cl)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632141,O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(Br)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632142,O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(I)cc(I)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632143,O=C(Nc1cc(Cl)ccc1Oc1cccc2c(Br)cccc12)c1cc(Cl)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632144,O=C(Nc1ccc(Oc2ccc3ccccc3c2Cl)c(Cl)c1)c1cc(Cl)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632145,O=C(Nc1ccc(Sc2nc3ccccc3s2)c(Cl)c1)c1cc(Br)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632146,O=C(Nc1ccc(Oc2ccc(Cl)c3cccnc23)c(Br)c1)c1cc(Br)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632147,O=C(Nc1ccc(Oc2ccc(Cl)c3cccnc23)c(Cl)c1)c1cc(Br)cc(Br)c1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1632148,Cc1ccc(C)c(C(=O)c2cc(NC(=O)c3cc(Br)cc(Br)c3O)ccc2Oc2ccc(Cl)cc2)c1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,ChEMBL | High-throughput identification of antibacterials against methicillin-resistant Staphylococcus aureus (MRSA) and the transglycosylase. | DOI:10.1016/j.bmc.2010.10.036,B,high,Antibacterial
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.75,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL1741,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.5,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.5,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.19,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.094,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL529,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,1.5,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL262777,CN[C@H](CC(C)C)C(=O)N[C@H]1C(=O)N[C@@H](CC(N)=O)C(=O)N[C@H]2C(=O)N[C@H]3C(=O)N[C@H](C(=O)N[C@H](C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)[C@H](O)c3ccc(c(Cl)c3)Oc3cc2cc(c3O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O[C@H]2C[C@](C)(N)[C@H](O)[C@H](C)O2)Oc2ccc(cc2Cl)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,24.0,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL374975,CC(=O)O[C@H]1C[C@@]2(C)[C@@H](C[C@@H](O)[C@H]3[C@@]4(C)CC[C@@H](O)[C@@H](C)[C@@H]4CC[C@@]32C)/C1=C(\CCC=C(C)C)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,6.0,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL719,C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,512.0,μg/mL,ChEMBL | A novel polymyxin derivative that lacks the fatty acid tail and carries only three positive charges has strong synergism with agents excluded by the intact outer membrane. | DOI:10.1128/aac.01439-09,B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL148,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(SCCNC=N)C[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.5,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,3.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,6.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.5,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL374478,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | In vivo selection of reduced susceptibility to carbapenems in Acinetobacter baumannii related to ISAba1-mediated overexpression of the natural bla(OXA-66) oxacillinase gene. | DOI:10.1128/aac.01663-08,B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,"ChEMBL | AbaR5, a large multiple-antibiotic resistance region found in Acinetobacter baumannii. | DOI:10.1128/aac.01407-08",B,high,Antibacterial
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | AbaR5, a large multiple-antibiotic resistance region found in Acinetobacter baumannii. | DOI:10.1128/aac.01407-08",B,high,Antibacterial
CHEMBL127,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,0.5,μg/mL,"ChEMBL | AbaR5, a large multiple-antibiotic resistance region found in Acinetobacter baumannii. | DOI:10.1128/aac.01407-08",B,high,Antibacterial
CHEMBL1652131,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@@H](CCCCN)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652132,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,256.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652133,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCCCN)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652135,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)NCC(=O)NCC(=O)N[C@H](CCCCN)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,64.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652136,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,256.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652137,CCCCCCCCCCCCCCCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N[C@@H](CCCCN)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652139,CCCCCCCCCCCCCCCC(=O)N[C@H](CCCN)CC(=O)NCC(=O)NCC(=O)N[C@H](CCCN)CC(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,128.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652140,CCCCCCCCCCCCCCCC(=O)N[C@H](CCCN)CC(=O)N[C@H](CCCN)CC(=O)N[C@H](CCCN)CC(=O)N[C@H](CCCN)CC(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,256.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1652141,CCCCCCCCCCCCCCCC(=O)N[C@H](CCCN)CC(=O)NCCC(=O)NCCC(=O)N[C@H](CCCN)CC(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,256.0,μg/mL,ChEMBL | Antibacterial activity of ultrashort cationic lipo-beta-peptides. | DOI:10.1128/aac.01100-08,B,high,Antibacterial
CHEMBL1082,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,4.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL44354,CC(C)(O/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3ccccc3)CS[C@H]12)c1csc(N)n1)C(=O)O,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,2.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,16.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL1730,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,8.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
CHEMBL186,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(N)n1,whole-cell antibacterial activity (Acinetobacter baumannii),Acinetobacter baumannii,MIC,32.0,μg/mL,"ChEMBL | Genetic and biochemical characterization of the first extended-spectrum CARB-type beta-lactamase, RTG-4, from Acinetobacter baumannii. | DOI:10.1128/aac.01164-08",B,high,Antibacterial
