compound_key,canonical_smiles,inchi_key,molecular_formula,molecular_weight,structure_source,structure_verification,identity_verified,first_seen_compound_id,recomputed_formula,recomputed_mw,parent_identity,scaffold,independent_structural_qc,issues,source_identity_claim,independent_source_identity_verification
AMIPNMOIENOTCR-UHFFFAOYSA-N,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCCN3CCN(C)CC3)c2)cc1F,AMIPNMOIENOTCR-UHFFFAOYSA-N,C27H33FN4OS,480.653,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA275,C27H33FN4OS,480.65300000000036,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCCN3CCN(C)CC3)c2)cc1F,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
APMKTVCBYUVFFM-UHFFFAOYSA-N,CN(C)CCCCNCc1cc2ccccc2nc1SCc1ccccc1,APMKTVCBYUVFFM-UHFFFAOYSA-N,C23H29N3S,379.573,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-8,C23H29N3S,379.57300000000015,CN(C)CCCCNCc1cc2ccccc2nc1SCc1ccccc1,c1ccc(CSc2ccc3ccccc3n2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
AUXCLAOBTMCUDS-UHFFFAOYSA-N,CN1CCN(CCNCc2cc(-c3ccc(F)cc3)cnc2SCc2ccccc2)CC1,AUXCLAOBTMCUDS-UHFFFAOYSA-N,C26H31FN4S,450.627,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA273,C26H31FN4S,450.6270000000002,CN1CCN(CCNCc2cc(-c3ccc(F)cc3)cnc2SCc2ccccc2)CC1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
AVMFLQZOZFHZLB-UHFFFAOYSA-N,CN1CCN(CCNCc2cc(-c3ccc(N(C)C)cc3)cnc2SCc2ccccc2)CC1,AVMFLQZOZFHZLB-UHFFFAOYSA-N,C28H37N5S,475.706,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA276,C28H37N5S,475.70600000000024,CN1CCN(CCNCc2cc(-c3ccc(N(C)C)cc3)cnc2SCc2ccccc2)CC1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
BAVNIUAXBSRCQM-UHFFFAOYSA-N,CSc1nc2ccccc2cc1CNCCCCN(C)C,BAVNIUAXBSRCQM-UHFFFAOYSA-N,C17H25N3S,303.475,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-7,C17H25N3S,303.475,CSc1nc2ccccc2cc1CNCCCCN(C)C,c1ccc2ncccc2c1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
BIUKOUDAOJTTLM-UHFFFAOYSA-N,CCN1CCC(CCNCc2cc(-c3ccc(F)cc3F)cnc2SCc2ccccc2)CC1,BIUKOUDAOJTTLM-UHFFFAOYSA-N,C28H33F2N3S,481.656,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA308,C28H33F2N3S,481.65600000000023,CCN1CCC(CCNCc2cc(-c3ccc(F)cc3F)cnc2SCc2ccccc2)CC1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCCC2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
BIVRJOXVTORWAX-DEOSSOPVSA-N,O=C(NS(=O)(=O)c1ccccc1)[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,BIVRJOXVTORWAX-DEOSSOPVSA-N,C28H24N2O4S2,516.644,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL429137,C28H24N2O4S2,516.6440000000003,O=C(NS(=O)(=O)c1ccccc1)C1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,O=C(NS(=O)(=O)c1ccccc1)C1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
BJYUUFFIHWOTNU-UHFFFAOYSA-N,C1=CC=C2CSC2=NC=C(c2ccccc2)C=C2CNCCC(CCC=C1)CCN2C1CCCC1,BJYUUFFIHWOTNU-UHFFFAOYSA-N,C31H39N3S,485.741,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA302,C31H39N3S,485.7410000000005,C1=CC=C2CSC2=NC=C(c2ccccc2)C=C2CNCCC(CCC=C1)CCN2C1CCCC1,C1=CC=C2CSC2=NC=C(c2ccccc2)C=C2CNCCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
BMTCMYDFINDWQK-UHFFFAOYSA-N,CSc1nc2ccccc2cc1CNCCCN(C)C,BMTCMYDFINDWQK-UHFFFAOYSA-N,C16H23N3S,289.448,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-5,C16H23N3S,289.448,CSc1nc2ccccc2cc1CNCCCN(C)C,c1ccc2ncccc2c1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
BYLMAFONBHVALJ-UHFFFAOYSA-N,Cc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1,BYLMAFONBHVALJ-UHFFFAOYSA-N,C32H35N3S,493.72,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA295,C32H35N3S,493.72000000000037,Cc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
CEAZRRDELHUEMR-UHFFFAOYSA-N,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,CEAZRRDELHUEMR-UHFFFAOYSA-N,C21H43N5O7,477.603,input_canonicalized,parsed_but_not_independently_identity_verified,False,CTRL-GENTAMICIN,C21H43N5O7,477.6030000000002,CNC(C)C1CCC(N)C(OC2C(N)CC(N)C(OC3OCC(C)(O)C(NC)C3O)C2O)O1,C1CCC(OC2CCCC(OC3CCCCO3)C2)OC1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
CJWSCOKTAUPKHM-UHFFFAOYSA-N,CCN1CCC(CNCCc2cc3ccccc3nc2SCc2ccccc2)CC1,CJWSCOKTAUPKHM-UHFFFAOYSA-N,C26H33N3S,419.638,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA236,C26H33N3S,419.6380000000002,CCN1CCC(CNCCc2cc3ccccc3nc2SCc2ccccc2)CC1,c1ccc(CSc2nc3ccccc3cc2CCNCC2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
CKJASZDKIIXJGB-UHFFFAOYSA-N,C1=CC=C2CSC2=Nc2ccccc2C=C2CCNCC(CCC=C1)CCN2C1CCCC1,CKJASZDKIIXJGB-UHFFFAOYSA-N,C29H37N3S,459.703,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA238,C29H37N3S,459.7030000000004,C1=CC=C2CSC2=Nc2ccccc2C=C2CCNCC(CCC=C1)CCN2C1CCCC1,C1=CC=C2CSC2=Nc2ccccc2C=C2CCNCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
CXMRFZUNEWGZOD-UHFFFAOYSA-N,CCN1CCC(CCNCc2cc(-c3ccc(F)cc3)cnc2SCc2ccccc2)CC1,CXMRFZUNEWGZOD-UHFFFAOYSA-N,C28H34FN3S,463.666,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA307,C28H34FN3S,463.6660000000002,CCN1CCC(CCNCc2cc(-c3ccc(F)cc3)cnc2SCc2ccccc2)CC1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCCC2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
CYFLBGUKERCHRN-UHFFFAOYSA-N,Fc1ccc(C2=CN=C3SCC3=CC=CC=CCCC3CCNCC(=C2)N(C2CCCC2)CC3)cc1,CYFLBGUKERCHRN-UHFFFAOYSA-N,C31H38FN3S,503.731,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA291,C31H38FN3S,503.7310000000005,Fc1ccc(C2=CN=C3SCC3=CC=CC=CCCC3CCNCC(=C2)N(C2CCCC2)CC3)cc1,C1=CC=C2CSC2=NC=C(c2ccccc2)C=C2CNCCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
DCLANSSFVIGXHQ-OAQYLSRUSA-N,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NCc1cc2ccccc2nc1OC,DCLANSSFVIGXHQ-OAQYLSRUSA-N,C23H23N3O3,389.455,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,STEED2022-18,C23H23N3O3,389.45500000000015,COC(=O)C(Cc1c[nH]c2ccccc12)NCc1cc2ccccc2nc1OC,c1ccc2ncc(CNCCc3c[nH]c4ccccc34)cc2c1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
DENDYSZGMCHDRC-UHFFFAOYSA-N,CN1CCN(CCNCc2cccnc2SCc2ccccc2)CC1,DENDYSZGMCHDRC-UHFFFAOYSA-N,C20H28N4S,356.539,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA268,C20H28N4S,356.5390000000001,CN1CCN(CCNCc2cccnc2SCc2ccccc2)CC1,c1ccc(CSc2ncccc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
DHHYTMBBZNETGO-UQKRIMTDSA-M,C[C@@H](C(=O)[O-])n1cc(C2CC2)c(Cc2cccc3ccccc23)cc1=O.[Li+],DHHYTMBBZNETGO-UQKRIMTDSA-M,C22H20LiNO3,353.347,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL402410,C22H20LiNO3,353.34700000000004,CC(C(=O)O)n1cc(C2CC2)c(Cc2cccc3ccccc23)cc1=O,O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c[nH]1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
DHQKBEDPXLHXAJ-OAQYLSRUSA-N,COC(=O)[C@@H](Cc1c[nH]c2ccccc12)NCc1cc2ccccc2nc1SC,DHQKBEDPXLHXAJ-OAQYLSRUSA-N,C23H23N3O2S,405.523,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,STEED2022-19,C23H23N3O2S,405.52300000000014,COC(=O)C(Cc1c[nH]c2ccccc12)NCc1cc2ccccc2nc1SC,c1ccc2ncc(CNCCc3c[nH]c4ccccc34)cc2c1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
DVUDEYVEBQKKMF-UHFFFAOYSA-N,CSc1nc2ccccc2cc1CNCc1ccc(CN(C)C)cc1,DVUDEYVEBQKKMF-UHFFFAOYSA-N,C21H25N3S,351.519,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-1,C21H25N3S,351.5190000000001,CSc1nc2ccccc2cc1CNCc1ccc(CN(C)C)cc1,c1ccc(CNCc2cnc3ccccc3c2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
DZMUNSHMBCIBDH-UHFFFAOYSA-N,C=CCOc1nc2ccccc2cc1C(c1cc2ccccc2nc1OCC=C)C(O)(CCN(C)C)c1ccccc1,DZMUNSHMBCIBDH-UHFFFAOYSA-N,C36H37N3O3,559.71,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3754648,C36H37N3O3,559.7100000000004,C=CCOc1nc2ccccc2cc1C(c1cc2ccccc2nc1OCC=C)C(O)(CCN(C)C)c1ccccc1,c1ccc(CC(c2cnc3ccccc3c2)c2cnc3ccccc3c2)cc1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
FBCXCXWDAGLEIR-UHFFFAOYSA-N,CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2cccc(Cl)c2Cl)ccc1O,FBCXCXWDAGLEIR-UHFFFAOYSA-N,C27H26Cl3N3O3S,578.949,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3402630,C27H26Cl3N3O3S,578.9490000000003,CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2cccc(Cl)c2Cl)ccc1O,O=S(=O)(c1ccccc1)N(c1ccccc1)c1ccnc2ccccc12,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
FIVPERXQZKOXRV-UHFFFAOYSA-N,Brc1ccc2cc(CNCc3ccc(CN4CCCC4)cc3)c(SCc3ccccc3)nc2c1,FIVPERXQZKOXRV-UHFFFAOYSA-N,C29H30BrN3S,532.551,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA256,C29H30BrN3S,532.5510000000003,Brc1ccc2cc(CNCc3ccc(CN4CCCC4)cc3)c(SCc3ccccc3)nc2c1,c1ccc(CSc2nc3ccccc3cc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
FJDYUBLMOSKXMT-SFHVURJKSA-N,NC(=O)[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,FJDYUBLMOSKXMT-SFHVURJKSA-N,C22H20N2O2S,376.481,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL402627,C22H20N2O2S,376.4810000000001,NC(=O)C1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c2n1CCS2,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
FMUGFYQFZOPACO-UHFFFAOYSA-N,BrC1=CN=C2SCC2=CC=CC=CCCC2CCNCC(=C1)N(C1CCCC1)CC2,FMUGFYQFZOPACO-UHFFFAOYSA-N,C25H34BrN3S,488.539,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA301,C25H34BrN3S,488.5390000000005,BrC1=CN=C2SCC2=CC=CC=CCCC2CCNCC(=C1)N(C1CCCC1)CC2,C1=CC=C2CSC2=NC=CC=C2CNCCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
FPTVNOKSIHPUTA-UHFFFAOYSA-N,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCc2ccc(CN3CCCC3)cc2)cc1,FPTVNOKSIHPUTA-UHFFFAOYSA-N,C31H33N3S,479.693,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA294,C31H33N3S,479.6930000000004,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCc2ccc(CN3CCCC3)cc2)cc1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
FSIFTUHBPHJAAD-UHFFFAOYSA-N,COc1nc2ccccc2cc1C(c1cc2ccccc2nc1OC)C(O)(CCN(C)C)c1cccc2ccccc12,FSIFTUHBPHJAAD-UHFFFAOYSA-N,C36H35N3O3,557.694,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3754673,C36H35N3O3,557.6940000000003,COc1nc2ccccc2cc1C(c1cc2ccccc2nc1OC)C(O)(CCN(C)C)c1cccc2ccccc12,c1ccc2ncc(C(Cc3cccc4ccccc34)c3cnc4ccccc4c3)cc2c1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
GALJNXWUVQUDRC-UHFFFAOYSA-N,CN(C)CCCCCNCc1cc2ccccc2nc1SCc1ccccc1,GALJNXWUVQUDRC-UHFFFAOYSA-N,C24H31N3S,393.6,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-10,C24H31N3S,393.60000000000014,CN(C)CCCCCNCc1cc2ccccc2nc1SCc1ccccc1,c1ccc(CSc2ccc3ccccc3n2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
GDIKNPZGPCUHQP-UHFFFAOYSA-N,Brc1ccc2c(c1)N=C1SCC1=CC=CC=CCCC1CCN(C3CCCC3)C(=C2)CCNC1,GDIKNPZGPCUHQP-UHFFFAOYSA-N,C29H36BrN3S,538.599,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA255,C29H36BrN3S,538.5990000000004,Brc1ccc2c(c1)N=C1SCC1=CC=CC=CCCC1CCN(C3CCCC3)C(=C2)CCNC1,C1=CC=C2CSC2=Nc2ccccc2C=C2CCNCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
GHGVFXRKINKBLR-ARJAWSKDSA-N,CN(C)CCC(O)(c1cccc(Br)c1)C1c2cc3ccccc3nc2OCC/C=C\CCOc2nc3ccccc3cc21,GHGVFXRKINKBLR-ARJAWSKDSA-N,C36H36BrN3O3,638.606,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3753969,C36H36BrN3O3,638.6060000000002,CN(C)CCC(O)(c1cccc(Br)c1)C1c2cc3ccccc3nc2OCCC=CCCOc2nc3ccccc3cc21,C1=CCCOc2nc3ccccc3cc2C(Cc2ccccc2)c2cc3ccccc3nc2OCC1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
GIVNEPBVLZKFQD-UHFFFAOYSA-N,c1ccc(CSc2ncccc2CNCc2ccc(CN3CCCC3)cc2)cc1,GIVNEPBVLZKFQD-UHFFFAOYSA-N,C25H29N3S,403.595,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA267,C25H29N3S,403.59500000000025,c1ccc(CSc2ncccc2CNCc2ccc(CN3CCCC3)cc2)cc1,c1ccc(CSc2ncccc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
GLDUIBJCIYJHOM-UHFFFAOYSA-N,CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc(Cl)s2)ccc1O,GLDUIBJCIYJHOM-UHFFFAOYSA-N,C25H25Cl2N3O3S2,550.533,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3400982,C25H25Cl2N3O3S2,550.5330000000002,CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc(Cl)s2)ccc1O,O=S(=O)(c1cccs1)N(c1ccccc1)c1ccnc2ccccc12,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
GXYVJEJKTGYEDL-UHFFFAOYSA-N,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1F,GXYVJEJKTGYEDL-UHFFFAOYSA-N,C32H34FN3OS,527.709,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA297,C32H34FN3OS,527.7090000000004,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1F,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
HCBCVTVDQQQYPH-UHFFFAOYSA-N,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1,HCBCVTVDQQQYPH-UHFFFAOYSA-N,C32H35N3OS,509.719,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA296,C32H35N3OS,509.7190000000004,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
HSQAOIDXEYDHQE-UHFFFAOYSA-N,c1ccc(CSc2nc3cc(-c4ccccc4)ccc3cc2CNCc2ccc(CN3CCCC3)cc2)cc1,HSQAOIDXEYDHQE-UHFFFAOYSA-N,C35H35N3S,529.753,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA269,C35H35N3S,529.7530000000005,c1ccc(CSc2nc3cc(-c4ccccc4)ccc3cc2CNCc2ccc(CN3CCCC3)cc2)cc1,c1ccc(CSc2nc3cc(-c4ccccc4)ccc3cc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
HXWNUGNSPIOUKJ-HNNXBMFYSA-N,COC(=O)[C@H](CCSC)NCc1cc2ccccc2nc1SC,HXWNUGNSPIOUKJ-HNNXBMFYSA-N,C17H22N2O2S2,350.509,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,STEED2022-17,C17H22N2O2S2,350.50900000000007,COC(=O)C(CCSC)NCc1cc2ccccc2nc1SC,c1ccc2ncccc2c1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
IIRFHYMEOYQCBC-UHFFFAOYSA-N,CSc1nc2ccccc2cc1CNCc1ccc(N(C)C)cc1,IIRFHYMEOYQCBC-UHFFFAOYSA-N,C20H23N3S,337.492,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-11,C20H23N3S,337.4920000000001,CSc1nc2ccccc2cc1CNCc1ccc(N(C)C)cc1,c1ccc(CNCc2cnc3ccccc3c2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
ILFUWRVDQBBTFO-UHFFFAOYSA-N,CCN1CCC(CNCCc2cc3ccc(-c4ccccc4)cc3nc2SCc2ccccc2)CC1,ILFUWRVDQBBTFO-UHFFFAOYSA-N,C32H37N3S,495.736,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA261,C32H37N3S,495.7360000000003,CCN1CCC(CNCCc2cc3ccc(-c4ccccc4)cc3nc2SCc2ccccc2)CC1,c1ccc(CSc2nc3cc(-c4ccccc4)ccc3cc2CCNCC2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
IXLSBDXBCUSOJH-UHFFFAOYSA-N,COc1nc2ccccc2cc1C(c1cc2ccccc2nc1OC)C(O)(CCN(C)C)c1ccc2ccccc2c1,IXLSBDXBCUSOJH-UHFFFAOYSA-N,C36H35N3O3,557.694,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3753028,C36H35N3O3,557.6940000000003,COc1nc2ccccc2cc1C(c1cc2ccccc2nc1OC)C(O)(CCN(C)C)c1ccc2ccccc2c1,c1ccc2cc(CC(c3cnc4ccccc4c3)c3cnc4ccccc4c3)ccc2c1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
IZWVLJVCXHHUOO-UHFFFAOYSA-N,Fc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1,IZWVLJVCXHHUOO-UHFFFAOYSA-N,C31H32FN3S,497.683,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA298,C31H32FN3S,497.6830000000004,Fc1ccc(-c2cnc(SCc3ccccc3)c(CNCc3ccc(CN4CCCC4)cc3)c2)cc1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCc2ccc(CN3CCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
JEEVMYLVUPBCFP-UHFFFAOYSA-N,COc1nc2ccccc2cc1C(c1cc2ccccc2nc1OC)C(O)(CCN(C)C)c1cccc(Br)c1,JEEVMYLVUPBCFP-UHFFFAOYSA-N,C32H32BrN3O3,586.53,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3751877,C32H32BrN3O3,586.5300000000003,COc1nc2ccccc2cc1C(c1cc2ccccc2nc1OC)C(O)(CCN(C)C)c1cccc(Br)c1,c1ccc(CC(c2cnc3ccccc3c2)c2cnc3ccccc3c2)cc1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
JEOOPXHDCFWFFO-UHFFFAOYSA-N,CCN1CCC(CCNCc2cccnc2SCc2ccccc2)CC1,JEOOPXHDCFWFFO-UHFFFAOYSA-N,C22H31N3S,369.578,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA264,C22H31N3S,369.5780000000002,CCN1CCC(CCNCc2cccnc2SCc2ccccc2)CC1,c1ccc(CSc2ncccc2CNCCC2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
JHBGNEYJXHSZKP-UHFFFAOYSA-N,CC1=NC(C)=NC=C2C=CC=C(C=C1)CSc1nc3ccccc3cc1CNCC2,JHBGNEYJXHSZKP-UHFFFAOYSA-N,C25H26N4S,414.578,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-20,C25H26N4S,414.5780000000002,CC1=NC(C)=NC=C2C=CC=C(C=C1)CSc1nc3ccccc3cc1CNCC2,C1=CC2=CN=CN=CC=CC(=C1)CSc1nc3ccccc3cc1CNCC2,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
JOQXHNZJPVGSQL-FERBBOLQSA-M,O=C([O-])[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21.[Li+],JOQXHNZJPVGSQL-FERBBOLQSA-M,C22H18LiNO3S,383.398,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL261105,C22H18LiNO3S,383.3980000000001,O=C(O)C1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c2n1CCS2,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
JWHCVPMRQDOIHA-UHFFFAOYSA-N,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCCN3CCN(C)CC3)c2)cc1,JWHCVPMRQDOIHA-UHFFFAOYSA-N,C27H34N4OS,462.663,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA278,C27H34N4OS,462.66300000000035,COc1ccc(-c2cnc(SCc3ccccc3)c(CNCCN3CCN(C)CC3)c2)cc1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
