compound_key,canonical_smiles,inchi_key,molecular_formula,molecular_weight,structure_source,structure_verification,identity_verified,first_seen_compound_id,recomputed_formula,recomputed_mw,parent_identity,scaffold,independent_structural_qc,issues,source_identity_claim,independent_source_identity_verification
KBBWUTKWDFCECI-UHFFFAOYSA-N,c1ccc(CSc2nc3ccccc3cc2CNCc2ccc(N3CCCCC3)cc2)cc1,KBBWUTKWDFCECI-UHFFFAOYSA-N,C29H31N3S,453.655,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA248,C29H31N3S,453.65500000000037,c1ccc(CSc2nc3ccccc3cc2CNCc2ccc(N3CCCCC3)cc2)cc1,c1ccc(CSc2nc3ccccc3cc2CNCc2ccc(N3CCCCC3)cc2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
KITXXXWYRGIPNW-UHFFFAOYSA-N,C1=CC=C2CSC2=NC=CC=C2CNCCC(CCC=C1)CCN2C1CCCC1,KITXXXWYRGIPNW-UHFFFAOYSA-N,C25H35N3S,409.643,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA265,C25H35N3S,409.64300000000037,C1=CC=C2CSC2=NC=CC=C2CNCCC(CCC=C1)CCN2C1CCCC1,C1=CC=C2CSC2=NC=CC=C2CNCCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
KNMXVWXMVVIKDE-UHFFFAOYSA-N,C=CCCOc1nc2ccccc2cc1C(c1cc2ccccc2nc1OCCC=C)C(O)(CCN(C)C)c1ccc(Br)cc1,KNMXVWXMVVIKDE-UHFFFAOYSA-N,C38H40BrN3O3,666.66,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3751865,C38H40BrN3O3,666.6600000000004,C=CCCOc1nc2ccccc2cc1C(c1cc2ccccc2nc1OCCC=C)C(O)(CCN(C)C)c1ccc(Br)cc1,c1ccc(CC(c2cnc3ccccc3c2)c2cnc3ccccc3c2)cc1,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
KWYNWDLARNYFPR-UHFFFAOYSA-N,CN1CCN(CCNCc2cc(-c3ccccc3)cnc2SCc2ccccc2)CC1,KWYNWDLARNYFPR-UHFFFAOYSA-N,C26H32N4S,432.637,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA277,C26H32N4S,432.6370000000002,CN1CCN(CCNCc2cc(-c3ccccc3)cnc2SCc2ccccc2)CC1,c1ccc(CSc2ncc(-c3ccccc3)cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
LAFSNTSKJXQUGQ-UHFFFAOYSA-N,COc1ccc(C2=CN=C3SCC3=CC=CC=CCCC3CCNCC(=C2)N(C2CCCC2)CC3)cc1F,LAFSNTSKJXQUGQ-UHFFFAOYSA-N,C32H40FN3OS,533.757,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA290,C32H40FN3OS,533.7570000000005,COc1ccc(C2=CN=C3SCC3=CC=CC=CCCC3CCNCC(=C2)N(C2CCCC2)CC3)cc1F,C1=CC=C2CSC2=NC=C(c2ccccc2)C=C2CNCCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
LKLACXNGVWXYAW-UHFFFAOYSA-N,CN(C)CCCNCc1cc2ccccc2nc1SCc1ccccc1,LKLACXNGVWXYAW-UHFFFAOYSA-N,C22H27N3S,365.546,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-6,C22H27N3S,365.5460000000001,CN(C)CCCNCc1cc2ccccc2nc1SCc1ccccc1,c1ccc(CSc2ccc3ccccc3n2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
LLKLWYWYWKDHMZ-UHFFFAOYSA-N,CN(C)CC1=CC=C2C=CC=C(C=CC=C1)CSc1nc3ccccc3cc1CNC2,LLKLWYWYWKDHMZ-UHFFFAOYSA-N,C27H29N3S,427.617,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-2,C27H29N3S,427.6170000000002,CN(C)CC1=CC=C2C=CC=C(C=CC=C1)CSc1nc3ccccc3cc1CNC2,C1=CC=CC2=CC=CC(=CC=C1)CNCc1cc3ccccc3nc1SC2,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
MISXPGZSFAATQD-UHFFFAOYSA-N,CSc1nc2ccccc2cc1CNCCC1CCN(C2CCCC2)CC1,MISXPGZSFAATQD-UHFFFAOYSA-N,C23H33N3S,383.605,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WARD2024-15,C23H33N3S,383.6050000000003,CSc1nc2ccccc2cc1CNCCC1CCN(C2CCCC2)CC1,c1ccc2ncc(CNCCC3CCN(C4CCCC4)CC3)cc2c1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
MNULEGDCPYONBU-AWJDAWNUSA-N,CC[C@H]1/C=C/C=C/C[C@@H](C)[C@H](O)[C@@](C)(O)C(=O)[C@@H](C)[C@H](O)[C@@H](C)C(=O)[C@@H](C)[C@H](O)[C@@H](C)/C=C/C(=O)O[C@@H]2[C@H](C)[C@H](CC1)O[C@]1(CC[C@H](C)[C@H](C[C@@H](C)O)O1)[C@H]2C,MNULEGDCPYONBU-AWJDAWNUSA-N,C45H74O11,791.076,input_canonicalized,parsed_but_not_independently_identity_verified,False,CTRL-OLIGOMYCIN-A,C45H74O11,791.0759999999999,CCC1C=CC=CCC(C)C(O)C(C)(O)C(=O)C(C)C(O)C(C)C(=O)C(C)C(O)C(C)C=CC(=O)OC2C(C)C(CC1)OC1(CCC(C)C(CC(C)O)O1)C2C,O=C1CCCC=CC(=O)OC2CC(CCCC=CC=CCCCCC(=O)CCC1)OC1(CCCCO1)C2,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
NCHOSMRPPKEPLR-UHFFFAOYSA-N,COc1cc2nc(SCc3ccccc3)c(CNCCN3CCN(C)CC3)cc2c(OC)c1OC,NCHOSMRPPKEPLR-UHFFFAOYSA-N,C27H36N4O3S,496.677,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA253,C27H36N4O3S,496.6770000000004,COc1cc2nc(SCc3ccccc3)c(CNCCN3CCN(C)CC3)cc2c(OC)c1OC,c1ccc(CSc2nc3ccccc3cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
NGGZHFTWSXZZMZ-UHFFFAOYSA-N,CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc(Cl)cc2Cl)ccc1O,NGGZHFTWSXZZMZ-UHFFFAOYSA-N,C27H26Cl3N3O3S,578.949,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL3402631,C27H26Cl3N3O3S,578.9490000000003,CCN(CC)Cc1cc(N(c2cc(C)nc3cc(Cl)ccc23)S(=O)(=O)c2ccc(Cl)cc2Cl)ccc1O,O=S(=O)(c1ccccc1)N(c1ccccc1)c1ccnc2ccccc12,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
NHYRGJGOYHRCHP-UHFFFAOYSA-N,CN1CCN(CCNCc2cc3ccc(-c4ccccc4)cc3nc2SCc2ccccc2)CC1,NHYRGJGOYHRCHP-UHFFFAOYSA-N,C30H34N4S,482.697,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA270,C30H34N4S,482.69700000000023,CN1CCN(CCNCc2cc3ccc(-c4ccccc4)cc3nc2SCc2ccccc2)CC1,c1ccc(CSc2nc3cc(-c4ccccc4)ccc3cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
NLEMREXXYUDSQL-UHFFFAOYSA-N,COc1cc2c(c(OC)c1OC)C=C1CCNCC(CCC=CC=CC=C3CSC3=N2)CCN1C1CCCC1,NLEMREXXYUDSQL-UHFFFAOYSA-N,C32H43N3O3S,549.781,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA252,C32H43N3O3S,549.7810000000002,COc1cc2c(c(OC)c1OC)C=C1CCNCC(CCC=CC=CC=C3CSC3=N2)CCN1C1CCCC1,C1=CC=C2CSC2=Nc2ccccc2C=C2CCNCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
NLTZNXHLSWPGMA-UHFFFAOYSA-N,CN1CCN(CCNCc2cc3ccc(Br)cc3nc2SCc2ccccc2)CC1,NLTZNXHLSWPGMA-UHFFFAOYSA-N,C24H29BrN4S,485.495,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA257,C24H29BrN4S,485.49500000000023,CN1CCN(CCNCc2cc3ccc(Br)cc3nc2SCc2ccccc2)CC1,c1ccc(CSc2nc3ccccc3cc2CNCCN2CCNCC2)cc1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
NNVGKKBOEWDJJP-IBGZPJMESA-N,CS(=O)(=O)NC(=O)[C@@H]1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,NNVGKKBOEWDJJP-IBGZPJMESA-N,C23H22N2O4S2,454.573,input_canonicalized,parsed_but_not_independently_identity_verified,False,CHEMBL401701,C23H22N2O4S2,454.5730000000002,CS(=O)(=O)NC(=O)C1CSc2c(C3CC3)c(Cc3cccc4ccccc34)cc(=O)n21,O=c1cc(Cc2cccc3ccccc23)c(C2CC2)c2n1CCS2,pass,,parsed_but_not_independently_identity_verified,not_all_schemes_redrawn_in_this_audit
NPEZRWZPEIGWDT-UHFFFAOYSA-N,Cc1ccc(C2=CN=C3SCC3=CC=CC=CCCC3CCNCC(=C2)N(C2CCCC2)CC3)cc1,NPEZRWZPEIGWDT-UHFFFAOYSA-N,C32H41N3S,499.768,paper_scheme_reconstructed,verified_against_source_scheme_and_formula,True,WSA289,C32H41N3S,499.7680000000005,Cc1ccc(C2=CN=C3SCC3=CC=CC=CCCC3CCNCC(=C2)N(C2CCCC2)CC3)cc1,C1=CC=C2CSC2=NC=C(c2ccccc2)C=C2CNCCC(CCC=C1)CCN2C1CCCC1,pass,,verified_against_source_scheme_and_formula,not_all_schemes_redrawn_in_this_audit
