compound_id,parent_id,canonical_smiles,inchikey,generation_method,attachment_site,reaction_smarts,building_block_id,building_block_smiles,generator_config,seed,provenance_hash,timestamp,design_index,substitution_depth,sanitization_status,desalting_status,valence_status,molecular_weight,clogp,tpsa,hbd,hba,rotatable_bonds,lipinski_pass,veber_pass,pains_warnings,reactive_warnings,warning_count,qc_status,rejection_reason,absolute_formal_charge,ring_count,fraction_csp3,scaffold,filter_status,hard_failure_reasons,warning_reasons,filter_protocol_id,filter_hash,attempt,cached,canonical_smiles_vina,completed_at,elapsed_seconds,ligand_sha256,pose_centroid,pose_count,pose_qc,pose_sha256,protocol_id,scaffold_vina,scope,signature,started_at,status,stderr_sha256,stdout_sha256,training,vina_affinity,folder,similarity_to_IN2,vina_utility,rank_boundary_proximity,scaffold_novelty,evidence_completeness_before,evidence_gap,protocol_uncertainty,protocol_uncertainty_status,acquisition_priority,acquisition_scope,acquisition_rank,existing_open_mmgbsa_evidence,selection_order,selection_class,why_selected,recommended_next_calculation
ATP-RDL-FC76E2D041DBC392,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)c(O)c2)cc1,WFYFFUAKCDUSCQ-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,26;27,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_cBu;R_OH,[*:1]C1CCC1;[*:1]O,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,50465c76216f6a8bcef638cb5136ef63d5aa6e0b16f7f15e6aa21ce711fc2b68,2026-09-02T16:54:10.990585+00:00,203764,2,pass,unchanged,pass,499.724,4.4083,54.17,3,3,10,True,True,,,0,accepted,,2,5,0.3225806451612903,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)cc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)c(O)c2)cc1,2026-09-02T18:21:11.149555+00:00,152.2308704853058,7015737e4d2abee1f9fb23a86f3220c507153ede2883d1ade7beb1d98740128a,"[195.4077777777778, 188.99869444444442, 160.56847222222223]",9,pass,0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)cc2)cc1,computational docking evidence; not biological activity,9fd77bcdd14402cc651e9cd96de7270ec5f62e45a6e7fd5dfa22eb9163b936c8,2026-09-02T18:18:38.937262+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2486a9a40c83b2c7e042301e3f48cd1ff153efa5a3d160fcc8ccfe2d5e751adc,False,-8.574,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/9f/9fd77bcdd14402cc651e9cd96de7270ec5f62e45a6e7fd5dfa22eb9163b936c8,0.6885245901639344,1.0,0.75,1.0,0.5,0.5,,unavailable_single_docking_protocol,0.8688524590163935,next expensive evidence priority; NOT biological hit ranking,1,True,1,workflow_bridge_cached_evidence,Vina utility=1.000; scaffold novelty=1.000; boundary=0.750; missing Open MM/GBSA,open_mmgbsa_7p3w_v2
