compound_id,parent_id,canonical_smiles,inchikey,generation_method,attachment_site,reaction_smarts,building_block_id,building_block_smiles,generator_config,seed,provenance_hash,timestamp,design_index,substitution_depth,sanitization_status,desalting_status,valence_status,molecular_weight,clogp,tpsa,hbd,hba,rotatable_bonds,lipinski_pass,veber_pass,pains_warnings,reactive_warnings,warning_count,qc_status,rejection_reason,absolute_formal_charge,ring_count,fraction_csp3,scaffold,filter_status,hard_failure_reasons,warning_reasons,filter_protocol_id,filter_hash,attempt,cached,canonical_smiles_vina,completed_at,elapsed_seconds,ligand_sha256,pose_centroid,pose_count,pose_qc,pose_sha256,protocol_id,scaffold_vina,scope,signature,started_at,status,stderr_sha256,stdout_sha256,training,vina_affinity,folder,similarity_to_IN2,vina_utility,rank_boundary_proximity,scaffold_novelty,evidence_completeness_before,evidence_gap,protocol_uncertainty,protocol_uncertainty_status,acquisition_priority,acquisition_scope,acquisition_rank,existing_open_mmgbsa_evidence
ATP-RDL-FC76E2D041DBC392,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)c(O)c2)cc1,WFYFFUAKCDUSCQ-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,26;27,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_cBu;R_OH,[*:1]C1CCC1;[*:1]O,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,50465c76216f6a8bcef638cb5136ef63d5aa6e0b16f7f15e6aa21ce711fc2b68,2026-09-02T16:54:10.990585+00:00,203764,2,pass,unchanged,pass,499.724,4.4083,54.17,3,3,10,True,True,,,0,accepted,,2,5,0.3225806451612903,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)cc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)c(O)c2)cc1,2026-09-02T18:21:11.149555+00:00,152.2308704853058,7015737e4d2abee1f9fb23a86f3220c507153ede2883d1ade7beb1d98740128a,"[195.4077777777778, 188.99869444444442, 160.56847222222223]",9,pass,0d3cf81c7ad2094944b637f2983b099292fd809f095d58c9b064a7364cc34526,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(C3CCC3)cc2)cc1,computational docking evidence; not biological activity,9fd77bcdd14402cc651e9cd96de7270ec5f62e45a6e7fd5dfa22eb9163b936c8,2026-09-02T18:18:38.937262+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,2486a9a40c83b2c7e042301e3f48cd1ff153efa5a3d160fcc8ccfe2d5e751adc,False,-8.574,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/9f/9fd77bcdd14402cc651e9cd96de7270ec5f62e45a6e7fd5dfa22eb9163b936c8,0.6885245901639344,1.0,0.75,1.0,0.5,0.5,,unavailable_single_docking_protocol,0.8688524590163935,next expensive evidence priority; NOT biological hit ranking,1,True
ATP-RDL-09249830AB23A99B,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3c(F)ccc(Cl)c3nc2SCc2ccccc2)cc1,MTHRUYBDUMUHAU-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,14;17,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_F;R_Cl,[*:1]F;[*:1]Cl,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,279f0cf9054eff0067c3d69f4dca25f161d306f967cd478ca6f411c97d3562a3,2026-09-02T16:54:10.990585+00:00,95701,2,pass,unchanged,pass,482.068,4.2277,33.94,2,2,9,True,True,,,0,accepted,,2,4,0.2222222222222222,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3c(F)ccc(Cl)c3nc2SCc2ccccc2)cc1,2026-09-02T18:02:28.606097+00:00,156.95338559150696,6257e819edc5f8fceab43e99fdc88973761898c16ae28c2ae7b3b6ffb9e4c66e,"[193.44490909090908, 189.3909696969697, 162.79151515151514]",9,pass,1ad81cf9c9a0fd066c3568b553db2a5faad1c92c756469e06cb476dbd93053a1,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,computational docking evidence; not biological activity,3678df103ae6fe77bf1e861e7da7ff31d894892445f5f6cf90135cd51a79aaa8,2026-09-02T17:59:51.673799+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,40f3993fd8958c5355bf2661f9bfa7ea5a165c38097ec073da5981b07e330dfb,False,-8.503,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/36/3678df103ae6fe77bf1e861e7da7ff31d894892445f5f6cf90135cd51a79aaa8,0.6333333333333333,0.8333333333333334,0.9583333333333334,0.4082482904638631,0.5,0.5,,unavailable_single_docking_protocol,0.719982991426106,next expensive evidence priority; NOT biological hit ranking,2,False
ATP-RDL-C81613A871495152,ATP-REF-IN2,Cc1ccccc1CSc1nc2ccccc2cc1C[NH2+]Cc1ccc(C[NH+](C)C)c(N(C)C)c1,OYSLBCGQLDROBM-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,5;28,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_NMe2;R_Me,[*:1]N(C)C;[*:1]C,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,ffac92e5bc70dc50afc3e7700613dcf67a948250762b6e707ec3fb4fb78a1ea1,2026-09-02T16:54:10.990585+00:00,27204,2,pass,unchanged,pass,486.729,3.80962,37.18,2,3,10,True,True,,,0,accepted,,2,4,0.3,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,Cc1ccccc1CSc1nc2ccccc2cc1C[NH2+]Cc1ccc(C[NH+](C)C)c(N(C)C)c1,2026-09-02T18:31:35.929956+00:00,124.94348335266112,d69f1ee4fe80266ac017f0767942d57c6ed163bf3c8d4464af51039313ec27d8,"[194.134, 188.7420285714286, 162.38105714285712]",9,pass,aab75fcd47bd8ceef080d5ae88418de9022c9c528bbc17c835dc9e80b52ac260,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,computational docking evidence; not biological activity,244f6680e715fbc5ba7c37a8bbfe0ab13e9e750cd0ba6ce4537a511733d97e4b,2026-09-02T18:29:31.007262+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,dc982674c9bb173dfb82b001879a4e9dc91e3dd575868c14d670504242f97704,False,-8.365,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/24/244f6680e715fbc5ba7c37a8bbfe0ab13e9e750cd0ba6ce4537a511733d97e4b,0.639344262295082,0.6666666666666666,0.8333333333333333,0.4082482904638631,0.5,0.5,,unavailable_single_docking_protocol,0.6289174176556142,next expensive evidence priority; NOT biological hit ranking,3,False
ATP-RDL-7CBFFB7061716425,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(N)c(F)c2)cc1,TYZCVQJMCXWKIT-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,26;27,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_NH2;R_F,[*:1]N;[*:1]F,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,5f9419dcfbc0bdacbe6d13af50baedc4de14068b775918ceedc5b0bbfc784e3e,2026-09-02T16:54:10.990585+00:00,204600,2,pass,unchanged,pass,462.638,3.1565,59.96,3,3,9,True,True,,,0,accepted,,2,4,0.2222222222222222,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccc(N)c(F)c2)cc1,2026-09-02T18:20:53.641741+00:00,123.94341588020325,4252ea486380432cbf42df395983b5137c894452b411c84595f38eaf4934b2b8,"[196.32048484848485, 190.5459090909091, 159.2449696969697]",9,pass,18203c1ae698b904ebd683f52ca86044e170c97e8fa007cbd08c06eaa659e3d4,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,computational docking evidence; not biological activity,2a2769a584dce36412a0a54f2817accc0d8a6c8be40b7bcef1d1cd59e0894606,2026-09-02T18:18:49.722400+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0821909c5cc7af1abadc9edd3b883fa0e16e389b86857663fc1acd98b6709c53,False,-8.176,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/2a/2a2769a584dce36412a0a54f2817accc0d8a6c8be40b7bcef1d1cd59e0894606,0.75,0.5,0.625,0.4082482904638631,0.5,0.5,,unavailable_single_docking_protocol,0.5316496580927726,next expensive evidence priority; NOT biological hit ranking,4,False
ATP-RDL-1B17A0277B3EB6D3,ATP-REF-IN2,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(CO)cc3nc2SCc2ccccc2C#N)cc1,KEGFNLJRFVYYFT-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,16;24,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_CH2OH;R_CN,[*:1]CO;[*:1]C#N,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,591249da0fb1b9e4daef9ccdbddcf2da4a6bcb8b86e2f57bd97ce6233adee8a8,2026-09-02T16:54:10.990585+00:00,141722,2,pass,unchanged,pass,484.669,2.79918,77.96,3,4,10,True,True,,,0,accepted,,2,4,0.2413793103448276,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,C[NH+](C)Cc1ccc(C[NH2+]Cc2cc3ccc(CO)cc3nc2SCc2ccccc2C#N)cc1,2026-09-02T18:10:45.898823+00:00,138.7653341293335,f9376c9701f78048a6294706d0a73dd2002f93bb086f3f6f5a6b99d26ff3fbac,"[198.2629142857143, 181.58228571428572, 155.13182857142857]",9,pass,e86f49f3658ee862e9672246de711b7de7f8b8fe91ba825a4ec28bda1f6c5b39,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,computational docking evidence; not biological activity,d303e3779f9ac28848a5886e3d0be0d3b3835e96508ad4592b1dde74043e43d0,2026-09-02T18:08:27.150109+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,4a259412970e918bae4fc26ddca2eeed4f7c885c5ec746299bfd1c0a504579fa,False,-8.05,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/d3/d303e3779f9ac28848a5886e3d0be0d3b3835e96508ad4592b1dde74043e43d0,0.59375,0.3333333333333333,0.41666666666666663,0.4082482904638631,0.5,0.5,,unavailable_single_docking_protocol,0.4076913247594393,next expensive evidence priority; NOT biological hit ranking,5,False
ATP-RDL-B943D28D2C2254E2,ATP-REF-IN2,CSc1ccc2nc(SCc3ccccc3)c(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)cc2c1C,IKBKXSMMKIVNIJ-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,14;15,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_Me;R_SMe,[*:1]C;[*:1]SC,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,8e9a9610fd2cdc3b76e24900bbf74886921397a82f82e2575573f8ecafced4aa,2026-09-02T16:54:10.990585+00:00,90918,2,pass,unchanged,pass,489.754,4.46552,33.94,2,3,10,True,True,,,0,accepted,,2,4,0.2758620689655172,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,CSc1ccc2nc(SCc3ccccc3)c(C[NH2+]Cc3ccc(C[NH+](C)C)cc3)cc2c1C,2026-09-02T17:51:08.283916+00:00,156.6905825138092,2e754ebaea351005bf4b6deb2a2a1a49bbb433dcb297d80c5ce32f5add292870,"[193.8964411764706, 187.9990294117647, 161.38750000000002]",9,pass,5fe1492e0398549e99a1d9073240f5159981b280d54e12653f4d8cddeb8b31f4,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,computational docking evidence; not biological activity,75ff328f59da9916e83b6ac248880be48ba4c82287853b782c4caee23ce3ceba,2026-09-02T17:48:31.613342+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,91eaf33966a3aad3f3cca55040fd230e12706d6d79f1077211423c0145b1e375,False,-7.59,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/75/75ff328f59da9916e83b6ac248880be48ba4c82287853b782c4caee23ce3ceba,0.7017543859649122,0.16666666666666666,0.20833333333333326,0.4082482904638631,0.5,0.5,,unavailable_single_docking_protocol,0.3101584300225972,next expensive evidence priority; NOT biological hit ranking,6,False
ATP-RDL-7E4D99F27F6F4500,ATP-REF-IN2,CNc1c(C[NH2+]Cc2ccc(C[NH+](C)C)cc2)c(SCc2cccc(C#N)c2)nc2ccccc12,BIHARPBVJJBDBB-UHFFFAOYSA-P,scaffold_preserving_R_group_enumeration,12;25,[cH:1].[*:2]-[*:3]>>[c:1]-[*:3],R_NHMe;R_CN,[*:1]NC;[*:1]C#N,0edaacdb8a4b66f6f28108efa09d111887870a2ef58b4953eddeaca48e82dd6b,20260903,0d08ea03668a94e06a77b98035a3a41532228ff082db621e42db1256e1fe731b,2026-09-02T16:54:10.990585+00:00,77172,2,pass,unchanged,pass,483.685,3.34858,69.76,3,4,10,True,True,,,0,accepted,,2,4,0.2413793103448276,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,accepted,,,open_physchem_structural_filter_v1,a0295059df70c06e171d48c502546bf771ff980b457f30a791c5e6a89e4d8537,1,True,CNc1c(C[NH2+]Cc2ccc(C[NH+](C)C)cc2)c(SCc2cccc(C#N)c2)nc2ccccc12,2026-09-02T17:44:01.695368+00:00,133.01697087287903,0f798ec2b40627c6cd9cdf1432fd97a40ccac64e5fc96bd1ee0b836d039a2631,"[194.20185714285714, 188.3510857142857, 161.55725714285714]",9,pass,e4a733d97c50ebfaa545ef2610d548bb60bd149178e1eeb00513de4c60a39a65,vina_7p3w_v1,c1ccc(C[NH2+]Cc2cc3ccccc3nc2SCc2ccccc2)cc1,computational docking evidence; not biological activity,6776f3fd0e93f649e5174b3ec4efb8f9c11d062c6936241c1cab55fcd4152be1,2026-09-02T17:41:48.702936+00:00,success,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,d3b049627ba0d55a42931cd04fa53d3fd5c0cc3ea952eecccb5e478d9c398e75,False,-7.476,workspace_local/library_generation/in2_smoke_100_v1/vina_jobs/67/6776f3fd0e93f649e5174b3ec4efb8f9c11d062c6936241c1cab55fcd4152be1,0.5217391304347826,0.0,0.0,0.4082482904638631,0.5,0.5,,unavailable_single_docking_protocol,0.18382357113625086,next expensive evidence priority; NOT biological hit ranking,7,False
